阿鼻地狱,a'bi'di'yu
瓦拉底,wa'la'di
瓦拉那西,wa'la'na'xi
瓦莱塔古城,wa'lai'ta'gu'cheng
瓦斯卡兰,wa'si'ka'lan
瓦特堡城堡,wa'te'bao'cheng'bao
外黄,wai'huang
万里长沙,wan'li'chang'sha
宛陵,wan'ling
皖南古村落,wan'nan'gu'cun'luo
万年,wan'nian
宛平,wan'ping
完全混合湖,wan'quan'hun'he'hu
宛县,wan'xian
辋川,wang'chuan
网格地理信息系统,wang'ge'di'li'xin'xi'xi'tong
王陵,wang'ling
王陵及贵族墓葬,wang'ling'ji'gui'zu'mu'zang
网络地理信息系统,wang'luo'di'li'xin'xi'xi'tong
网络分析,wang'luo'fen'xi
王舍城,wang'she'cheng
威堡,wei'bao
魏博,wei'bo
卫藏,wei'cang
维得斯卡,wei'de'si'ka
维多利亚瀑布,wei'duo'li'ya'pu'bu
维尔茨堡宫,wei'er'ci'bao'gong
韦尔吉纳,wei'er'ji'na
韦尔拉,wei'er'la
维尔纽斯,wei'er'niu'si
维甘,wei'gan
卫国,wei'guo
卫辉,wei'hui
维加群岛,wei'jia'qun'dao
魏郡,wei'jun
未开发区,wei'kai'fa'qu
维利埃,wei'li'ai
维利奇卡盐矿,wei'li'qi'ka'yan'kuang
威廉斯塔德,wei'lian'si'ta'de
维龙加国家公园,wei'long'jia'guo'jia'gong'yuan
维罗纳城市,wei'luo'na'cheng'shi
魏玛和德绍,wei'ma'he'de'shao
韦内雷港,wei'nei'lei'gang
威尼斯及泻湖,wei'ni'si'ji'xie'hu
威尼托,wei'ni'tuo
渭桥,wei'qiao
维琴查城,wei'qin'cha'cheng
韦曲,wei'qu
委任统治地,wei'ren'tong'zhi'di
维斯比,wei'si'bi
维斯教堂,wei'si'jiao'tang
维斯马,wei'si'ma
威斯敏斯特宫,wei'si'min'si'te'gong
维腾贝格,wei'teng'bei'ge
微咸湖,wei'xian'hu
卫星城,wei'xing'cheng
维扬,wei'yang
维也纳历史中心,wei'ye'na'li'shi'zhong'xin
韦泽尔,wei'ze'er
魏治沔阳,wei'zhi'mian'yang
渭州,wei'zhou
维州,wei'zhou
魏州,wei'zhou
韦兹莱,wei'zi'lai
温带,wen'dai
温迪亚,wen'di'ya
文化边界,wen'hua'bian'jie
文化地理学,wen'hua'di'li'xue
文化和植物景观,wen'hua'he'zhi'wu'jing'guan
文化汇合,wen'hua'hui'he
文化景观,wen'hua'jing'guan
文化名城魏玛,wen'hua'ming'cheng'wei'ma
文化区,wen'hua'qu
文化遗产,wen'hua'yi'chan
文化遗迹景观,wen'hua'yi'ji'jing'guan
文件,wen'jian
纹泥,wen'ni
汶山,wen'shan
文艺复兴时期的城市,wen'yi'fu'xing'shi'qi'de'cheng'shi
文州,wen'zhou
温州,wen'zhou
卧城,wo'cheng
沃达蒸汽泵站,wo'da'zheng'qi'beng'zhan
沃尔特,wo'er'te
沃利茨,wo'li'ci
沃吕比利斯,wo'lv'bi'li'si
沃特顿冰川,wo'te'dun'bing'chuan
沃野,wo'ye
乌布苏湖盆地,wu'bu'su'hu'pen'di
武昌,wu'chang
无潮海,wu'chao'hai
乌程,wu'cheng
武川,wu'chuan
五村镇以及沿海群岛,wu'cun'zhen'yi'ji'yan'hai'qun'dao
武当山,wu'dang'shan
武当山古建筑群,wu'dang'shan'gu'jian'zhu'qun
伍德布法罗,wu'de'bu'fa'luo
武定,wu'ding
武都,wu'du
邬闍衍那国,wu'du'yan'na'guo
乌尔比诺,wu'er'bi'nuo
乌尔根奇,wu'er'gen'qi
无烦天,wu'fan'tian
吴哥,wu'ge
五箇山村落,wu'ge'shan'cun'luo
五国城,wu'guo'cheng
五河,wu'he
物候学,wu'hou'xue
吴会,wu'hui
无间地狱,wu'jian'di'yu
乌江,wu'jiang
屋久岛,wu'jiu'dao
吴郡,wu'jun
物理风化作用,wu'li'feng'hua'zuo'yong
乌里雅苏台,wu'li'ya'su'tai
乌林,wu'lin
武林,wu'lin
武陵,wu'ling
武陵源,wu'ling'yuan
武陵源风景名胜区,wu'ling'yuan'feng'jing'ming'sheng'qu
吴门,wu'men
乌蒙,wu'meng
乌姆赖萨斯,wu'mu'lai'sa'si
乌戎库隆,wu'rong'ku'long
吴山,wu'shan
五山十剎,wu'shan'shi'cha
无霜期,wu'shuang'qi
乌思藏,wu'si'cang
乌斯马尔古城,wu'si'ma'er'gu'cheng
武遂,wu'sui
乌孙,wu'sun
无所有处天,wu'suo'you'chu'tian
五台山,wu'tai'shan
吴头楚尾,wu'tou'chu'wei
武威,wu'wei
乌韦达,wu'wei'da
巫县,wu'xian
武乡,wu'xiang
吴兴,wu'xing
五羊城,wu'yang'cheng
武夷山,wu'yi'shan
五原,wu'yuan
五岳,wu'yue
乌仗那国,wu'zhang'na'guo
五丈原,wu'zhang'yuan
吴州,wu'zhou
婺州,wu'zhou
梧州,wu'zhou
武州,wu'zhou
五祖山,wu'zu'shan
西安,xi'an
锡安卡恩生物保护区,xi'an'ka'en'sheng'wu'bao'hu'qu
希巴姆,xi'ba'mu
西贝尼克,xi'bei'ni'ke
锡比罗依,xi'bi'luo'yi
西城,xi'cheng
西川,xi'chuan
西递宏村,xi'di'hong'cun
西鄂,xi'e
希俄斯新,xi'e'si'xin
西恩富戈斯,xi'en'fu'ge'si
西恩富戈斯历史城区,xi'en'fu'ge'si'li'shi'cheng'qu
希尔德斯海姆,xi'er'de'si'hai'mu
希尔凡王宫,xi'er'fan'wang'gong
西高加索山保护区,xi'gao'jia'suo'shan'bao'hu'qu
西格里,xi'ge'li
熙河,xi'he
西河,xi'he
西基利亚,xi'ji'li'ya
锡吉里亚,xi'ji'li'ya
锡吉什瓦拉,xi'ji'shen'wa'la
析津,xi'jin
西京,xi'jing
希拉波利斯,xi'la'bo'li'si
锡拉库扎,xi'la'ku'zha
昔兰尼考古遗址,xi'lan'ni'kao'gu'yi'zhi
细柳,xi'liu
西楼,xi'lou
西伦托,xi'lun'tuo
喜马拉雅铁路,xi'ma'la'ya'tie'lu
悉尼歌剧院,xi'ni'ge'ju'yuan
西宁,xi'ning
西山八大处,xi'shan'ba'da'chu
西双版纳,xi'shuang'ban'na
戏水,xi'shui
西斯特尔,xi'si'te'er
西套蒙古,xi'tao'meng'gu
希特斯韦特,xi'te'si'wei'te
希特斯韦特文化和植物景观,xi'te'si'wei'te'wen'hua'he'zhi'wu'jing'guan
戏亭,xi'ting
系统地理学,xi'tong'di'li'xue
希瓦,xi'wa
希瓦吉,xi'wa'ji
希维德尼察,xi'wei'de'ni'cha
西吴,xi'wu
西西里,xi'xi'li
西县,xi'xian
西洋,xi'yang
锡耶纳,xi'ye'na
西印度群岛档案馆,xi'yin'du'qun'dao'dang'an'guan
西域,xi'yu
西藏,xi'zang
西藏布达拉宫和大昭寺,xi'zang'bu'da'la'gong'he'da'zhao'si
西州,xi'zhou
下蔡,xia'cai
下港,xia'gang
峡谷,xia'gu
峡谷洞穴群,xia'gu'dong'xue'qun
夏口,xia'kou
夏利玛尔公园,xia'li'ma'er'gong'yuan
下龙湾,xia'long'wan
峡路,xia'lu
夏洛茨维尔,xia'luo'ci'wei'er
下邳,xia'pi
下切侵蚀,xia'qie'qin'shi
夏绥,xia'sui
夏琐,xia'suo
下相,xia'xiang
夏阳,xia'yang
夏州,xia'zhou
峡州,xia'zhou
藓类沼泽,xian'lei'zhao'ze
酰罗城,xian'luo'cheng
酰罗山,xian'luo'shan
咸平,xian'ping
限区,xian'qu
咸水湖,xian'shui'hu
闲暇地理,xian'xia'di'li
线性现象,xian'xing'xian'xiang
咸阳,xian'yang
显州,xian'zhou
乡村地理学,xiang'cun'di'li'xue
乡村规划,xiang'cun'gui'hua
乡村人口,xiang'cun'ren'kou
象岛,xiang'dao
相对高度,xiang'dui'gao'du
祥符,xiang'fu
相关沉积,xiang'guan'chen'ji
相关的要塞,xiang'guan'de'yao'sai
襄国,xiang'guo
象郡,xiang'jun
象林,xiang'lin
襄平,xiang'ping
项县,xiang'xian
襄阳,xiang'yang
湘州,xiang'zhou
相州,xiang'zhou
襄州,xiang'zhou
香醉山,xiang'zui'shan
小冰期,xiao'bing'qi
小沛,xiao'pei
小气候,xiao'qi'hou
小区,xiao'qu
消融区,xiao'rong'qu
小生境,xiao'sheng'jing
硝石采石场,xiao'shi'cai'shi'chang
萧条区,xiao'tiao'qu
消遥津,xiao'yao'jin
谢尔吉圣三一大修道院,xie'er'ji'sheng'san'yi'da'xiu'dao'yuan
谢拉戈达方济各会,xie'la'ge'da'fang'ji'ge'hui
信安,xin'an
新安,xin'an
新北界,xin'bei'jie
新冰期,xin'bing'qi
新蔡,xin'cai
新城,xin'cheng
信都,xin'du
信度国,xin'du'guo
信度河,xin'du'he
信风,xin'feng
新丰,xin'feng
欣盖提,xin'gai'ti
新构造运动,xin'gou'zao'yun'dong
辛哈拉加,xin'ha'la'jia
新街,xin'jie
新街和罗利宫殿体系,xin'jie'he'luo'li'gong'dian'ti'xi
新拉纳克,xin'la'na'ke
新秦中,xin'qin'zhong
新热带界,xin're'dai'jie
新圣女修道院,xin'sheng'nv'xiu'dao'yuan
新石器时代,xin'shi'qi'shi'dai
新石器时代遗址,xin'shi'qi'shi'dai'yi'zhi
辛特拉,xin'te'la
新亭,xin'ting
新息,xin'xi
新锡德尔湖,xin'xi'de'er'hu
信息经济,xin'xi'jing'ji
信息系统,xin'xi'xi'tong
新阳,xin'yang
新野,xin'ye
新月形沙丘,xin'yue'xing'sha'qiu
心脏地带,xin'zang'di'dai
信州,xin'zhou
忻州,xin'zhou
兴安,xing'an
兴和,xing'he
兴化,xing'hua
杏花村,xing'hua'cun
兴京,xing'jing
兴庆,xing'qing
行为地理学,xing'wei'di'li'xue
行为环境,xing'wei'huan'jing
行为矩阵,xing'wei'ju'zhen
行星风系,xing'xing'feng'xi
荥阳,xing'yang
兴义,xing'yi
兴元,xing'yuan
荥泽,xing'ze
行政地理,xing'zheng'di'li
行政界线,xing'zheng'jie'xian
兴州,xing'zhou
邢州,xing'zhou
雄州,xiong'zhou
修道院,xiu'dao'yuan
修道院与大教堂,xiu'dao'yuan'yu'da'jiao'tang
休耕,xiu'geng
秀容,xiu'rong
秀水,xiu'shui
秀州,xiu'zhou
许昌,xu'chang
须昌,xu'chang
叙利至沙洛呐,xu'li'zhi'sha'luo'na
须弥山,xu'mi'shan
虚拟地理环境,xu'ni'di'li'huan'jing
虚拟现实,xu'ni'xian'shi
叙州,xu'zhou
徐州,xu'zhou
许州,xu'zhou
悬冰川,xuan'bing'chuan
宣城,xuan'cheng
宣大,xuan'da
宣府,xuan'fu
悬瓠,xuan'hu
宣化,xuan'hua
选举地理,xuan'ju'di'li
宣武,xuan'wu
悬移质,xuan'yi'zhi
轩辕,xuan'yuan
选址,xuan'zhi
宣州,xuan'zhou
雪崩,xue'beng
雪带,xue'dai
薛郡,xue'jun
雪山,xue'shan
雪蚀,xue'shi
雪线,xue'xian
熏香之路,xun'xiang'zhi'lu
寻阳,xun'yang
浔阳,xun'yang
循州,xun'zhou
浔州,xun'zhou
亚琛大教堂,ya'chen'da'jiao'tang
雅典卫城,ya'dian'wei'cheng
亚高山,ya'gao'shan
亚克,ya'ke
雅克萨,ya'ke'sa
雅罗斯拉夫尔城,ya'luo'si'la'fu'er'cheng
亚马逊河,ya'ma'xun'he
亚眠,ya'mian
亚热带,ya're'dai
亚萨维陵墓,ya'sa'wei'ling'mu
亚述古城,ya'shu'gu'cheng
亚速尔群岛,ya'su'er'qun'dao
亚沃尔,ya'wo'er
亚雪带,ya'xue'dai
崖州,ya'zhou
雅州,ya'zhou
岩崩,yan'beng
沿滨泥沙流,yan'bin'ni'sha'liu
厌次,yan'ci
严岛神殿,yan'dao'shen'dian
岩洞教堂,yan'dong'jiao'tang
沿革地理,yan'ge'di'li
沿海工业,yan'hai'gong'ye
盐湖,yan'hu
岩画,yan'hua
岩画遗址,yan'hua'yi'zhi
延津,yan'jin
燕京,yan'jing
岩刻画,yan'ke'hua
延陵,yan'ling
鄢陵,yan'ling
岩漠,yan'mo
盐漠,yan'mo
阎牟那河,yan'mou'na'he
延平,yan'ping
岩漆,yan'qi
焉耆,yan'qi
燕然,yan'ran
燕山,yan'shan
岩石,yan'shi
岩石海岸自然保护区,yan'shi'hai'an'zi'ran'bao'hu'qu
岩石圈,yan'shi'quan
岩石艺术区,yan'shi'yi'shu'qu
延绥,yan'sui
岩滩,yan'tan
演替,yan'ti
盐土,yan'tu
岩屑堆,yan'xie'dui
岩屑锥,yan'xie'zhui
阏与,yan'yu
燕云十六州,yan'yun'shi'liu'zhou
盐沼,yan'zhao
严州,yan'zhou
兖州,yan'zhou
延州,yan'zhou
盐州,yan'zhou
羊背石,yang'bei'shi
阳城,yang'cheng
阳翟,yang'di
阳关,yang'guan
阳湖,yang'hu
羊苴咩城,yang'ju'mie'cheng
鸯掘多罗国,yang'jue'duo'luo'guo
杨刘,yang'liu
洋盆,yang'pen
阳坡,yang'po
阳山,yang'shan
阳武,yang'wu
阳夏,yang'xia
阳羡,yang'xian
扬州,yang'zhou
扬子,yang'zi
要冲城市,yao'chong'cheng'shi
姚江,yao'jiang
要塞,yao'sai
要塞国家公园,yao'sai'guo'jia'gong'yuan
要塞及老城区,yao'sai'ji'lao'cheng'qu
姚州,yao'zhou
冶城,ye'cheng
邺都,ye'dou
夜郎,ye'lang
耶林石碑,ye'lin'shi'bei
耶路撒冷,ye'lu'sa'leng
夜摩天,ye'mo'tian
野牛跳崖处,ye'niu'tiao'ya'chu
野生动植物保护区,ye'sheng'dong'zhi'wu'bao'hu'qu
野生生物保护区,ye'sheng'sheng'wu'bao'hu'qu
耶稣会传教区,ye'su'hui'chuan'jiao'qu
耶稣升天教堂,ye'su'sheng'tian'jiao'tang
野王,ye'wang
页状剥落,ye'zhuang'bo'luo
伊奥利亚群岛,yi'ao'li'ya'qun'dao
易北河谷,yi'bei'he'gu
亦壁,yi'bi
伊壁鸠鲁神庙,yi'bi'jiu'lu'shen'miao
伊比利亚半岛,yi'bi'li'ya'ban'dao
宜昌,yi'chang
伊凡诺沃,yi'fan'nuo'wo
伊瓜苏国家公园,yi'gua'su'guo'jia'gong'yuan
遗迹群,yi'ji'qun
伊烂拏钵伐多国,yi'lan'na'bo'fa'duo'guo
伊犁九城,yi'li'jiu'cheng
夷陵,yi'ling
伊路利萨特,yi'lu'li'sa'te
伊逻卢城,yi'luo'lu'cheng
夷门,yi'men
夷平面,yi'ping'mian
夷平作用,yi'ping'zuo'yong
伊其克乌尔,yi'qi'ke'wu'er
伊钦内城,yi'qin'nei'cheng
伊阙,yi'que
伊沙瓜拉斯托,yi'sha'gua'la'si'tuo
猗氏,yi'shi
伊师迦山,yi'shi'jia'shan
艺术文化景观,yi'shu'wen'hua'jing'guan
伊斯法皇家侯广场,yi'si'fa'huang'jia'hou'guang'chang
伊斯兰城市开罗,yi'si'lan'cheng'shi'kai'luo
伊斯坦布尔历史区,yi'si'tan'bu'er'li'shi'qu
伊斯特别墅,yi'si'te'bie'shu
伊索莱,yi'suo'lai
伊特鲁立亚,yi'te'lu'li'ya
伊维萨岛景观,yi'wei'sa'dao'jing'guan
伊吾卢,yi'wu'lu
义兴,yi'xing
医学地理学,yi'xue'di'li'xue
弋阳,yi'yang
遗址,yi'zhi
伊州,yi'zhou
夷洲,yi'zhou
宜州,yi'zhou
懿州,yi'zhou
易州,yi'zhou
沂州,yi'zhou
益州,yi'zhou
印度,yin'du
引力模式,yin'li'mo'shi
阴平,yin'ping
阴坡,yin'po
殷墟,yin'xu
银州,yin'zhou
应昌,ying'chang
颍昌,ying'chang
颍川,ying'chuan
营丘,ying'qiu
应天,ying'tian
英雄港中心区,ying'xiong'gang'zhong'xin'qu
硬叶林,ying'ye'lin
应用地理学,ying'yong'di'li'xue
瀛州,ying'zhou
营州,ying'zhou
郢州,ying'zhou
颍州,ying'zhou
永安,yong'an
雍布拉岗,yong'bu'la'gang
永昌,yong'chang
永嘉,yong'jia
永乐,yong'le
雍陵,yong'ling
雍丘,yong'qiu
勇士川,yong'shi'chuan
永顺,yong'shun
雍县,yong'xian
永兴军,yong'xing'jun
永州,yong'zhou
邕州,yong'zhou
雍州,yong'zhou
右北平,you'bei'ping
有潮河口,you'chao'he'kou
游程编码,you'cheng'bian'ma
有城墙的昆卡城,you'cheng'qiang'de'kun'ka'cheng
有顶天,you'ding'tian
有方廷斯,you'fang'ting'si
右扶风,you'fu'feng
尤弗拉西苏斯,you'fu'la'xi'su'si
幽蓟十六州,you'ji'shi'liu'zhou
优楼频螺聚落,you'lou'pin'luo'ju'luo
幼年土壤,you'nian'tu'rang
游憩地理,you'qi'di'li
游憩中心,you'qi'zhong'xin
由拳,you'quan
尤索和素索修道院,you'suo'he'su'suo'xiu'dao'yuan
犹太人居住区,you'tai'ren'ju'zhu'qu
游移湖,you'yi'hu
幽州,you'zhou
玉壁城,yu'bi'cheng
雨滴侵蚀,yu'di'qin'shi
鱼复,yu'fu
羽黑山,yu'hei'shan
榆林,yu'lin
郁林,yu'lin
雨林,yu'lin
昱岭,yu'ling
臾那世界国,yu'na'shi'jie'guo
于阗,yu'tian
阈限人口,yu'xian'ren'kou
语言地理学,yu'yan'di'li'xue
渔阳,yu'yang
雨影,yu'ying
豫章,yu'zhang
宇治,yu'zhi
渝州,yu'zhou
禹州,yu'zhou
豫州,yu'zhou
郁洲,yu'zhou
元胞自动机,yuan'bao'zi'dong'ji
元城,yuan'cheng
苑川,yuan'chuan
元地理学,yuan'di'li'xue
圆顶石屋,yuan'ding'shi'wu
元和,yuan'he
冤句,yuan'ju
原摩加多尔,yuan'mo'jia'duo'er
元数据,yuan'shu'ju
原州,yuan'zhou
沅州,yuan'zhou
袁州,yuan'zhou
约里,yue'li
月亮港,yue'liang'gang
约塞米蒂,yue'sai'mi'di
岳阳,yue'yang
栎阳,yue'yang
月氏,yue'zhi
岳州,yue'zhou
越州,yue'zhou
云岗石窟,yun'gang'shi'ku
云间,yun'jian
云居山,yun'ju'shan
云门山,yun'men'shan
云南,yun'nan
云阳,yun'yang
郧阳,yun'yang
云中,yun'zhong
云中都护府,yun'zhong'du'hu'fu
云州,yun'zhou
郓州,yun'zhou
宰比德,zai'bi'de
灾变论,zai'bian'lun
甾川,zai'chuan
灾害地理学,zai'hai'di'li'xue
早期基督教建筑群及镶嵌艺术,zao'qi'ji'du'jiao'jian'zhu'qun'ji'xiang'qian'yi'shu
早期基督教陵墓,zao'qi'ji'du'jiao'ling'mu
早期人类遗址,zao'qi'ren'lei'yi'zhi
造阳,zao'yang
泽布日多夫斯基,ze'bu'ri'duo'fu'si'ji
泽列,ze'lie
泽州,ze'zhou
增长极论,zeng'zhang'ji'lun
扎莫希奇古城,zha'mo'xi'qi'gu'cheng
查文考古区,zha'wen'kao'gu'qu
占巴塞文化风景区,zhan'ba'sai'wen'hua'feng'jing'qu
占比尔,zhan'bi'er
瞻波国,zhan'bo'guo
占城,zhan'cheng
詹姆士岛和相关地点,zhan'mu'shi'dao'he'xiang'guan'di'dian
战主国,zhan'zhu'guo
障壁坝,zhang'bi'ba
彰德,zhang'de
杖林,zhang'lin
漳南,zhang'nan
章武,zhang'wu
张掖,zhang'ye
漳州,zhang'zhou
赵城,zhao'cheng
朝歌,zhao'ge
赵郡,zhao'jun
昭莫多,zhao'mo'duo
昭文,zhao'wen
照叶林,zhao'ye'lin
昭义,zhao'yi
沼泽,zhao'ze
沼泽化,zhao'ze'hua
沼泽率,zhao'ze'lv
沼泽生态系统,zhao'ze'sheng'tai'xi'tong
沼泽水文,zhao'ze'shui'wen
沼泽形成过程,zhao'ze'xing'cheng'guo'cheng
沼泽学,zhao'ze'xue
沼泽植物,zhao'ze'zhi'wu
赵州,zhao'zhou
磔迦国,zhe'jia'guo
浙江东道,zhe'jiang'dong'dao
浙江西道,zhe'jiang'xi'dao
柘林,zhe'lin
哲罗姆派,zhe'luo'mu'pai
赭时国,zhe'shi'guo
柘县,zhe'xian
真定,zhen'ding
镇江,zhen'jiang
镇戎,zhen'rong
振武,zhen'wu
针叶林,zhen'ye'lin
真州,zhen'zhou
镇州,zhen'zhou
正残积风化壳,zheng'can'ji'feng'hua'qiao
正常地貌,zheng'chang'di'mao
正地貌,zheng'di'mao
蒸发,zheng'fa
峥嵘洲,zheng'rong'zhou
政治地理学,zheng'zhi'di'li'xue
郑州,zheng'zhou
植被,zhi'bei
植被型,zhi'bei'xing
知床半岛,zhi'chuang'ban'dao
直沽,zhi'gu
雉河集,zhi'he'ji
直隶,zhi'li
支流,zhi'liu
殖民地,zhi'min'di
至那仆底国,zhi'na'pu'di'guo
智能圈,zhi'neng'quan
指示群落,zhi'shi'qun'luo
指示植物,zhi'shi'zhi'wu
支提国,zhi'ti'guo
支提山,zhi'ti'shan
植物地理学,zhi'wu'di'li'xue
植物区系,zhi'wu'qu'xi
植物群落,zhi'wu'qun'luo
植物园,zhi'wu'yuan
终点站,zhong'dian'zhan
中都,zhong'du
中国,zhong'guo
中国的世界遗产,zhong'guo'de'shi'jie'yi'chan
中国南方,zhong'guo'nan'fang
众合地狱,zhong'he'di'yu
中京,zhong'jing
钟离,zhong'li
中立地带,zhong'li'di'dai
钟楼,zhong'lou
种马场皇家公园,zhong'ma'chang'huang'jia'gong'yuan
中牟,zhong'mu
终南山,zhong'nan'shan
种群,zhong'qun
中山,zhong'shan
中上游莱茵河河谷,zhong'shang'you'lai'yin'he'he'gu
中生植物,zhong'sheng'zhi'wu
中世纪古城,zhong'shi'ji'gu'cheng
中斯科特阿林地区,zhong'si'ke'te'a'lin'di'qu
中天竺,zhong'tian'zhu
中位沼泽,zhong'wei'zhao'ze
中吴,zhong'wu
中西部各州,zhong'xi'bu'ge'zhou
中心城市,zhong'xin'cheng'shi
中心岛国家公园,zhong'xin'dao'guo'jia'gong'yuan
中心地理论,zhong'xin'di'li'lun
中兴,zhong'xing
中营养沼泽,zhong'ying'yang'zhao'ze
种植园,zhong'zhi'yuan
种植制度,zhong'zhi'zhi'du
中州,zhong'zhou
忠州,zhong'zhou
周口店,zhou'kou'dian
周口店北京猿人遗址,zhou'kou'dian'bei'jing'yuan'ren'yi'zhi
州来,zhou'lai
周围的巨石遗迹,zhou'wei'de'ju'shi'yi'ji
周围的考古遗址,zhou'wei'de'kao'gu'yi'zhi
祝阿,zhu'a
猪背脊,zhu'bei'ji
朱吉鸟类保护区,zhu'ji'niao'lei'bao'hu'qu
筑垒村,zhu'lei'cun
诸罗,zhu'luo
洙泗,zhu'si
朱仙镇,zhu'xian'zhen
珠崖,zhu'ya
住宅和工作室,zhu'zhai'he'gong'zuo'shi
砖红壤,zhuan'hong'rang
准平原,zhun'ping'yuan
涿郡,zhuo'jun
涿州,zhuo'zhou
自成景观,zi'cheng'jing'guan
子合国,zi'he'guo
自给性农业,zi'ji'xing'nong'ye
自流水盆地,zi'liu'shui'pen'di
淄青,zi'qing
自然保护,zi'ran'bao'hu
自然保护区,zi'ran'bao'hu'qu
自然地理过程,zi'ran'di'li'guo'cheng
自然地理学,zi'ran'di'li'xue
自然环境,zi'ran'huan'jing
自然景观,zi'ran'jing'guan
自然历,zi'ran'li
自然森林,zi'ran'sen'lin
自然生产潜力,zi'ran'sheng'chan'qian'li
自然遗产,zi'ran'yi'chan
自然疫源地,zi'ran'yi'yuan'di
自然灾害,zi'ran'zai'hai
自然中心保护区,zi'ran'zhong'xin'bao'hu'qu
自然资源,zi'ran'zi'yuan
自然资源保护,zi'ran'zi'yuan'bao'hu
自然综合体,zi'ran'zong'he'ti
梓潼,zi'tong
兹瓦尔特诺茨,zi'wa'er'te'nuo'ci
自由女神像,zi'you'nv'shen'xiang
资源地理学,zi'yuan'di'li'xue
资源优势,zi'yuan'you'shi
自治区,zi'zhi'qu
梓州,zi'zhou
资州,zi'zhou
棕钙土,zong'gai'tu
纵谷,zong'gu
综合发展,zong'he'fa'zhan
综合考察,zong'he'kao'cha
综合自然地理学,zong'he'zi'ran'di'li'xue
综合自然区划,zong'he'zi'ran'qu'hua
宗教地理,zong'jiao'di'li
宗教建筑,zong'jiao'jian'zhu
宗庙,zong'miao
棕漠土,zong'mo'tu
总侵蚀基准面,zong'qin'shi'ji'zhun'mian
棕壤,zong'rang
总体开发,zong'ti'kai'fa
纵向沙丘,zong'xiang'sha'qiu
总蒸发,zong'zheng'fa
组件式地理信息系统,zu'jian'shi'di'li'xin'xi'xi'tong
祖州,zu'zhou
槜李,zui'li
遵义,zun'yi
坐标变换,zuo'biao'bian'huan
莋都,zuo'dou
左冯翊,zuo'feng'yi
左国城,zuo'guo'cheng
作物布局,zuo'wu'bu'ju
作物组合,zuo'wu'zu'he
