阿斐,a'fei
世俗主义,shi'su'zhu'yi
使他的保障变为荒场,shi'ta'de'bao'zhang'bian'wei'huang'chang
使他的宝座如天之久,shi'ta'de'bao'zuo'ru'tian'zhi'jiu
使他的后裔存到永远,shi'ta'de'hou'yi'cun'dao'yong'yuan
试探,shi'tan
使徒,shi'tu
使徒行传,shi'tu'xing'zhuan
使我不会再退缩,shi'wo'bu'hui'zai'tui'suo
使我不至羞愧,shi'wo'bu'zhi'xiu'kui
使我长夜变成白昼,shi'wo'chang'ye'bian'cheng'bai'zhou
使我得安宁洁净我心灵,shi'wo'de'an'ning'jie'jing'wo'xin'ling
是我的福分直到永远,shi'wo'de'fu'fen'zhi'dao'yong'yuan
是我的荣耀,shi'wo'de'rong'yao
使我的荣耀归于灰尘,shi'wo'de'rong'yao'gui'yu'hui'chen
是我的山寨是我的神,shi'wo'de'shan'zhai'shi'wo'de'shen
使我得以勇敢向前行,shi'wo'de'yi'yong'gan'xiang'qian'xing
使我黑暗变成光明,shi'wo'hei'an'bian'cheng'guang'ming
使我健康完整,shi'wo'jian'kang'wan'zheng
使我洁白如雪,shi'wo'jie'bai'ru'xue
是我今生颂扬的,shi'wo'jin'sheng'song'yang'de
使我蒙主宏恩,shi'wo'meng'zhu'hong'en
使我能成为,shi'wo'neng'cheng'wei
使我能够遵行你旨意,shi'wo'neng'gou'zun'xing'ni'zhi'yi
使我生命,shi'wo'sheng'ming
使我所认识的人,shi'wo'suo'ren'shi'de'ren
是我所倚靠的,shi'wo'suo'yi'kao'de
使我为他们所憎恶,shi'wo'wei'ta'men'suo'zeng'wu
施洗约翰,shi'xi'yue'han
施洗约翰的父亲,shi'xi'yue'han'de'fu'qin
是昔在今在永在的神,shi'xi'zai'jin'zai'yong'zai'de'shen
是新妇,shi'xin'fu
施行奇妙力,shi'xing'qi'miao'li
施亚雅述,shi'ya'ya'shu
十一奉献,shi'yi'feng'xian
是应当称颂的,shi'ying'dang'cheng'song'de
始与终,shi'yu'zhong
虱灾,shi'zai
使赞美之泉,shi'zan'mei'zhi'quan
是拯救我的磐石,shi'zheng'jiu'wo'de'pan'shi
使众民的思念无有功效,shi'zhong'min'de'si'nian'wu'you'gong'xiao
是主,shi'zhu
使主圣道振兴,shi'zhu'sheng'dao'zhen'xing
狮子,shi'zi
十字架,shi'zi'jia
十字架福音与现代人,shi'zi'jia'fu'yin'yu'xian'dai'ren
十字架上光芒,shi'zi'jia'shang'guang'mang
收藏深洋在库房,shou'cang'shen'yang'zai'ku'fang
首次复活,shou'ci'fu'huo
受膏,shou'gao
收割,shou'ge
受割礼,shou'ge'li
手洁心清,shou'jie'xin'qing
受浸,shou'jin
受苦,shou'ku
受难节,shou'nan'jie
受难周,shou'nan'zhou
收拾残谷,shou'shi'can'gu
受试探,shou'shi'tan
受试验,shou'shi'yan
守望的人,shou'wang'de'ren
守望人,shou'wang'ren
守望台协会,shou'wang'tai'xie'hui
守望之使圣洁天军,shou'wang'zhi'shi'sheng'jie'tian'jun
受洗,shou'xi
受洗为,shou'xi'wei
受造众人有神形象,shou'zao'zhong'ren'you'shen'xing'xiang
受智慧,shou'zhi'hui
数点百姓,shu'dian'bai'xing
书珥,shu'er
书珥的旷野,shu'er'de'kuang'ye
疏割,shu'ge
疏割谷,shu'ge'gu
曙光马拉松版,shu'guang'ma'la'song'ban
书含,shu'han
属乎血气,shu'hu'xue'qi
赎回的名字,shu'hui'de'ming'zi
书记,shu'ji
赎价,shu'jia
书拉密女,shu'la'mi'nv
属灵,shu'ling
属灵的,shu'ling'de
属灵的恩,shu'ling'de'en
属灵的人,shu'ling'de'ren
属灵四定律,shu'ling'si'ding'lv
书念,shu'nian
书念人,shu'nian'ren
赎愆祭,shu'qian'ji
竖琴,shu'qin
属肉体,shu'rou'ti
书珊,shu'shan
术士,shu'shi
述说你的慈爱吗,shu'shuo'ni'de'ci'ai'ma
述说你的信实吗,shu'shuo'ni'de'xin'shi'ma
述说祂的作为,shu'shuo'ta'de'zuo'wei
属性,shu'xing
书亚,shu'ya
赎衍祭,shu'yan'ji
赎罪,shu'zui
赎罪祭,shu'zui'ji
赎罪日,shu'zui'ri
双生子,shuang'sheng'zi
双语圣经,shuang'yu'sheng'jing
水变血之灾,shui'bian'xue'zhi'zai
水臌,shui'gu
税吏,shui'li
水门,shui'men
谁能常活免死,shui'neng'chang'huo'mian'si
谁能像你,shui'neng'xiang'ni
谁能像你摆上你自己,shui'neng'xiang'ni'bai'shang'ni'zi'ji
谁能像你承担我忧虑,shui'neng'xiang'ni'cheng'dan'wo'you'lv
谁能像你亲爱主耶稣,shui'neng'xiang'ni'qin'ai'zhu'ye'su
谁能象耶和华呢,shui'neng'xiang'ye'he'hua'ne
谁能指示我们什么好处,shui'neng'zhi'shi'wo'men'shen'me'hao'chu
谁说曾经受伤的翅膀,shui'shuo'ceng'jing'shou'shang'de'chi'bang
谁说沉睡已久的花蕾,shui'shuo'chen'shui'yi'jiu'de'hua'lei
谁说寒冬之后的大地,shui'shuo'han'dong'zhi'hou'de'da'di
顺服,shun'fu
朔比,shuo'bi
朔法,shuo'fa
说方言,shuo'fang'yan
说有就有命立就立,shuo'you'jiu'you'ming'li'jiu'li
说预言,shuo'yu'yan
司布真,si'bu'zhen
司布真复兴讲坛,si'bu'zhen'fu'xing'jiang'tan
死的象,si'de'xiang
死的刑法,si'de'xing'fa
斯多葛主义,si'duo'ge'zhu'yi
斯多亚派,si'duo'ya'pai
斯多亚主义,si'duo'ya'zhu'yi
思高译本,si'gao'yi'ben
四个骑马之人,si'ge'qi'ma'zhi'ren
斯古大,si'gu'da
死海,si'hai
死海古卷,si'hai'gu'juan
似乎是已杀的人,si'hu'shi'yi'sha'de'ren
汜滥,si'lan
死里复活,si'li'fu'huo
司琴,si'qin
死人,si'ren
斯山,si'shan
四十,si'shi
思索,si'suo
司提反,si'ti'fan
死亡,si'wang
死亡已胜过哈利路亚,si'wang'yi'sheng'guo'ha'li'lu'ya
死刑,si'xing
死刑的形式,si'xing'de'xing'shi
四旬斋,si'xun'zhai
死阴幽谷一路有,si'yin'you'gu'yi'lu'you
宋尚节,song'shang'jie
颂赞荣耀荣耀,song'zan'rong'yao'rong'yao
颂赞圣洁圣洁,song'zan'sheng'jie'sheng'jie
颂主恩光歌,song'zhu'en'guang'ge
颂主荣光永世无尽,song'zhu'rong'guang'yong'shi'wu'jin
诉不尽最深的悲哀,su'bu'jin'zui'shen'de'bei'ai
素祭,su'ji
苏基人,su'ji'ren
苏列,su'lie
诉说你我的约定,su'shuo'ni'wo'de'yue'ding
苏西人,su'xi'ren
苏颖智,su'ying'zhi
随风扬起编制美丽的梦,sui'feng'yang'qi'bian'zhi'mei'li'de'meng
虽经历水火,sui'jing'li'shui'huo
虽然我的肉体和,sui'ran'wo'de'rou'ti'he
虽然小雨洒在你脸上,sui'ran'xiao'yu'sa'zai'ni'lian'shang
随时的帮助,sui'shi'de'bang'zhu
虽有成万的百姓来周围攻击我,sui'you'cheng'wan'de'bai'xing'lai'zhou'wei'gong'ji'wo
虽有千人仆倒在你旁边,sui'you'qian'ren'pu'dao'zai'ni'pang'bian
虽遇到风飓天,sui'yu'dao'feng'ju'tian
随主引领步履稳当,sui'zhu'yin'ling'bu'lv'wen'dang
孙子,sun'zi
琐安,suo'an
琐巴,suo'ba
琐巴人,suo'ba'ren
琐巴人拿单的儿子以甲,suo'ba'ren'na'dan'de'er'zi'yi'jia
所巴特,suo'ba'te
琐巴王,suo'ba'wang
所多玛,suo'duo'ma
所多玛的同性念,suo'duo'ma'de'tong'xing'nian
琐珥,suo'er
琐法,suo'fa
所膏,suo'gao
梭哥,suo'ge
所怀的是毒害,suo'huai'de'shi'du'hai
琐拉,suo'la
梭烈谷,suo'lie'gu
所罗巴伯,suo'luo'ba'bo
所罗门,suo'luo'men
所生的是虚假,suo'sheng'de'shi'xu'jia
所提尼,suo'ti'ni
所西巴特,suo'xi'ba'te
所有的,suo'you'de
祂必带领选民欢呼向前,ta'bi'dai'ling'xuan'min'huan'hu'xiang'qian
他必救你脱离,ta'bi'jiu'ni'tuo'li
他比勒,ta'bi'le
他必象日出的晨光,ta'bi'xiang'ri'chu'de'chen'guang
他必要看顾你,ta'bi'yao'kan'gu'ni
他别,ta'bie
他泊和黑门,ta'bo'he'hei'men
他伯利们,ta'bo'li'men
他泊山,ta'bo'shan
它不漫过绕着我,ta'bu'man'guo'rao'zhe'wo
他成为邻邦的羞辱,ta'cheng'wei'lin'bang'de'xiu'ru
他从神而来,ta'cong'shen'er'lai
他从死里复活,ta'cong'si'li'fu'huo
它带着主爱的力量,ta'dai'zhe'zhu'ai'de'li'liang
他的爱驱走忧愁悲哀,ta'de'ai'qu'zou'you'chou'bei'ai
他的爱胜过死亡阴霾,ta'de'ai'sheng'guo'si'wang'yin'mai
他的宝座在我面前,ta'de'bao'zuo'zai'wo'mian'qian
他的诚实是大小的盾牌,ta'de'cheng'shi'shi'da'xiao'de'dun'pai
他的后裔要存到永远,ta'de'hou'yi'yao'cun'dao'yong'yuan
他的角必被高举,ta'de'jiao'bi'bei'gao'ju
他的强暴必落到他自己的脑袋上,ta'de'qiang'bao'bi'luo'dao'ta'zi'ji'de'nao'dai'shang
他的圣名,ta'de'sheng'ming
他得不着神的帮助,ta'dei'bu'zhao'shen'de'bang'zhu
他法,ta'fa
他革扪人,ta'ge'men'ren
他革扪人约设巴设,ta'ge'men'ren'yue'she'ba'she
他给我心有平静,ta'gei'wo'xin'you'ping'jing
他哈,ta'ha
他罕,ta'han
他会伴我同行,ta'hui'ban'wo'tong'hang
他会与我泞地,ta'hui'yu'wo'ning'di
祂将列国的地赐给我们,ta'jiang'lie'guo'de'di'ci'gei'wo'men
他就从他的圣山上应允我,ta'jiu'cong'ta'de'sheng'shan'shang'ying'yun'wo
他聚集海水如垒,ta'ju'ji'hai'shui'ru'lei
他看见一切的世人,ta'kan'jian'yi'qie'de'shi'ren
他拉,ta'la
他勒目,ta'le'mu
他利亚,ta'li'ya
他连得,ta'lian'de
他玛,ta'ma
挞买,ta'mai
他们年老的时候,ta'men'nian'lao'de'shi'hou
他们是你不再记念的,ta'men'shi'ni'bu'zai'ji'nian'de
他们要用手托着你,ta'men'yao'yong'shou'tuo'zhe'ni
他们因你的名终日欢乐,ta'men'yin'ni'de'ming'zhong'ri'huan'le
他们栽于耶和华的殿中,ta'men'zai'yu'ye'he'hua'de'dian'zhong
祂命令狂风止息,ta'ming'ling'kuang'feng'zhi'xi
他纳,ta'na
他普亚,ta'pu'ya
祂铺张云彩当遮盖,ta'pu'zhang'yun'cai'dang'zhe'gai
他岂不为我成就吗,ta'qi'bu'wei'wo'cheng'jiu'ma
他人的神迹,ta'ren'de'shen'ji
他若求告我我就应允他,ta'ruo'qiu'gao'wo'wo'jiu'ying'yun'ta
他舍自己作万人的赎价,ta'she'zi'ji'zuo'wan'ren'de'shu'jia
他施,ta'shi
他示的船,ta'shi'de'chuan
他是那造成他们众人心,ta'shi'na'zao'cheng'ta'men'zhong'ren'xin
他是配得歌颂与赞美,ta'shi'pei'de'ge'song'yu'zan'mei
他施斯,ta'shi'si
他是我的避难所,ta'shi'wo'de'bi'nan'suo
他是我的磐石,ta'shi'wo'de'pan'shi
他是我们的帮助,ta'shi'wo'men'de'bang'zhu
他斯,ta'si
他所拣选为自己产业的,ta'suo'jian'xuan'wei'zi'ji'chan'ye'de
他所射的是火箭,ta'suo'she'de'shi'huo'jian
他提苏施,ta'ti'su'shi
他停合示,ta'ting'he'shi
他伟兰,ta'wei'lan
他喜爱仁义公平,ta'xi'ai'ren'yi'gong'ping
他辖,ta'xia
他心中的思念万代常存,ta'xin'zhong'de'si'nian'wan'dai'chang'cun
他要称呼我说,ta'yao'cheng'hu'wo'shuo
他要为你吩咐他的使者,ta'yao'wei'ni'fen'fu'ta'de'shi'zhe
他要像一棵树栽在溪水旁,ta'yao'xiang'yi'ke'shu'zai'zai'xi'shui'pang
他也预备了杀人的器械,ta'ye'yu'bei'le'sha'ren'de'qi'xie
祂在干旱之处,ta'zai'gan'han'zhi'chu
他在急难中,ta'zai'ji'nan'zhong
他在圣者的会中,ta'zai'sheng'zhe'de'hui'zhong
祂张开双手,ta'zhang'kai'shuang'shou
他拯救心里正直的人,ta'zheng'jiu'xin'li'zheng'zhi'de'ren
太监,tai'jian
泰罗波恩谷,tai'luo'bo'en'gu
泰尼斯,tai'ni'si
抬约柜,tai'yue'gui
贪爱,tan'ai
弹得巧妙声音洪亮,tan'de'qiao'miao'sheng'yin'hong'liang
贪婪,tan'lan
贪恋,tan'lian
弹琴歌唱赞美你,tan'qin'ge'chang'zan'mei'ni
贪食,tan'shi
檀香木,tan'xiang'mu
探子,tan'zi
唐崇怀,tang'chong'huai
唐崇荣,tang'chong'rong
堂会,tang'hui
倘若他的子孙,tang'ruo'ta'de'zi'sun
躺在坟墓,tang'zai'fen'mu
逃城,tao'cheng
特庇,te'bi
特别启示,te'bie'qi'shi
特哈加,te'ha'jia
特拉,te'la
特罗非摩,te'luo'fei'mo
特罗亚,te'luo'ya
特米拉,te'mi'la
特殊会议,te'shu'hui'yi
特土良,te'tu'liang
特瓦,te'wa
特为开导并照亮,te'wei'kai'dao'bing'zhao'liang
特西亚,te'xi'ya
特征,te'zheng
提阿非罗,ti'a'fei'luo
提八,ti'ba
提备斯,ti'bei'si
提庇哩,ti'bi'li
提庇哩亚城市,ti'bi'li'ya'cheng'shi
提庇哩亚海,ti'bi'li'ya'hai
提比留王,ti'bi'liu'wang
提比尼,ti'bi'ni
提达,ti'da
提达作戈印王,ti'da'zuo'ge'yin'wang
提多,ti'duo
提多书,ti'duo'shu
提多犹士都,ti'duo'you'shi'dou
提斐萨,ti'fei'sa
提革拉毗列色三世,ti'ge'la'pi'lie'se'san'shi
提歌亚,ti'ge'ya
提哥亚人,ti'ge'ya'ren
提后,ti'hou
提拉,ti'la
提摩太,ti'mo'tai
提摩太的母亲,ti'mo'tai'de'mu'qin
提摩太后书,ti'mo'tai'hou'shu
提摩太前书,ti'mo'tai'qian'shu
提前,ti'qian
提斯利月,ti'si'li'yue
体制与规定,ti'zhi'yu'gui'ding
天父看顾歌,tian'fu'kan'gu'ge
天国,tian'guo
天后,tian'hou
天军向你屈膝,tian'jun'xiang'ni'qu'xi
天籁之音,tian'lai'zhi'yin
天路客,tian'lu'ke
天路历程,tian'lu'li'cheng
天人叩拜同心,tian'ren'kou'bai'tong'xin
天上的,tian'shang'de
天上的国度是我的家乡,tian'shang'de'guo'du'shi'wo'de'jia'xiang
天上快乐众军,tian'shang'kuai'le'zhong'jun
天上三光普照人间,tian'shang'san'guang'pu'zhao'ren'jian
天使,tian'shi
天属你地也属你,tian'shu'ni'di'ye'shu'ni
天堂,tian'tang
天堂和地狱的启示,tian'tang'he'di'yu'de'qi'shi
天堂在我心,tian'tang'zai'wo'xin
田中的白鹭丝,tian'zhong'de'bai'lu'si
天主教,tian'zhu'jiao
帖后,tie'hou
铁甲,tie'jia
铁器,tie'qi
帖前,tie'qian
帖撒罗尼迦,tie'sa'luo'ni'jia
帖撒罗尼迦后书,tie'sa'luo'ni'jia'hou'shu
贴撒罗尼迦后书,tie'sa'luo'ni'jia'hou'shu
帖撒罗尼迦前书,tie'sa'luo'ni'jia'qian'shu
帖土罗,tie'tu'luo
听从与顺服,ting'cong'yu'shun'fu
听到树蝉在吟诗,ting'dao'shu'chan'zai'yin'shi
亭拿,ting'na
亭纳,ting'na
听哪听哪天使为我欢呼,ting'na'ting'na'tian'shi'wei'wo'huan'hu
亭拿西拉,ting'na'xi'la
铜海,tong'hai
通婚,tong'hun
铜祭坛,tong'ji'tan
童女,tong'nv
同声颂主名,tong'sheng'song'zhu'ming
同我相作伴,tong'wo'xiang'zuo'ban
铜洗濯盆,tong'xi'zhuo'pen
同性念,tong'xing'nian
同样完全神圣,tong'yang'wan'quan'shen'sheng
铜柱,tong'zhu
投靠耶和华,tou'kao'ye'he'hua
投靠在他的翅膀底下,tou'kao'zai'ta'de'chi'bang'di'xia
头生的,tou'sheng'de
土巴,tu'ba
土八该隐,tu'ba'gai'yin
土耳其,tu'er'qi
土非拿,tu'fei'na
土富撒,tu'fu'sa
屠坦哈穆,tu'tan'ha'mu
土西拉,tu'xi'la
团契,tuan'qi
团契生活,tuan'qi'sheng'huo
腿的人,tui'de'ren
推基古,tui'ji'gu
推喇奴,tui'la'nu
推罗,tui'luo
推罗的保障,tui'luo'de'bao'zhang
推雅推拉,tui'ya'tui'la
陀伯,tuo'bo
陀伯人,tuo'bo'ren
托钵修道,tuo'bo'xiu'dao
陀斐特,tuo'fei'te
陀迦玛,tuo'jia'ma
妥拉,tuo'la
陀拉,tuo'la
脱离阴间的权柄呢细拉,tuo'li'yin'jian'de'quan'bing'ne'xi'la
脱去他们的绳索,tuo'qu'ta'men'de'sheng'suo
妥协,tuo'xie
瓦片,wa'pian
瓦实提,wa'shi'ti
瓦提实,wa'ti'shi
蛙灾,wa'zai
外邦人,wai'bang'ren
外邦为什么争闹,wai'bang'wei'shen'me'zheng'nao
外典,wai'dian
外郭,wai'guo
外利巴嫩山,wai'li'ba'nen'shan
外院,wai'yuan
外约旦,wai'yue'dan
万代万年,wan'dai'wan'nian
万方之民众,wan'fang'zhi'min'zhong
万古永恒,wan'gu'yong'heng
万国万民都向你跪拜,wan'guo'wan'min'dou'xiang'ni'gui'bai
挽回,wan'hui
挽回祭,wan'hui'ji
挽救人堕落,wan'jiu'ren'duo'luo
万军,wan'jun
万军之耶和华,wan'jun'zhi'ye'he'hua
万灵一向蒙恩宠,wan'ling'yi'xiang'meng'en'chong
万民救主和平王,wan'min'jiu'zhu'he'ping'wang
万民屈膝崇拜虔诚,wan'min'qu'xi'chong'bai'qian'cheng
万民为什么谋算虚妄的事,wan'min'wei'shen'me'mou'suan'xu'wang'de'shi
完全败坏,wan'quan'bai'huai
完全地摆上,wan'quan'de'bai'shang
完全得医治,wan'quan'de'yi'zhi
万人仆倒在你右边,wan'ren'pu'dao'zai'ni'you'bian
万人中唯独,wan'ren'zhong'wei'du
万世之宗,wan'shi'zhi'zong
万世之宗歌,wan'shi'zhi'zong'ge
万王之王,wan'wang'zhi'wang
万物都歌颂你的慈爱,wan'wu'dou'ge'song'ni'de'ci'ai
万象藉他口中的气而成,wan'xiang'ji'ta'kou'zhong'de'qi'er'cheng
万有的至尊,wan'you'de'zhi'zun
王池,wang'chi
王的园林,wang'de'yuan'lin
王谷,wang'gu
忘记背后,wang'ji'bei'hou
忘记之地,wang'ji'zhi'di
王上,wang'shang
王下,wang'xia
维持光明天国,wei'chi'guang'ming'tian'guo
未出母胎,wei'chu'mu'tai
为此凡虔诚人都当趁你,wei'ci'fan'qian'cheng'ren'dou'dang'chen'ni
伟大惟一真神,wei'da'wei'yi'zhen'shen
未得救的人,wei'de'jiu'de'ren
惟独倚靠耶和华的,wei'du'yi'kao'ye'he'hua'de
惟独主为真原,wei'du'zhu'wei'zhen'yuan
违反誓言,wei'fan'shi'yan
为何掩面不顾我,wei'he'yan'mian'bu'gu'wo
伪经,wei'jing
维京海盗,wei'jing'hai'dao
威克理夫,wei'ke'li'fu
威利伯罗,wei'li'bo'luo
卫理公会,wei'li'gong'hui
威廉丁道尔,wei'lian'ding'dao'er
威廉克理,wei'lian'ke'li
唯名论,wei'ming'lun
惟你耶和华是至高,wei'ni'ye'he'hua'shi'zhi'gao
为奴,wei'nu
为钱财,wei'qian'cai
围绕宝座敬拜,wei'rao'bao'zuo'jing'bai
伟人,wei'ren
为世上最高的君王,wei'shi'shang'zui'gao'de'jun'wang
魏司道,wei'si'dao
韦斯敏斯德大要理问答,wei'si'min'si'de'da'yao'li'wen'da
韦斯敏斯德小要理问答,wei'si'min'si'de'xiao'yao'li'wen'da
韦斯敏斯德信条,wei'si'min'si'de'xin'tiao
韦斯敏斯德信仰宣言,wei'si'min'si'de'xin'yang'xuan'yan
维斯帕先,wei'si'pa'xian
为我们的罪孽压伤,wei'wo'men'de'zui'nie'ya'shang
为我们行了大事,wei'wo'men'xing'le'da'shi
唯喜爱耶和华的律法,wei'xi'ai'ye'he'hua'de'lv'fa
危险临到无处躲藏,wei'xian'lin'dao'wu'chu'duo'cang
为要拯救罪人,wei'yao'zheng'jiu'zui'ren
唯一的神名叫耶和华,wei'yi'de'shen'ming'jiao'ye'he'hua
为以色列的王,wei'yi'se'lie'de'wang
惟有,wei'you
唯有主耶稣的宝血,wei'you'zhu'ye'su'de'bao'xue
伪智论,wei'zhi'lun
惟主全能至尊,wei'zhu'quan'neng'zhi'zun
惟主完全得胜,wei'zhu'wan'quan'de'sheng
惟主为至尊,wei'zhu'wei'zhi'zun
惟主无上尊荣,wei'zhu'wu'shang'zun'rong
为罪人受死哈利路亚,wei'zui'ren'shou'si'ha'li'lu'ya
温柔又慈祥,wen'rou'you'ci'xiang
文士,wen'shi
瘟疫,wen'yi
我爱你超越生命中一切,wo'ai'ni'chao'yue'sheng'ming'zhong'yi'qie
我被丢在死人中,wo'bei'diu'zai'si'ren'zhong
我被拘困不得出来,wo'bei'ju'kun'bu'de'chu'lai
我必安然躺下睡觉,wo'bi'an'ran'tang'xia'shui'jiao
我必不背弃我的约,wo'bi'bu'bei'qi'wo'de'yue
我必不摇动,wo'bi'bu'yao'dong
我闭口不认罪的时候,wo'bi'kou'bu'ren'zui'de'shi'hou
我不安的脚步,wo'bu'an'de'jiao'bu
我不愿落在人的手里,wo'bu'yuan'luo'zai'ren'de'shou'li
我曾经像一只小小飞鸟,wo'ceng'jing'xiang'yi'zhi'xiao'xiao'fei'niao
我慈爱的主,wo'ci'ai'de'zhu
我慈爱的主呼召,wo'ci'ai'de'zhu'hu'zhao
我从初生时起,wo'cong'chu'sheng'shi'qi
我的膀臂也必坚固他,wo'de'bang'bi'ye'bi'jian'gu'ta
我的帮助,wo'de'bang'zhu
我的慈爱要与他同在,wo'de'ci'ai'yao'yu'ta'tong'zai
我的敌人何其加增,wo'de'di'ren'he'qi'jia'zeng
我的第一本祷告,wo'de'di'yi'ben'dao'gao
我的高台,wo'de'gao'tai
我的精液耗尽,wo'de'jing'ye'hao'jin
我的救主,wo'de'jiu'zhu
我的灵不再封闭,wo'de'ling'bu'zai'feng'bi
我的盼望只在乎你,wo'de'pan'wang'zhi'zai'hu'ni
我的神,wo'de'shen
我的诗歌,wo'de'shi'ge
我的手必使他坚立,wo'de'shou'bi'shi'ta'jian'li
我的心不再隐藏,wo'de'xin'bu'zai'yin'cang
我的心肠渐渐地衰退,wo'de'xin'chang'jian'jian'de'shuai'tui
我的心肠我的肉体,wo'de'xin'chang'wo'de'rou'ti
我的心全然向你,wo'de'xin'quan'ran'xiang'ni
我的心我的意念,wo'de'xin'wo'de'yi'nian
我的性命临近阴间,wo'de'xing'ming'lin'jin'yin'jian
我的眼睛因困苦而干瘪,wo'de'yan'jing'yin'kun'ku'er'gan'bie
我的耶稣爱我的主,wo'de'ye'su'ai'wo'de'zhu
我的一切仇敌都必羞愧,wo'de'yi'qie'chou'di'dou'bi'xiu'kui
我的拯救,wo'de'zheng'jiu
我的主我深爱的唯一,wo'de'zhu'wo'shen'ai'de'wei'yi
我的嘴将称颂你到永远,wo'de'zui'jiang'cheng'song'ni'dao'yong'yuan
我得平安我得医治,wo'dei'ping'an'wo'dei'yi'zhi
我对你的爱永不变,wo'dui'ni'de'ai'yong'bu'bian
我耳朵听见那些起来,wo'er'duo'ting'jian'na'xie'qi'lai
我俯伏在你宝座前,wo'fu'fu'zai'ni'bao'zuo'qian
我高举那,wo'gao'ju'na
我跪拜你面前称颂你,wo'gui'bai'ni'mian'qian'cheng'song'ni
我过死荫山谷,wo'guo'si'yin'shan'gu
喔哈利路亚,wo'ha'li'lu'ya
我家在神面前并非如此,wo'jia'zai'shen'mian'qian'bing'fei'ru'ci
我将感谢颂扬,wo'jiang'gan'xie'song'yang
我将靠主誓言,wo'jiang'kao'zhu'shi'yan
我敬低头赞美圣名,wo'jing'di'tou'zan'mei'sheng'ming
我就将列国赐你为基业,wo'jiu'jiang'lie'guo'ci'ni'wei'ji'ye
我就要,wo'jiu'yao
我就要搭救他,wo'jiu'yao'da'jiu'ta
我决不向大卫说谎,wo'jue'bu'xiang'da'wei'shuo'huang
我渴慕你我敬拜你,wo'ke'mu'ni'wo'jing'bai'ni
我空虚的心灵,wo'kong'xu'de'xin'ling
我灵最深渴慕,wo'ling'zui'shen'ke'mu
我们的地位,wo'men'de'di'wei
我们的盾牌,wo'men'de'dun'pai
我们的盾牌属耶和华,wo'men'de'dun'pai'shu'ye'he'hua
我们的角必被高举,wo'men'de'jiao'bi'bei'gao'ju
我们的救主,wo'men'de'jiu'zhu
我们得平安,wo'men'de'ping'an
我们的王属,wo'men'de'wang'shu
我们的心,wo'men'de'xin
我们的心必靠他欢喜,wo'men'de'xin'bi'kao'ta'huan'xi
我们得医治,wo'men'de'yi'zhi
我们高志呼喊,wo'men'gao'zhi'hu'han
我们就得饱足,wo'men'jiu'de'bao'zu
我们来击鼓跳舞赞美他,wo'men'lai'ji'gu'tiao'wu'zan'mei'ta
我们立在主前,wo'men'li'zai'zhu'qian
我们是光明之子,wo'men'shi'guang'ming'zhi'zi
我们是你的百姓,wo'men'shi'ni'de'bai'xing
我们所仰望你的,wo'men'suo'yang'wang'ni'de
我们相聚在一起,wo'men'xiang'ju'zai'yi'qi
我们要歌颂要欢呼,wo'men'yao'ge'song'yao'huan'hu
我们要鼓瑟弹琴赞美他,wo'men'yao'gu'se'tan'qin'zan'mei'ta
我们要欢呼,wo'men'yao'huan'hu
我们要赞美耶和华,wo'men'yao'zan'mei'ye'he'hua
我们依靠神,wo'men'yi'kao'shen
我们用丝弦乐器赞美他,wo'men'yong'si'xian'yue'qi'zan'mei'ta
我们有喜乐的生命,wo'men'you'xi'le'de'sheng'ming
我们有永恒的生命,wo'men'you'yong'heng'de'sheng'ming
我全心来敬拜你主,wo'quan'xin'lai'jing'bai'ni'zhu
喔让我进入主你的同在,wo'rang'wo'jin'ru'zhu'ni'de'tong'zai
我若以恶报那与我交好的人,wo'ruo'yi'e'bao'na'yu'wo'jiao'hao'de'ren
我生命中最渴望的一件事,wo'sheng'ming'zhong'zui'ke'wang'de'yi'jian'shi
我是,wo'shi
我是被新油膏了的,wo'shi'bei'xin'you'gao'le'de
我是新造我是新造的人,wo'shi'xin'zao'wo'shi'xin'zao'de'ren
我受你的惊恐甚至慌张,wo'shou'ni'de'jing'kong'shen'zhi'huang'zhang
我说我要向耶和华,wo'shuo'wo'yao'xiang'ye'he'hua
我算和下坑的人同列,wo'suan'he'xia'keng'de'ren'tong'lie
我所依靠的,wo'suo'yi'kao'de
我所赞美的,wo'suo'zan'mei'de
我天天求告你向你举手,wo'tian'tian'qiu'gao'ni'xiang'ni'ju'shou
我无时不刻彷徨无助,wo'wu'shi'bu'ke'pang'huang'wu'zhu
我喜乐满怀,wo'xi'le'man'huai
我向你陈明我的罪,wo'xiang'ni'chen'ming'wo'de'zui
我信靠你必不动摇,wo'xin'kao'ni'bi'bu'dong'yao
我信心我的力量,wo'xin'xin'wo'de'li'liang
我心也大大地惊惶,wo'xin'ye'da'da'de'jing'huang
我心赞美你永远赞美你,wo'xin'zan'mei'ni'yong'yuan'zan'mei'ni
我心中的喜乐川流不息,wo'xin'zhong'de'xi'le'chuan'liu'bu'xi
我需要有你,wo'xu'yao'you'ni
我需要有你在我生命中,wo'xu'yao'you'ni'zai'wo'sheng'ming'zhong
我寻得我的仆人大卫,wo'xun'de'wo'de'pu'ren'da'wei
我眼睛看见仇敌遭报,wo'yan'jing'kan'jian'chou'di'zao'bao
我要把他安置在高处,wo'yao'ba'ta'an'zhi'zai'gao'chu
