埃殆为病,ai'dai'wei'bing
不以故自持,bu'yi'gu'zi'chi
不亦过乎,bu'yi'guo'hu
不亦惑乎,bu'yi'huo'hu
不亦劳乎,bu'yi'lao'hu
不以利自累也,bu'yi'li'zi'lei'ye
不以美害生,bu'yi'mei'hai'sheng
不亦难乎,bu'yi'nan'hu
不以绮见之也,bu'yi'qi'jian'zhi'ye
不亦去人滋久思人滋深乎,bu'yi'qu'ren'zi'jiu'si'ren'zi'shen'hu
不以人入天,bu'yi'ren'ru'tian
不以人之卑自高也,bu'yi'ren'zhi'bei'zi'gao'ye
不以人之坏自成也,bu'yi'ren'zhi'huai'zi'cheng'ye
不以人助天,bu'yi'ren'zhu'tian
不亦善乎,bu'yi'shan'hu
不亦甚乎,bu'yi'shen'hu
不以身假物,bu'yi'shen'jia'wu
不益生何以有其身,bu'yi'sheng'he'yi'you'qi'shen
不以生生死,bu'yi'sheng'sheng'si
不以事害己,bu'yi'shi'hai'ji
不以死死生,bu'yi'si'si'sheng
不以所用养害所养,bu'yi'suo'yong'yang'hai'suo'yang
不亦外乎,bu'yi'wai'hu
不以万物易蜩之翼,bu'yi'wan'wu'yi'tiao'zhi'yi
不以王天下为己处显,bu'yi'wang'tian'xia'wei'ji'chu'xian
不以物挫志之谓完,bu'yi'wu'cuo'zhi'zhi'wei'wan
不以物易己也,bu'yi'wu'yi'ji'ye
不亦小乎,bu'yi'xiao'hu
不以旬数矣,bu'yi'xun'shu'yi
不以羿资,bu'yi'yi'zi
不亦迂乎,bu'yi'yu'hu
不亦远乎,bu'yi'yuan'hu
不以遭时自利也,bu'yi'zao'shi'zi'li'ye
不义则不生,bu'yi'ze'bu'sheng
不义则伤彼,bu'yi'ze'shang'bi
不亦知乎,bu'yi'zhi'hu
不以知穷德,bu'yi'zhi'qiong'de
不以知穷天下,bu'yi'zhi'qiong'tian'xia
不应诸侯之际,bu'ying'zhu'hou'zhi'ji
不游乎太虚,bu'you'hu'tai'xu
不与化为人,bu'yu'hua'wei'ren
不与己同则反,bu'yu'ji'tong'ze'fan
不与民共利,bu'yu'min'gong'li
不豫谋,bu'yu'mou
不于人物利害相樱,bu'yu'ren'wu'li'hai'xiang'ying
不与物交,bu'yu'wu'jiao
不与先王同,bu'yu'xian'wang'tong
不与之为怪,bu'yu'zhi'wei'guai
不与之为谋,bu'yu'zhi'wei'mou
不缘道,bu'yuan'dao
不怨飘瓦,bu'yuan'piao'wa
不原其所起,bu'yuan'qi'suo'qi
不愿仕,bu'yuan'shi
不杂则清,bu'za'ze'qing
卜葬于沙丘而吉,bu'zang'yu'sha'qiu'er'ji
不择地而安之,bu'ze'di'er'an'zhi
不择善否,bu'ze'shan'fou
不择事而安之,bu'ze'shi'er'an'zhi
不择是非而言,bu'ze'shi'fei'er'yan
不择所出,bu'ze'suo'chu
不爪翦,bu'zhao'jian
不折镆干,bu'zhe'mo'gan
不争,bu'zheng
卜之,bu'zhi
不知处阴以休影,bu'zhi'chu'yin'yi'xiu'ying
不知答也,bu'zhi'da'ye
不知道也,bu'zhi'dao'ye
不知端倪,bu'zhi'duan'ni
不知而后知之,bu'zhi'er'hou'zhi'zhi
不织而衣,bu'zhi'er'yi
不知复有夫人也,bu'zhi'fu'you'fu'ren'ye
不知贵真,bu'zhi'gui'zhen
不知何时已而不虚,bu'zhi'he'shi'yi'er'bu'xu
不知何时止而不盈,bu'zhi'he'shi'zhi'er'bu'ying
不至乎孩而始谁,bu'zhi'hu'hai'er'shi'shui
不至乎期年,bu'zhi'hu'ji'nian
不知乎人谓我朱愚,bu'zhi'hu'ren'wei'wo'zhu'yu
不知就后,bu'zhi'jiu'hou
不知就先,bu'zhi'jiu'xian
不知礼之所将,bu'zhi'li'zhi'suo'jiang
不知两忘而闭其所誉,bu'zhi'liang'wang'er'bi'qi'suo'yu
不知论之不及与,bu'zhi'lun'zhi'bu'ji'yu
不知其本也,bu'zhi'qi'ben'ye
不知其不胜任也,bu'zhi'qi'bu'sheng'ren'ye
不知其道,bu'zhi'qi'dao
不知其父,bu'zhi'qi'fu
不知其几千里也,bu'zhi'qi'ji'qian'li'ye
不知其尽也,bu'zhi'qi'jin'ye
不知其梦也,bu'zhi'qi'meng'ye
不知其始也,bu'zhi'qi'shi'ye
不知其谁何,bu'zhi'qi'shui'he
不知其谁氏之子,bu'zhi'qi'shui'shi'zhi'zi
不知其所,bu'zhi'qi'suo
不知其与是类乎,bu'zhi'qi'yu'shi'lei'hu
不知前后,bu'zhi'qian'hou
不知深矣,bu'zhi'shen'yi
不知说生,bu'zhi'shuo'sheng
不知所如往,bu'zhi'suo'ru'wang
不知所以死,bu'zhi'suo'yi'si
不知太初,bu'zhi'tai'chu
不治天下,bu'zhi'tian'xia
不知屠者之一旦鼓臂布草操烟火,bu'zhi'tu'zhe'zhi'yi'dan'gu'bi'bu'cao'cao'yan'huo
不知问是也,bu'zhi'wen'shi'ye
不知恶死,bu'zhi'wu'si
不知吾所以然而然,bu'zhi'wu'suo'yi'ran'er'ran
不知先生之洗我以善邪,bu'zhi'xian'sheng'zhi'xi'wo'yi'shan'xie
不至以月数,bu'zhi'yi'yue'shu
不知义之所适,bu'zhi'yi'zhi'suo'shi
不知应我也,bu'zhi'ying'wo'ye
不止于万,bu'zhi'yu'wan
不知至人之以是为己桎梏邪,bu'zhi'zhi'ren'zhi'yi'shi'wei'ji'zhi'gu'xie
不知周也,bu'zhi'zhou'ye
不知周之梦为蝴蝶与,bu'zhi'zhou'zhi'meng'wei'hu'die'yu
不终日而不知病之去也,bu'zhong'ri'er'bu'zhi'bing'zhi'qu'ye
不主常声,bu'zhu'chang'sheng
不主故常,bu'zhu'gu'chang
不状其过,bu'zhuang'qi'guo
不自得而得彼者,bu'zi'de'er'de'bi'zhe
不自虑也,bu'zi'lv'ye
不自说也,bu'zi'shuo'ye
不自为也,bu'zi'wei'ye
不自许,bu'zi'xu
不足多也,bu'zu'duo'ye
不足故求之,bu'zu'gu'qiu'zhi
不足谓墨,bu'zu'wei'mo
不足以厚民,bu'zu'yi'hou'min
不足以滑成,bu'zu'yi'hua'cheng
不足以化子,bu'zu'yi'hua'zi
不足以极其深,bu'zu'yi'ji'qi'shen
不足以举其大,bu'zu'yi'ju'qi'da
不足以丧吾存,bu'zu'yi'sang'wu'cun
不足以赏罚,bu'zu'yi'shang'fa
不足以为辩,bu'zu'yi'wei'bian
不足以为广,bu'zu'yi'wei'guang
不足以用天下,bu'zu'yi'yong'tian'xia
不足以自反邪,bu'zu'yi'zi'fan'xie
财不足则盗,cai'bu'zu'ze'dao
财积而无用,cai'ji'er'wu'yong
采色不定,cai'se'bu'ding
才士也夫,cai'shi'ye'fu
财用穷匮,cai'yong'qiong'kui
财用有余而不知其所自来,cai'yong'you'yu'er'bu'zhi'qi'suo'zi'lai
材与不材之间,cai'yu'bu'cai'zhi'jian
惨惮之疾,can'dan'zhi'ji
参寮闻之疑始,can'liao'wen'zhi'yi'shi
参日而后能外天下,can'ri'er'hou'neng'wai'tian'xia
参万岁而一成纯,can'wan'sui'er'yi'cheng'chun
藏不虞以生心,cang'bu'yu'yi'sheng'xin
藏大小有宜,cang'da'xiao'you'yi
藏金于山,cang'jin'yu'shan
藏其身也,cang'qi'shen'ye
藏其血三年而化为碧,cang'qi'xue'san'nian'er'hua'wei'bi
藏山于泽,cang'shan'yu'ze
苍梧以北,cang'wu'yi'bei
藏珠于渊,cang'zhu'yu'yuan
草木不待黄而落,cao'mu'bu'dai'huang'er'luo
草木怒生,cao'mu'nu'sheng
草木遂长,cao'mu'sui'chang
草木之倒植者过半,cao'mu'zhi'dao'zhi'zhe'guo'ban
草食之兽不疾易薮,cao'shi'zhi'shou'bu'ji'yi'sou
操有时之具,cao'you'shi'zhi'ju
操之则栗,cao'zhi'ze'li
操舟可学邪,cao'zhou'ke'xue'xie
曾不发药乎,ceng'bu'fa'yao'hu
曾不如早索我于枯鱼之肆,ceng'bu'ru'zao'suo'wo'yu'ku'yu'zhi'si
察而审,cha'er'shen
察古人之全,cha'gu'ren'zhi'quan
察毫末,cha'hao'mo
察乎盈虚,cha'hu'ying'xu
差其时,cha'qi'shi
察其始而本无生,cha'qi'shi'er'ben'wu'sheng
察士无凌淬之事则不乐,cha'shi'wu'ling'cui'zhi'shi'ze'bu'le
察同异之际,cha'tong'yi'zhi'ji
察子则人也,cha'zi'ze'ren'ye
柴立其中央,chai'li'qi'zhong'yang
柴生乎守,chai'sheng'hu'shou
澶漫为乐,chan'man'wei'le
常钓也,chang'diao'ye
长短何如,chang'duan'he'ru
长而不宰,chang'er'bu'zai
长而明仁义之行,chang'er'ming'ren'yi'zhi'xing
常反人,chang'fan'ren
常和而已矣,chang'he'er'yi'yi
苌弘死于蜀,chang'hong'si'yu'shu
苌弘刖,chang'hong'yue
长乎性,chang'hu'xing
常季问于仲尼曰,chang'ji'wen'yu'zhong'ni'yue
常季曰,chang'ji'yue
常宽容于物,chang'kuan'rong'yu'wu
猖狂不知所在,chang'kuang'bu'zhi'suo'zai
猖狂妄行,chang'kuang'wang'xing
常然者,chang'ran'zhe
常人之所不违,chang'ren'zhi'suo'bu'wei
长少无序,chang'shao'wu'xu
尝试论之,chang'shi'lun'zhi
尝试为寡人为之,chang'shi'wei'gua'ren'wei'zhi
尝试言之,chang'shi'yan'zhi
尝试与来,chang'shi'yu'lai
尝试凿之,chang'shi'zao'zhi
尝为女议乎其将,chang'wei'nv'yi'hu'qi'jiang
长梧封人问子牢曰,chang'wu'feng'ren'wen'zi'lao'yue
长梧子曰,chang'wu'zi'yue
长先而少从,chang'xian'er'shao'cong
尝相与无为乎,chang'xiang'yu'wu'wei'hu
尝相与游乎无何有之宫,chang'xiang'yu'you'hu'wu'he'you'zhi'gong
尝言移是,chang'yan'yi'shi
尝以语我来,chang'yi'yu'wo'lai
常因自然而不益生也,chang'yin'zi'ran'er'bu'yi'sheng'ye
尝又与来,chang'you'yu'lai
昌寓骖乘,chang'yu'can'cheng
尝语君吾相狗也,chang'yu'jun'wu'xiang'gou'ye
尝与汝登高山,chang'yu'ru'deng'gao'shan
长于上古而不为老,chang'yu'shang'gu'er'bu'wei'lao
长于上古而不为寿,chang'yu'shang'gu'er'bu'wei'shou
长于水而安于水,chang'yu'shui'er'an'yu'shui
常卒乎鄙,chang'zu'hu'bi
常卒乎乱,chang'zu'hu'luan
常卒乎阴,chang'zu'hu'yin
朝彻而后能见独,chao'che'er'hou'neng'jian'du
朝令而夜遁,chao'ling'er'ye'dun
朝三而暮四,chao'san'er'mu'si
朝四而暮三,chao'si'er'mu'san
朝廷尚尊,chao'ting'shang'zun
超轶绝尘,chao'yi'jue'chen
车轨结乎千里之外,che'gui'jie'hu'qian'li'zhi'wai
车马有行色,che'ma'you'xing'se
彻志之勃,che'zhi'zhi'bo
尘埃也,chen'ai'ye
臣不能以喻臣之子,chen'bu'neng'yi'yu'chen'zhi'zi
陈蔡之隘,chen'cai'zhi'ai
臣工人,chen'gong'ren
臣将为锯,chen'jiang'wei'ju
嗔目而语难,chen'mu'er'yu'nan
臣窃为大王薄之,chen'qie'wei'da'wang'bo'zhi
臣请南使吴越,chen'qing'nan'shi'wu'yue
臣请为君实之,chen'qing'wei'jun'shi'zhi
臣闻大王喜剑,chen'wen'da'wang'xi'jian
臣无所见,chen'wu'suo'jian
臣也以臣之事观之,chen'ye'yi'chen'zhi'shi'guan'zhi
臣以神遇,chen'yi'shen'yu
臣有杀君,chen'you'sha'jun
臣有守也,chen'you'shou'ye
臣鱼无所还其体,chen'yu'wu'suo'hai'qi'ti
臣则尝能斫之,chen'ze'chang'neng'zhuo'zhi
臣者,chen'zhe
臣之奉皆可,chen'zhi'feng'jie'ke
臣之剑十步一人,chen'zhi'jian'shi'bu'yi'ren
臣之爵禄已复矣,chen'zhi'jue'lu'yi'fu'yi
臣之年二十而好捶钩,chen'zhi'nian'er'shi'er'hao'chui'gou
臣之事君,chen'zhi'shi'jun
臣之所好者,chen'zhi'suo'hao'zhe
臣之质死久矣,chen'zhi'zhi'si'jiu'yi
臣之子亦不能受之于臣,chen'zhi'zi'yi'bu'neng'shou'zhi'yu'chen
陈诸前,chen'zhu'qian
臣子之盛也,chen'zi'zhi'sheng'ye
乘彼白云,cheng'bi'bai'yun
乘驳马而偏朱蹄,cheng'bo'ma'er'pian'zhu'ti
称不足者,cheng'bu'zu'zhe
称道数当,cheng'dao'shu'dang
乘东维,cheng'dong'wei
成而上比,cheng'er'shang'bi
成而上比者,cheng'er'shang'bi'zhe
成固有伐,cheng'gu'you'fa
成乎命,cheng'hu'ming
成然寐,cheng'ran'mei
称神明之容,cheng'shen'ming'zhi'rong
程生马,cheng'sheng'ma
称天师而退,cheng'tian'shi'er'tui
成也,cheng'ye
承意不彼,cheng'yi'bu'bi
乘亦不知也,cheng'yi'bu'zhi'ye
乘以王舆,cheng'yi'wang'yu
诚有善吾有哉,cheng'you'shan'wu'you'zai
成于德而不累,cheng'yu'de'er'bu'lei
称誉诈伪以败恶人,cheng'yu'zha'wei'yi'bai'e'ren
乘云气,cheng'yun'qi
乘云气而养乎阴阳,cheng'yun'qi'er'yang'hu'yin'yang
成则毁,cheng'ze'hui
城者既十仞矣,cheng'zhe'ji'shi'ren'yi
成者为首,cheng'zhe'wei'shou
城之大者,cheng'zhi'da'zhe
斥鹌笑之曰,chi'an'xiao'zhi'yue
鸱目有所适,chi'mu'you'suo'shi
驰其形性,chi'qi'xing'xing
齿如齐贝,chi'ru'qi'bei
鸱枭夜撮蚤,chi'xiao'ye'cuo'zao
鸱鸦嗜鼠,chi'ya'shi'shu
持以春夏,chi'yi'chun'xia
耻亦飞之至也,chi'yi'fei'zhi'zhi'ye
赤张满稽曰,chi'zhang'man'ji'yue
叱者,chi'zhe
驰之骤之,chi'zhi'zhou'zhi
赤子之布寡矣,chi'zi'zhi'bu'gua'yi
赤子之累多矣,chi'zi'zhi'lei'duo'yi
充满天地,chong'man'tian'di
重生,chong'sheng
重生则利轻,chong'sheng'ze'li'qing
重言十七,chong'yan'shi'qi
臭腐化为神奇,chou'fu'hua'wei'shen'qi
惆乎若婴儿之失其母也,chou'hu'ruo'ying'er'zhi'shi'qi'mu'ye
愁其五藏以为仁义,chou'qi'wu'cang'yi'wei'ren'yi
处卑细而不惫,chu'bei'xi'er'bu'bei
除病瘦死丧忧患,chu'bing'shou'si'sang'you'huan
处不知所持,chu'bu'zhi'suo'chi
黜聪明,chu'cong'ming
出而得,chu'er'de
出而见客,chu'er'jian'ke
出而谓列子曰,chu'er'wei'lie'zi'yue
楚国之法,chu'guo'zhi'fa
出后,chu'hou
处乎无响,chu'hu'wu'xiang
出乎形哉,chu'hu'xing'zai
出乎性哉,chu'hu'xing'zai
处静以息迹,chu'jing'yi'xi'ji
除君之忧,chu'jun'zhi'you
楚狂接舆游其门曰,chu'kuang'jie'yu'you'qi'men'yue
出门上车,chu'men'shang'che
出怒不怒,chu'nu'bu'nu
怵然为戒,chu'ran'wei'jie
楚人寄而谪昏者,chu'ren'ji'er'zhe'hun'zhe
除日无岁,chu'ri'wu'sui
出入六合,chu'ru'lu'he
出入无旁,chu'ru'wu'pang
处丧以哀,chu'sang'yi'ai
处丧以哀为主,chu'sang'yi'ai'wei'zhu
处丧则悲哀,chu'sang'ze'bei'ai
处势不便,chu'shi'bu'bian
怵惕之恐,chu'ti'zhi'kong
出跳梁乎井干之上,chu'tiao'liang'hu'jing'gan'zhi'shang
楚王觞之,chu'wang'shang'zhi
楚王使大夫二人往先焉,chu'wang'shi'dai'fu'er'ren'wang'xian'yan
楚王与凡君坐,chu'wang'yu'fan'jun'zuo
楚王左右曰凡亡者三,chu'wang'zuo'you'yue'fan'wang'zhe'san
出为无为,chu'wei'wu'wei
出无本,chu'wu'ben
处闲旷,chu'xian'kuang
处矣,chu'yi
出于道而不谋,chu'yu'dao'er'bu'mou
出于林中,chu'yu'lin'zhong
处于天地之间,chu'yu'tian'di'zhi'jian
楚昭王失国,chu'zhao'wang'shi'guo
楚之南有冥灵者,chu'zhi'nan'you'ming'ling'zhe
穿池而养给,chuan'chi'er'yang'gei
喘喘然将死,chuan'chuan'ran'jiang'si
穿牛鼻,chuan'niu'bi
传其常情,chuan'qi'chang'qing
垂冠,chui'guan
吹剑者,chui'jian'zhe
吹煦呼吸,chui'xu'hu'xi
垂衣裳,chui'yi'shang
锤凿决焉,chui'zao'jue'yan
纯白不备,chun'bai'bu'bei
纯纯常常,chun'chun'chang'chang
纯粹而不杂,chun'cui'er'bu'za
蠢动而相使不以为赐,chun'dong'er'xiang'shi'bu'yi'wei'ci
春耕种,chun'geng'zhong
唇竭则齿寒,chun'jie'ze'chi'han
春秋不变,chun'qiu'bu'bian
春秋后伦,chun'qiu'hou'lun
春秋经世先王之志,chun'qiu'jing'shi'xian'wang'zhi'zhi
春秋以道名分,chun'qiu'yi'dao'ming'fen
唇如激丹,chun'ru'ji'dan
纯素之道,chun'su'zhi'dao
醇天地,chun'tian'di
春夏先,chun'xia'xian
纯也者,chun'ye'zhe
春雨日时,chun'yu'ri'shi
绰乎其杀也,chuo'hu'qi'sha'ye
此八疵者,ci'ba'ci'zhe
此比干之见剖心徵也夫,ci'bi'gan'zhi'jian'pou'xin'zheng'ye'fu
此必有异材夫,ci'bi'you'yi'cai'fu
辞不获,ci'bu'huo
此不胜天下也夫,ci'bu'sheng'tian'xia'ye'fu
此不易之道也,ci'bu'yi'zhi'dao'ye
此材之患也,ci'cai'zhi'huan'ye
此朝廷之士,ci'chao'ting'zhi'shi
此乘天地驰万物而用人群之道也,ci'cheng'tian'di'chi'wan'wu'er'yong'ren'qun'zhi'dao'ye
此处三焉,ci'chu'san'yan
此存身之道也,ci'cun'shen'zhi'dao'ye
此导引之士,ci'dao'yin'zhi'shi
此独无有,ci'du'wu'you
此二士之节也,ci'er'shi'zhi'jie'ye
此二子者,ci'er'zi'zhe
此非臣之所以闻于天下也,ci'fei'chen'zhi'suo'yi'wen'yu'tian'xia'ye
此非过孝之言也,ci'fei'guo'xiao'zhi'yan'ye
此非吾所谓道也,ci'fei'wu'suo'wei'dao'ye
此夫鲁国之巧伪人孔丘非邪,ci'fu'lu'guo'zhi'qiao'wei'ren'kong'qiu'fei'xie
此固越人之所欲得为君也,ci'gu'yue'ren'zhi'suo'yu'de'wei'jun'ye
此古之所谓悬解也,ci'gu'zhi'suo'wei'xuan'jie'ye
此寡人之所见者也,ci'gua'ren'zhi'suo'jian'zhe'ye
此龟者,ci'gui'zhe
此果不材之木也,ci'guo'bu'cai'zhi'mu'ye
此何木也哉,ci'he'mu'ye'zai
此何鸟哉,ci'he'niao'zai
此阖之家也,ci'he'zhi'jia'ye
此剑一用,ci'jian'yi'yong
此剑直之无前,ci'jian'zhi'zhi'wu'qian
此剑直之亦无前,ci'jian'zhi'zhi'yi'wu'qian
此江海之士,ci'jiang'hai'zhi'shi
此皆就其利辞其害,ci'jie'jiu'qi'li'ci'qi'hai
此皆顺比于岁,ci'jie'shun'bi'yu'sui
此皆巫祝以知之矣,ci'jie'wu'zhu'yi'zhi'zhi'yi
此皆自勉以役其德者也,ci'jie'zi'mian'yi'yi'qi'de'zhe'ye
此筋骨非有加急而不柔也,ci'jin'gu'fei'you'jia'ji'er'bu'rou'ye
辞尽矣,ci'jin'yi
此孔氏之所以治也,ci'kong'shi'zhi'suo'yi'zhi'ye
此揽乎三王之利,ci'lan'hu'san'wang'zhi'li
此六者,ci'liu'zhe
此六子者,ci'liu'zi'zhe
此马之真性也,ci'ma'zhi'zhen'xing'ye
此名实之可纪,ci'ming'shi'zhi'ke'ji
此木以不材得终天年,ci'mu'yi'bu'cai'de'zhong'tian'nian
此乃神人之所以为大祥也,ci'nai'shen'ren'zhi'suo'yi'wei'da'xiang'ye
此能为大矣,ci'neng'wei'da'yi
此平世之士,ci'ping'shi'zhi'shi
此其比万物也,ci'qi'bi'wan'wu'ye
此其道与,ci'qi'dao'yu
此其柢也,ci'qi'di'ye
此其过江河之流,ci'qi'guo'jiang'he'zhi'liu
辞其交游,ci'qi'jiao'you
此其难者,ci'qi'nan'zhe
此其似之也,ci'qi'si'zhi'ye
此其所谓濡需者也,ci'qi'suo'wei'ru'xu'zhe'ye
此其所以论长生安体乐意之道,ci'qi'suo'yi'lun'chang'sheng'an'ti'le'yi'zhi'dao
此其自多也,ci'qi'zi'duo'ye
此仁义之情也,ci'ren'yi'zhi'qing'ye
此人之性也,ci'ren'zhi'xing'ye
此三言者,ci'san'yan'zhe
此山谷之士,ci'shan'gu'zhi'shi
此上德也,ci'shang'de'ye
此神龟也,ci'shen'gui'ye
此神农黄帝之法则也,ci'shen'nong'huang'di'zhi'fa'ze'ye
此圣人才士之行,ci'sheng'ren'cai'shi'zhi'xing
此失其常然也,ci'shi'qi'chang'ran'ye
此世俗之所谓知也,ci'shi'su'zhi'suo'wei'zhi'ye
此势之有也,ci'shi'zhi'you'ye
此庶人之剑,ci'shu'ren'zhi'jian
此四患也,ci'si'huan'ye
此四六者不荡胸中则正,ci'si'liu'zhe'bu'dang'xiong'zhong'ze'zheng
此四者自正,ci'si'zhe'zi'zheng
此虽免乎行,ci'sui'mian'hu'xing
此所谓非遭时也,ci'suo'wei'fei'zao'shi'ye
此所谓然与然乎,ci'suo'wei'ran'yu'ran'hu
此所游已,ci'suo'you'yi
此天地之道,ci'tian'di'zhi'dao
此天地之平,ci'tian'di'zhi'ping
此天子之剑也,ci'tian'zi'zhi'jian'ye
此王之基也,ci'wang'zhi'ji'ye
此谓诚忘,ci'wei'cheng'wang
此谓德人之容,ci'wei'de'ren'zhi'rong
此谓上皇,ci'wei'shang'huang
此谓真人,ci'wei'zhen'ren
此谓坐忘,ci'wei'zuo'wang
此吾父母之遗德也,ci'wu'fu'mu'zhi'yi'de'ye
此五末者,ci'wu'mo'zhe
此吾所以不受也,ci'wu'suo'yi'bu'shou'ye
此吾所以蹈之也,ci'wu'suo'yi'dao'zhi'ye
此吾所以用心也,ci'wu'suo'yi'yong'xin'ye
此吾所以知道之数也,ci'wu'suo'yi'zhi'dao'zhi'shu'ye
此五者,ci'wu'zhe
此物之所有,ci'wu'zhi'suo'you
此下德也,ci'xia'de'ye
此下之所以事上,ci'xia'zhi'suo'yi'shi'shang
此小大之辨也,ci'xiao'da'zhi'bian'ye
此小年也,ci'xiao'nian'ye
雌雄片合,ci'xiong'pian'he
此胥靡之所苦也,ci'xu'mi'zhi'suo'ku'ye
此颜阖之家与,ci'yan'he'zhi'jia'yu
此养神之道也,ci'yang'shen'zhi'dao'ye
此亦东海之大乐也,ci'yi'dong'hai'zhi'da'le'ye
此以己养养鸟也,ci'yi'ji'yang'yang'niao'ye
赐亦可得而观乎,ci'yi'ke'de'er'guan'hu
此以其能苦其生者也,ci'yi'qi'neng'ku'qi'sheng'zhe'ye
此以人之国侥幸也,ci'yi'ren'zhi'guo'jiao'xing'ye
茨以生草,ci'yi'sheng'cao
此亦圣人之过也,ci'yi'sheng'ren'zhi'guo'ye
此以天属也,ci'yi'tian'shu'ye
此亦一是非,ci'yi'yi'shi'fei
此以域进,ci'yi'yu'jin
此以域退,ci'yi'yu'tui
此议之所止,ci'yi'zhi'suo'zhi
此亦治天下者之过也,ci'yi'zhi'tian'xia'zhe'zhi'guo'ye
此亦至矣,ci'yi'zhi'yi
雌应于下风而风化,ci'ying'yu'xia'feng'er'feng'hua
此有道者之所以异乎俗者也,ci'you'dao'zhe'zhi'suo'yi'yi'hu'su'zhe'ye
此又非其所以也,ci'you'fei'qi'suo'yi'ye
此有知治之具,ci'you'zhi'zhi'zhi'ju
此予宅也,ci'yu'zhai'ye
辞曰,ci'yue
此至德之隆也,ci'zhi'de'zhi'long'ye
赐之千金,ci'zhi'qian'jin
此之谓八德,ci'zhi'wei'ba'de
此之谓葆光,ci'zhi'wei'bao'guang
此之谓本根,ci'zhi'wei'ben'gen
此之谓辩士,ci'zhi'wei'bian'shi
此之谓不言之辩,ci'zhi'wei'bu'yan'zhi'bian
此之谓大本大宗,ci'zhi'wei'da'ben'da'zong
此之谓大得,ci'zhi'wei'da'de
此之谓大平,ci'zhi'wei'da'ping
此之谓大人,ci'zhi'wei'da'ren
此之谓大同异,ci'zhi'wei'da'tong'yi
此之谓混冥,ci'zhi'wei'hun'ming
此之谓丘里之言,ci'zhi'wei'qiu'li'zhi'yan
此之谓圣治,ci'zhi'wei'sheng'zhi
此之谓天府,ci'zhi'wei'tian'fu
此之谓天乐,ci'zhi'wei'tian'le
此之谓王德之人,ci'zhi'wei'wang'de'zhi'ren
此之谓物化,ci'zhi'wei'wu'hua
此之谓小同异,ci'zhi'wei'xiao'tong'yi
此之谓以己养养鸟也,ci'zhi'wei'yi'ji'yang'yang'niao'ye
此之谓以明,ci'zhi'wei'yi'ming
此之谓至一,ci'zhi'wei'zhi'yi
此之谓重伤,ci'zhi'wei'zhong'shang
此中德也,ci'zhong'de'ye
此重利盗跖而使不可禁者,ci'zhong'li'dao'zhi'er'shi'bu'ke'jin'zhe
此众人之所同论也,ci'zhong'ren'zhi'suo'tong'lun'ye
赐周千金,ci'zhou'qian'jin
此诸侯之剑也,ci'zhu'hou'zhi'jian'ye
聪明睿知,cong'ming'rui'zhi
聪明衰矣,cong'ming'shuai'yi
从其令,cong'qi'ling
从其强梁,cong'qi'qiang'liang
从然以天地为春秋,cong'ran'yi'tian'di'wei'chun'qiu
从容无为而万物炊累焉,cong'rong'wu'wei'er'wan'wu'chui'lei'yan
从容一若龙,cong'rong'yi'ruo'long
从师而不囿,cong'shi'er'bu'you
从事华辞,cong'shi'hua'ci
从水之道而不为私焉,cong'shui'zhi'dao'er'bu'wei'si'yan
从说之则以金板六韬,cong'shuo'zhi'ze'yi'jin'ban'liu'tao
从天之理,cong'tian'zhi'li
从之丹穴,cong'zhi'dan'xue
从之游者,cong'zhi'you'zhe
粗而不可不陈者,cu'er'bu'ke'bu'chen'zhe
蹙然改容而问曰,cu'ran'gai'rong'er'wen'yue
蹙之乎颐,cu'zhi'hu'yi
萃乎芒乎,cui'hu'mang'hu
崔乎其不得已乎,cui'hu'qi'bu'de'yi'hu
崔瞿问于老聃曰,cui'qu'wen'yu'lao'dan'yue
粹之至也,cui'zhi'zhi'ye
存形穷生,cun'xing'qiong'sheng
措杯水其肘上,cuo'bei'shui'qi'zhou'shang
挫针治獬,cuo'zhen'zhi'xie
大白若辱,da'bai'ruo'ru
大败越人,da'bai'yue'ren
大辩不言,da'bian'bu'yan
达大命者随,da'da'ming'zhe'sui
大盗不止,da'dao'bu'zhi
大盗乃止,da'dao'nai'zhi
大道能包之而不能辩之,da'dao'neng'bao'zhi'er'bu'neng'bian'zhi
大盗者为诸侯,da'dao'zhe'wei'zhu'hou
达道之塞,da'dao'zhi'sai
大道之序也,da'dao'zhi'xu'ye
大德不同,da'de'bu'tong
大定持之,da'ding'chi'zhi
大多政,da'duo'zheng
大而不多,da'er'bu'duo
大而无当,da'er'wu'dang
大而无用,da'er'wu'yong
大方体之,da'fang'ti'zhi
大公任往吊之,da'gong'ren'wang'diao'zhi
大公调曰,da'gong'tiao'yue
大国不敢诛,da'guo'bu'gan'zhu
大国守城,da'guo'shou'cheng
大旱金石流土山焦而不热,da'han'jin'shi'liu'tu'shan'jiao'er'bu're
大惑易性,da'huo'yi'xing
大惑者,da'huo'zhe
大匠取法焉,da'jiang'qu'fa'yan
大浸稽天而不溺,da'jin'ji'tian'er'bu'ni
大均缘之,da'jun'yuan'zhi
大恐缦缦,da'kong'man'man
大廉不慊,da'lian'bu'qian
大林丘山之善于人也,da'lin'qiu'shan'zhi'shan'yu'ren'ye
大乱之本,da'luan'zhi'ben
大马曰,da'ma'yue
大马之捶钩者,da'ma'zhi'chui'gou'zhe
大谩,da'man
达命之情者,da'ming'zhi'qing'zhe
