爱恶相攻而吉凶生,ai'e'xiang'gong'er'ji'xiong'sheng
日月反背,ri'yue'fan'bei
日月六合,ri'yue'lu'he
日月三合,ri'yue'san'he
日月相推而明生焉,ri'yue'xiang'tui'er'ming'sheng'yan
日月运行,ri'yue'yun'xing
日月之道,ri'yue'zhi'dao
日月组合,ri'yue'zu'he
日昃之离,ri'ze'zhi'li
日昃之離何可久也,ri'ze'zhi'li'he'ke'jiu'ye
日中见斗,ri'zhong'jian'dou
日中见昧,ri'zhong'jian'mei
日中见沫,ri'zhong'jian'mo
日中为市,ri'zhong'wei'shi
日中则昃,ri'zhong'ze'ze
日柱,ri'zhu
日柱管岁运程,ri'zhu'guan'sui'yun'cheng
日主桃花,ri'zhu'tao'hua
日坐独煞,ri'zuo'du'sha
日坐伤官,ri'zuo'shang'guan
榕村全集,rong'cun'quan'ji
榕村全书,rong'cun'quan'shu
荣神,rong'shen
榕壇问业,rong'tan'wen'ye
柔变刚也,rou'bian'gang'ye
柔乘刚也,rou'cheng'gang'ye
柔道牵也,rou'dao'qian'ye
柔得位乎外而上同,rou'de'wei'hu'wai'er'shang'tong
柔得中而上行,rou'de'zhong'er'shang'xing
柔得中也,rou'de'zhong'ye
柔得尊位,rou'de'zun'wei
柔履刚也,rou'lv'gang'ye
揉木为耒,rou'mu'wei'lei
柔顺利贞,rou'shun'li'zhen
柔以时升,rou'yi'shi'sheng
柔遇刚也,rou'yu'gang'ye
柔在下也,rou'zai'xia'ye
柔兆,rou'zhao
柔之为道,rou'zhi'wei'dao
入冲,ru'chong
儒家思想的新开展,ru'jia'si'xiang'de'xin'kai'zhan
儒家哲学,ru'jia'zhe'xue
如临父母,ru'lin'fu'mu
儒门法语,ru'men'fa'yu
入墓,ru'mu
濡其首厉,ru'qi'shou'li
如斯而已者也,ru'si'er'yi'zhe'ye
入也,ru'ye
繻有衣袽,ru'you'yi'ru
入于坎窞,ru'yu'kan'dan
入于坎窞勿用,ru'yu'kan'dan'wu'yong
入于其宫,ru'yu'qi'gong
入于幽谷,ru'yu'you'gu
入于渊也,ru'yu'yuan'ye
入狱自刑,ru'yu'zi'xing
入于左腹,ru'yu'zuo'fu
入于左腹獲心意也,ru'yu'zuo'fu'huo'xin'yi'ye
阮步兵集,ruan'bu'bing'ji
阮嗣宗集,ruan'si'zong'ji
蕤宾,rui'bin
润万物者,run'wan'wu'zhe
若夫杂物撰德,ruo'fu'za'wu'zhuan'de
若号,ruo'hao
若号一握为笑,ruo'hao'yi'wo'wei'xiao
若濡有愠,ruo'ru'you'yun
三八为木,san'ba'wei'mu
三绊,san'ban
三车一览,san'che'yi'lan
三辰,san'chen
三传,san'chuan
三洞四辅,san'dong'si'fu
三方四正,san'fang'si'zheng
三宫,san'gong
三宫宫头,san'gong'gong'tou
三合,san'he
三会,san'hui
三礼,san'li
三历会同,san'li'hui'tong
三论玄义,san'lun'xuan'yi
三律,san'lv
三民主义,san'min'zhu'yi
三命篡局,san'ming'cuan'ju
三命篡要,san'ming'cuan'yao
三命提要,san'ming'ti'yao
三命通会,san'ming'tong'hui
三命指掌,san'ming'zhi'zhang
三年克之,san'nian'ke'zhi
三奇得使,san'qi'dei'shi
三奇贵人,san'qi'gui'ren
三奇六仪,san'qi'liu'yi
三奇入墓,san'qi'ru'mu
三奇受制,san'qi'shou'zhi
三日不食,san'ri'bu'shi
三式,san'shi
三岁不得,san'sui'bu'de
三岁不觌,san'sui'bu'di
三岁不见,san'sui'bu'jian
三岁不兴,san'sui'bu'xing
三歲不興,san'sui'bu'xing
三岁不孕,san'sui'bu'yun
三台,san'tai
三刑,san'xing
三爻,san'yao
三易,san'yi
三易洞玑,san'yi'dong'ji
三藏,san'zang
三则疑也,san'ze'yi'ye
丧弔,sang'diao
丧过乎哀,sang'guo'hu'ai
丧马勿逐,sang'ma'wu'zhu
丧门,sang'men
丧牛于易,sang'niu'yu'yi
丧其童仆,sang'qi'tong'pu
丧期无数,sang'qi'wu'shu
丧其资斧,sang'qi'zi'fu
丧羊于易,sang'yang'yu'yi
喪羊于易位不當也,sang'yang'yu'yi'wei'bu'dang'ye
喪羊于易无悔,sang'yang'yu'yi'wu'hui
煞曜,sha'yao
煞印相生,sha'yin'xiang'sheng
善补过也,shan'bu'guo'ye
山附地上,shan'fu'di'shang
山附于地,shan'fu'yu'di
山卦,shan'gua
剡木为楫,shan'mu'wei'ji
剡木为矢,shan'mu'wei'shi
山上有火,shan'shang'you'huo
山上有雷,shan'shang'you'lei
山上有木,shan'shang'you'mu
山上有水,shan'shang'you'shui
山上有泽,shan'shang'you'ze
善神,shan'shen
善俗,shan'su
山天大畜,shan'tian'da'chu
山下出泉,shan'xia'chu'quan
山下有风,shan'xia'you'feng
山下有火,shan'xia'you'huo
山下有雷,shan'xia'you'lei
山下有险,shan'xia'you'xian
山下有泽,shan'xia'you'ze
善则千里之外应之,shan'ze'qian'li'zhi'wai'ying'zhi
山泽通气,shan'ze'tong'qi
善之长也,shan'zhi'chang'ye
上不在天,shang'bu'zai'tian
上不在天下不在田,shang'bu'zai'tian'xia'bu'zai'tian
上蔡语录,shang'cai'yu'lu
上得志也,shang'de'zhi'ye
上栋下宇,shang'dong'xia'yu
上兑,shang'dui
商兑,shang'dui
商兑未宁,shang'dui'wei'ning
上兑下兑,shang'dui'xia'dui
上兑下艮,shang'dui'xia'gen
上兑下坎,shang'dui'xia'kan
上兑下坤,shang'dui'xia'kun
上兑下离,shang'dui'xia'li
上兑下乾,shang'dui'xia'qian
上兑下巽,shang'dui'xia'xun
上兑下震,shang'dui'xia'zhen
上刚下险,shang'gang'xia'xian
上格,shang'ge
上艮,shang'gen
上艮下兑,shang'gen'xia'dui
上艮下艮,shang'gen'xia'gen
上艮下坎,shang'gen'xia'kan
上艮下坤,shang'gen'xia'kun
上艮下离,shang'gen'xia'li
上艮下乾,shang'gen'xia'qian
上艮下巽,shang'gen'xia'xun
上艮下震,shang'gen'xia'zhen
上古结绳而治,shang'gu'jie'sheng'er'zhi
伤官,shang'guan
伤官见官,shang'guan'jian'guan
伤官佩印,shang'guan'pei'yin
伤官入墓,shang'guan'ru'mu
伤官伤尽,shang'guan'shang'jin
伤官桃花,shang'guan'tao'hua
伤官用财,shang'guan'yong'cai
上合志也,shang'he'zhi'ye
尚合志也,shang'he'zhi'ye
上火下泽,shang'huo'xia'ze
上九,shang'jiu
上九亢龍有悔,shang'jiu'kang'long'you'hui
上九有孚威如終吉,shang'jiu'you'fu'wei'ru'zhong'ji
上坎,shang'kan
上坎下兑,shang'kan'xia'dui
上坎下艮,shang'kan'xia'gen
上坎下坎,shang'kan'xia'kan
上坎下坤,shang'kan'xia'kun
上坎下离,shang'kan'xia'li
上坎下乾,shang'kan'xia'qian
上坎下巽,shang'kan'xia'xun
上坎下震,shang'kan'xia'zhen
上坤,shang'kun
上坤下兑,shang'kun'xia'dui
上坤下艮,shang'kun'xia'gen
上坤下坎,shang'kun'xia'kan
上坤下坤,shang'kun'xia'kun
上坤下离,shang'kun'xia'li
上坤下乾,shang'kun'xia'qian
上坤下巽,shang'kun'xia'xun
上坤下震,shang'kun'xia'zhen
上离,shang'li
上离下兑,shang'li'xia'dui
上离下艮,shang'li'xia'gen
上离下坎,shang'li'xia'kan
上离下坤,shang'li'xia'kun
上离下离,shang'li'xia'li
上离下乾,shang'li'xia'qian
上离下巽,shang'li'xia'xun
上离下震,shang'li'xia'zhen
上六,shang'liu
上六失道,shang'liu'shi'dao
上六失道凶三歲也,shang'liu'shi'dao'xiong'san'sui'ye
上六无实,shang'liu'wu'shi
上六引兑,shang'liu'yin'dui
商旅不行,shang'lv'bu'xing
上慢下暴,shang'man'xia'bao
伤门,shang'men
上逆而下顺也,shang'ni'er'xia'shun'ye
上乾,shang'qian
上乾下兑,shang'qian'xia'dui
上乾下艮,shang'qian'xia'gen
上乾下坎,shang'qian'xia'kan
上乾下坤,shang'qian'xia'kun
上乾下离,shang'qian'xia'li
上乾下乾,shang'qian'xia'qian
上乾下巽,shang'qian'xia'xun
上乾下震,shang'qian'xia'zhen
上穷吝也,shang'qiong'lin'ye
上升,shang'sheng
上施光也,shang'shi'guang'ye
伤食泄秀,shang'shi'xie'xiu
上使中也,shang'shi'zhong'ye
尚书,shang'shu
尚书大传,shang'shu'da'zhuan
尚书古文疏证,shang'shu'gu'wen'shu'zheng
尚书引义,shang'shu'yin'yi
上天下泽,shang'tian'xia'ze
尚同,shang'tong
上下不交,shang'xia'bu'jiao
上下不交而天下无邦也,shang'xia'bu'jiao'er'tian'xia'wu'bang'ye
上下敌应,shang'xia'di'ying
上下顺也,shang'xia'shun'ye
上下无常,shang'xia'wu'chang
上下无常非爲邪也,shang'xia'wu'chang'fei'wei'xie'ye
上下应也,shang'xia'ying'ye
尚贤,shang'xian
上巽,shang'xun
上巽下兑,shang'xun'xia'dui
上巽下艮,shang'xun'xia'gen
上巽下坤,shang'xun'xia'kun
上巽下离,shang'xun'xia'li
上巽下乾,shang'xun'xia'qian
上巽下巽,shang'xun'xia'xun
上巽下震,shang'xun'xia'zhen
上幺,shang'yao
上以厚下,shang'yi'hou'xia
伤於外者,shang'yu'wai'zhe
上章,shang'zhang
上震,shang'zhen
上震下兑,shang'zhen'xia'dui
上震下艮,shang'zhen'xia'gen
上震下坎,shang'zhen'xia'kan
上震下坤,shang'zhen'xia'kun
上震下离,shang'zhen'xia'li
上震下乾,shang'zhen'xia'qian
上震下巽,shang'zhen'xia'xun
上震下震,shang'zhen'xia'zhen
尚中正也,shang'zhong'zheng'ye
少年,shao'nian
少年中国,shao'nian'zhong'guo
少阳,shao'yang
少阴,shao'yin
邵雍,shao'yong
舍车而徒,she'che'er'tu
舍尔灵龟,she'er'ling'gui
设卦以尽情伪,she'gua'yi'jin'qing'wei
涉害深浅,she'hai'shen'qian
社会科学概论,she'hui'ke'xue'gai'lun
社会哲学概论,she'hui'zhe'xue'gai'lun
舍車而徒義弗乘也,she'ju'er'tu'yi'fu'cheng'ye
舍逆取顺,she'ni'qu'shun
蛇入地罗,she'ru'di'luo
身安而国家可保也,shen'an'er'guo'jia'ke'bao'ye
慎不害也,shen'bu'hai'ye
神不厌论,shen'bu'yan'lun
申辰,shen'chen
神而化之,shen'er'hua'zhi
神而明之,shen'er'ming'zhi
神峰通考,shen'feng'tong'kao
身宫,shen'gong
申亥,shen'hai
神会语录,shen'hui'yu'lu
申鉴,shen'jian
申金,shen'jin
申金父母,shen'jin'fu'mu
申金父母持世,shen'jin'fu'mu'chi'shi
申金官鬼,shen'jin'guan'gui
申金官鬼持世,shen'jin'guan'gui'chi'shi
申金妻财,shen'jin'qi'cai
申金妻财持世,shen'jin'qi'cai'chi'shi
申金兄弟,shen'jin'xiong'di
申金兄弟持世,shen'jin'xiong'di'chi'shi
申金子孙,shen'jin'zi'sun
申金子孙持世,shen'jin'zi'sun'chi'shi
神农氏没,shen'nong'shi'mei
神农氏作,shen'nong'shi'zuo
申日,shen'ri
身弱,shen'ruo
神煞,shen'sha
身杀二停,shen'sha'er'ting
申时,shen'shi
慎斯术也以往,shen'si'shu'ye'yi'wang
慎所之也,shen'suo'zhi'ye
身旺,shen'wang
申戌,shen'xu
慎言,shen'yan
慎言語節飲食,shen'yan'yu'jie'yin'shi
申阳,shen'yang
神以知来,shen'yi'zhi'lai
申酉,shen'you
申酉戌人见亥为孤见未为寡,shen'you'xu'ren'jian'hai'wei'gu'jian'wei'wei'gua
申月,shen'yue
沈芝,shen'zhi
神祗,shen'zhi
沈芝源髓,shen'zhi'yuan'sui
慎之至也,shen'zhi'zhi'ye
慎子,shen'zi
申子,shen'zi
申子辰合化水,shen'zi'chen'he'hua'shui
申子辰见辰为华盖,shen'zi'chen'jian'chen'wei'hua'gai
申子辰见亥为亡神,shen'zi'chen'jian'hai'wei'wang'shen
申子辰见壬为月德,shen'zi'chen'jian'ren'wei'yue'de
申子辰见巳为劫煞,shen'zi'chen'jian'si'wei'jie'sha
申子辰见午为灾煞,shen'zi'chen'jian'wu'wei'zai'sha
申子辰见寅为驿马,shen'zi'chen'jian'yin'wei'yi'ma
申子辰见酉为桃花,shen'zi'chen'jian'you'wei'tao'hua
申子辰见子为将星,shen'zi'chen'jian'zi'wei'jiang'xing
申子辰马在寅,shen'zi'chen'ma'zai'yin
升而不已,sheng'er'bu'yi
生扶,sheng'fu
升卦,sheng'gua
胜光,sheng'guang
升阶,sheng'jie
生克并助,sheng'ke'bing'zhu
生克制化,sheng'ke'zhi'hua
生马,sheng'ma
生门,sheng'men
生年,sheng'nian
升其高陵,sheng'qi'gao'ling
圣人成能,sheng'ren'cheng'neng
圣人感人心而天下和平,sheng'ren'gan'ren'xin'er'tian'xia'he'ping
聖人感人心而天下和平,sheng'ren'gan'ren'xin'er'tian'xia'he'ping
圣人久於其道,sheng'ren'jiu'yu'qi'dao
聖人久於其道,sheng'ren'jiu'yu'qi'dao
圣人南面而听天下,sheng'ren'nan'mian'er'ting'tian'xia
圣人设卦观象,sheng'ren'she'gua'guan'xiang
圣人所以崇德而广业也,sheng'ren'suo'yi'chong'de'er'guang'ye'ye
圣人象之,sheng'ren'xiang'zhi
圣人效之,sheng'ren'xiao'zhi
圣人养贤,sheng'ren'yang'xian
聖人養賢以及萬民,sheng'ren'yang'xian'yi'ji'wan'min
圣人以此洗心,sheng'ren'yi'ci'xi'xin
圣人以此斋戒,sheng'ren'yi'ci'zhai'jie
圣人以通天下之志,sheng'ren'yi'tong'tian'xia'zhi'zhi
圣人则之,sheng'ren'ze'zhi
圣人执之,sheng'ren'zhi'zhi
圣人之作易也,sheng'ren'zhi'zuo'yi'ye
生日,sheng'ri
生时,sheng'shi
盛世危言,sheng'shi'wei'yan
生旺墓绝,sheng'wang'mu'jue
圣学宗传,sheng'xue'zong'chuan
生月,sheng'yue
生之原理,sheng'zhi'yuan'li
使不当也,shi'bu'dang'ye
时乘六龙,shi'cheng'liu'long
時乘六龍以御天也,shi'cheng'liu'long'yi'yu'tian'ye
世持,shi'chi
师出以律,shi'chu'yi'lv
使遄有喜,shi'chuan'you'xi
释达性论,shi'da'xing'lun
时带比劫,shi'dai'bi'jie
时带偏印,shi'dai'pian'yin
时带伤官,shi'dai'shang'guan
时带食神,shi'dai'shi'shen
时带正官,shi'dai'zheng'guan
时带正印,shi'dai'zheng'yin
失道凶也,shi'dao'xiong'ye
失得勿恤,shi'de'wu'xu
失得勿恤往有慶也,shi'de'wu'xu'wang'you'qing'ye
十恶大败,shi'e'da'bai
十二长生,shi'er'chang'sheng
十二地支,shi'er'di'zhi
十二地支所属阴阳,shi'er'di'zhi'suo'shu'yin'yang
噬肤灭鼻,shi'fu'mie'bi
噬膚滅鼻无咎,shi'fu'mie'bi'wu'jiu
十干,shi'gan
时干,shi'gan
十干不杂,shi'gan'bu'za
时干入墓,shi'gan'ru'mu
十干食禄,shi'gan'shi'lu
史纲评要,shi'gang'ping'yao
十宫,shi'gong
十宫宫头,shi'gong'gong'tou
是故,shi'gu
是故可与酬酢,shi'gu'ke'yu'chou'zuo
是故知鬼神之情状,shi'gu'zhi'gui'shen'zhi'qing'zhuang
是故自天佑之,shi'gu'zi'tian'you'zhi
师卦,shi'gua
碩果不食,shi'guo'bu'shi
师或舆尸,shi'huo'yu'shi
失家节也,shi'jia'jie'ye
诗经,shi'jing
石菊影庐笔识,shi'ju'ying'lu'bi'shi
噬嗑,shi'ke
噬嗑而亨,shi'ke'er'heng
噬嗑卦终,shi'ke'gua'zhong
噬嗑亨利用獄,shi'ke'heng'li'yong'yu
噬嗑食也,shi'ke'shi'ye
世空,shi'kong
士礼,shi'li
十力语要,shi'li'yu'yao
十力语要初续,shi'li'yu'yao'chu'xu
失令,shi'ling
石龙书院学辩,shi'long'shu'yuan'xue'bian
诗论,shi'lun
视履考祥,shi'lv'kao'xiang
失律凶也,shi'lv'xiong'ye
使民不倦,shi'min'bu'juan
使民宜之,shi'min'yi'zhi
十年乃字,shi'nian'nai'zi
十年勿用,shi'nian'wu'yong
十年勿用道大悖也,shi'nian'wu'yong'dao'da'bei'ye
十批判书,shi'pi'pan'shu
诗品,shi'pin
失其道也,shi'qi'dao'ye
失其义也,shi'qi'yi'ye
失前禽也,shi'qian'qin'ye
噬乾肉得黃金貞厲无咎,shi'qian'rou'de'huang'jin'zhen'li'wu'jiu
噬乾胏得金矢利艱貞吉,shi'qian'zi'de'jin'shi'li'jian'zhen'ji
始求深也,shi'qiu'shen'ye
始入,shi'ru
释三破论,shi'san'po'lun
时煞归库,shi'sha'gui'ku
食伤,shi'shang
时上偏财,shi'shang'pian'cai
时上七煞,shi'shang'qi'sha
食伤吐秀,shi'shang'tu'xiu
失上下也,shi'shang'xia'ye
时上正财,shi'shang'zheng'cai
十神,shi'shen
食神,shi'shen
食神带合,shi'shen'dai'he
食神带禄,shi'shen'dai'lu
食神旺变,shi'shen'wang'bian
食神制杀,shi'shen'zhi'sha
是生两仪,shi'sheng'liang'yi
失时极也,shi'shi'ji'ye
实受其福,shi'shou'qi'fu
鼫鼠貞厲位不當也,shi'shu'zhen'li'wei'bu'dang'ye
世说新语,shi'shuo'xin'yu
史通,shi'tong
施未光也,shi'wei'guang'ye
施未行也,shi'wei'xing'ye
是谓灾眚,shi'wei'zai'sheng
时行则行,shi'xing'ze'xing
时序先后,shi'xu'xian'hou
实验主义,shi'yan'zhu'yi
世爻,shi'yao
事爻,shi'yao
事业,shi'ye
十翼,shi'yi
是以,shi'yi
是以不获其身,shi'yi'bu'huo'qi'shen
是以出而不获,shi'yi'chu'er'bu'huo
是以出入无疾,shi'yi'chu'ru'wu'ji
是以大亨,shi'yi'da'heng
是以君主子将以有为也,shi'yi'jun'zhu'zi'jiang'yi'you'wei'ye
是以君子慎密而不也也,shi'yi'jun'zi'shen'mi'er'bu'ye'ye
是以立天之道,shi'yi'li'tian'zhi'dao
是以小亨,shi'yi'xiao'heng
是以小事吉也,shi'yi'xiao'shi'ji'ye
是以凶也,shi'yi'xiong'ye
是以元亨,shi'yi'yuan'heng
是以自天佑之,shi'yi'zi'tian'you'zhi
适音,shi'yin
世应,shi'ying
世用,shi'yong
师忧,shi'you
是有圣人之道四焉,shi'you'sheng'ren'zhi'dao'si'yan
是与神物以前民用,shi'yu'shen'wu'yi'qian'min'yong
师者众也,shi'zhe'zhong'ye
实知,shi'zhi
事之干也,shi'zhi'gan'ye
时止则止,shi'zhi'ze'zhi
时柱,shi'zhu
时柱管岁运程,shi'zhu'guan'sui'yun'cheng
尸子,shi'zi
首出庶物,shou'chu'shu'wu
首出庶物萬國咸寧,shou'chu'shu'wu'wan'guo'xian'ning
守柔,shou'rou
受之介福,shou'zhi'jie'fu
受兹介福,shou'zi'jie'fu
受茲介福以中正也,shou'zi'jie'fu'yi'zhong'zheng'ye
受茲介福于其王母,shou'zi'jie'fu'yu'qi'wang'mu
叔本华与尼采,shu'ben'hua'yu'ni'cai
叔本华之哲学及其教育学说,shu'ben'hua'zhi'zhe'xue'ji'qi'jiao'yu'xue'shuo
束帛戋戋,shu'bo'jian'jian
书不尽言,shu'bu'jin'yan
恕谷后集,shu'gu'hou'ji
曙光,shu'guang
属火,shu'huo
枢机之发,shu'ji'zhi'fa
属金,shu'jin
书经,shu'jing
数理,shu'li
漱溟卅后文录,shu'ming'sa'hou'wen'lu
漱溟卅前文录,shu'ming'sa'qian'wen'lu
属木,shu'mu
属水,shu'shui
属土,shu'tu
数往者顺,shu'wang'zhe'shun
述学,shu'xue
衰处,shuai'chu
衰位,shuai'wei
衰相,shuai'xiang
霜红龛集,shuang'hong'kan'ji
双禄,shuang'lu
水地,shui'di
水多金沉,shui'duo'jin'chen
水多木漂,shui'duo'mu'piao
水多土流,shui'duo'tu'liu
水厄,shui'e
水海六合,shui'hai'lu'he
水海三合,shui'hai'san'he
水火既济,shui'huo'ji'ji
水火六合,shui'huo'lu'he
水火三合,shui'huo'san'he
水火相息,shui'huo'xiang'xi
水局,shui'ju
水空,shui'kong
水库,shui'ku
水赖金生,shui'lai'jin'sheng
水流濕火就燥,shui'liu'shi'huo'jiu'zao
水冥六合,shui'ming'lu'he
水冥三合,shui'ming'san'he
水木六合,shui'mu'lu'he
水木三合,shui'mu'san'he
水能克火,shui'neng'ke'huo
水能生木,shui'neng'sheng'mu
水弱逢土,shui'ruo'feng'tu
水蛇人火,shui'she'ren'huo
水天六合,shui'tian'lu'he
水天三合,shui'tian'san'he
水土六合,shui'tu'lu'he
水土三合,shui'tu'san'he
水旺得土,shui'wang'de'tu
水心文集,shui'xin'wen'ji
水爻,shui'yao
水在火上,shui'zai'huo'shang
水中作冢,shui'zhong'zuo'zhong
顺不害也,shun'bu'hai'ye
順而麗乎大明,shun'er'li'hu'da'ming
顺而丽乎大明,shun'er'li'hu'da'ming
顺而止之,shun'er'zhi'zhi
顺天命也,shun'tian'ming'ye
顺天休命,shun'tian'xiu'ming
顺挑连合,shun'tiao'lian'he
顺相保也,shun'xiang'bao'ye
顺也,shun'ye
顺以听也,shun'yi'ting'ye
順以巽也,shun'yi'xun'ye
顺以巽也,shun'yi'xun'ye
順以則也,shun'yi'ze'ye
顺以则也,shun'yi'ze'ye
顺在位也,shun'zai'wei'ye
顺总逆零,shun'zong'ni'ling
說而麗乎明柔進而上行,shuo'er'li'hu'ming'rou'jin'er'shang'xing
说卦,shuo'gua
硕果不食,shuo'guo'bu'shi
说类,shuo'lei
硕鼠贞厉,shuo'shu'zhen'li
愬愬终吉,shuo'shuo'zhong'ji
说万物者,shuo'wan'wu'zhe
说言乎兑,shuo'yan'hu'dui
说也,shuo'ye
说以犯难,shuo'yi'fan'nan
说以利贞,shuo'yi'li'zhen
说以先民,shuo'yi'xian'min
说以行险,shuo'yi'xing'xian
说苑,shuo'yuan
四辰,si'chen
巳丑,si'chou
四大空亡,si'da'kong'wang
死符,si'fu
四宫,si'gong
四宫宫头,si'gong'gong'tou
四贵,si'gui
巳亥,si'hai
巳火,si'huo
巳火父母,si'huo'fu'mu
巳火父母持世,si'huo'fu'mu'chi'shi
巳火官鬼,si'huo'guan'gui
巳火官鬼持世,si'huo'guan'gui'chi'shi
巳火妻财,si'huo'qi'cai
巳火妻财持世,si'huo'qi'cai'chi'shi
巳火兄弟,si'huo'xiong'di
巳火兄弟持世,si'huo'xiong'di'chi'shi
巳火子孙,si'huo'zi'sun
巳火子孙持世,si'huo'zi'sun'chi'shi
四季,si'ji
四忌,si'ji
俟解,si'jie
四九为金,si'jiu'wei'jin
死绝病败,si'jue'bing'bai
四课,si'ke
司令,si'ling
司马季主,si'ma'ji'zhu
死门,si'men
四孟,si'meng
四平,si'ping
四气,si'qi
死气,si'qi
死期将至,si'qi'jiang'zhi
巳日,si'ri
死如,si'ru
四煞,si'sha
巳申,si'shen
死神,si'shen
巳申合化癸水,si'shen'he'hua'gui'shui
巳时,si'shi
四时变化,si'shi'bian'hua
四時變化而能久成,si'shi'bian'hua'er'neng'jiu'cheng
四時不忒,si'shi'bu'tei
四书或问,si'shu'huo'wen
四书集注,si'shu'ji'zhu
四书性理字义,si'shu'xing'li'zi'yi
四书正误,si'shu'zheng'wu
巳未,si'wei
死位,si'wei
四位纯全,si'wei'chun'quan
思纬壹台短书,si'wei'yi'tai'duan'shu
巳午,si'wu
巳午未人见申为孤见辰为寡,si'wu'wei'ren'jian'shen'wei'gu'jian'chen'wei'gua
四象,si'xiang
四言独步,si'yan'du'bu
四爻,si'yao
巳阴,si'yin
巳酉,si'you
巳酉丑合化金,si'you'chou'he'hua'jin
巳酉丑见丑为华盖,si'you'chou'jian'chou'wei'hua'gai
巳酉丑见庚为月德,si'you'chou'jian'geng'wei'yue'de
巳酉丑见亥为驿马,si'you'chou'jian'hai'wei'yi'ma
巳酉丑见卯为灾煞,si'you'chou'jian'mao'wei'zai'sha
巳酉丑见申为亡神,si'you'chou'jian'shen'wei'wang'shen
巳酉丑见午为桃花,si'you'chou'jian'wu'wei'tao'hua
巳酉丑见寅为劫煞,si'you'chou'jian'yin'wei'jie'sha
巳酉丑见酉为将星,si'you'chou'jian'you'wei'jiang'xing
巳酉丑马在亥,si'you'chou'ma'zai'hai
巳月,si'yue
四正,si'zheng
四仲,si'zhong
四柱,si'zhu
四柱命理,si'zhu'ming'li
讼不亲也,song'bu'qin'ye
宋高僧传,song'gao'seng'zhuan
讼卦,song'gua
宋论,song'lun
讼有孚窒,song'you'fu'zhi
宋元学案,song'yuan'xue'an
夙吉,su'ji
素履,su'lv
素履之往,su'lv'zhi'wang
苏氏易传,su'shi'yi'zhuan
虽不当位,sui'bu'dang'wei
雖不當位利用獄也,sui'bu'dang'wei'li'yong'yu'ye
隨大亨貞无咎,sui'da'heng'zhen'wu'jiu
岁带正马,sui'dai'zheng'ma
岁德正官,sui'de'zheng'guan
遂定天下之象,sui'ding'tian'xia'zhi'xiang
随风,sui'feng
岁干,sui'gan
随卦,sui'gua
岁禄,sui'lu
遂马天地之文,sui'ma'tian'di'zhi'wen
岁神,sui'shen
隋唐佛教史稿,sui'tang'fo'jiao'shi'gao
虽危而无咎矣,sui'wei'er'wu'jiu'yi
随无故也,sui'wu'gu'ye
虽小有言,sui'xiao'you'yan
雖小有言其辯明也,sui'xiao'you'yan'qi'bian'ming'ye
虽凶,sui'xiong
雖凶居吉順不害也,sui'xiong'ju'ji'shun'bu'hai'ye
虽凶无咎,sui'xiong'wu'jiu
虽旬无咎,sui'xun'wu'jiu
随有求得,sui'you'qiu'de
虽有小言,sui'you'xiao'yan
随园诗话,sui'yuan'shi'hua
岁运并临,sui'yun'bing'lin
遂知来物,sui'zhi'lai'wu
孙膑兵法,sun'bin'bing'fa
损而不已,sun'er'bu'yi
损而有孚,sun'er'you'fu
损刚益柔有时,sun'gang'yi'rou'you'shi
损卦,sun'gua
损上益下,sun'shang'yi'xia
孙文学说,sun'wen'xue'shuo
孙文主义之哲学的基础,sun'wen'zhu'yi'zhi'zhe'xue'de'ji'chu
孙武兵法,sun'wu'bing'fa
损下益上,sun'xia'yi'shang
损益盈虚,sun'yi'ying'xu
隼者禽也,sun'zhe'qin'ye
孙子,sun'zi
孙子兵法,sun'zi'bing'fa
所归妹也,suo'gui'mei'ye
所思,suo'si
所以断也,suo'yi'duan'ye
所以告也,suo'yi'gao'ye
所以示也,suo'yi'shi'ye
所执下也,suo'zhi'xia'ye
他宫,ta'gong
太白逢星,tai'bai'feng'xing
太白擒蛇,tai'bai'qin'she
太白入网,tai'bai'ru'wang
太白入荧,tai'bai'ru'ying
太白阴经,tai'bai'yin'jing
泰蔟,tai'cu
胎地,tai'di
泰卦,tai'gua
泰和宜山会语合刻,tai'he'yi'shan'hui'yu'he'ke
太极,tai'ji
太极贵人,tai'ji'gui'ren
太极解义,tai'ji'jie'yi
太极图解,tai'ji'tu'jie
太极图说,tai'ji'tu'shuo
太平诏书,tai'ping'zhao'shu
胎生旺库,tai'sheng'wang'ku
太岁,tai'sui
太岁入卦,tai'sui'ru'gua
太玄,tai'xuan
太阳,tai'yang
太阴,tai'yin
胎月日时,tai'yue'ri'shi
泰者通也,tai'zhe'tong'ye
贪财坏印,tan'cai'huai'yin
贪合忘官,tan'he'wang'guan
贪合忘生,tan'he'wang'sheng
坛经,tan'jing
贪狼,tan'lang
谈美,tan'mei
弹射,tan'she
贪生忘克,tan'sheng'wang'ke
谈天,tan'tian
坛语,tan'yu
探赜索隐,tan'ze'suo'yin
唐才常集,tang'cai'chang'ji
唐高僧传,tang'gao'seng'zhuan
汤武革命,tang'wu'ge'ming
汤子遗书,tang'zi'yi'shu
桃花,tao'hua
桃花带刃,tao'hua'dai'ren
桃花犯主,tao'hua'fan'zhu
弢园文录外编,tao'yuan'wen'lu'wai'bian
特格,te'ge
滕口说也,teng'kou'shuo'ye
腾蛇,teng'she
螣蛇,teng'she
