曾几何时,ceng'ji'he'shi
玉毁椟中,yu'hui'du'zhong
迂回曲折,yu'hui'qu'zhe
雨魂云梦,yu'hun'yun'meng
狱货非宝,yu'huo'fei'bao
鬻鸡为凤,yu'ji'wei'feng
雨迹云踪,yu'ji'yun'zong
逾假不归,yu'jia'bu'gui
御驾亲征,yu'jia'qin'zheng
于家为国,yu'jia'wei'guo
欲加之罪,yu'jia'zhi'zui
欲加之罪何患无辞,yu'jia'zhi'zui'he'huan'wu'ci
玉减香消,yu'jian'xiang'xiao
玉减香销,yu'jian'xiang'xiao
鱼牋雁书,yu'jian'yan'shu
鱼笺雁书,yu'jian'yan'shu
语简意赅,yu'jian'yi'gai
玉洁冰清,yu'jie'bing'qing
欲洁何洁,yu'jie'he'jie
玉洁松贞,yu'jie'song'zhen
玉阶彤庭,yu'jie'tong'ting
语近词冗,yu'jin'ci'rong
雨巾风帽,yu'jin'feng'mao
余烬复燃,yu'jin'fu'ran
舆金辇璧,yu'jin'nian'bi
于今为烈,yu'jin'wei'lie
纡金曳紫,yu'jin'ye'zi
语近指远,yu'jin'zhi'yuan
渔经猎史,yu'jing'lie'shi
鱼惊鸟溃,yu'jing'niao'kui
鱼惊鸟散,yu'jing'niao'san
语惊四座,yu'jing'si'zuo
雨井烟垣,yu'jing'yan'yuan
与君周旋,yu'jun'zhou'xuan
余可类推,yu'ke'lei'tui
雨窟云巢,yu'ku'yun'chao
芋魁豆饭,yu'kui'dou'fan
鱼溃鸟离,yu'kui'niao'li
鱼溃鸟散,yu'kui'niao'san
玉昆金友,yu'kun'jin'you
迂阔之论,yu'kuo'zhi'lun
愈来愈少,yu'lai'yu'shao
鱼烂而亡,yu'lan'er'wang
鱼篮观音,yu'lan'guan'yin
鱼烂河决,yu'lan'he'jue
浴兰令节,yu'lan'ling'jie
鱼烂取亡,yu'lan'qu'wang
鱼烂土崩,yu'lan'tu'beng
鱼烂瓦解,yu'lan'wa'jie
雨老烟荒,yu'lao'yan'huang
语类楚声,yu'lei'chu'sheng
郁垒神荼,yu'lei'shen'tu
玉粒桂薪,yu'li'gui'xin
玉立亭亭,yu'li'ting'ting
雨笠烟簑,yu'li'yan'suo
雨笠烟蓑,yu'li'yan'suo
雨帘云栋,yu'lian'yun'dong
宇量深广,yu'liang'shen'guang
鬻良杂苦,yu'liang'za'ku
雨鬣霜蹄,yu'lie'shuang'ti
鱼瞵鹗睨,yu'lin'e'ni
雨淋日晒,yu'lin'ri'shai
雨淋日炙,yu'lin'ri'zhi
鱼鳞图册,yu'lin'tu'ce
玉鳞瑶甲,yu'lin'yao'jia
鱼鳞杂遝,yu'lin'za'ta
雨零星乱,yu'ling'xing'luan
雨零星散,yu'ling'xing'san
欲令智昏,yu'ling'zhi'hun
于陵子仲,yu'ling'zi'zhong
于陵子终,yu'ling'zi'zhong
鱼龙百变,yu'long'bai'bian
鱼龙百戏,yu'long'bai'xi
鱼龙变化,yu'long'bian'hua
鱼龙混杂,yu'long'hun'za
鱼龙絶技,yu'long'jue'ji
鱼龙烂漫,yu'long'lan'man
鱼龙曼羡,yu'long'man'xian
鱼龙曼延,yu'long'man'yan
鱼龙曼衍,yu'long'man'yan
鱼龙漫衍,yu'long'man'yan
玉楼赴召,yu'lou'fu'zhao
玉楼金殿,yu'lou'jin'dian
玉楼金阁,yu'lou'jin'ge
玉楼金阙,yu'lou'jin'que
玉楼受召,yu'lou'shou'zhao
玉楼受诏,yu'lou'shou'zhao
玉楼银海,yu'lou'yin'hai
玉漏犹滴,yu'lou'you'di
鱼鲁帝虎,yu'lu'di'hu
雨露之恩,yu'lu'zhi'en
舆论哗然,yu'lun'hua'ran
玉律金科,yu'lv'jin'ke
玉马朝周,yu'ma'chao'zhou
雨霾风障,yu'mai'feng'zhang
誉满寰中,yu'man'huan'zhong
誉满全球,yu'man'quan'qiu
誉满天下,yu'man'tian'xia
誉满杏林,yu'man'xing'lin
羽毛丰满,yu'mao'feng'man
玉貌花容,yu'mao'hua'rong
羽毛未丰,yu'mao'wei'feng
羽毛已丰,yu'mao'yi'feng
鬻矛誉楯,yu'mao'yu'dun
鬻矛誉盾,yu'mao'yu'dun
羽旄之美,yu'mao'zhi'mei
愚昧落后,yu'mei'luo'hou
愚眉肉眼,yu'mei'rou'yan
愚昧无知,yu'mei'wu'zhi
雨媚云娇,yu'mei'yun'jiao
玉米棒子,yu'mi'bang'zi
愚迷不悟,yu'mi'bu'wu
玉米糊糊,yu'mi'hu'hu
鱼米乡,yu'mi'xiang
鱼米之地,yu'mi'zhi'di
鱼米之乡,yu'mi'zhi'xiang
玉面花骢,yu'mian'hua'cong
语妙絶伦,yu'miao'jue'lun
语妙绝伦,yu'miao'jue'lun
余妙绕梁,yu'miao'rao'liang
语妙天下,yu'miao'tian'xia
愚民安知,yu'min'an'zhi
与民除害,yu'min'chu'hai
与民更始,yu'min'geng'shi
于民润国,yu'min'run'guo
与民同乐,yu'min'tong'le
与民同忧,yu'min'tong'you
与民偕乐,yu'min'xie'le
与民休息,yu'min'xiu'xi
愚民政策,yu'min'zheng'ce
裕民足国,yu'min'zu'guo
榆瞑豆重,yu'ming'dou'zhong
予末小子,yu'mo'xiao'zi
雨沐风餐,yu'mu'feng'can
榆木圪垯,yu'mu'ge'da
榆木圪墶,yu'mu'ge'da
榆木疙瘩,yu'mu'ge'da
鱼目混珍,yu'mu'hun'zhen
鱼目混珎,yu'mu'hun'zhen
鱼目混珠,yu'mu'hun'zhu
鱼目间珠,yu'mu'jian'zhu
鱼目乱珠,yu'mu'luan'zhu
榆木脑袋,yu'mu'nao'dai
榆木脑壳,yu'mu'nao'ke
遇难呈祥,yu'nan'cheng'xiang
遇难成祥,yu'nan'cheng'xiang
鱼馁肉败,yu'nei'rou'bai
与年俱进,yu'nian'ju'jin
逾年历岁,yu'nian'li'sui
愚弄其民,yu'nong'qi'min
愚弄人民,yu'nong'ren'min
鬻驽窃价,yu'nu'qie'jia
玉女登梯,yu'nv'deng'ti
玉女金童,yu'nv'jin'tong
玉女披衣,yu'nv'pi'yi
逾庖而宴,yu'pao'er'yan
纡佩金紫,yu'pei'jin'zi
玉佩琼琚,yu'pei'qiong'ju
鱼皮鞑子,yu'pi'da'zi
御屏隔坐,yu'ping'ge'zuo
雨魄云魂,yu'po'yun'hun
玉砌雕阑,yu'qi'diao'lan
娱妻弄子,yu'qi'nong'zi
雨泣云愁,yu'qi'yun'chou
御前会议,yu'qian'hui'yi
余钱剩米,yu'qian'sheng'mi
逾千越万,yu'qian'yue'wan
逾墙避命,yu'qiang'bi'ming
逾墙窥蠙,yu'qiang'kui'pin
逾墙窥隙,yu'qiang'kui'xi
逾墙越舍,yu'qiang'yue'she
逾墙钻蠙,yu'qiang'zuan'pin
逾墙钻隙,yu'qiang'zuan'xi
逾墙钻穴,yu'qiang'zuan'xue
雨怯云娇,yu'qie'yun'jiao
欲擒故纵,yu'qin'gu'zong
欲擒先纵,yu'qin'xian'zong
玉清冰洁,yu'qing'bing'jie
纡青佩紫,yu'qing'pei'zi
纡青拖紫,yu'qing'tuo'zi
寓情于景,yu'qing'yu'jing
欲取姑与,yu'qu'gu'yu
欲取姑予,yu'qu'gu'yu
予取予夺,yu'qu'yu'duo
予取予求,yu'qu'yu'qiu
予取予携,yu'qu'yu'xie
予取予擕,yu'qu'yu'xie
玉泉垂虹,yu'quan'chui'hong
遇人不淑,yu'ren'bu'shu
玉人吹箫,yu'ren'chui'xiao
渔人得利,yu'ren'de'li
与人方便,yu'ren'fang'bian
与人方便自己方便,yu'ren'fang'bian'zi'ji'fang'bian
予人口实,yu'ren'kou'shi
与人为善,yu'ren'wei'shan
与人爲善,yu'ren'wei'shan
欲人勿闻莫若勿言,yu'ren'wu'wen'mo'ruo'wu'yan
与人无忤,yu'ren'wu'wu
与人无争,yu'ren'wu'zheng
欲人勿知莫若勿为,yu'ren'wu'zhi'mo'ruo'wu'wei
渔人之利,yu'ren'zhi'li
舆人之诵,yu'ren'zhi'song
浴日补天,yu'ri'bu'tian
与日俱积,yu'ri'ju'ji
与日俱进,yu'ri'ju'jin
与日俱新,yu'ri'ju'xin
与日俱增,yu'ri'ju'zeng
与日月齐光,yu'ri'yue'qi'guang
与日月争光,yu'ri'yue'zheng'guang
鱼肉百姓,yu'rou'bai'xing
郁肉漏脯,yu'rou'lou'pu
鱼肉乡里,yu'rou'xiang'li
玉汝于成,yu'ru'yu'cheng
玉软花柔,yu'ruan'hua'rou
玉软香温,yu'ruan'xiang'wen
玉润冰清,yu'run'bing'qing
雨润云凝,yu'run'yun'ning
雨润云温,yu'run'yun'wen
玉润珠圆,yu'run'zhu'yuan
誉塞天下,yu'sai'tian'xia
于思于思,yu'sai'yu'sai
雨散风流,yu'san'feng'liu
雨散云飞,yu'san'yun'fei
雨散云收,yu'san'yun'shou
预搔待痒,yu'sao'dai'yang
逾沙轶漠,yu'sha'yi'mo
羽扇纶巾,yu'shan'guan'jin
羽扇画水,yu'shan'hua'shui
羽扇挥兵,yu'shan'hui'bing
玉山将崩,yu'shan'jiang'beng
玉山樵人,yu'shan'qiao'ren
玉山倾倒,yu'shan'qing'dao
玉山倾颓,yu'shan'qing'tui
玉山先生,yu'shan'xian'sheng
逾山越海,yu'shan'yue'hai
玉山自倒,yu'shan'zi'dao
羽觞随波,yu'shang'sui'bo
鬻声钓世,yu'sheng'diao'shi
与生俱来,yu'sheng'ju'lai
鱼生空釜,yu'sheng'kong'fu
鱼升龙门,yu'sheng'long'men
余声三日,yu'sheng'san'ri
逾绳越契,yu'sheng'yue'qi
玉石不分,yu'shi'bu'fen
遇事不苟,yu'shi'bu'gou
与世长辞,yu'shi'chang'ci
与世长存,yu'shi'chang'cun
遇事掣肘,yu'shi'che'zhou
与世沉浮,yu'shi'chen'fu
遇事风生,yu'shi'feng'sheng
与世浮沉,yu'shi'fu'chen
与时浮沉,yu'shi'fu'chen
与世俯仰,yu'shi'fu'yang
与时俯仰,yu'shi'fu'yang
与世隔绝,yu'shi'ge'jue
寓氏公主,yu'shi'gong'zhu
玉石混淆,yu'shi'hun'xiao
玉石皆碎,yu'shi'jie'sui
玉食锦衣,yu'shi'jin'yi
玉石俱摧,yu'shi'ju'cui
玉石俱焚,yu'shi'ju'fen
与时俱进,yu'shi'ju'jin
玉石俱烬,yu'shi'ju'jin
玉石俱碎,yu'shi'ju'sui
与世靡争,yu'shi'mi'zheng
玉石难分,yu'shi'nan'fen
与世沈浮,yu'shi'shen'fu
遇事生波,yu'shi'sheng'bo
遇事生端,yu'shi'sheng'duan
遇事生风,yu'shi'sheng'feng
玉石同沉,yu'shi'tong'chen
玉石同焚,yu'shi'tong'fen
玉石同烬,yu'shi'tong'jin
玉石同碎,yu'shi'tong'sui
与世推移,yu'shi'tui'yi
与时推移,yu'shi'tui'yi
于事无补,yu'shi'wu'bu
于是无补,yu'shi'wu'bu
与世无竞,yu'shi'wu'jing
与世无争,yu'shi'wu'zheng
玉石相揉,yu'shi'xiang'rou
与时消息,yu'shi'xiao'xi
与时偕行,yu'shi'xie'xing
与世偃仰,yu'shi'yan'yang
玉石杂糅,yu'shi'za'rou
余食赘行,yu'shi'zhui'xing
与受同科,yu'shou'tong'ke
雨收云散,yu'shou'yun'san
玉树临风,yu'shu'lin'feng
玉树琼枝,yu'shu'qiong'zhi
玉树庭花,yu'shu'ting'hua
鱼书雁帛,yu'shu'yan'bo
鱼书雁帖,yu'shu'yan'tie
鱼书雁信,yu'shu'yan'xin
鱼书雁足,yu'shu'yan'zu
玉树盈阶,yu'shu'ying'jie
鱼菽之祭,yu'shu'zhi'ji
玉树芝兰,yu'shu'zhi'lan
遇水叠桥,yu'shui'die'qiao
遇水迭桥,yu'shui'die'qiao
欲谁归罪,yu'shui'gui'zui
鱼水和谐,yu'shui'he'xie
遇水架桥,yu'shui'jia'qiao
鱼水情深,yu'shui'qing'shen
鱼水深情,yu'shui'shen'qing
鱼水相懽,yu'shui'xiang'guan
鱼水相欢,yu'shui'xiang'huan
鱼水相投,yu'shui'xiang'tou
鱼水之爱,yu'shui'zhi'ai
鱼水之欢,yu'shui'zhi'huan
鱼水之情,yu'shui'zhi'qing
雨顺风调,yu'shun'feng'tiao
欲说还休,yu'shuo'huan'xiu
雨丝风片,yu'si'feng'pian
与死扶伤,yu'si'fu'shang
舆死扶伤,yu'si'fu'shang
鱼死网破,yu'si'wang'po
语四言三,yu'si'yan'san
欲速不达,yu'su'bu'da
欲速反迟,yu'su'fan'chi
雨宿风餐,yu'su'feng'can
欲速则不达,yu'su'ze'bu'da
玉碎花消,yu'sui'hua'xiao
玉碎花销,yu'sui'hua'xiao
玉碎瓦全,yu'sui'wa'quan
玉碎香残,yu'sui'xiang'can
玉碎香埋,yu'sui'xiang'mai
玉碎香消,yu'sui'xiang'xiao
玉碎香销,yu'sui'xiang'xiao
玉碎珠沉,yu'sui'zhu'chen
雨簑风笠,yu'suo'feng'li
雨蓑风笠,yu'suo'feng'li
雨蓑烟笠,yu'suo'yan'li
雨态云踪,yu'tai'yun'zong
迂谈阔论,yu'tan'kuo'lun
玉堂金马,yu'tang'jin'ma
玉堂金门,yu'tang'jin'men
玉堂人物,yu'tang'ren'wu
玉堂学步,yu'tang'xue'bu
余桃啖君,yu'tao'dan'jun
于阗采花,yu'tian'cai'hua
与天地同寿,yu'tian'di'tong'shou
与天地同休,yu'tian'di'tong'xiu
吁天呼地,yu'tian'hu'di
雨天三昧,yu'tian'san'mei
雨条烟叶,yu'tiao'yan'ye
鱼头参政,yu'tou'can'zheng
玉兔金乌,yu'tu'jin'wu
玉兔银蟾,yu'tu'yin'chan
欲吐辄止,yu'tu'zhe'zhi
鱼网鸿离,yu'wang'hong'li
誉望所归,yu'wang'suo'gui
愚妄无知,yu'wang'wu'zhi
余味回甘,yu'wei'hui'gan
予违汝弼,yu'wei'ru'bi
余味无穷,yu'wei'wu'qiong
鱼尾雁行,yu'wei'yan'xing
鬻文获财,yu'wen'huo'cai
饫闻习见,yu'wen'xi'jian
饫闻厌见,yu'wen'yan'jian
渔翁得利,yu'weng'de'li
渔翁之利,yu'weng'zhi'li
雨卧风餐,yu'wo'feng'can
伛巫跛击,yu'wu'bo'ji
遇物持平,yu'wu'chi'ping
语无伦次,yu'wu'lun'ci
语无诠次,yu'wu'quan'ci
与物无竞,yu'wu'wu'jing
与物无忤,yu'wu'wu'wu
御侮折冲,yu'wu'zhe'chong
禹惜寸阴,yu'xi'cun'yin
羽檄飞驰,yu'xi'fei'chi
羽檄交驰,yu'xi'jiao'chi
雨席云床,yu'xi'yun'chuang
御下蔽上,yu'xia'bi'shang
余霞成绮,yu'xia'cheng'qi
余霞散绮,yu'xia'san'qi
玉匣珠襦,yu'xia'zhu'ru
逾闲荡检,yu'xian'dang'jian
鱼县鸟窜,yu'xian'niao'cuan
余香满口,yu'xiang'man'kou
玉想琼思,yu'xiang'qiong'si
余响绕梁,yu'xiang'rao'liang
玉箫金琯,yu'xiao'jin'guan
玉箫金管,yu'xiao'jin'guan
语笑喧呼,yu'xiao'xuan'hu
语笑喧哗,yu'xiao'xuan'hua
语笑喧阗,yu'xiao'xuan'tian
雨消云散,yu'xiao'yun'san
雨歇云收,yu'xie'yun'shou
于心不愧,yu'xin'bu'kui
于心不忍,yu'xin'bu'ren
于心何忍,yu'xin'he'ren
于心无愧,yu'xin'wu'kui
鱼信雁书,yu'xin'yan'shu
于心有愧,yu'xin'you'kui
娱心悦耳,yu'xin'yue'er
娱心悦目,yu'xin'yue'mu
余腥残秽,yu'xing'can'hui
禹行舜趋,yu'xing'shun'qu
雨羞云困,yu'xiu'yun'kun
鱼悬甘饵,yu'xuan'gan'er
鱼轩莅止,yu'xuan'li'zhi
浴血奋战,yu'xue'fen'zhan
浴血战斗,yu'xue'zhan'dou
语焉不详,yu'yan'bu'xiang
鱼雁沉杳,yu'yan'chen'yao
语焉既详,yu'yan'ji'xiang
寓言十九,yu'yan'shi'jiu
玉燕投怀,yu'yan'tou'huai
欲言无声,yu'yan'wu'sheng
语言无味,yu'yan'wu'wei
语言无味面目可憎,yu'yan'wu'wei'mian'mu'ke'zeng
欲言又止,yu'yan'you'zhi
渔阳鞞鼓,yu'yang'bing'gu
渔阳参挝,yu'yang'can'wo
与羊谋羞,yu'yang'mou'xiu
渔阳鼙鼓,yu'yang'pi'gu
郁养强孰,yu'yang'qiang'shu
渔阳三叠,yu'yang'san'die
渔阳三弄,yu'yang'san'nong
雨旸时若,yu'yang'shi'ruo
欲扬先抑,yu'yang'xian'yi
玉液金波,yu'ye'jin'bo
玉液金浆,yu'ye'jin'jiang
玉叶金柯,yu'ye'jin'ke
玉叶金枝,yu'ye'jin'zhi
玉液琼浆,yu'ye'qiong'jiang
余业遗烈,yu'ye'yi'lie
揄揶有鬼,yu'ye'you'gui
郁抑不申,yu'yi'bu'shen
玉翼婵娟,yu'yi'chan'juan
玉翼蝉娟,yu'yi'chan'juan
欲益反弊,yu'yi'fan'bi
欲益反损,yu'yi'fan'sun
羽翼丰满,yu'yi'feng'man
褕衣甘食,yu'yi'gan'shi
羽翼既成,yu'yi'ji'cheng
喻以利害,yu'yi'li'hai
羽衣蹁跹,yu'yi'pian'xian
寓意深长,yu'yi'shen'chang
寓意深远,yu'yi'shen'yuan
羽翼已成,yu'yi'yi'cheng
余一余三,yu'yi'yu'san
雨意云情,yu'yi'yun'qing
余音缭绕,yu'yin'liao'rao
余音袅袅,yu'yin'niao'niao
余音绕梁,yu'yin'rao'liang
余音绕梁三日不绝,yu'yin'rao'liang'san'ri'bu'jue
余勇可贾,yu'yong'ke'gu
御用文人,yu'yong'wen'ren
鱼游沸鼎,yu'you'fei'ding
鱼游沸鼎燕巢飞幕,yu'you'fei'ding'yan'chao'fei'mu
鱼游沸釜,yu'you'fei'fu
鱼游沸釜燕处危巢,yu'you'fei'fu'yan'chu'wei'chao
鱼游釜底,yu'you'fu'di
鱼游釜内,yu'you'fu'nei
鱼游釜中,yu'you'fu'zhong
鱼游濠上,yu'you'hao'shang
玉友金昆,yu'you'jin'kun
鱼游燋釜,yu'you'zhuo'fu
郁郁斑斑,yu'yu'ban'ban
郁郁彬彬,yu'yu'bin'bin
郁郁不得志,yu'yu'bu'de'zhi
郁郁不乐,yu'yu'bu'le
郁郁苍苍,yu'yu'cang'cang
郁郁沉沉,yu'yu'chen'chen
郁郁葱葱,yu'yu'cong'cong
郁郁菲菲,yu'yu'fei'fei
郁郁纷纷,yu'yu'fen'fen
杅杅富人,yu'yu'fu'ren
郁郁寡欢,yu'yu'gua'huan
郁郁桓桓,yu'yu'huan'huan
郁郁累累,yu'yu'lei'lei
郁郁纍纍,yu'yu'lei'lei
纡郁难释,yu'yu'nan'shi
喁喁哝哝,yu'yu'nong'nong
郁郁芊芊,yu'yu'qian'qian
郁郁青青,yu'yu'qing'qing
玉宇琼楼,yu'yu'qiong'lou
纡余委备,yu'yu'wei'bei
纡余为妍,yu'yu'wei'yan
鱼与熊掌,yu'yu'xiong'zhang
鱼鱼雅雅,yu'yu'ya'ya
鱼跃龙门,yu'yue'long'men
鱼跃鸢飞,yu'yue'yuan'fei
雨约云期,yu'yue'yun'qi
余韵流风,yu'yun'liu'feng
余韵绕梁,yu'yun'rao'liang
玉殒香消,yu'yun'xiang'xiao
玉葬香埋,yu'zang'xiang'mai
雨泽下注,yu'ze'xia'zhu
雨沾云惹,yu'zhan'yun're
雨帐云屏,yu'zhang'yun'ping
愚者千虑,yu'zhe'qian'lv
愚者千虑必有一得,yu'zhe'qian'lv'bi'you'yi'de
愚者千虑或有一得,yu'zhe'qian'lv'huo'you'yi'de
愚者千虑亦有一得,yu'zhe'qian'lv'yi'you'yi'de
愚者一得,yu'zhe'yi'de
玉振金声,yu'zhen'jin'sheng
玉枕兰亭,yu'zhen'lan'ting
预制构件,yu'zhi'gou'jian
玉质金相,yu'zhi'jin'xiang
玉枝金叶,yu'zhi'jin'ye
鱼质龙文,yu'zhi'long'wen
语挚情长,yu'zhi'qing'chang
玉卮无当,yu'zhi'wu'dang
玉巵无当,yu'zhi'wu'dang
喻之以理,yu'zhi'yi'li
予智予雄,yu'zhi'yu'xiong
与众不同,yu'zhong'bu'tong
语重情深,yu'zhong'qing'shen
与众殊,yu'zhong'shu
语重心长,yu'zhong'xin'chang
语重心沉,yu'zhong'xin'chen
愚忠愚孝,yu'zhong'yu'xiao
雨僽风僝,yu'zhou'feng'chan
纡朱怀金,yu'zhu'huai'jin
玉柱擎天,yu'zhu'qing'tian
玉烛调和,yu'zhu'tiao'he
纡朱拖紫,yu'zhu'tuo'zi
纡朱曳紫,yu'zhu'ye'zi
玉琢成器,yu'zhuo'cheng'qi
余子碌碌,yu'zi'lu'lu
狱子院家,yu'zi'yuan'jia
毓子孕孙,yu'zi'yun'sun
鱼纵大壑,yu'zong'da'he
雨踪云迹,yu'zong'yun'ji
玉走金飞,yu'zou'jin'fei
纡尊降贵,yu'zun'jiang'gui
袁安高卧,yuan'an'gao'wo
鹓班鹭序,yuan'ban'lu'xu
猿扳蛇折,yuan'ban'she'zhe
猿悲鹤怨,yuan'bei'he'yuan
原本穷末,yuan'ben'qiong'mo
援笔成章,yuan'bi'cheng'zhang
援笔而就,yuan'bi'er'jiu
原璧归赵,yuan'bi'gui'zhao
援笔立成,yuan'bi'li'cheng
援笔立就,yuan'bi'li'jiu
猿臂之势,yuan'bi'zhi'shi
援鳖失龟,yuan'bie'shi'gui
缘薄分浅,yuan'bo'fen'qian
缘波讨源,yuan'bo'tao'yuan
远不间亲,yuan'bu'jian'qin
猿藏熊缘,yuan'cang'xiong'yuan
沅茝醴兰,yuan'chai'li'lan
冤沉海底,yuan'chen'hai'di
沅茞澧兰,yuan'chen'li'lan
鸳俦凤侣,yuan'chou'feng'lv
远愁近虑,yuan'chou'jin'lv
冤仇可解不可结,yuan'chou'ke'jie'bu'ke'jie
远处夸称近方卖弄,yuan'chu'kua'cheng'jin'fang'mai'nong
远垂不朽,yuan'chui'bu'xiu
怨词詈语,yuan'ci'li'yu
远打周遭,yuan'da'zhou'zao
圆顶方趾,yuan'ding'fang'zhi
鹓动鸾飞,yuan'dong'luan'fei
鸢堕腐鼠,yuan'duo'fu'shu
元恶大憝,yuan'e'da'dui
元恶大奸,yuan'e'da'jian
元恶未枭,yuan'e'wei'xiao
元方季方,yuan'fang'ji'fang
蜎飞蠢动,yuan'fei'chun'dong
鸢飞戾天,yuan'fei'li'tian
蜎飞蠕动,yuan'fei'ru'dong
鸢飞鱼跃,yuan'fei'yu'yue
原封不动,yuan'feng'bu'dong
原封未动,yuan'feng'wei'dong
怨府祸梯,yuan'fu'huo'ti
远隔重洋,yuan'ge'chong'yang
冤各有头债各有主,yuan'ge'you'tou'zhai'ge'you'zhu
援古刺今,yuan'gu'ci'jin
援古证今,yuan'gu'zheng'jin
圆冠方领,yuan'guan'fang'ling
源广流长,yuan'guang'liu'chang
远害全身,yuan'hai'quan'shen
猿鹤虫沙,yuan'he'chong'sha
猿鹤沙虫,yuan'he'sha'chong
元亨利贞,yuan'heng'li'zhen
猿猴取月,yuan'hou'qu'yue
猿猴献果,yuan'hou'xian'guo
缘鹄饰玉,yuan'hu'shi'yu
远怀近集,yuan'huai'jin'ji
冤假错案,yuan'jia'cuo'an
冤家对头,yuan'jia'dui'tou
冤家可解不可结,yuan'jia'ke'jie'bu'ke'jie
冤家路狭,yuan'jia'lu'xia
冤家路窄,yuan'jia'lu'zhai
冤家宜解不宜结,yuan'jia'yi'jie'bu'yi'jie
冤家债主,yuan'jia'zhai'zhu
怨家债主,yuan'jia'zhai'zhu
鸢肩豺目,yuan'jian'chai'mu
鸢肩羔膝,yuan'jian'gao'xi
鸢肩鹄颈,yuan'jian'hu'jing
鸢肩火色,yuan'jian'huo'se
元奸巨恶,yuan'jian'ju'e
远见明察,yuan'jian'ming'cha
远见卓识,yuan'jian'zhuo'shi
沅江九肋,yuan'jiang'jiu'lei
远交近攻,yuan'jiao'jin'gong
远近驰名,yuan'jin'chi'ming
远近兼顾,yuan'jin'jian'gu
远井不解近渴,yuan'jing'bu'jie'jin'ke
猿经鵄顾,yuan'jing'chi'gu
元鲸大憝,yuan'jing'da'dui
眢井瞽人,yuan'jing'gu'ren
猿惊鹤怨,yuan'jing'he'yuan
援经据典,yuan'jing'ju'dian
元经秘旨,yuan'jing'mi'zhi
远举高飞,yuan'ju'gao'fei
渊涓蠖濩,yuan'juan'huo'hu
圆孔方木,yuan'kong'fang'mu
怨旷思归,yuan'kuang'si'gui
远来的和尚好念经,yuan'lai'de'he'shang'hao'nian'jing
远来的和尚会念经,yuan'lai'de'he'shang'hui'nian'jing
远来和尚好看经,yuan'lai'he'shang'hao'kan'jing
原来如此,yuan'lai'ru'ci
怨李恩牛,yuan'li'en'niu
怨离惜别,yuan'li'xi'bie
元龙高卧,yuan'long'gao'wo
元龙豪气,yuan'long'hao'qi
鹓鹭成行,yuan'lu'cheng'xing
圆颅方趾,yuan'lu'fang'zhi
远虑深计,yuan'lv'shen'ji
远虑深谋,yuan'lv'shen'mou
远虑深思,yuan'lv'shen'si
远门近枝,yuan'men'jin'zhi
鼋鸣鳖应,yuan'ming'bie'ying
圆明上座,yuan'ming'shang'zuo
缘名失实,yuan'ming'shi'shi
渊明醉石,yuan'ming'zui'shi
远谋深算,yuan'mou'shen'suan
渊谋远略,yuan'mou'yuan'lue
圆木警枕,yuan'mu'jing'zhen
缘木求鱼,yuan'mu'qiu'yu
缘木希鱼,yuan'mu'xi'yu
援溺振渴,yuan'ni'zhen'ke
远年近日,yuan'nian'jin'ri
远年近岁,yuan'nian'jin'sui
冤孽症候,yuan'nie'zheng'hou
怨女旷夫,yuan'nv'kuang'fu
原品休致,yuan'pin'xiu'zhi
怨气冲天,yuan'qi'chong'tian
怨气满腹,yuan'qi'man'fu
缘悭分浅,yuan'qian'fen'qian
缘悭命蹇,yuan'qian'ming'jian
缘悭一面,yuan'qian'yi'mian
远亲不如近邻,yuan'qin'bu'ru'jin'lin
远亲近邻,yuan'qin'jin'lin
远亲近友,yuan'qin'jin'you
爰亲作亲,yuan'qin'zuo'qin
元轻白俗,yuan'qing'bai'su
原情比迹,yuan'qing'bi'ji
原情定过,yuan'qing'ding'guo
原情定罪,yuan'qing'ding'zui
源清流洁,yuan'qing'liu'jie
源清流净,yuan'qing'liu'jing
源清流清,yuan'qing'liu'qing
缘情体物,yuan'qing'ti'wu
缘情肖物,yuan'qing'xiao'wu
渊清玉絜,yuan'qing'yu'jie
远求骐骥,yuan'qiu'qi'ji
元邱校尉,yuan'qiu'xiao'wei
源泉万斛,yuan'quan'wan'hu
远人无目,yuan'ren'wu'mu
元戎启行,yuan'rong'qi'xing
元戎啓行,yuan'rong'qi'xing
怨入骨髓,yuan'ru'gu'sui
冤如巷伯,yuan'ru'xiang'bo
远山芙蓉,yuan'shan'fu'rong
缘山求鱼,yuan'shan'qiu'yu
远涉重洋,yuan'she'chong'yang
源深流长,yuan'shen'liu'chang
怨声满道,yuan'sheng'man'dao
怨声盈路,yuan'sheng'ying'lu
怨声载道,yuan'sheng'zai'dao
怨声载路,yuan'sheng'zai'lu
原始察终,yuan'shi'cha'zhong
原始反终,yuan'shi'fan'zhong
原始公社,yuan'shi'gong'she
原始见终,yuan'shi'jian'zhong
原始社会,yuan'shi'she'hui
元始天尊,yuan'shi'tian'zun
原始要终,yuan'shi'yao'zhong
原始宗教,yuan'shi'zong'jiao
愿受长缨,yuan'shou'chang'ying
圆首方足,yuan'shou'fang'zu
源殊派异,yuan'shu'pai'yi
远水不解近渴,yuan'shui'bu'jie'jin'ke
远水不救近火,yuan'shui'bu'jiu'jin'huo
远水解不了近渴,yuan'shui'jie'bu'liao'jin'ke
远水救不得近火,yuan'shui'jiu'bu'de'jin'huo
