阿坝当归,a'ba'dang'gui
褐黄色风毛菊,he'huang'se'feng'mao'ju
褐黄玉凤花,he'huang'yu'feng'hua
合江杜鹃,he'jiang'du'juan
合江方竹,he'jiang'fang'zhu
合江海桐,he'jiang'hai'tong
合江银叶杜鹃,he'jiang'yin'ye'du'juan
和靖黄芪,he'jing'huang'qi
和静毛茛,he'jing'mao'gen
合景天,he'jing'tian
合景天属,he'jing'tian'shu
和静以礼草,he'jing'yi'li'cao
和鹃花,he'juan'hua
和鹃花属,he'juan'hua'shu
河口叉蕨,he'kou'cha'jue
河口超长柄茶,he'kou'chao'chang'bing'cha
河口观音座莲,he'kou'guan'yin'zuo'lian
河口红豆,he'kou'hong'dou
河口红景天,he'kou'hong'jing'tian
河口龙血树,he'kou'long'xue'shu
河口楼梯草,he'kou'lou'ti'cao
河口螺序草,he'kou'luo'xu'cao
河口马蓝,he'kou'ma'lan
河口毛蕨,he'kou'mao'jue
河口苹婆,he'kou'ping'po
河口槭,he'kou'qi
河口秋海棠,he'kou'qiu'hai'tang
河口实蕨,he'kou'shi'jue
河口五层龙,he'kou'wu'ceng'long
河口新月蕨,he'kou'xin'yue'jue
河口悬钩子,he'kou'xuan'gou'zi
河口异叶苣苔,he'kou'yi'ye'ju'tai
河口银莲花,he'kou'yin'lian'hua
河口油丹,he'kou'you'dan
河口原始观音座莲,he'kou'yuan'shi'guan'yin'zuo'lian
河口直瓣苣苔,he'kou'zhi'ban'ju'tai
河口蜘蛛抱蛋,he'kou'zhi'zhu'bao'dan
贺兰翠雀花,he'lan'cui'que'hua
贺兰韭,he'lan'jiu
荷兰菊,he'lan'ju
贺兰山顶冰花,he'lan'shan'ding'bing'hua
贺兰山繁缕,he'lan'shan'fan'lv
贺兰山孩儿参,he'lan'shan'hai'er'can
贺兰山棘豆,he'lan'shan'ji'dou
贺兰山南芥,he'lan'shan'nan'jie
贺兰山女蒿,he'lan'shan'nv'hao
贺兰山玄参,he'lan'shan'xuan'shen
贺兰山延胡索,he'lan'shan'yan'hu'suo
贺兰山岩黄芪,he'lan'shan'yan'huang'qi
贺兰山蝇子草,he'lan'shan'ying'zi'cao
合肋菊属,he'lei'ju'shu
褐梨,he'li
荷莲豆草,he'lian'dou'cao
荷莲豆草属,he'lian'dou'cao'shu
褐鳞鳞毛蕨,he'lin'lin'mao'jue
褐鳞木,he'lin'mu
褐鳞木属,he'lin'mu'shu
褐鳞飘拂草,he'lin'piao'fu'cao
合鳞薹草,he'lin'tai'cao
褐脉楼梯草,he'mai'lou'ti'cao
合满花属,he'man'hua'shu
褐毛稠李,he'mao'chou'li
褐毛垂头菊,he'mao'chui'tou'ju
褐毛杜鹃,he'mao'du'juan
褐毛杜英,he'mao'du'ying
褐毛甘西鼠尾草,he'mao'gan'xi'shu'wei'cao
褐毛狗尾草,he'mao'gou'wei'cao
褐毛海桐,he'mao'hai'tong
褐毛花楸,he'mao'hua'qiu
褐毛蓟,he'mao'ji
合毛菊属,he'mao'ju'shu
褐毛蓝刺头,he'mao'lan'ci'tou
褐毛鳞盖蕨,he'mao'lin'gai'jue
褐毛柳,he'mao'liu
褐毛石楠,he'mao'shi'nan
褐毛四照花,he'mao'si'zhao'hua
褐毛溲疏,he'mao'sou'shu
褐毛铁线莲,he'mao'tie'xian'lian
褐毛橐吾,he'mao'tuo'wu
褐毛秀柱花,he'mao'xiu'zhu'hua
褐毛羊蹄甲,he'mao'yang'ti'jia
褐毛野桐,he'mao'ye'tong
褐毛野豌豆,he'mao'ye'wan'dou
褐毛猪屎豆,he'mao'zhu'shi'dou
褐毛紫菀,he'mao'zi'wan
合萌,he'meng
合萌属,he'meng'shu
河南翠雀花,he'nan'cui'que'hua
河南杜鹃,he'nan'du'juan
河南海棠,he'nan'hai'tang
河南黄芩,he'nan'huang'qin
河南黄杨,he'nan'huang'yang
河南卷瓣兰,he'nan'juan'ban'lan
河南蓼,he'nan'liao
河南马先蒿,he'nan'ma'xian'hao
河南毛白杨,he'nan'mao'bai'yang
河南石斛,he'nan'shi'hu
河南鼠尾草,he'nan'shu'wei'cao
河南唐松草,he'nan'tang'song'cao
河南瓦韦,he'nan'wa'wei
河南小檗,he'nan'xiao'bo
河南杨,he'nan'yang
合囊蕨,he'nang'jue
合囊蕨科,he'nang'jue'ke
合囊蕨属,he'nang'jue'shu
河内坡垒,he'nei'po'lei
河畔狗肝菜,he'pan'gou'gan'cai
核盘菌科,he'pan'jun'ke
褐皮韭,he'pi'jiu
和平菱果薹草,he'ping'ling'guo'tai'cao
褐鞘蓼,he'qiao'liao
褐鞘毛茛,he'qiao'mao'gen
褐鞘省藤,he'qiao'sheng'teng
褐鞘沿阶草,he'qiao'yan'jie'cao
褐鞘紫堇,he'qiao'zi'jin
鹤庆矮泽芹,he'qing'ai'ze'qin
鹤庆吊灯花,he'qing'diao'deng'hua
鹤庆独活,he'qing'du'huo
鹤庆风毛菊,he'qing'feng'mao'ju
荷青花,he'qing'hua
荷青花属,he'qing'hua'shu
鹤庆十大功劳,he'qing'shi'da'gong'lao
鹤庆唐松草,he'qing'tang'song'cao
鹤庆铁线蕨,he'qing'tie'xian'jue
鹤庆微孔草,he'qing'wei'kong'cao
鹤庆猪屎豆,he'qing'zhu'shi'dou
荷秋藤,he'qiu'teng
合蕊菝葜,he'rui'ba'qia
合蕊林仙属,he'rui'lin'xian'shu
合蕊五味子,he'rui'wu'wei'zi
褐色短肠蕨,he'se'duan'chang'jue
褐色沙拐枣,he'se'sha'guai'zao
和尚菜,he'shang'cai
和尚菜属,he'shang'cai'shu
和社叉柱兰,he'she'cha'zhu'lan
合生铁角蕨,he'sheng'tie'jiao'jue
鹤虱,he'shi
和氏红豆,he'shi'hong'dou
何氏盆距兰,he'shi'pen'ju'lan
鹤虱属,he'shi'shu
鹤首马先蒿,he'shou'ma'xian'hao
何首乌,he'shou'wu
何首乌属,he'shou'wu'shu
禾鼠麹,he'shu'qu
禾鼠麹属,he'shu'qu'shu
和硕棘豆,he'shuo'ji'dou
河朔荛花,he'shuo'rao'hua
和硕薹草,he'shuo'tai'cao
合丝繁缕木属,he'si'fan'lv'mu'shu
合丝花科,he'si'hua'ke
合丝韭属,he'si'jiu'shu
合丝肖菝葜,he'si'xiao'ba'qia
褐穗莎草,he'sui'suo'cao
河滩冬青,he'tan'dong'qing
河滩岩黄芪,he'tan'yan'huang'qi
河套大黄,he'tao'da'huang
河套黄芪,he'tao'huang'qi
和田黄芪,he'tian'huang'qi
和田毛茛,he'tian'mao'gen
和田蒲公英,he'tian'pu'gong'ying
合头草,he'tou'cao
合头草属,he'tou'cao'shu
褐头蒿,he'tou'hao
合头菊,he'tou'ju
合头菊属,he'tou'ju'shu
合头女蒿,he'tou'nv'hao
河头山五月茶,he'tou'shan'wu'yue'cha
合头鼠麹木属,he'tou'shu'qu'mu'shu
鹤望兰,he'wang'lan
鹤望兰属,he'wang'lan'shu
河西阿魏,he'xi'a'wei
河西菊,he'xi'ju
河西菊属,he'xi'ju'shu
和谐鸢尾,he'xie'yuan'wei
禾叶报春,he'ye'bao'chun
禾叶贝母兰,he'ye'bei'mu'lan
褐叶柄果木,he'ye'bing'guo'mu
合叶草,he'ye'cao
合页草,he'ye'cao
合页草属,he'ye'cao'shu
禾叶点地梅,he'ye'dian'di'mei
褐叶杜鹃,he'ye'du'juan
合叶耳草,he'ye'er'cao
禾叶繁缕,he'ye'fan'lv
禾叶风毛菊,he'ye'feng'mao'ju
褐叶华丽杜鹃,he'ye'hua'li'du'juan
禾叶金菀属,he'ye'jin'wan'shu
禾叶景天,he'ye'jing'tian
禾叶蕨科,he'ye'jue'ke
禾叶蕨属,he'ye'jue'shu
禾叶兰,he'ye'lan
禾叶兰属,he'ye'lan'shu
禾叶毛兰,he'ye'mao'lan
褐叶青冈,he'ye'qing'gang
合叶日中花属,he'ye'ri'zhong'hua'shu
褐叶榕,he'ye'rong
禾叶山麦冬,he'ye'shan'mai'dong
禾叶丝瓣芹,he'ye'si'ban'qin
禾叶嵩草,he'ye'song'cao
合叶苔科,he'ye'tai'ke
荷叶铁线蕨,he'ye'tie'xian'jue
禾叶土牛膝,he'ye'tu'niu'xi
褐叶土牛膝,he'ye'tu'niu'xi
禾叶挖耳草,he'ye'wa'er'cao
褐叶线蕨,he'ye'xian'jue
禾叶眼子菜,he'ye'yan'zi'cai
禾叶蝇子草,he'ye'ying'zi'cao
合叶玉属,he'ye'yu'shu
合缨大丁草,he'ying'da'ding'cao
褐羽花属,he'yu'hua'shu
合玉蕊科,he'yu'rui'ke
赫章鳞毛蕨,he'zhang'lin'mao'jue
赫章蔷薇,he'zhang'qiang'wei
合掌消,he'zhang'xiao
合轴荚蒾,he'zhou'jia'mi
河竹,he'zhu
合柱补血草属,he'zhu'bu'xue'cao'shu
合柱金莲木,he'zhu'jin'lian'mu
合柱金莲木属,he'zhu'jin'lian'mu'shu
合柱矩圆叶柃,he'zhu'ju'yuan'ye'ling
合柱兰,he'zhu'lan
合柱兰属,he'zhu'lan'shu
禾状扁莎,he'zhuang'bian'sha
禾状薹草,he'zhuang'tai'cao
禾状兔黄花,he'zhuang'tu'huang'hua
禾状兔黄花属,he'zhuang'tu'huang'hua'shu
诃子,he'zi
盒子草,he'zi'cao
盒子草属,he'zi'cao'shu
褐紫鳞薹草,he'zi'lin'tai'cao
核子木,he'zi'mu
核子木属,he'zi'mu'shu
诃子属,he'zi'shu
褐紫乌头,he'zi'wu'tou
黑斑姜,hei'ban'jiang
黑斑菊属,hei'ban'ju'shu
黑苞风毛菊,hei'bao'feng'mao'ju
黑苞火绒草,hei'bao'huo'rong'cao
黑苞匹菊,hei'bao'pi'ju
黑苞千里光,hei'bao'qian'li'guang
黑苞乳苣,hei'bao'ru'ju
黑苞橐吾,hei'bao'tuo'wu
黑背鼠李,hei'bei'shu'li
黑边假龙胆,hei'bian'jia'long'dan
黑扁莎,hei'bian'sha
黑边铁角蕨,hei'bian'tie'jiao'jue
黑柄叉蕨,hei'bing'cha'jue
黑柄粉背蕨,hei'bing'fen'bei'jue
黑草,hei'cao
黑草属,hei'cao'shu
黑茶藨子,hei'cha'biao'zi
黑柴胡,hei'chai'hu
黑翅地肤,hei'chi'di'fu
黑齿黄芪,hei'chi'huang'qi
黑垂头菊,hei'chui'tou'ju
黑刺李,hei'ci'li
黑刺蕊草,hei'ci'rui'cao
黑刺桐,hei'ci'tong
黑弹树,hei'dan'shu
黑顶黄堇,hei'ding'huang'jin
黑顶卷柏,hei'ding'juan'bai
黑萼报春,hei'e'bao'chun
黑萼棘豆,hei'e'ji'dou
黑萼山梅花,hei'e'shan'mei'hua
黑粉菌科,hei'fen'jun'ke
黑风藤,hei'feng'teng
黑腹菌科,hei'fu'jun'ke
黑秆蹄盖蕨,hei'gan'ti'gai'jue
黑果菝葜,hei'guo'ba'qia
黑果薄柱草,hei'guo'bo'zhu'cao
黑果冬青,hei'guo'dong'qing
黑果枸杞,hei'guo'gou'qi
黑果黄茅,hei'guo'huang'mao
黑果荚蒾,hei'guo'jia'mi
黑果菊属,hei'guo'ju'shu
黑果毛茛,hei'guo'mao'gen
黑果飘拂草,hei'guo'piao'fu'cao
黑果青冈,hei'guo'qing'gang
黑果忍冬,hei'guo'ren'dong
黑果山姜,hei'guo'shan'jiang
黑果土当归,hei'guo'tu'dang'gui
黑果小檗,hei'guo'xiao'bo
黑果栒子,hei'guo'xun'zi
黑果茵芋,hei'guo'yin'yu
黑果越橘,hei'guo'yue'ju
黑蒿,hei'hao
黑褐千里光,hei'he'qian'li'guang
黑褐穗薹草,hei'he'sui'tai'cao
黑红血红杜鹃,hei'hong'xue'hong'du'juan
黑虎耳草,hei'hu'er'cao
黑桦,hei'hua
黑花糙苏,hei'hua'cao'su
黑花茜草,hei'hua'qian'cao
黑桦树,hei'hua'shu
黑花薹草,hei'hua'tai'cao
黑花蝇子草,hei'hua'ying'zi'cao
黑花鸢尾,hei'hua'yuan'wei
黑花鸢尾属,hei'hua'yuan'wei'shu
黑花紫菊,hei'hua'zi'ju
黑环罂粟,hei'huan'ying'su
黑黄檀,hei'huang'tan
黑家柯,hei'jia'ke
黑芥,hei'jie
黑金盏属,hei'jin'zhan'shu
黑荆,hei'jing
黑柯,hei'ke
黑壳楠,hei'ke'nan
黑老虎,hei'lao'hu
黑鳞秕藤,hei'lin'bi'teng
黑鳞扁莎,hei'lin'bian'sha
黑鳞巢蕨,hei'lin'chao'jue
黑鳞短肠蕨,hei'lin'duan'chang'jue
黑鳞耳蕨,hei'lin'er'jue
黑鳞复叶耳蕨,hei'lin'fu'ye'er'jue
黑鳞黄腺香青,hei'lin'huang'xian'xiang'qing
黑鳞假瘤蕨,hei'lin'jia'liu'jue
黑鳞剑蕨,hei'lin'jian'jue
黑鳞节肢蕨,hei'lin'jie'zhi'jue
黑鳞鳞毛蕨,hei'lin'lin'mao'jue
黑鳞鳞轴短肠蕨,hei'lin'lin'zhou'duan'chang'jue
黑鳞薹草,hei'lin'tai'cao
黑鳞蹄盖蕨,hei'lin'ti'gai'jue
黑鳞铁角蕨,hei'lin'tie'jiao'jue
黑鳞瓦韦,hei'lin'wa'wei
黑鳞西域鳞毛蕨,hei'lin'xi'yu'lin'mao'jue
黑鳞远轴鳞毛蕨,hei'lin'yuan'zhou'lin'mao'jue
黑鳞珍珠茅,hei'lin'zhen'zhu'mao
黑鳞轴脉蕨,hei'lin'zhou'mai'jue
黑柃,hei'ling
黑龙骨,hei'long'gu
黑龙江百里香,hei'long'jiang'bai'li'xiang
黑龙江京黄芩,hei'long'jiang'jing'huang'qin
黑龙江荆芥,hei'long'jiang'jing'jie
黑龙江酸模,hei'long'jiang'suan'mo
黑龙江蹄盖蕨,hei'long'jiang'ti'gai'jue
黑龙江橐吾,hei'long'jiang'tuo'wu
黑龙江香科科,hei'long'jiang'xiang'ke'ke
黑龙江杨,hei'long'jiang'yang
黑龙江野豌豆,hei'long'jiang'ye'wan'dou
黑马先蒿,hei'ma'xian'hao
黑麦,hei'mai
黑麦草,hei'mai'cao
黑麦草属,hei'mai'cao'shu
黑脉唇柱苣苔,hei'mai'chun'zhu'ju'tai
黑麦属,hei'mai'shu
黑麦嵩草,hei'mai'song'cao
黑麦状雀麦,hei'mai'zhuang'que'mai
黑鳗藤,hei'man'teng
黑鳗藤属,hei'man'teng'shu
黑毛冬青,hei'mao'dong'qing
黑毛多枝黄芪,hei'mao'duo'zhi'huang'qi
黑毛黄芪,hei'mao'huang'qi
黑毛堇菜,hei'mao'jin'cai
黑毛巨竹,hei'mao'ju'zhu
黑毛落苞菊属,hei'mao'luo'bao'ju'shu
黑毛柿,hei'mao'shi
黑毛石斛,hei'mao'shi'hu
黑毛四照花,hei'mao'si'zhao'hua
黑毛橐吾,hei'mao'tuo'wu
黑毛无心菜,hei'mao'wu'xin'cai
黑毛狭盔马先蒿,hei'mao'xia'kui'ma'xian'hao
黑毛雪兔子,hei'mao'xue'tu'zi
黑面神,hei'mian'shen
黑面神属,hei'mian'shen'shu
黑木姜子,hei'mu'jiang'zi
黑南星,hei'nan'xing
黑盘孢科,hei'pan'bao'ke
黑皮柳,hei'pi'liu
黑皮柿,hei'pi'shi
黑皮油松,hei'pi'you'song
黑柔毛蒿,hei'rou'mao'hao
黑蕊虎耳草,hei'rui'hu'er'cao
黑蕊猕猴桃,hei'rui'mi'hou'tao
黑蕊无心菜,hei'rui'wu'xin'cai
黑三棱,hei'san'leng
黑三棱科,hei'san'leng'ke
黑三棱属,hei'san'leng'shu
黑桑,hei'sang
黑扫飞黄芪,hei'sao'fei'huang'qi
黑色铁角蕨,hei'se'tie'jiao'jue
黑沙蒿,hei'sha'hao
黑山寒蓬,hei'shan'han'peng
黑山紫菀,hei'shan'zi'wan
黑柿,hei'shi
黑水翠雀花,hei'shui'cui'que'hua
黑水大戟,hei'shui'da'ji
黑水当归,hei'shui'dang'gui
黑水华羽芥,hei'shui'hua'yu'jie
黑水列当,hei'shui'lie'dang
黑水鳞毛蕨,hei'shui'lin'mao'jue
黑水柳,hei'shui'liu
黑水薹草,hei'shui'tai'cao
黑水藤,hei'shui'teng
黑水缬草,hei'shui'xie'cao
黑水亚麻,hei'shui'ya'ma
黑水岩茴香,hei'shui'yan'hui'xiang
黑水野粟,hei'shui'ye'su
黑水银莲花,hei'shui'yin'lian'hua
黑蒴,hei'shuo
黑蒴属,hei'shuo'shu
黑松,hei'song
黑穗画眉草,hei'sui'hua'mei'cao
黑穗黄芪,hei'sui'huang'qi
黑穗箭竹,hei'sui'jian'zhu
黑穗茅,hei'sui'mao
黑穗莎草,hei'sui'suo'cao
黑穗薹草,hei'sui'tai'cao
黑穗橐吾,hei'sui'tuo'wu
黑穗羊茅,hei'sui'yang'mao
黑莎草,hei'suo'cao
黑莎草属,hei'suo'cao'shu
黑桫椤,hei'suo'luo
黑头灯芯草,hei'tou'deng'xin'cao
黑脱珍珠菜,hei'tuo'zhen'zhu'cai
黑菀木,hei'wan'mu
黑菀木属,hei'wan'mu'shu
黑腺杜英,hei'xian'du'ying
黑腺鄂报春,hei'xian'e'bao'chun
黑腺虎耳草,hei'xian'hu'er'cao
黑藓科,hei'xian'ke
黑腺美饰悬钩子,hei'xian'mei'shi'xuan'gou'zi
黑纤维虾海藻,hei'xian'wei'xia'hai'zao
黑腺珍珠菜,hei'xian'zhen'zhu'cai
黑心黄芩,hei'xin'huang'qin
黑心金光菊,hei'xin'jin'guang'ju
黑心蕨,hei'xin'jue
黑心蕨属,hei'xin'jue'shu
黑星菌科,hei'xing'jun'ke
黑牙木属,hei'ya'mu'shu
黑杨,hei'yang
黑药花科,hei'yao'hua'ke
黑药菊属,hei'yao'ju'shu
黑药葵属,hei'yao'kui'shu
黑药以礼草,hei'yao'yi'li'cao
黑叶菝葜,hei'ye'ba'qia
黑叶冬青,hei'ye'dong'qing
黑叶谷木,hei'ye'gu'mu
黑叶角蕨,hei'ye'jiao'jue
黑叶楼梯草,hei'ye'lou'ti'cao
黑叶木蓝,hei'ye'mu'lan
黑叶楠,hei'ye'nan
黑叶蒲桃,hei'ye'pu'tao
黑叶山柑,hei'ye'shan'gan
黑叶树科,hei'ye'shu'ke
黑叶树属,hei'ye'shu'shu
黑叶小驳骨,hei'ye'xiao'bo'gu
黑叶锥,hei'ye'zhui
黑樱桃,hei'ying'tao
黑榆,hei'yu
黑缘千里光,hei'yuan'qian'li'guang
黑藻,hei'zao
黑藻属,hei'zao'shu
黑长叶蒲桃,hei'zhang'ye'pu'tao
黑枝黄芪,hei'zhi'huang'qi
黑枝柳,hei'zhi'liu
黑种草,hei'zhong'cao
黑种草属,hei'zhong'cao'shu
黑种豇豆,hei'zhong'jiang'dou
黑轴凤丫蕨,hei'zhou'feng'ya'jue
黑竹沟杜鹃,hei'zhu'gou'du'juan
黑柱蒲公英,hei'zhu'pu'gong'ying
黑珠芽薯蓣,hei'zhu'ya'shu'yu
黑籽荸荠,hei'zi'bi'qi
黑子赤瓟,hei'zi'chi'bo
黑籽重楼,hei'zi'chong'lou
黑紫灯芯草,hei'zi'deng'xin'cao
黑紫花黄芪,hei'zi'hua'huang'qi
黑紫龙胆,hei'zi'long'dan
黑紫披碱草,hei'zi'pi'jian'cao
黑紫荛花,hei'zi'rao'hua
黑籽水蜈蚣,hei'zi'shui'wu'gong
黑紫橐吾,hei'zi'tuo'wu
黑紫向日葵,hei'zi'xiang'ri'kui
黑足金粉蕨,hei'zu'jin'fen'jue
黑足菊属,hei'zu'ju'shu
黑足鳞毛蕨,hei'zu'lin'mao'jue
黑足蹄盖蕨,hei'zu'ti'gai'jue
黑嘴蒲桃,hei'zui'pu'tao
恒春钩藤,heng'chun'gou'teng
恒春红豆树,heng'chun'hong'dou'shu
恒春胡椒,heng'chun'hu'jiao
恒春姜,heng'chun'jiang
恒春拟单性木兰,heng'chun'ni'dan'xing'mu'lan
恒春蒲桃,heng'chun'pu'tao
恒春石斑木,heng'chun'shi'ban'mu
恒春铁苋菜,heng'chun'tie'xian'cai
恒春鸭腱藤,heng'chun'ya'jian'teng
恒春羊耳蒜,heng'chun'yang'er'suan
恒春银线兰,heng'chun'yin'xian'lan
恒春皂荚,heng'chun'zao'jia
横断山凤仙花,heng'duan'shan'feng'xian'hua
横断山虎耳草,heng'duan'shan'hu'er'cao
横断山景天,heng'duan'shan'jing'tian
横断山卷柏,heng'duan'shan'juan'bai
横断山马唐,heng'duan'shan'ma'tang
横断山铁马鞭,heng'duan'shan'tie'ma'bian
横断山缬草,heng'duan'shan'xie'cao
横果薹草,heng'guo'tai'cao
横黄花羊耳蒜,heng'huang'hua'yang'er'suan
亨利兜兰,heng'li'dou'lan
亨利马唐,heng'li'ma'tang
亨利原始观音座莲,heng'li'yuan'shi'guan'yin'zuo'lian
横脉荚蒾,heng'mai'jia'mi
横脉万寿竹,heng'mai'wan'shou'zhu
衡山荚蒾,heng'shan'jia'mi
衡山金丝桃,heng'shan'jin'si'tao
衡山箬竹,heng'shan'ruo'zhu
亨氏马先蒿,heng'shi'ma'xian'hao
亨氏薹草,heng'shi'tai'cao
亨氏鱼藤,heng'shi'yu'teng
横蒴苣苔,heng'shuo'ju'tai
横蒴苣苔属,heng'shuo'ju'tai'shu
横纹虎耳草,heng'wen'hu'er'cao
横纹薹草,heng'wen'tai'cao
横县琼楠,heng'xian'qiong'nan
横香茅,heng'xiang'mao
横斜紫菀,heng'xie'zi'wan
横叶苔科,heng'ye'tai'ke
横叶橐吾,heng'ye'tuo'wu
横枝竹,heng'zhi'zhu
红安菊属,hong'an'ju'shu
洪坝山紫堇,hong'ba'shan'zi'jin
红白忍冬,hong'bai'ren'dong
红斑薄叶兰,hong'ban'bo'ye'lan
红瓣虎耳草,hong'ban'hu'er'cao
红斑盆距兰,hong'ban'pen'ju'lan
红斑秋海棠,hong'ban'qiu'hai'tang
红斑山姜,hong'ban'shan'jiang
红斑石豆兰,hong'ban'shi'dou'lan
红苞半蒴苣苔,hong'bao'ban'shuo'ju'tai
红苞距药姜,hong'bao'ju'yao'jiang
红苞树萝卜,hong'bao'shu'luo'bo
红苞蹄盖蕨,hong'bao'ti'gai'jue
红苞喜林芋,hong'bao'xi'lin'yu
红背杜鹃,hong'bei'du'juan
红背耳叶马蓝,hong'bei'er'ye'ma'lan
红背桂花,hong'bei'gui'hua
红北极果,hong'bei'ji'guo
红背山麻秆,hong'bei'shan'ma'gan
红背兔儿风,hong'bei'tu'er'feng
红被岩菖蒲,hong'bei'yan'chang'pu
红背叶羊蹄甲,hong'bei'ye'yang'ti'jia
红蓖麻,hong'bi'ma
红边扁莎,hong'bian'bian'sha
红边竹,hong'bian'zhu
红柄白鹃梅,hong'bing'bai'juan'mei
红柄凤尾蕨,hong'bing'feng'wei'jue
红柄厚壳桂,hong'bing'hou'ke'gui
红柄木樨,hong'bing'mu'xi
红柄实蕨,hong'bing'shi'jue
红柄蹄盖蕨,hong'bing'ti'gai'jue
红柄甜菜,hong'bing'tian'cai
红柄雪莲,hong'bing'xue'lian
红柄紫菀,hong'bing'zi'wan
红波罗花,hong'bo'luo'hua
红哺鸡竹,hong'bu'ji'zhu
红彩凤梨,hong'cai'feng'li
红茶藨子,hong'cha'biao'zi
红柴胡,hong'chai'hu
红柴枝,hong'chai'zhi
红车轴草,hong'che'zhou'cao
红翅莎草,hong'chi'suo'cao
红齿蝇子草,hong'chi'ying'zi'cao
红椿,hong'chun
红唇鸢尾兰,hong'chun'yuan'wei'lan
红刺头,hong'ci'tou
红刺头属,hong'ci'tou'shu
红刺悬钩子,hong'ci'xuan'gou'zi
红葱,hong'cong
红葱属,hong'cong'shu
红大戟,hong'da'ji
红淡比,hong'dan'bi
红淡比属,hong'dan'bi'shu
红点草,hong'dian'cao
红点草属,hong'dian'cao'shu
红点杜鹃,hong'dian'du'juan
红丁香,hong'ding'xiang
红冬蛇菰,hong'dong'she'gu
红豆蔻,hong'dou'kou
红豆杉,hong'dou'shan
红豆杉科,hong'dou'shan'ke
红豆杉属,hong'dou'shan'shu
红豆属,hong'dou'shu
红豆树,hong'dou'shu
红毒茴,hong'du'hui
洪都拉斯加勒比松,hong'du'la'si'jia'le'bi'song
红短檐苣苔,hong'duan'yan'ju'tai
红萼茶藨子,hong'e'cha'biao'zi
红萼齿唇兰,hong'e'chi'chun'lan
红萼杜鹃,hong'e'du'juan
红萼毛茛,hong'e'mao'gen
红萼苘麻,hong'e'qing'ma
红萼水东哥,hong'e'shui'dong'ge
红萼藤黄,hong'e'teng'huang
红萼崖豆,hong'e'ya'dou
红萼银莲花,hong'e'yin'lian'hua
红萼蝇子草,hong'e'ying'zi'cao
红粉白珠,hong'fen'bai'zhu
红凤菜,hong'feng'cai
红敷地发,hong'fu'di'fa
红麸杨,hong'fu'yang
红盖鳞毛蕨,hong'gai'lin'mao'jue
红秆凤尾蕨,hong'gan'feng'wei'jue
红秆水龙骨,hong'gan'shui'long'gu
红根草,hong'gen'cao
红根南星,hong'gen'nan'xing
红梗楠,hong'geng'nan
红梗润楠,hong'geng'run'nan
红梗越橘,hong'geng'yue'ju
红菇科,hong'gu'ke
红骨母草,hong'gu'mu'cao
红瓜,hong'gua
红瓜属,hong'gua'shu
红冠川木香,hong'guan'chuan'mu'xiang
红冠花佩菊,hong'guan'hua'pei'ju
红冠姜,hong'guan'jiang
红冠栓果菊,hong'guan'shuan'guo'ju
红冠紫菀,hong'guan'zi'wan
红光树,hong'guang'shu
红光树属,hong'guang'shu'shu
红桧,hong'gui
红果菝葜,hong'guo'ba'qia
红果胡椒,hong'guo'hu'jiao
红果黄鹌菜,hong'guo'huang'an'cai
红果黄肉楠,hong'guo'huang'rou'nan
红果黄檀,hong'guo'huang'tan
红果樫木,hong'guo'jian'mu
红果类叶升麻,hong'guo'lei'ye'sheng'ma
红果龙葵,hong'guo'long'kui
红果罗浮槭,hong'guo'luo'fu'qi
红果蒲公英,hong'guo'pu'gong'ying
红果沙拐枣,hong'guo'sha'guai'zao
红果山胡椒,hong'guo'shan'hu'jiao
红果树,hong'guo'shu
红果树属,hong'guo'shu'shu
红果水东哥,hong'guo'shui'dong'ge
红果悬钩子,hong'guo'xuan'gou'zi
红果榆,hong'guo'yu
红果鱼木,hong'guo'yu'mu
红果越橘,hong'guo'yue'ju
红果仔,hong'guo'zai
红孩儿,hong'hai'er
红海榄,hong'hai'lan
红河橙,hong'he'cheng
红河冬青,hong'he'dong'qing
红河鹅掌柴,hong'he'e'zhang'chai
红褐甘西鼠尾草,hong'he'gan'xi'shu'wei'cao
红褐鳞毛蕨,hong'he'lin'mao'jue
红褐柃,hong'he'ling
红河魔芋,hong'he'mo'yu
红河木姜子,hong'he'mu'jiang'zi
红河木莲,hong'he'mu'lian
红河山壳骨,hong'he'shan'ke'gu
红河酸蔹藤,hong'he'suan'lian'teng
红河崖豆,hong'he'ya'dou
红厚壳,hong'hou'ke
红厚壳属,hong'hou'ke'shu
红后竹,hong'hou'zhu
红虎耳草,hong'hu'er'cao
红桦,hong'hua
红花,hong'hua
红花八角,hong'hua'ba'jiao
红花斑叶兰,hong'hua'ban'ye'lan
红花碧桃,hong'hua'bi'tao
红花变豆菜,hong'hua'bian'dou'cai
红花朝鲜垂柳,hong'hua'chao'xian'chui'liu
红花除虫菊,hong'hua'chu'chong'ju
红花垂头菊,hong'hua'chui'tou'ju
红花大唇马先蒿,hong'hua'da'chun'ma'xian'hao
红花杜鹃,hong'hua'du'juan
红花隔距兰,hong'hua'ge'ju'lan
红花荷,hong'hua'he
红花荷属,hong'hua'he'shu
红花合头菊,hong'hua'he'tou'ju
红花还阳参,hong'hua'huan'yang'can
红花火绒草,hong'hua'huo'rong'cao
红花蓟,hong'hua'ji
红花檵木,hong'hua'ji'mu
红花寄生,hong'hua'ji'sheng
