阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
赤峰罕庙,chi'feng'han'miao
持国天,chi'guo'tian
持戒,chi'jie
持律,chi'lv
持明咒藏,chi'ming'zhou'cang
齿木,chi'mu
炽盛光佛顶,chi'sheng'guang'fo'ding
持世经,chi'shi'jing
持松,chi'song
祇陀太子,chi'tuo'tai'zi
祇夜,chi'ye
祇夜多,chi'ye'duo
祇园会,chi'yuan'hui
祇园精舍,chi'yuan'jing'she
祇园寺,chi'yuan'si
持斋,chi'zhai
崇福寺,chong'fu'si
重庆华岩寺,chong'qing'hua'yan'si
重庆梁平鸣钟寺,chong'qing'liang'ping'ming'zhong'si
重庆市巴南区云豁寺,chong'qing'shi'ba'nan'qu'yun'huo'si
重庆市垫江县太平寺,chong'qing'shi'dian'jiang'xian'tai'ping'si
重庆太平禅院,chong'qing'tai'ping'chan'yuan
崇善寺,chong'shan'si
崇圣寺三塔,chong'sheng'si'san'ta
筹,chou
处,chu
锄草斩蛇,chu'cao'zhan'she
出定,chu'ding
出定后语,chu'ding'hou'yu
出定笑语,chu'ding'xiao'yu
初法明道,chu'fa'ming'dao
出家,chu'jia
楚金,chu'jin
楚俊,chu'jun
出离,chu'li
出离依,chu'li'yi
出去,chu'qu
除却心头火,chu'que'xin'tou'huo
出三藏记集,chu'san'zang'ji'ji
畜生道,chu'sheng'dao
出世,chu'shi
楚石禅师语录,chu'shi'chan'shi'yu'lu
出世间,chu'shi'jian
处事秘诀,chu'shi'mi'jue
楚王英,chu'wang'ying
出污泥而不染,chu'wu'ni'er'bu'ran
出行会,chu'xing'hui
出曜经,chu'yao'jing
初夜,chu'ye
除一切疾病咒,chu'yi'qie'ji'bing'zhou
楚圆,chu'yuan
初转法轮,chu'zhuan'fa'lun
初祖庵,chu'zu'an
初祖达摩,chu'zu'da'mo
传道,chuan'dao
传灯,chuan'deng
传灯录,chuan'deng'lu
传灯玉英集,chuan'deng'yu'ying'ji
传法,chuan'fa
传法宝纪,chuan'fa'bao'ji
传法灌顶,chuan'fa'guan'ding
传法院,chuan'fa'yuan
传法正宗记,chuan'fa'zheng'zong'ji
传供,chuan'gong
传光录,chuan'guang'lu
传悔,chuan'hui
传戒,chuan'jie
传孝,chuan'xiao
传衣,chuan'yi
传顗,chuan'yi
穿衣吃饭,chuan'yi'chi'fan
传召法会,chuan'zhao'fa'hui
垂示,chui'shi
春日版,chun'ri'ban
春日曼荼罗,chun'ri'man'tu'luo
慈悲,ci'bei
慈悲道场忏法,ci'bei'dao'chang'chan'fa
慈悲水忏法,ci'bei'shui'chan'fa
慈藏,ci'cang
慈昌,ci'chang
次第三观,ci'di'san'guan
慈恩禅寺,ci'en'chan'si
慈观,ci'guan
慈航,ci'hang
慈航寺,ci'hang'si
慈惠,ci'hui
慈经,ci'jing
慈静寺,ci'jing'si
慈愍派,ci'min'pai
慈明寺,ci'ming'si
慈蓉,ci'rong
慈善寺,ci'shan'si
此生不能不认识的一个人,ci'sheng'bu'neng'bu'ren'shi'de'yi'ge'ren
辞世偈,ci'shi'ji
慈溪高山寺,ci'xi'gao'shan'si
慈心三昧,ci'xin'san'mei
慈怡,ci'yi
慈云寺,ci'yun'si
慈舟,ci'zhou
慈庄,ci'zhuang
丛林集,cong'lin'ji
葱岭,cong'ling
从容录,cong'rong'lu
从心流出,cong'xin'liu'chu
崔忠镇,cui'zhong'zhen
存财于信徒,cun'cai'yu'xin'tu
存奖,cun'jiang
存牛,cun'niu
寸丝不挂,cun'si'bu'gua
存易,cun'yi
大阿弥陀经,da'a'mi'tuo'jing
大爱道比丘尼经,da'ai'dao'bi'qiu'ni'jing
大安般守意经,da'an'ban'shou'yi'jing
大安寺,da'an'si
大安寺流,da'an'si'liu
大白伞盖佛母法,da'bai'san'gai'fo'mu'fa
大般涅槃经,da'ban'nie'pan'jing
大般若波罗蜜多经,da'ban'ruo'bo'luo'mi'duo'jing
大般若波罗蜜多经叙,da'ban'ruo'bo'luo'mi'duo'jing'xu
大般若会,da'ban'ruo'hui
大报恩寺,da'bao'en'si
大宝法王,da'bao'fa'wang
大宝法王传奇,da'bao'fa'wang'chuan'qi
大宝积经,da'bao'ji'jing
大宝积经论,da'bao'ji'jing'lun
大悲,da'bei
大悲忏法,da'bei'chan'fa
大悲阐提,da'bei'chan'ti
大悲空智金刚大教王仪轨经,da'bei'kong'zhi'jin'gang'da'jiao'wang'yi'gui'jing
大悲心陀罗尼,da'bei'xin'tuo'luo'ni
大悲咒,da'bei'zhou
达彬瑜寺,da'bin'yu'si
大不善地法,da'bu'shan'de'fa
大曹王寺,da'cao'wang'si
呾叉始罗,da'cha'shi'luo
达超,da'chao
达嚫,da'chen
大乘阿毗达磨集论,da'cheng'a'pi'da'mo'ji'lun
大乘阿毗达磨杂集论,da'cheng'a'pi'da'mo'za'ji'lun
大乘百法明门论,da'cheng'bai'fa'ming'men'lun
大乘宝要义论,da'cheng'bao'yao'yi'lun
大乘本生心地观经,da'cheng'ben'sheng'xin'di'guan'jing
大乘成业论,da'cheng'cheng'ye'lun
大乘稻秆经,da'cheng'dao'gan'jing
大乘二十二问,da'cheng'er'shi'er'wen
大乘法界无差别论,da'cheng'fa'jie'wu'cha'bie'lun
大乘法王,da'cheng'fa'wang
大乘法相研神章,da'cheng'fa'xiang'yan'shen'zhang
大乘法苑义林章,da'cheng'fa'yuan'yi'lin'zhang
大乘非佛说论,da'cheng'fei'fo'shuo'lun
大乘佛教,da'cheng'fo'jiao
大乘伽耶山顶经,da'cheng'ga'ye'shan'ding'jing
大乘集菩萨学论,da'cheng'ji'pu'sa'xue'lun
大乘经,da'cheng'jing
大乘理趣六波罗蜜多经,da'cheng'li'qu'liu'bo'luo'mi'duo'jing
大乘离文字普光明藏经,da'cheng'li'wen'zi'pu'guang'ming'cang'jing
大乘论,da'cheng'lun
大乘律,da'cheng'lv
大乘密严经,da'cheng'mi'yan'jing
大乘菩萨入道三种观,da'cheng'pu'sa'ru'dao'san'zhong'guan
大乘起信论,da'cheng'qi'xin'lun
大乘三系,da'cheng'san'xi
大乘上座部,da'cheng'shang'zuo'bu
大乘四果,da'cheng'si'guo
大乘唯识论,da'cheng'wei'shi'lun
大乘五门十地实相论,da'cheng'wu'men'shi'di'shi'xiang'lun
大乘无生方便门,da'cheng'wu'sheng'fang'bian'men
大乘无相妄执,da'cheng'wu'xiang'wang'zhi
大乘五蕴论,da'cheng'wu'yun'lun
大乘显识经,da'cheng'xian'shi'jing
大乘修心七义论释,da'cheng'xiu'xin'qi'yi'lun'shi
大乘玄论,da'cheng'xuan'lun
大乘要道密集,da'cheng'yao'dao'mi'ji
大乘义章,da'cheng'yi'zhang
大乘造像功德经,da'cheng'zao'xiang'gong'de'jing
大乘掌珍论,da'cheng'zhang'zhen'lun
大乘止观法门,da'cheng'zhi'guan'fa'men
大乘中观释论,da'cheng'zhong'guan'shi'lun
大乘庄严宝王经,da'cheng'zhuang'yan'bao'wang'jing
大乘庄严经论,da'cheng'zhuang'yan'jing'lun
大川隆法,da'chuan'long'fa
大慈大悲,da'ci'da'bei
大慈恩寺,da'ci'en'si
大慈恩寺三藏法师传,da'ci'en'si'san'zang'fa'shi'chuan
大慈法王,da'ci'fa'wang
大慈寺,da'ci'si
大村西崖,da'cun'xi'ya
大道长安,da'dao'chang'an
大德,da'de
大德寺,da'de'si
大德寺派,da'de'si'pai
大灯国师语录,da'deng'guo'shi'yu'lu
大地法,da'di'fa
大颠与韩愈,da'dian'yu'han'yu
大定,da'ding
达尔喀,da'er'ka
大法鼓经,da'fa'gu'jing
大法鼓寺,da'fa'gu'si
大烦恼地法,da'fan'nao'de'fa
大梵天,da'fan'tian
大梵天王问佛决疑经,da'fan'tian'wang'wen'fo'jue'yi'jing
大方等大集经,da'fang'deng'da'ji'jing
大方等大集日藏经,da'fang'deng'da'ji'ri'cang'jing
大方等大集月藏经,da'fang'deng'da'ji'yue'cang'jing
大方等无想经,da'fang'deng'wu'xiang'jing
大方广佛华严经,da'fang'guang'fo'hua'yan'jing
大方广佛华严经修慈分,da'fang'guang'fo'hua'yan'jing'xiu'ci'fen
大方广如来藏经,da'fang'guang'ru'lai'cang'jing
大峰山,da'feng'shan
大佛,da'fo
大佛寺,da'fo'si
大鼓,da'gu
大谷大学,da'gu'da'xue
大谷光瑞,da'gu'guang'rui
大谷石佛,da'gu'shi'fo
大谷探险队,da'gu'tan'xian'dui
大观,da'guan
达和,da'he
大黑天,da'hei'tian
大幻化网导引法,da'huan'hua'wang'dao'yin'fa
大慧刀,da'hui'dao
大慧派,da'hui'pai
大慧普觉禅师年谱,da'hui'pu'jue'chan'shi'nian'pu
大慧普觉禅师语录,da'hui'pu'jue'chan'shi'yu'lu
大回向文,da'hui'xiang'wen
大机大用,da'ji'da'yong
大吉祥天女咒,da'ji'xiang'tian'nv'zhou
大迦叶尊者,da'jia'ye'zun'zhe
大鉴禅师小清规,da'jian'chan'shi'xiao'qing'gui
大荐福寺,da'jian'fu'si
大觉禅师语录,da'jiao'chan'shi'yu'lu
大九华山西来禅寺,da'jiu'hua'shan'xi'lai'chan'si
大觉寺,da'jue'si
大开静,da'kai'jing
大孔雀明王心咒,da'kong'que'ming'wang'xin'zhou
大哭往生与大笑往生,da'ku'wang'sheng'yu'da'xiao'wang'sheng
达赖喇嘛,da'lai'la'ma
大礼拜,da'li'bai
大理佛教,da'li'fo'jiao
大理国梵像卷,da'li'guo'fan'xiang'juan
大连宝华寺大雄宝殿上梁,da'lian'bao'hua'si'da'xiong'bao'dian'shang'liang
大连圣水寺,da'lian'sheng'shui'si
大连市莲花山寺,da'lian'shi'lian'hua'shan'si
大连瓦房店龙山涌泉寺,da'lian'wa'fang'dian'long'shan'yong'quan'si
大连瓦房店市观海寺,da'lian'wa'fang'dian'shi'guan'hai'si
大林精舍,da'lin'jing'she
达垄噶举派,da'long'ga'ju'pai
大龙宫寺,da'long'gong'si
达垄寺,da'long'si
达罗毗荼国,da'luo'pi'tu'guo
达玛瑜特派,da'ma'yu'te'pai
大明高僧传,da'ming'gao'seng'chuan
大明仁孝皇后梦感佛说第一希有大功德经,da'ming'ren'xiao'huang'hou'meng'gan'fo'shuo'di'yi'xi'you'da'gong'de'jing
大明三藏法数,da'ming'san'zang'fa'shu
大明寺,da'ming'si
大明塔,da'ming'ta
达摩波罗,da'mo'bo'luo
达摩多罗,da'mo'duo'luo
达磨多罗禅经,da'mo'duo'luo'chan'jing
达磨忌,da'mo'ji
达摩笈多,da'mo'ji'duo
达摩易筋经十二式,da'mo'yi'jin'jing'shi'er'shi
达磨遮提,da'mo'zhe'ti
达摩祖师,da'mo'zu'shi
大目干连冥间救母变文,da'mu'gan'lian'ming'jian'jiu'mu'bian'wen
大念佛寺,da'nian'fo'si
大毗卢遮那成佛经疏,da'pi'lu'zhe'na'cheng'fo'jing'shu
大毗卢遮那经广大仪轨,da'pi'lu'zhe'na'jing'guang'da'yi'gui
大毗婆沙论,da'pi'po'sha'lun
大品般若经,da'pin'bo're'jing
打破碗,da'po'wan
打七,da'qi
大千为床,da'qian'wei'chuang
大秦国,da'qin'guo
大秦景教流行中国碑,da'qin'jing'jiao'liu'xing'zhong'guo'bei
大秦寺,da'qin'si
大权修理菩萨,da'quan'xiu'li'pu'sa
大日本佛教会,da'ri'ben'fo'jiao'hui
大日本佛教全书,da'ri'ben'fo'jiao'quan'shu
大日本国法华经验记,da'ri'ben'guo'fa'hua'jing'yan'ji
大日经,da'ri'jing
大日如来,da'ri'ru'lai
大萨遮尼干子所说经,da'sa'zhe'ni'gan'zi'suo'shuo'jing
大善地法,da'shan'di'fa
大圣欢喜天,da'sheng'huan'xi'tian
大事,da'shi
大史,da'shi
大师,da'shi
大士讲经,da'shi'jiang'jing
大石寺,da'shi'si
大势至菩萨,da'shi'zhi'pu'sa
大势至菩萨心咒,da'shi'zhi'pu'sa'xin'zhou
大手印,da'shou'yin
大手印传承祖师祈请文,da'shou'yin'chuan'cheng'zu'shi'qi'qing'wen
大树紧那罗王,da'shu'jin'na'luo'wang
大树紧那罗王所问经,da'shu'jin'na'luo'wang'suo'wen'jing
达斯,da'si
大寺,da'si
达斯笈多,da'si'ji'duo
大宋僧史略,da'song'seng'shi'lue
大随求菩萨,da'sui'qiu'pu'sa
大随求陀罗尼,da'sui'qiu'tuo'luo'ni
大唐内典录,da'tang'nei'dian'lu
大唐西游记,da'tang'xi'you'ji
大唐西域记,da'tang'xi'yu'ji
大唐西域求法高僧传,da'tang'xi'yu'qiu'fa'gao'seng'chuan
怛特罗,da'te'luo
怛特罗部集成,da'te'luo'bu'ji'cheng
怛特罗佛教,da'te'luo'fo'jiao
大天,da'tian
大天五事,da'tian'wu'shi
大同,da'tong
大通智胜佛,da'tong'zhi'sheng'fo
大威德明王,da'wei'de'ming'wang
大我,da'wo
大无畏,da'wu'wei
大訢,da'xi
大贤,da'xian
大仙寺,da'xian'si
大小不二,da'xiao'bu'er
大小粪桶,da'xiao'fen'tong
大小邪见知多少,da'xiao'xie'jian'zhi'duo'shao
达信王,da'xin'wang
大醒,da'xing
大兴善寺,da'xing'shan'si
大行事,da'xing'shi
大兴寺,da'xing'si
大雄,da'xiong
大雄宝殿,da'xiong'bao'dian
大衍历,da'yan'li
大雁塔,da'yan'ta
撘衣仪式,da'yi'yi'shi
大应派,da'ying'pai
大勇,da'yong
大佑,da'you
大圆镜智,da'yuan'jing'zhi
大圆觉寺,da'yuan'jue'si
大圆满,da'yuan'man
大圆满龙钦心髓前行引导文,da'yuan'man'long'qin'xin'sui'qian'xing'yin'dao'wen
大圆满无上智广大心要,da'yuan'man'wu'shang'zhi'guang'da'xin'yao
大圆满心要总集,da'yuan'man'xin'yao'zong'ji
大圆满虚幻休息妙车疏,da'yuan'man'xu'huan'xiu'xi'miao'che'shu
大圆满中阴身闻即解脱成佛咒,da'yuan'man'zhong'yin'shen'wen'ji'jie'tuo'cheng'fo'zhou
大圆满中阴声闻解脱即成佛咒,da'yuan'man'zhong'yin'sheng'wen'jie'tuo'ji'cheng'fo'zhou
大原问答,da'yuan'wen'da
大云轮请雨经,da'yun'lun'qing'yu'jing
大云寺,da'yun'si
大藏经,da'zang'jing
大藏经补编,da'zang'jing'bu'bian
大藏经纲目指要录,da'zang'jing'gang'mu'zhi'yao'lu
大藏经索引,da'zang'jing'suo'yin
大藏圣教法宝标目,da'zang'sheng'jiao'fa'bao'biao'mu
大藏一览集,da'zang'yi'lan'ji
大丈夫论,da'zhang'fu'lun
大召,da'zhao
大昭庆律寺志,da'zhao'qing'lv'si'zhi
大昭寺,da'zhao'si
大正大学,da'zheng'da'xue
大正觉寺,da'zheng'jue'si
大正新修大藏经,da'zheng'xin'xiu'da'zang'jing
大智度论,da'zhi'du'lun
大众部,da'zhong'bu
大钟寺,da'zhong'si
大中祥符法宝录,da'zhong'xiang'fu'fa'bao'lu
大周刊定众经目录,da'zhou'kan'ding'zhong'jing'mu'lu
大庄严论经,da'zhuang'yan'lun'jing
大自在祈请文,da'zi'zai'qi'qing'wen
大自在摄受祈祷文,da'zi'zai'she'shou'qi'dao'wen
大自在天,da'zi'zai'tian
大宗地玄文本论,da'zong'di'xuan'wen'ben'lun
大足石刻,da'zu'shi'ke
打坐非禅,da'zuo'fei'chan
戴传贤,dai'chuan'xian
待客之道,dai'ke'zhi'dao
戴逵,dai'kui
戴密微,dai'mi'wei
戴维斯,dai'wei'si
带业往生,dai'ye'wang'sheng
傣族佛教,dai'zu'fo'jiao
单,dan
胆巴,dan'ba
担当,dan'dang
但念阿弥陀佛,dan'nian'e'mi'tuo'fo
丹田,dan'tian
丹霞烧佛,dan'xia'shao'fo
丹霞天然,dan'xia'tian'ran
丹周尔,dan'zhou'er
当巴桑结,dang'ba'sang'jie
当麻曼荼罗,dang'ma'man'tu'luo
道,dao
道安,dao'an
道白,dao'bai
道场,dao'chang
道场寺,dao'chang'si
道成寺,dao'cheng'si
道宠,dao'chong
道绰,dao'chuo
道谛,dao'di
到底有没有因果报应,dao'di'you'mei'you'yin'guo'bao'ying
道端良秀,dao'duan'liang'xiu
道机,dao'ji
道济,dao'ji
道阶,dao'jie
道开,dao'kai
道楷,dao'kai
道朗,dao'lang
到了龙潭,dao'le'long'tan
倒离,dao'li
忉利天,dao'li'tian
道林,dao'lin
道隆,dao'long
道伦,dao'lun
道忞,dao'min
道霈,dao'pei
道钦,dao'qin
道融,dao'rong
道诜,dao'shen
道诜寺,dao'shen'si
道生,dao'sheng
道盛,dao'sheng
道世,dao'shi
岛史,dao'shi
道邃,dao'sui
道悟,dao'wu
道信,dao'xin
道宣,dao'xuan
道璇,dao'xuan
道衍,dao'yan
道一,dao'yi
道义,dao'yi
道膺,dao'ying
道余录,dao'yu'lu
道元,dao'yuan
道源,dao'yuan
道在何处,dao'zai'he'chu
道在平常日用中,dao'zai'ping'chang'ri'yong'zhong
道昭,dao'zhao
道忠,dao'zhong
德格印经院,de'ge'yin'jing'yuan
德光,de'guang
德慧,de'hui
德惠寺,de'hui'si
德俭,de'jian
德清,de'qing
德僧,de'seng
德山禅师轶事,de'shan'chan'shi'yi'shi
德山寺,de'shan'si
德韶,de'shao
德异,de'yi
德源禅寺,de'yuan'chan'si
德源寺,de'yuan'si
德政禅寺,de'zheng'chan'si
登噶尔玛目录,deng'ga'er'ma'mu'lu
灯光城,deng'guang'cheng
等活地狱,deng'huo'di'yu
等觉,deng'jue
邓克铭,deng'ke'ming
等流习气,deng'liu'xi'qi
灯明,deng'ming
登明寺,deng'ming'si
等闲击碎虚空骨,deng'xian'ji'sui'xu'kong'gu
灯芯将残,deng'xin'jiang'can
邓隐峰参石头禅师公案,deng'yin'feng'can'shi'tou'chan'shi'gong'an
谛,di
谛观,di'guan
地华,di'hua
地居天,di'ju'tian
地论宗,di'lun'zong
底沙佛,di'sha'fo
帝师,di'shi
帝失罗叉,di'shi'luo'cha
帝释天,di'shi'tian
滴水和尚,di'shui'he'shang
滴水开悟,di'shui'kai'wu
地天,di'tian
谛闲,di'xian
第一义谛,di'yi'yi'di
第一义空,di'yi'yi'kong
地狱,di'yu
地狱变,di'yu'bian
地狱得道,di'yu'de'dao
地狱与极乐,di'yu'yu'ji'le
地藏菩萨,di'zang'pu'sa
地藏菩萨本愿经,di'zang'pu'sa'ben'yuan'jing
地藏菩萨发心因缘十王经,di'zang'pu'sa'fa'xin'yin'yuan'shi'wang'jing
地藏菩萨故事,di'zang'pu'sa'gu'shi
地藏菩萨礼赞歌,di'zang'pu'sa'li'zan'ge
地藏菩萨灵感歌,di'zang'pu'sa'ling'gan'ge
地藏菩萨陀罗尼,di'zang'pu'sa'tuo'luo'ni
地藏菩萨心咒,di'zang'pu'sa'xin'zhou
地藏十轮经,di'zang'shi'lun'jing
地藏王,di'zang'wang
地藏王菩薩超度心咒,di'zang'wang'pu'sa'chao'du'xin'zhou
颠倒,dian'dao
垫江县报恩寺,dian'jiang'xian'bao'en'si
垫江县太平寺念佛堂,dian'jiang'xian'tai'ping'si'nian'fo'tang
电脑佛典,dian'nao'fo'dian
滇释记,dian'shi'ji
殿堂,dian'tang
典座,dian'zuo
掉举,diao'ju
定,ding
定宾,ding'bin
定朝,ding'chao
定琛,ding'chen
丁福保,ding'fu'bao
定共戒,ding'gong'jie
定慧寺,ding'hui'si
顶礼,ding'li
定林寺,ding'lin'si
丁敏,ding'min
定散,ding'san
丁氏佛学丛书,ding'shi'fo'xue'cong'shu
定西,ding'xi
定业,ding'ye
定印,ding'yin
东禅院,dong'chan'yuan
东初,dong'chu
东大寺,dong'da'si
东方八佛,dong'fang'ba'fo
东方圣书,dong'fang'sheng'shu
东福寺,dong'fu'si
东国大学,dong'guo'da'xue
东国高僧传,dong'guo'gao'seng'chuan
东国僧尼录,dong'guo'seng'ni'lu
东海观音寺,dong'hai'guan'yin'si
东汉佛教,dong'han'fo'jiao
东鹤寺,dong'he'si
东晋佛教,dong'jin'fo'jiao
东净寺,dong'jing'si
东林十八高贤传,dong'lin'shi'ba'gao'xian'chuan
东林寺,dong'lin'si
东密,dong'mi
东明派,dong'ming'pai
东明寺,dong'ming'si
洞然明白,dong'ran'ming'bai
洞山良价,dong'shan'liang'jia
东山寺,dong'shan'si
洞山悟本大师语录,dong'shan'wu'ben'da'shi'yu'lu
洞山五位,dong'shan'wu'wei
洞上祖宪录,dong'shang'zu'xian'lu
东塔宗,dong'ta'zong
东洋大学,dong'yang'da'xue
兜跋毗沙门,dou'ba'pi'sha'men
都讲,dou'jiang
兜率天,dou'lv'tian
兜沙经,dou'sha'jing
笃补巴,du'bu'ba
度牒,du'die
毒鼓,du'gu
睹货逻国,du'huo'luo'guo
读经,du'jing
闍烂达罗国,du'lan'da'luo'guo
独乐寺,du'le'si
度门寺,du'men'si
度母赞,du'mu'zan
闍那崛多,du'na'jue'duo
度僧制度,du'seng'zhi'du
闍耶跋摩七世,du'ye'ba'mo'qi'shi
犊子部,du'zi'bu
断惑,duan'huo
端美三菩提,duan'mei'san'pu'ti
断灭论,duan'mie'lun
断末摩,duan'mo'mo
断俗寺,duan'su'si
断瘟咒,duan'wen'zhou
端正的难陀,duan'zheng'de'nan'tuo
兑律,dui'lv
对治离,dui'zhi'li
敦化正觉寺,dun'hua'zheng'jue'si
敦煌石窟,dun'huang'shi'ku
顿渐二教,dun'jian'er'jiao
顿悟,dun'wu
顿悟大乘正理决,dun'wu'da'cheng'zheng'li'jue
顿悟入道要门论,dun'wu'ru'dao'yao'men'lun
多宝佛,duo'bao'fo
多吃了六个饼,duo'chi'le'liu'ge'bing
朵尔杰,duo'er'jie
多捡一些,duo'jian'yi'xie
多杰觉拔,duo'jie'jue'ba
多揭罗香树,duo'jie'luo'xiang'shu
多伦寺,duo'lun'si
堕罗钵底国,duo'luo'bo'di'guo
多罗那他,duo'luo'na'ta
多罗那他佛教史,duo'luo'na'ta'fo'jiao'shi
多罗菩萨,duo'luo'pu'sa
多罗树,duo'luo'shu
多玛食子,duo'ma'shi'zi
多玛斯,duo'ma'si
多摩罗跋香树,duo'mo'luo'ba'xiang'shu
多念义,duo'nian'yi
多少重,duo'shao'zhong
多闻,duo'wen
多闻部,duo'wen'bu
朵依斯特普寺,duo'yi'si'te'pu'si
多子塔,duo'zi'ta
恶,e
恶叉聚,e'cha'ju
恶见,e'jian
莪阑婵院,e'lan'chan'yuan
峨眉山,e'mei'shan
阿弥陀佛,e'mi'tuo'fo
阿弥陀佛歌,e'mi'tuo'fo'ge
阿弥陀佛来接引,e'mi'tuo'fo'lai'jie'yin
阿弥陀佛颂,e'mi'tuo'fo'song
阿弥陀佛谢谢你,e'mi'tuo'fo'xie'xie'ni
阿弥陀佛心咒,e'mi'tuo'fo'xin'zhou
阿弥陀佛在心间,e'mi'tuo'fo'zai'xin'jian
恶念恶果,e'nian'e'guo
恶取空,e'qu'kong
恶人正机,e'ren'zheng'ji
恶酰掣呾逻国,e'xian'che'da'luo'guo
恶知识,e'zhi'shi
恶作,e'zuo
恩,en
二边,er'bian
二部僧授戒轨范,er'bu'seng'shou'jie'gui'fan
二乘,er'cheng
二乘作佛,er'cheng'zuo'fo
二重中道,er'chong'zhong'dao
耳璫,er'dang
二谛,er'di
二谛义,er'di'yi
耳根,er'gen
二根,er'gen
二河白道,er'he'bai'dao
二护,er'hu
二教,er'jiao
二教六理,er'jiao'liu'li
二教论,er'jiao'lun
二空,er'kong
二力,er'li
二取,er'qu
二入四行,er'ru'si'hang
二入四行论,er'ru'si'hang'lun
耳识,er'shi
二十八部众,er'shi'ba'bu'zhong
二十八宿,er'shi'ba'xiu
二十二根,er'shi'er'gen
二十二愚,er'shi'er'yu
二十犍度,er'shi'jian'du
二十四缘,er'shi'si'yuan
二十天,er'shi'tian
二十五谛,er'shi'wu'di
二十五方便,er'shi'wu'fang'bian
二十五神,er'shi'wu'shen
二十五有,er'shi'wu'you
二十五圆通,er'shi'wu'yuan'tong
二十五众,er'shi'wu'zhong
二十亿耳,er'shi'yi'er
二守护,er'shou'hu
二鼠啮藤,er'shu'nie'teng
二土,er'tu
二土弘经,er'tu'hong'jing
二形,er'xing
二因,er'yin
二隐谧禅师语录,er'yin'mi'chan'shi'yu'lu
二月堂,er'yue'tang
二障,er'zhang
二障义,er'zhang'yi
二智,er'zhi
二种生死,er'zhong'sheng'si
二祖山,er'zu'shan
二尊院,er'zun'yuan
法,fa
法宝,fa'bao
法藏,fa'cang
法藏部,fa'cang'bu
法藏和尚传,fa'cang'he'shang'chuan
法藏碎金录,fa'cang'sui'jin'lu
法差别相违因,fa'cha'bie'xiang'wei'yin
法常,fa'chang
法成,fa'cheng
法称,fa'cheng
法持,fa'chi
法冲,fa'chong
法处所摄色,fa'chu'suo'she'se
法尔自然,fa'er'zi'ran
法舫,fa'fang
法格崇拜,fa'ge'chong'bai
法恭,fa'gong
法鼓,fa'gu
法光寺,fa'guang'si
法果,fa'guo
法海寺,fa'hai'si
法护,fa'hu
法华经安乐行义,fa'hua'jing'an'le'xing'yi
法华经法,fa'hua'jing'fa
法华经论,fa'hua'jing'lun
法华经寺,fa'hua'jing'si
法华七喻,fa'hua'qi'yu
法华三昧,fa'hua'san'mei
法华三昧忏仪,fa'hua'san'mei'chan'yi
法华寺,fa'hua'si
法华文句,fa'hua'wen'ju
法华文句记,fa'hua'wen'ju'ji
法华秀句,fa'hua'xiu'ju
法华玄义,fa'hua'xuan'yi
法华玄义释签,fa'hua'xuan'yi'shi'qian
法华一揆,fa'hua'yi'kui
法华传记,fa'hua'zhuan'ji
法会,fa'hui
法集论,fa'ji'lun
法界,fa'jie
法界安立图,fa'jie'an'li'tu
法界次第初门,fa'jie'ci'di'chu'men
法界定印,fa'jie'ding'yin
法界观,fa'jie'guan
法界观门,fa'jie'guan'men
法界缘起,fa'jie'yuan'qi
法经,fa'jing
法具,fa'ju
法句经,fa'ju'jing
法腊,fa'la
伐腊毗国,fa'la'pi'guo
法朗,fa'lang
法砺,fa'li
法琳,fa'lin
法隆寺,fa'long'si
法轮,fa'lun
法螺,fa'luo
法门,fa'men
法门名义集,fa'men'ming'yi'ji
法门寺,fa'men'si
法名,fa'ming
发菩提心,fa'pu'ti'xin
法器,fa'qi
发趣论,fa'qu'lun
法全,fa'quan
法融,fa'rong
法如,fa'ru
法上,fa'shang
法上部,fa'shang'bu
法身,fa'shen
法身基金会,fa'shen'ji'jin'hui
法胜,fa'sheng
法盛,fa'sheng
发誓,fa'shi
法事赞,fa'shi'zan
法数,fa'shu
法顺,fa'shun
法泰,fa'tai
法堂,fa'tang
法体,fa'ti
法体恒有,fa'ti'heng'you
法天,fa'tian
法王,fa'wang
法王寺,fa'wang'si
法王舞,fa'wang'wu
法喜志,fa'xi'zhi
法显,fa'xian
法献,fa'xian
法相,fa'xiang
法相辞典,fa'xiang'ci'dian
法相宗,fa'xiang'zong
法性,fa'xing
法性生身,fa'xing'sheng'shen
法性土,fa'xing'tu
法性宗,fa'xing'zong
法演,fa'yan
法眼净,fa'yan'jing
法眼文益,fa'yan'wen'yi
法眼宗,fa'yan'zong
法要,fa'yao
法业,fa'ye
法衣,fa'yi
法勇,fa'yong
法语,fa'yu
法远,fa'yuan
法源寺,fa'yuan'si
法苑珠林,fa'yuan'zhu'lin
法月,fa'yue
法云,fa'yun
法云禅寺,fa'yun'chan'si
法云寺,fa'yun'si
法蕴足论,fa'yun'zu'lun
法照,fa'zhao
法真,fa'zhen
法执,fa'zhi
法智,fa'zhi
发智论,fa'zhi'lun
法住记,fa'zhu'ji
法住寺,fa'zhu'si
法住学会,fa'zhu'xue'hui
法住智,fa'zhu'zhi
法自相相违因,fa'zi'xiang'xiang'wei'yin
法尊,fa'zun
法座,fa'zuo
幡,fan
梵,fan
梵呗,fan'bai
梵唱大悲咒,fan'chang'da'bei'zhou
