爱恶相攻而吉凶生,ai'e'xiang'gong'er'ji'xiong'sheng
显比之吉,xian'bi'zhi'ji
显道神德行,xian'dao'shen'de'xing
险而健讼,xian'er'jian'song
险而止,xian'er'zhi
先否后喜,xian'fou'hou'xi
先庚三日,xian'geng'san'ri
咸卦终,xian'gua'zhong
先号啕而后笑,xian'hao'tao'er'hou'xiao
先甲三日,xian'jia'san'ri
咸临,xian'lin
咸临贞吉,xian'lin'zhen'ji
苋陆夬夬,xian'lu'jue'jue
先迷后得主,xian'mi'hou'de'zhu
先迷失道,xian'mi'shi'dao
弦木为弧,xian'mu'wei'hu
先难而后易,xian'nan'er'hou'yi
咸其腓,xian'qi'fei
咸其辅,xian'qi'fu
咸其股,xian'qi'gu
咸其脢,xian'qi'mei
咸其拇,xian'qi'mu
险且枕,xian'qie'zhen
贤人隐,xian'ren'yin
贤人在下而无辅,xian'ren'zai'xia'er'wu'fu
贤人在下位而无辅,xian'ren'zai'xia'wei'er'wu'fu
咸速也,xian'su'ye
先天下而天弗违,xian'tian'xia'er'tian'fu'wei
先王以建万国,xian'wang'yi'jian'wan'guo
先王以茂对时,xian'wang'yi'mao'dui'shi
先王以明罚敕法,xian'wang'yi'ming'fa'chi'fa
先王以省方,xian'wang'yi'sheng'fang
先王以享于帝立庙,xian'wang'yi'xiang'yu'di'li'miao
先王以至日闭关,xian'wang'yi'zhi'ri'bi'guan
先王以作乐崇德,xian'wang'yi'zuo'yue'chong'de
闲邪存其诚,xian'xie'cun'qi'cheng
陷也,xian'ye
险以动,xian'yi'dong
险以说,xian'yi'shuo
闲有家,xian'you'jia
险在前也,xian'zai'qian'ye
先张之弧,xian'zhang'zhi'hu
显诸仁,xian'zhu'ren
相承也,xiang'cheng'ye
像此者也,xiang'ci'zhe'ye
相见乎离,xiang'jian'hu'li
向明而治,xiang'ming'er'zhi
象其物宜,xiang'qi'wu'yi
象事知器,xiang'shi'zhi'qi
像也,xiang'ye
象也,xiang'ye
象也者,xiang'ye'zhe
象曰,xiang'yue
象在其中矣,xiang'zai'qi'zhong'yi
消不富也,xiao'bu'fu'ye
消不久也,xiao'bu'jiu'ye
小惩而大诫,xiao'cheng'er'da'jie
小畜,xiao'chu
小畜寡也,xiao'chu'gua'ye
小畜卦终,xiao'chu'gua'zhong
效此者也,xiao'ci'zhe'ye
小而辨於物,xiao'er'bian'yu'wu
效法之谓坤,xiao'fa'zhi'wei'kun
小过,xiao'guo
小过卦终,xiao'guo'gua'zhong
小过过也,xiao'guo'guo'ye
小亨,xiao'heng
小狐汔济,xiao'hu'qi'ji
小利有所往,xiao'li'you'suo'wang
小利贞,xiao'li'zhen
小吝,xiao'lin
小人剥庐,xiao'ren'bo'lu
小人不耻不仁,xiao'ren'bu'chi'bu'ren
小人长也,xiao'ren'chang'ye
小人道消也,xiao'ren'dao'xiao'ye
小人道也,xiao'ren'dao'ye
小人道忧也,xiao'ren'dao'you'ye
小人道长,xiao'ren'dao'zhang
小人而乘君子之器,xiao'ren'er'cheng'jun'zi'zhi'qi
小人否,xiao'ren'fou
小人否也,xiao'ren'fou'ye
小人弗克,xiao'ren'fu'ke
小人革面,xiao'ren'ge'mian
小人害也,xiao'ren'hai'ye
小人吉,xiao'ren'ji
小人退也,xiao'ren'tui'ye
小人无咎,xiao'ren'wu'jiu
小人勿用,xiao'ren'wu'yong
小人以小善为无益,xiao'ren'yi'xiao'shan'wei'wu'yi
小人用壮,xiao'ren'yong'zhuang
小人之道也,xiao'ren'zhi'dao'ye
小人之事也,xiao'ren'zhi'shi'ye
小事吉,xiao'shi'ji
效天下之动也,xiao'tian'xia'zhi'dong'ye
小往大来,xiao'wang'da'lai
笑言哑哑,xiao'yan'ya'ya
小有言,xiao'you'yan
小者过而亨也,xiao'zhe'guo'er'heng'ye
小者亨也,xiao'zhe'heng'ye
小贞吉,xiao'zhen'ji
小子厉,xiao'zi'li
小子之厉,xiao'zi'zhi'li
信及豚鱼也,xin'ji'tun'yu'ye
信如何也,xin'ru'he'ye
心未快也,xin'wei'kuai'ye
信也,xin'ye
信以发志也,xin'yi'fa'zhi'ye
信志也,xin'zhi'ye
行不顺也,xing'bu'shun'ye
行恻也,xing'ce'ye
行地无疆,xing'di'wu'jiang
形而上者谓之道,xing'er'shang'zhe'wei'zhi'dao
行而未成,xing'er'wei'cheng
形而下者谓之器,xing'er'xia'zhe'wei'zhi'qi
行发乎远,xing'fa'hu'yuan
形乃谓之器,xing'nai'wei'zhi'qi
行其庭,xing'qi'ting
行其庭不见其人,xing'qi'ting'bu'jian'qi'ren
性情也,xing'qing'ye
行人得牛,xing'ren'de'niu
行人之得,xing'ren'zhi'de
行失类也,xing'shi'lei'ye
行事也,xing'shi'ye
行未牵也,xing'wei'qian'ye
行未疑也,xing'wei'yi'ye
行险而不失其信,xing'xian'er'bu'shi'qi'xin
行险而顺,xing'xian'er'shun
行也,xing'ye
行矣哉,xing'yi'zai
行有嘉也,xing'you'jia'ye
行有尚,xing'you'shang
行有眚,xing'you'sheng
行中之谓也,xing'zhong'zhi'wei'ye
凶如何也,xiong'ru'he'ye
凶三岁也,xiong'san'sui'ye
兄兄,xiong'xiong
修辞立其诚,xiu'ci'li'qi'cheng
休否,xiu'fou
休复,xiu'fu
休复之吉,xiu'fu'zhi'ji
修井也,xiu'jing'ye
需不进也,xu'bu'jin'ye
序卦传,xu'gua'chuan
需卦终,xu'gua'zhong
须也,xu'ye
需有孚,xu'you'fu
盱豫,xu'yu
需于郊,xu'yu'jiao
需于酒食,xu'yu'jiu'shi
需于泥,xu'yu'ni
需于沙,xu'yu'sha
需于血,xu'yu'xue
盱豫有悔,xu'yu'you'hui
需者饮食之道也,xu'zhe'yin'shi'zhi'dao'ye
悬象著明莫在乎日月,xuan'xiang'zhu'ming'mo'zai'hu'ri'yue
血去惕出,xue'qu'ti'chu
巽东南也,xun'dong'nan'ye
巽而动,xun'er'dong
巽而耳目聪明,xun'er'er'mu'cong'ming
巽而顺,xun'er'shun
巽而说行,xun'er'shuo'xing
巽而止,xun'er'zhi
巽卦终,xun'gua'zhong
巽乎水而上水,xun'hu'shui'er'shang'shui
巽上兑下,xun'shang'dui'xia
巽上艮下,xun'shang'gen'xia
巽上坎下,xun'shang'kan'xia
巽上坤下,xun'shang'kun'xia
巽上离下,xun'shang'li'xia
巽上乾下,xun'shang'qian'xia
巽上巽下,xun'shang'xun'xia
巽上震下,xun'shang'zhen'xia
巽为风,xun'wei'feng
巽为股,xun'wei'gu
巽为鸡,xun'wei'ji
巽为木,xun'wei'mu
巽一索而得女,xun'yi'suo'er'de'nv
巽在牀下,xun'zai'chuang'xia
巽者入也,xun'zhe'ru'ye
驯致其道,xun'zhi'qi'dao
言不尽意,yan'bu'jin'yi
言乎变者也,yan'hu'bian'zhe'ye
言乎兑,yan'hu'dui
言乎其失得也,yan'hu'qi'shi'de'ye
言乎其小疵也,yan'hu'qi'xiao'ci'ye
言乎象也,yan'hu'xiang'ye
言天下之至动,yan'tian'xia'zhi'zhi'dong
言天下之至赜,yan'tian'xia'zhi'zhi'ze
言万物之洁齐也,yan'wan'wu'zhi'jie'qi'ye
言相克也,yan'xiang'ke'ye
言行,yan'xing
言行君子之枢机,yan'xing'jun'zi'zhi'shu'ji
言阴阳相薄也,yan'yin'yang'xiang'bo'ye
言有序,yan'you'xu
衍在中也,yan'zai'zhong'ye
言致一也,yan'zhi'yi'ye
阳卦多阴,yang'gua'duo'yin
阳卦奇,yang'gua'qi
阳气潜藏,yang'qi'qian'cang
养贤也,yang'xian'ye
仰以观於天文,yang'yi'guan'yu'tian'wen
阳一君而二民,yang'yi'jun'er'er'min
扬于王庭,yang'yu'wang'ting
阳在下也,yang'zai'xia'ye
仰则观象於天,yang'ze'guan'xiang'yu'tian
养正则吉也,yang'zheng'ze'ji'ye
爻彖以情言,yao'tuan'yi'qing'yan
爻象动乎内,yao'xiang'dong'hu'nei
爻也者,yao'ye'zhe
爻有等,yao'you'deng
爻在其中矣,yao'zai'qi'zhong'yi
爻者,yao'zhe
爻之辞也,yao'zhi'ci'ye
也各指其所之,ye'ge'zhi'qi'suo'zhi
曳其轮,ye'qi'lun
冶容诲淫,ye'rong'hui'yin
揲之以四以象四时,ye'zhi'yi'si'yi'xiang'si'shi
以辨义,yi'bian'yi
亦不处也,yi'bu'chu'ye
义不及宾也,yi'bu'ji'bin'ye
易不可见,yi'bu'ke'jian
义不食也,yi'bu'shi'ye
以卜筮者尚其占,yi'bu'shi'zhe'shang'qi'zhan
亦不知极也,yi'bu'zhi'ji'ye
亦不知节也,yi'bu'zhi'jie'ye
亦不自失也,yi'bu'zi'shi'ye
亦不足贵也,yi'bu'zu'gui'ye
亦不足敬也,yi'bu'zu'jing'ye
以察时变,yi'cha'shi'bian
意承考也,yi'cheng'kao'ye
以崇德也,yi'chong'de'ye
以畜其德,yi'chu'qi'de
以此毒天下,yi'ci'du'tian'xia
以从道也,yi'cong'dao'ye
以从贵也,yi'cong'gui'ye
以从上也,yi'cong'shang'ye
以从王事,yi'cong'wang'shi
易从则有功,yi'cong'ze'you'gong
以存身也,yi'cun'shen'ye
以大终也,yi'da'zhong'ye
以待暴客,yi'dai'bao'ke
以待风雨,yi'dai'feng'yu
宜待也,yi'dai'ye
议德行,yi'de'xing
以佃以渔,yi'dian'yi'yu
以定天下之吉凶,yi'ding'tian'xia'zhi'ji'xiong
以定天下之业,yi'ding'tian'xia'zhi'ye
益动而巽,yi'dong'er'xun
以动者尚其变,yi'dong'zhe'shang'qi'bian
以断其吉凶,yi'duan'qi'ji'xiong
以断天下之疑,yi'duan'tian'xia'zhi'yi
益而不已,yi'er'bu'yi
易而无备也,yi'er'wu'bei'ye
义弗乘也,yi'fu'cheng'ye
义弗克也,yi'fu'ke'ye
以刚中也,yi'gang'zhong'ye
以宫人宠,yi'gong'ren'chong
以寡怨,yi'gua'yuan
益卦终,yi'gua'zhong
颐卦终,yi'gua'zhong
以光大也,yi'guang'da'ye
以贵行也,yi'gui'hang'ye
以贵下贱,yi'gui'xia'jian
一寒一暑,yi'han'yi'shu
以和行,yi'he'xing
一阖一辟谓之变,yi'he'yi'pi'wei'zhi'bian
以亨行时中也,yi'heng'xing'shi'zhong'ye
以恒也,yi'heng'ye
以厚终也,yi'hou'zhong'ye
以化成天下,yi'hua'cheng'tian'xia
以济不通,yi'ji'bu'tong
以及万民,yi'ji'wan'min
易简,yi'jian
宜建侯而不宁,yi'jian'hou'er'bu'ning
以教天下,yi'jiao'tian'xia
以解悖也,yi'jie'bei'ye
易经,yi'jing
已亢也,yi'kang'ye
亦可丑也,yi'ke'chou'ye
亦可喜也,yi'ke'xi'ye
以类万物之情,yi'lei'wan'wu'zhi'qing
以利天下,yi'li'tian'xia
以旅与下,yi'lv'yu'xia
以旅在上,yi'lv'zai'shang
以蒙大难,yi'meng'da'nan
以灭下也,yi'mie'xia'ye
以明,yi'ming
以明失得之报,yi'ming'shi'de'zhi'bao
以木巽火,yi'mu'xun'huo
易逆数也,yi'ni'shu'ye
以配祖考,yi'pei'zu'kao
以辟咎也,yi'pi'jiu'ye
以杞包瓜,yi'qi'bao'gua
以其国君,yi'qi'guo'jun
以其邻,yi'qi'lin
易其心而后语,yi'qi'xin'er'hou'yu
以其夤,yi'qi'yin
易其至矣乎,yi'qi'zhi'yi'hu
易穷则变,yi'qiong'ze'bian
以求信也,yi'qiu'xin'ye
邑人不诫,yi'ren'bu'jie
一人行,yi'ren'xing
邑人灾也,yi'ren'zai'ye
邑人之灾,yi'ren'zhi'zai
宜日中,yi'ri'zhong
亿丧贝,yi'sang'bei
已上也,yi'shang'ye
以神明其德夫,yi'shen'ming'qi'de'fu
已事遄往,yi'shi'chuan'wang
以时发也,yi'shi'fa'ye
以讼受服,yi'song'shou'fu
以体天地之撰,yi'ti'tian'di'zhi'zhuan
以通神明之德,yi'tong'shen'ming'zhi'de
以往吝,yi'wang'lin
以为祭主也,yi'wei'ji'zhu'ye
亦未繘井,yi'wei'jue'jing
以威天下,yi'wei'tian'xia
以为质也,yi'wei'zhi'ye
义无咎也,yi'wu'jiu'ye
亿无丧,yi'wu'sang
易无思也,yi'wu'si'ye
以喜随人者,yi'xi'sui'ren'zhe
以下仁也,yi'xia'ren'ye
以兴利,yi'xing'li
以行其典礼,yi'xing'qi'dian'li
以行其礼,yi'xing'qi'li
以行权,yi'xing'quan
以修身也,yi'xiu'shen'ye
以言乎迩,yi'yan'hu'er
以言乎天地之间,yi'yan'hu'tian'di'zhi'jian
以言乎远,yi'yan'hu'yuan
以言者尚其辞,yi'yan'zhe'shang'qi'ci
颐养正也,yi'yang'zheng'ye
亦要存亡吉凶,yi'yao'cun'wang'ji'xiong
以一德,yi'yi'de
义以方外,yi'yi'fang'wai
易以贡,yi'yi'gong
亦以伤矣,yi'yi'shang'yi
易以知险,yi'yi'zhi'xian
以益志也,yi'yi'zhi'ye
一阴一阳之谓道,yi'yin'yi'yang'zhi'wei'dao
益用凶事,yi'yong'xiong'shi
易有圣人之道四焉,yi'you'sheng'ren'zhi'dao'si'yan
易有四象,yi'you'si'xiang
易有太极,yi'you'tai'ji
易与天地准,yi'yu'tian'di'zhun
以御天也,yi'yu'tian'ye
夷于左股,yi'yu'zuo'gu
以远害,yi'yuan'hai
劓刖,yi'yue
易曰,yi'yue
易则易知,yi'ze'yi'zhi
宜照天下也,yi'zhao'tian'xia'ye
夷者伤也,yi'zhe'shang'ye
易者使倾,yi'zhe'shi'qing
易者象也,yi'zhe'xiang'ye
颐者养也,yi'zhe'yang'ye
颐贞吉,yi'zhen'ji
以正邦也,yi'zheng'bang'ye
以正法也,yi'zheng'fa'ye
以正功也,yi'zheng'gong'ye
以正志也,yi'zheng'zhi'ye
以正中也,yi'zheng'zhong'ye
一致而百虑,yi'zhi'er'bai'lv
议之而后动,yi'zhi'er'hou'dong
义之和也,yi'zhi'he'ye
以制礼,yi'zhi'li
以制器者尚其象,yi'zhi'qi'zhe'shang'qi'xiang
颐之时义大矣哉,yi'zhi'shi'yi'da'yi'zai
易之为书也,yi'zhi'wei'shu'ye
易之兴也,yi'zhi'xing'ye
易之序也,yi'zhi'xu'ye
疑之也,yi'zhi'ye
益之用凶事,yi'zhi'yong'xiong'shi
以致用也,yi'zhi'yong'ye
以至於命,yi'zhi'yu'ming
以祉元吉,yi'zhi'yuan'ji
易知则有亲,yi'zhi'ze'you'qin
以中道也,yi'zhong'dao'ye
以中行也,yi'zhong'hang'ye
以终吉也,yi'zhong'ji'ye
以中节也,yi'zhong'jie'ye
以中也,yi'zhong'ye
颐中有物,yi'zhong'you'wu
以中正也,yi'zhong'zheng'ye
以中直也,yi'zhong'zhi'ye
以自知,yi'zi'zhi
以纵禽也,yi'zong'qin'ye
以左右民,yi'zuo'you'min
引兑,yin'dui
阴二君而一民,yin'er'jun'er'yi'min
引而伸之,yin'er'shen'zhi
隐而未见,yin'er'wei'jian
因贰以济民行,yin'er'yi'ji'min'xing
因而重之,yin'er'zhong'zhi
阴卦多阳,yin'gua'duo'yang
阴卦耦,yin'gua'ou
引吉,yin'ji
引吉无咎,yin'ji'wu'jiu
殷荐之上帝,yin'jian'zhi'shang'di
饮酒濡首,yin'jiu'ru'shou
因其时而惕,yin'qi'shi'er'ti
饮食必有讼,yin'shi'bi'you'song
饮食衎衎,yin'shi'kan'kan
阴始凝也,yin'shi'ning'ye
阴虽有美,yin'sui'you'mei
阴阳不测之谓神,yin'yang'bu'ce'zhi'wei'shen
阴阳合德,yin'yang'he'de
阴疑於阳,yin'yi'yu'yang
引重致远,yin'zhong'zhi'yuan
盈不可久也,ying'bu'ke'jiu'ye
应地无疆,ying'di'wu'jiang
应乎天而时行,ying'hu'tian'er'shi'xing
应乎天也,ying'hu'tian'ye
盈天地之间者,ying'tian'di'zhi'jian'zhe
用大牲吉,yong'da'sheng'ji
用冯河,yong'feng'he
用缶,yong'fou
用过乎俭,yong'guo'hu'jian
用晦而明,yong'hui'er'ming
用徽纆,yong'hui'mo
用见大人,yong'jian'da'ren
用九,yong'jiu
用六,yong'liu
用六永贞,yong'liu'yong'zhen
用涉大川,yong'she'da'chuan
用史巫纷若,yong'shi'wu'fen'ruo
用说桎梏,yong'shuo'zhi'gu
用行师,yong'xing'shi
庸行之谨,yong'xing'zhi'jin
庸言之信,yong'yan'zhi'xin
用誉,yong'yu
永贞吉,yong'zhen'ji
永贞之吉,yong'zhen'zhi'ji
用拯马壮,yong'zheng'ma'zhuang
由辩之不早辩也,you'bian'zhi'bu'zao'bian'ye
幽不明也,you'bu'ming'ye
有不速之客三人来,you'bu'su'zhi'ke'san'ren'lai
有大而能谦,you'da'er'neng'qian
有大者不可以盈,you'da'zhe'bu'ke'yi'ying
有待而行也,you'dai'er'xing'ye
有地道焉,you'di'dao'yan
有飞鸟遗之音,you'fei'niao'wei'zhi'yin
有飞鸟之象焉,you'fei'niao'zhi'xiang'yan
有孚,you'fu
有孚比之,you'fu'bi'zhi
有孚不终,you'fu'bu'zhong
有孚发若,you'fu'fa'ruo
有夫妇,you'fu'fu
有孚改命,you'fu'gai'ming
有孚惠我德,you'fu'hui'wo'de
有孚惠心,you'fu'hui'xin
有孚挛如,you'fu'luan'ru
有孚失是,you'fu'shi'shi
有孚惕出,you'fu'ti'chu
有孚威如,you'fu'wei'ru
有孚无吉,you'fu'wu'ji
有孚盈缶,you'fu'ying'fou
有孚颙若,you'fu'yong'ruo
有孚于小人,you'fu'yu'xiao'ren
有孚于饮酒,you'fu'yu'yin'jiu
有孚在道,you'fu'zai'dao
有孚中行,you'fu'zhong'hang
有父子然后有君臣,you'fu'zi'ran'hou'you'jun'chen
有功而不德,you'gong'er'bu'de
有功也,you'gong'ye
有功则可大,you'gong'ze'ke'da
有过物者,you'guo'wu'zhe
有过则改,you'guo'ze'gai
又何之矣,you'he'zhi'yi
有悔,you'hui
有悔吉,you'hui'ji
忧悔吝者,you'hui'lin'zhe
游魂为变,you'hun'wei'bian
有疾惫也,you'ji'bei'ye
有疾厉,you'ji'li
有嘉折首,you'jia'zhe'shou
有君臣,you'jun'chen
有厉,you'li
有厉利已,you'li'li'yi
有命无咎,you'ming'wu'jiu
又明於忧患与故,you'ming'yu'you'huan'yu'gu
有男女,you'nan'nv
有其信者,you'qi'xin'zhe
有其治者也,you'qi'zhi'zhe'ye
有亲则可久,you'qin'ze'ke'jiu
有庆也,you'qing'ye
有庆誉,you'qing'yu
有人道焉,you'ren'dao'yan
幽人贞吉,you'ren'zhen'ji
有上下,you'shang'xia
有事,you'shi
有事而后可大,you'shi'er'hou'ke'da
又谁咎也,you'shui'jiu'ye
有所疑也,you'suo'yi'ye
有他不燕,you'ta'bu'yan
有他吉也,you'ta'ji'ye
有它吝,you'ta'lin
有天道焉,you'tian'dao'yan
有天地,you'tian'di
有万物,you'wan'wu
犹未离其类也,you'wei'li'qi'lei'ye
有无妄然后可畜,you'wu'wang'ran'hou'ke'chu
有喜也,you'xi'ye
有凶,you'xiong
有言,you'yan
有言不信,you'yan'bu'xin
由颐,you'yi
由颐厉吉,you'yi'li'ji
又以尚贤也,you'yi'shang'xian'ye
有攸往,you'you'wang
有攸往夙吉,you'you'wang'su'ji
由豫,you'yu
有与也,you'yu'ye
忧虞之象也,you'yu'zhi'xiang'ye
有陨自天,you'yun'zi'tian
有灾眚,you'zai'sheng
幽赞神明而生蓍,you'zan'shen'ming'er'sheng'shi
忧则违之,you'ze'wei'zhi
佑者助也,you'zhe'zhu'ye
有终,you'zhong
有终吉,you'zhong'ji
有子,you'zi
渝安贞,yu'an'zhen
豫必有随,yu'bi'you'sui
语成器而动者也,yu'cheng'qi'er'dong'zhe'ye
与地之宜,yu'di'zhi'yi
遇毒,yu'du
裕父之蛊,yu'fu'zhi'gu
遇刚也,yu'gang'ye
于高墉之上,yu'gao'yong'zhi'shang
豫卦终,yu'gua'zhong
与鬼神合其吉凶,yu'gui'shen'he'qi'ji'xiong
虞吉,yu'ji
於稽其类,yu'ji'qi'lei
欲及时也,yu'ji'shi'ye
于臲卼,yu'nie'wu
遇其妣,yu'qi'bi
遇其臣,yu'qi'chen
于其邻,yu'qi'lin
遇其配主,yu'qi'pei'zhu
于其王母,yu'qi'wang'mu
遇其夷主,yu'qi'yi'zhu
于丘颐,yu'qiu'yi
与人同者,yu'ren'tong'zhe
与日月合其明,yu'ri'yue'he'qi'ming
与上兴也,yu'shang'xing'ye
於是始作八卦,yu'shi'shi'zuo'ba'gua
与时消息,yu'shi'xiao'xi
与时偕极,yu'shi'xie'ji
与时偕行,yu'shi'xie'xing
与时行也,yu'shi'xing'ye
于食有福,yu'shi'you'fu
舆说辐,yu'shuo'fu
与四时合其序,yu'si'shi'he'qi'xu
与天地合其德,yu'tian'di'he'qi'de
与天地相似,yu'tian'di'xiang'si
育万物,yu'wan'wu
裕无咎,yu'wu'jiu
玉铉在上,yu'xuan'zai'shang
遇也,yu'ye
语以其功下人者也,yu'yi'qi'gong'xia'ren'zhe'ye
雨以润之,yu'yi'run'zhi
遇雨之吉,yu'yu'zhi'ji
遇元夫,yu'yuan'fu
豫之时义大矣哉,yu'zhi'shi'yi'da'yi'zai
遇主于巷,yu'zhu'yu'xiang
圆而神,yuan'er'shen
远害也,yuan'hai'ye
元亨,yuan'heng
元亨利贞,yuan'heng'li'zhen
元吉,yuan'ji
元吉无咎,yuan'ji'wu'jiu
元吉在上,yuan'ji'zai'shang
远近相取而悔吝生,yuan'jin'xiang'qu'er'hui'lin'sheng
远民也,yuan'min'ye
远取诸物,yuan'qu'zhu'wu
原始反终,yuan'shi'fan'zhong
原始要终,yuan'shi'yao'zhong
原筮元永贞,yuan'shi'yuan'yong'zhen
元永贞,yuan'yong'zhen
元者,yuan'zhe
曰大有,yue'da'you
曰动悔,yue'dong'hui
曰革,yue'ge
月几望,yue'ji'wang
曰仁与义,yue'ren'yu'yi
曰柔与刚,yue'rou'yu'gang
曰噬嗑,yue'shi'ke
曰同人,yue'tong'ren
月往则日来,yue'wang'ze'ri'lai
曰闲舆卫,yue'xian'yu'wei
曰小畜,yue'xiao'chu
曰阴与阳,yue'yin'yu'yang
月盈则食,yue'ying'ze'shi
云从龙,yun'cong'long
云上於天,yun'shang'yu'tian
允升,yun'sheng
允升大吉,yun'sheng'da'ji
云行雨施,yun'xing'yu'shi
杂而不厌,za'er'bu'yan
杂而不越,za'er'bu'yue
杂卦传,za'gua'chuan
在地成形,zai'di'cheng'xing
载鬼一车,zai'gui'yi'che
再三渎,zai'san'du
在师中,zai'shi'zhong
在师中吉,zai'shi'zhong'ji
在天成象,zai'tian'cheng'xiang
在下位而不忧,zai'xia'wei'er'bu'you
灾在外也,zai'zai'wai'ye
在中馈,zai'zhong'kui
葬之中野,zang'zhi'zhong'ye
躁人之辞多,zao'ren'zhi'ci'duo
燥万物者,zao'wan'wu'zhe
则备矣,ze'bei'yi
则不疑其所行也,ze'bu'yi'qi'suo'xing'ye
则不御,ze'bu'yu
则大耋之嗟,ze'da'die'zhi'jie
则得其友,ze'de'qi'you
泽地萃,ze'di'cui
泽动而下,ze'dong'er'xia
则非其中爻不备,ze'fei'qi'zhong'yao'bu'bei
泽风大过,ze'feng'da'guo
则各从其类也,ze'ge'cong'qi'lei'ye
则害成,ze'hai'cheng
泽火革,ze'huo'ge
则嗟若,ze'jie'ruo
则尽矣,ze'jin'yi
则静而正,ze'jing'er'zheng
则居可知矣,ze'ju'ke'zhi'yi
则困而反则也,ze'kun'er'fan'ze'ye
泽雷随,ze'lei'sui
则利有攸往,ze'li'you'you'wang
泽灭木,ze'mie'mu
则民不应也,ze'min'bu'ying'ye
则民不与也,ze'min'bu'yu'ye
则乾坤或几乎息矣,ze'qian'kun'huo'ji'hu'xi'yi
泽山咸,ze'shan'xian
泽上有地,ze'shang'you'di
泽上有风,ze'shang'you'feng
泽上有雷,ze'shang'you'lei
泽上有水,ze'shang'you'shui
泽上於地,ze'shang'yu'di
泽上于天,ze'shang'yu'tian
则伤之者至矣,ze'shang'zhi'zhe'zhi'yi
则失臣,ze'shi'chen
则失身,ze'shi'shen
则是天地不交,ze'shi'tian'di'bu'jiao
则是天地交,ze'shi'tian'di'jiao
泽水困,ze'shui'kun
则思过半矣,ze'si'guo'ban'yi
则损一人,ze'sun'yi'ren
泽天夬,ze'tian'jue
泽无水,ze'wu'shui
则无以见易,ze'wu'yi'jian'yi
则刑罚清而民服,ze'xing'fa'qing'er'min'fu
则言语以为阶,ze'yan'yu'yi'wei'jie
泽中有火,ze'zhong'you'huo
泽中有雷,ze'zhong'you'lei
战乎乾,zhan'hu'qian
战龙於野,zhan'long'yu'ye
占事未来,zhan'shi'wei'lai
丈人,zhang'ren
彰往而察来,zhang'wang'er'cha'lai
长子帅师,zhang'zi'shuai'shi
照四国也,zhao'si'guo'ye
折其右肱,zhe'qi'you'gong
震不于其躬,zhen'bu'yu'qi'gong
贞大人吉,zhen'da'ren'ji
震东方也,zhen'dong'fang'ye
贞夫一者也,zhen'fu'yi'zhe'ye
贞固,zhen'gu
震卦终,zhen'gua'zhong
贞观者也,zhen'guan'zhe'ye
振恒,zhen'heng
振恒在上,zhen'heng'zai'shang
贞吉,zhen'ji
贞疾,zhen'ji
贞吉亨,zhen'ji'heng
贞吉悔亡,zhen'ji'hui'wang
贞吉升阶,zhen'ji'sheng'jie
震惊百里,zhen'jing'bai'li
震来厉,zhen'lai'li
震来虩虩,zhen'lai'xi'xi
贞厉,zhen'li
贞厉无咎,zhen'li'wu'jiu
贞吝,zhen'lin
贞明者也,zhen'ming'zhe'ye
震起也,zhen'qi'ye
震上兑下,zhen'shang'dui'xia
震上艮下,zhen'shang'gen'xia
震上坎下,zhen'shang'kan'xia
震上坤下,zhen'shang'kun'xia
震上离下,zhen'shang'li'xia
震上乾下,zhen'shang'qian'xia
震上巽下,zhen'shang'xun'xia
震上震下,zhen'shang'zhen'xia
贞胜者也,zhen'sheng'zhe'ye
震苏苏,zhen'su'su
震遂泥,zhen'sui'ni
震索索,zhen'suo'suo
震往来厉,zhen'wang'lai'li
震为雷,zhen'wei'lei
震为龙,zhen'wei'long
震为足,zhen'wei'zu
震无咎者,zhen'wu'jiu'zhe
震行无眚,zhen'xing'wu'sheng
贞凶,zhen'xiong
震一索而得男,zhen'yi'suo'er'de'nan
震用伐鬼方,zhen'yong'fa'gui'fang
贞者,zhen'zhe
震者动也,zhen'zhe'dong'ye
贞正也,zhen'zheng'ye
正北方之卦也,zheng'bei'fang'zhi'gua'ye
征不服也,zheng'bu'fu'ye
正大而天地之情可见矣,zheng'da'er'tian'di'zhi'qing'ke'jian'yi
正乎凶也,zheng'hu'xiong'ye
征吉,zheng'ji
正家而天下定矣,zheng'jia'er'tian'xia'ding'yi
正位居体,zheng'wei'ju'ti
正位也,zheng'wei'ye
征凶,zheng'xiong
征邑国,zheng'yi'guo
征邑国也,zheng'yi'guo'ye
知变化之道者,zhi'bian'hua'zhi'dao'zhe
志不舍命也,zhi'bu'she'ming'ye
知崇礼卑,zhi'chong'li'bei
知存而不知亡,zhi'cun'er'bu'zhi'wang
志大行也,zhi'da'xing'ye
知得而不知丧,zhi'de'er'bu'zhi'sang
治而不忘乱,zhi'er'bu'wang'luan
止而丽乎明,zhi'er'li'hu'ming
止而说,zhi'er'shuo
止而巽,zhi'er'xun
制而用之,zhi'er'yong'zhi
志刚也,zhi'gang'ye
雉膏不食,zhi'gao'bu'shi
致恭以存其位者也,zhi'gong'yi'cun'qi'wei'zhe'ye
知光大也,zhi'guang'da'ye
只既平,zhi'ji'ping
至坚冰也,zhi'jian'bing'ye
知进而不知退,zhi'jin'er'bu'zhi'tui
知进退存亡,zhi'jin'tui'cun'wang
至静而德方,zhi'jing'er'de'fang
志可则也,zhi'ke'ze'ye
致寇至,zhi'kou'zhi
