阿鼻,a'bi
闻法,wen'fa
闻法难,wen'fa'nan
闻慧,wen'hui
文殊,wen'shu
文殊三昧,wen'shu'san'mei
文殊师利,wen'shu'shi'li
闻思修,wen'si'xiu
文字般若,wen'zi'bo're
我,wo
我爱,wo'ai
我痴,wo'chi
我见,wo'jian
我空,wo'kong
我空真如,wo'kong'zhen'ru
我论,wo'lun
我慢,wo'man
我慢定,wo'man'ding
我人,wo'ren
我人四相,wo'ren'si'xiang
我所,wo'suo
我相,wo'xiang
我语取,wo'yu'qu
我执,wo'zhi
我执习气,wo'zhi'xi'qi
无碍,wu'ai
无碍光如来,wu'ai'guang'ru'lai
无碍解,wu'ai'jie
无碍智,wu'ai'zhi
五八识,wu'ba'shi
五百戒,wu'bai'jie
无比法,wu'bi'fa
五比丘,wu'bi'qiu
无表色,wu'biao'se
五部,wu'bu
五部禅经,wu'bu'chan'jing
五部大乘经,wu'bu'da'cheng'jing
五部大论,wu'bu'da'lun
五部灌顶,wu'bu'guan'ding
五部律,wu'bu'lv
五部秘经,wu'bu'mi'jing
无财鬼,wu'cai'gui
无惭,wu'can
无常,wu'chang
无常依,wu'chang'yi
五尘,wu'chen
五乘,wu'cheng
无称光佛,wu'cheng'guang'fo
五乘齐入,wu'cheng'qi'ru
无痴,wu'chi
五处供养,wu'chu'gong'yang
五大,wu'da
五大龙王,wu'da'long'wang
五大使者,wu'da'shi'zhe
无倒,wu'dao
无等,wu'deng
无等等乘,wu'deng'deng'cheng
无等等咒,wu'deng'deng'zhou
五钝使,wu'dun'shi
五恶,wu'e
五恶趣,wu'e'qu
五法,wu'fa
无法相,wu'fa'xiang
五法藏,wu'fa'zang
无烦天,wu'fan'tian
五分法身,wu'fen'fa'shen
五分法身香,wu'fen'fa'shen'xiang
无佛世界,wu'fo'shi'jie
五盖,wu'gai
五根,wu'gen
五根本,wu'gen'ben
无垢地,wu'gou'di
无垢识,wu'gou'shi
无垢衣,wu'gou'yi
五观,wu'guan
五过,wu'guo
五悔,wu'hui
五荤,wu'hun
五惑,wu'huo
无记,wu'ji
无记法,wu'ji'fa
无记空,wu'ji'kong
污家,wu'jia
五见,wu'jian
无减,wu'jian
无间,wu'jian
无间地狱,wu'jian'di'yu
五坚固,wu'jian'gu
无间修,wu'jian'xiu
无间业,wu'jian'ye
五教,wu'jiao
五教十宗,wu'jiao'shi'zong
五戒,wu'jie
五结,wu'jie
五戒二十五神,wu'jie'er'shi'wu'shen
五戒法,wu'jie'fa
无尽,wu'jin
无尽藏,wu'jin'cang
无尽灯,wu'jin'deng
无尽法界,wu'jin'fa'jie
无尽慧,wu'jin'hui
无尽缘起,wu'jin'yuan'qi
五境,wu'jing
五净居天,wu'jing'ju'tian
五净肉,wu'jing'rou
无酒神,wu'jiu'shen
五俱意识,wu'ju'yi'shi
五具足,wu'ju'zu
五觉,wu'jue
五苦,wu'ku
无愧,wu'kui
五乐,wu'le
五类法身,wu'lei'fa'shen
五类天,wu'lei'tian
五力,wu'li
五利使,wu'li'shi
无量,wu'liang
无量光佛,wu'liang'guang'fo
无量慧,wu'liang'hui
无量劫,wu'liang'jie
无量觉,wu'liang'jue
无量寿,wu'liang'shou
无量寿佛,wu'liang'shou'fo
无量寿如来,wu'liang'shou'ru'lai
无量义,wu'liang'yi
无漏,wu'lou
无漏道,wu'lou'dao
无漏法,wu'lou'fa
无漏果,wu'lou'guo
无漏后身,wu'lou'hou'shen
无漏慧,wu'lou'hui
无漏界,wu'lou'jie
无漏通,wu'lou'tong
无漏因,wu'lou'yin
无漏智,wu'lou'zhi
五轮,wu'lun
五轮际,wu'lun'ji
五没,wu'mei
无没识,wu'mei'shi
无门宗,wu'men'zong
五明,wu'ming
无明,wu'ming
无明父,wu'ming'fu
无明惑,wu'ming'huo
无明漏,wu'ming'lou
无明使,wu'ming'shi
五那含天,wu'na'han'tian
五逆,wu'ni
五逆罪,wu'ni'zui
无念,wu'nian
五念门,wu'nian'men
五篇,wu'pian
五品,wu'pin
五悭,wu'qian
无情,wu'qing
五趣,wu'qu
五趣地,wu'qu'di
无去无来,wu'qu'wu'lai
五趣杂居地,wu'qu'za'ju'di
污染,wu'ran
无热天,wu're'tian
五忍,wu'ren
悟入,wu'ru
无色界,wu'se'jie
无色有,wu'se'you
无上惭愧衣,wu'shang'can'kui'yi
无上乘,wu'shang'cheng
无上道,wu'shang'dao
无上法,wu'shang'fa
无上法轮,wu'shang'fa'lun
无上法王,wu'shang'fa'wang
无上觉,wu'shang'jue
无上轮,wu'shang'lun
无上妙觉,wu'shang'miao'jue
无上涅槃,wu'shang'nie'pan
无上菩提,wu'shang'pu'ti
无上忍,wu'shang'ren
无上上,wu'shang'shang
无上士,wu'shang'shi
无上正遍道,wu'shang'zheng'bian'dao
无上正遍知,wu'shang'zheng'bian'zhi
无上正等觉,wu'shang'zheng'deng'jue
无上正等菩提,wu'shang'zheng'deng'pu'ti
无上正等正觉,wu'shang'zheng'deng'zheng'jue
无上正觉,wu'shang'zheng'jue
五神通,wu'shen'tong
无生,wu'sheng
无生法,wu'sheng'fa
无生法忍,wu'sheng'fa'ren
无生法性,wu'sheng'fa'xing
无生忍,wu'sheng'ren
无生智,wu'sheng'zhi
无生之生,wu'sheng'zhi'sheng
五识,wu'shi
五食,wu'shi
无始,wu'shi
五时八教,wu'shi'ba'jiao
五十八戒,wu'shi'ba'jie
五十二位,wu'shi'er'wei
无始空,wu'shi'kong
无始生死,wu'shi'sheng'si
五时说法,wu'shi'shuo'fa
无始无明,wu'shi'wu'ming
五十一位,wu'shi'yi'wei
无师智,wu'shi'zhi
无师之智,wu'shi'zhi'zhi
五受,wu'shou
五衰,wu'shuai
无所得,wu'suo'de
五所依土,wu'suo'yi'tu
无所有,wu'suo'you
无所住而生其心,wu'suo'zhu'er'sheng'qi'xin
五台山,wu'tai'shan
无贪,wu'tan
五停心观,wu'ting'xin'guan
五通,wu'tong
五位,wu'wei
五味,wu'wei
无为,wu'wei
无畏,wu'wei
五位百法,wu'wei'bai'fa
五味禅,wu'wei'chan
无为法,wu'wei'fa
无为法身,wu'wei'fa'shen
无为空,wu'wei'kong
无为涅槃界,wu'wei'nie'pan'jie
无为舍,wu'wei'she
无为生死,wu'wei'sheng'si
无畏施,wu'wei'shi
无问自说,wu'wen'zi'shuo
无我,wu'wo
无我观,wu'wo'guan
无我想,wu'wo'xiang
无我印,wu'wo'yin
五五百年,wu'wu'bai'nian
五无间,wu'wu'jian
无相,wu'xiang
无想报,wu'xiang'bao
五相成身,wu'xiang'cheng'shen
无相大乘,wu'xiang'da'cheng
无想定,wu'xiang'ding
无相观,wu'xiang'guan
无想果,wu'xiang'guo
无相教,wu'xiang'jiao
无想界,wu'xiang'jie
无相解脱门,wu'xiang'jie'tuo'men
无相空教,wu'xiang'kong'jiao
无相菩提,wu'xiang'pu'ti
无相三昧,wu'xiang'san'mei
无想天,wu'xiang'tian
无想天难,wu'xiang'tian'nan
无相宗,wu'xiang'zong
五辛,wu'xin
五性,wu'xing
五行,wu'xing
无学,wu'xue
无学果,wu'xue'guo
无寻无伺,wu'xun'wu'si
五眼,wu'yan
五衍,wu'yan
无央数劫,wu'yang'shu'jie
五业,wu'ye
五翳,wu'yi
无异想,wu'yi'xiang
无义语,wu'yi'yu
五阴,wu'yin
五阴魔,wu'yin'mo
五阴盛苦,wu'yin'sheng'ku
五阴世间,wu'yin'shi'jian
无忧王,wu'you'wang
五欲,wu'yu
无余,wu'yu
无余涅槃,wu'yu'nie'pan
无余修,wu'yu'xiu
无余依,wu'yu'yi
无缘,wu'yuan
无缘慈悲,wu'yuan'ci'bei
无缘大慈,wu'yuan'da'ci
无缘法界,wu'yuan'fa'jie
五蕴,wu'yun
五蕴非有,wu'yun'fei'you
五蕴皆空,wu'yun'jie'kong
五葬,wu'zang
五障,wu'zhang
无遮,wu'zhe
无遮会,wu'zhe'hui
无诤,wu'zheng
五正行,wu'zheng'hang
无诤三昧,wu'zheng'san'mei
五众,wu'zhong
五种比量,wu'zhong'bi'liang
五种布施,wu'zhong'bu'shi
五种不退,wu'zhong'bu'tui
五种不应施,wu'zhong'bu'ying'shi
五种禅,wu'zhong'chan
五种法身,wu'zhong'fa'shen
五种法师,wu'zhong'fa'shi
五种供养,wu'zhong'gong'yang
五种净食,wu'zhong'jing'shi
五种衲衣,wu'zhong'na'yi
五种念诵,wu'zhong'nian'song
五种散乱,wu'zhong'san'luan
五种甚深,wu'zhong'shen'shen
五种说人,wu'zhong'shuo'ren
五重唯识,wu'zhong'wei'shi
五种问难,wu'zhong'wen'nan
五种邪命,wu'zhong'xie'ming
五种增上缘,wu'zhong'zeng'shang'yuan
无住,wu'zhu
无著,wu'zhu
无住处涅槃,wu'zhu'chu'nie'pan
无著果,wu'zhu'guo
无住涅槃,wu'zhu'nie'pan
无住心,wu'zhu'xin
无著行,wu'zhu'xing
五浊,wu'zhuo
五浊增时,wu'zhuo'zeng'shi
无自性,wu'zi'xing
五宗,wu'zong
五祖,wu'zu
无作,wu'zuo
无作戒体,wu'zuo'jie'ti
无作解脱门,wu'zuo'jie'tuo'men
无作三昧,wu'zuo'san'mei
息慈,xi'ci
悉达多,xi'da'duo
悉地,xi'di
希法,xi'fa
西方净土,xi'fang'jing'tu
西方同居土,xi'fang'tong'ju'tu
系缚,xi'fu
细滑欲,xi'hua'yu
喜见城,xi'jian'cheng
喜见天,xi'jian'tian
喜乐,xi'le
戏论,xi'lun
西牛货洲,xi'niu'huo'zhou
习气,xi'qi
细色,xi'se
喜舍,xi'she
喜受,xi'shou
西天,xi'tian
习性,xi'xing
锡杖,xi'zhang
习种性,xi'zhong'xing
夏安居,xia'an'ju
下乘,xia'cheng
下地,xia'di
下方,xia'fang
下根,xia'gen
夏竟,xia'jing
夏腊,xia'la
夏末,xia'mo
夏中,xia'zhong
夏坐,xia'zuo
现成,xian'cheng
现当,xian'dang
显教,xian'jiao
现劫,xian'jie
贤劫,xian'jie
贤劫千佛,xian'jie'qian'fo
现量,xian'liang
显密,xian'mi
现前,xian'qian
现前地,xian'qian'di
现前授记,xian'qian'shou'ji
贤人,xian'ren
显色,xian'se
现身说法,xian'shen'shuo'fa
现生,xian'sheng
贤圣,xian'sheng
显示,xian'shi
显识,xian'shi
现世,xian'shi
现识,xian'shi
贤首,xian'shou
贤首宗,xian'shou'zong
现行,xian'xing
现行法,xian'xing'fa
现在世,xian'zai'shi
现在五果,xian'zai'wu'guo
显正,xian'zheng
现证,xian'zheng
贤胄部,xian'zhou'bu
显宗,xian'zong
相大,xiang'da
相待,xiang'dai
相待假,xiang'dai'jia
相待有,xiang'dai'you
想颠倒,xiang'dian'dao
像法,xiang'fa
相分,xiang'fen
相缚,xiang'fu
降伏,xiang'fu
降伏法,xiang'fu'fa
降伏坐,xiang'fu'zuo
相好,xiang'hao
相即,xiang'ji
像教,xiang'jiao
相空,xiang'kong
相空观,xiang'kong'guan
相空教,xiang'kong'jiao
像末,xiang'mo
降魔,xiang'mo
降魔相,xiang'mo'xiang
降魔坐,xiang'mo'zuo
香入,xiang'ru
香刹,xiang'sha
想受灭无为,xiang'shou'mie'wu'wei
香水海,xiang'shui'hai
相续心,xiang'xu'xin
相应,xiang'ying
相应法,xiang'ying'fa
相应心,xiang'ying'xin
相应宗,xiang'ying'zong
想蕴,xiang'yun
相宗,xiang'zong
小乘,xiao'cheng
小乘法,xiao'cheng'fa
小乘戒,xiao'cheng'jie
小乘经,xiao'cheng'jing
小乘涅槃与大乘涅槃,xiao'cheng'nie'pan'yu'da'cheng'nie'pan
小乘三藏,xiao'cheng'san'zang
小烦恼地法,xiao'fan'nao'de'fa
小根,xiao'gen
小机,xiao'ji
小劫,xiao'jie
小三灾,xiao'san'zai
小随烦恼,xiao'sui'fan'nao
懈怠,xie'dai
邪观,xie'guan
邪见,xie'jian
邪见使,xie'jian'shi
邪见网,xie'jian'wang
懈慢界,xie'man'jie
邪命,xie'ming
邪命说法,xie'ming'shuo'fa
邪魔外道,xie'mo'wai'dao
邪扇,xie'shan
胁侍,xie'shi
胁士,xie'shi
邪外,xie'wai
邪性定聚,xie'xing'ding'ju
邪淫,xie'yin
邪执,xie'zhi
邪宗,xie'zong
胁尊者,xie'zun'zhe
心,xin
心冰,xin'bing
心波,xin'bo
信不退,xin'bu'tui
心乘,xin'cheng
信成就,xin'cheng'jiu
心灯,xin'deng
心地,xin'di
心法,xin'fa
心法身,xin'fa'shen
新发意,xin'fa'yi
新发意菩萨,xin'fa'yi'pu'sa
心佛,xin'fo
心佛及众生是三无差别,xin'fo'ji'zhong'sheng'shi'san'wu'cha'bie
心缚,xin'fu
心垢,xin'gou
心观,xin'guan
心光,xin'guang
信慧,xin'hui
心即是佛,xin'ji'shi'fo
信解,xin'jie
心戒,xin'jie
心解脱,xin'jie'tuo
信解行证,xin'jie'xing'zheng
心经,xin'jing
新旧两译,xin'jiu'liang'yi
信乐,xin'le
信力,xin'li
心量,xin'liang
心马,xin'ma
信女,xin'nv
心生灭门,xin'sheng'mie'men
信士,xin'shi
心师,xin'shi
心识,xin'shi
信受奉行,xin'shou'feng'xing
新岁,xin'sui
心所,xin'suo
心所有法,xin'suo'you'fa
心通,xin'tong
信外轻毛,xin'wai'qing'mao
心王,xin'wang
信位菩萨,xin'wei'pu'sa
信向,xin'xiang
心相,xin'xiang
心香,xin'xiang
心相应行,xin'xiang'ying'xing
信心,xin'xin
心心,xin'xin
心心数,xin'xin'shu
心性,xin'xing
心行,xin'xing
心性三千,xin'xing'san'qian
新学菩萨,xin'xue'pu'sa
心要,xin'yao
心印,xin'yin
心用四分,xin'yong'si'fen
心源,xin'yuan
心猿,xin'yuan
心缘,xin'yuan
心月,xin'yue
心证,xin'zheng
心智,xin'zhi
心咒,xin'zhou
心珠,xin'zhu
心宗,xin'zong
行,xing
行不退,xing'bu'tui
性德,xing'de
性地,xing'di
性恶,xing'e
行法,xing'fa
性分,xing'fen
性佛,xing'fo
行供养,xing'gong'yang
行果,xing'guo
性海,xing'hai
行教,xing'jiao
行脚,xing'jiao
性戒,xing'jie
行解,xing'jie
行境十佛,xing'jing'shi'fo
性具,xing'ju
性空,xing'kong
性空观,xing'kong'guan
性空教,xing'kong'jiao
行苦,xing'ku
行满成佛,xing'man'cheng'fo
行人,xing'ren
形色,xing'se
行舍,xing'she
性我,xing'wo
性相,xing'xiang
行相,xing'xiang
性相二宗,xing'xiang'er'zong
性相学,xing'xiang'xue
性相一如,xing'xiang'yi'ru
性心,xing'xin
星宿劫,xing'xiu'jie
行阴,xing'yin
行愿,xing'yuan
行蕴,xing'yun
性遮,xing'zhe
行者,xing'zhe
行证,xing'zheng
性宗,xing'zong
性罪,xing'zui
修忏,xiu'chan
修道,xiu'dao
修道所断,xiu'dao'suo'duan
修得,xiu'de
修德,xiu'de
修多罗,xiu'duo'luo
修慧,xiu'hui
修惑,xiu'huo
修罗,xiu'luo
修罗道,xiu'luo'dao
修罗酒,xiu'luo'jiu
修罗趣,xiu'luo'qu
修罗妄执,xiu'luo'wang'zhi
修善,xiu'shan
修生,xiu'sheng
修行,xiu'xing
修因,xiu'yin
修因感果,xiu'yin'gan'guo
修斋,xiu'zhai
修证,xiu'zheng
虚空,xu'kong
虚空藏,xu'kong'cang
虚空界,xu'kong'jie
须弥山,xu'mi'shan
须弥诸山,xu'mi'zhu'shan
须摩提,xu'mo'ti
须陀洹,xu'tuo'huan
须陀洹果,xu'tuo'huan'guo
须陀洹向,xu'tuo'huan'xiang
虚妄,xu'wang
虚妄分别,xu'wang'fen'bie
虚无,xu'wu
玄门,xuan'men
玄门无碍十因,xuan'men'wu'ai'shi'yin
玄义,xuan'yi
玄奘,xuan'zang
学处,xue'chu
学法女,xue'fa'nv
学人,xue'ren
雪山,xue'shan
雪山部,xue'shan'bu
血途,xue'tu
学无学,xue'wu'xue
寻伺,xun'si
薰习,xun'xi
薰修,xun'xiu
阎浮,yan'fu
阎浮提,yan'fu'ti
眼根,yan'gen
焰慧地,yan'hui'di
宴寂,yan'ji
言教,yan'jiao
严净,yan'jing
炎经,yan'jing
焰口,yan'kou
琰魔界,yan'mo'jie
琰魔使,yan'mo'shi
焰摩天,yan'mo'tian
琰魔王,yan'mo'wang
阎魔卒,yan'mo'zu
厌求,yan'qiu
言诠,yan'quan
言诠中道,yan'quan'zhong'dao
炎热地狱,yan're'di'yu
眼入,yan'ru
厌世,yan'shi
眼识,yan'shi
阎王,yan'wang
言语道断心行处灭,yan'yu'dao'duan'xin'xing'chu'mie
宴坐,yan'zuo
羊车,yang'che
羊鹿牛车,yang'lu'niu'che
药叉,yao'cha
药师,yao'shi
药师琉璃光佛,yao'shi'liu'li'guang'fo
药师琉璃光如来,yao'shi'liu'li'guang'ru'lai
药师三尊,yao'shi'san'zun
药师十二誓愿,yao'shi'shi'er'shi'yuan
药树王身,yao'shu'wang'shen
药珠二身,yao'zhu'er'shen
业报,ye'bao
业报身,ye'bao'shen
夜叉,ye'cha
夜叉罗刹,ye'cha'luo'cha
业风,ye'feng
业感,ye'gan
业果,ye'guo
业海,ye'hai
野狐身,ye'hu'shen
业力,ye'li
业轮,ye'lun
夜摩,ye'mo
夜摩卢迦,ye'mo'lu'jia
业识,ye'shi
耶输多罗,ye'shu'duo'luo
耶输陀罗,ye'shu'tuo'luo
业通,ye'tong
业系,ye'xi
业因,ye'yin
业有,ye'you
业余,ye'yu
业缘,ye'yuan
业障,ye'zhang
依报,yi'bao
衣钵,yi'bo
一刹,yi'cha
一刹那,yi'cha'na
一阐提,yi'chan'ti
一阐提迦,yi'chan'ti'jia
一超直入,yi'chao'zhi'ru
一尘不染,yi'chen'bu'ran
一尘法界,yi'chen'fa'jie
一乘,yi'cheng
意成,yi'cheng
一乘经,yi'cheng'jing
一乘究竟教,yi'cheng'jiu'jing'jiao
一乘菩提,yi'cheng'pu'ti
意成身,yi'cheng'shen
疑城胎宫,yi'cheng'tai'gong
一乘圆教,yi'cheng'yuan'jiao
一乘之机,yi'cheng'zhi'ji
一持,yi'chi
忆持,yi'chi
一锤托成,yi'chui'tuo'cheng
已达大德,yi'da'da'de
一大劫,yi'da'jie
一大事,yi'da'shi
一大事因缘,yi'da'shi'yin'yuan
一代教,yi'dai'jiao
一代五时佛法,yi'dai'wu'shi'fo'fa
一道,yi'dao
一道无为心,yi'dao'wu'wei'xin
一灯,yi'deng
一灯法师,yi'deng'fa'shi
一地,yi'di
一谛,yi'di
意定,yi'ding
一多相容不同门,yi'duo'xiang'rong'bu'tong'men
一法,yi'fa
衣法,yi'fa
依法不依人,yi'fa'bu'yi'ren
一法界,yi'fa'jie
一法界心,yi'fa'jie'xin
一法句,yi'fa'ju
一法印,yi'fa'yin
异方便,yi'fang'bian
医方明,yi'fang'ming
一佛乘,yi'fo'cheng
一佛净土,yi'fo'jing'tu
一佛世界,yi'fo'shi'jie
一佛土,yi'fo'tu
疑盖,yi'gai
意根,yi'gen
依果,yi'guo
一行,yi'hang
一行三昧,yi'hang'san'mei
一行一切行,yi'hang'yi'qie'xing
一合相,yi'he'xiang
一化,yi'hua
一化五味之教,yi'hua'wu'wei'zhi'jiao
一回忌,yi'hui'ji
一极,yi'ji
一即六,yi'ji'liu
一即三,yi'ji'san
一即一切,yi'ji'yi'qie
一假一切假,yi'jia'yi'qie'jia
疑见,yi'jian
疑结,yi'jie
已今当,yi'jin'dang
一境三谛,yi'jing'san'di
译经院,yi'jing'yuan
一九之教,yi'jiu'zhi'jiao
一九之生,yi'jiu'zhi'sheng
一空,yi'kong
一空一切空,yi'kong'yi'qie'kong
一来果,yi'lai'guo
一来向,yi'lai'xiang
意乐,yi'le
一莲便生,yi'lian'bian'sheng
一路,yi'lu
意轮,yi'lun
意马,yi'ma
意马心猿,yi'ma'xin'yuan
意密,yi'mi
一灭,yi'mie
一明,yi'ming
一衲,yi'na
一念,yi'nian
一念不生,yi'nian'bu'sheng
一念三千,yi'nian'san'qian
一念随喜,yi'nian'sui'xi
一念万年,yi'nian'wan'nian
一念业成,yi'nian'ye'cheng
一期,yi'qi
一期无常,yi'qi'wu'chang
一切法,yi'qie'fa
一切法第一彼岸,yi'qie'fa'di'yi'bi'an
一切皆成,yi'qie'jie'cheng
一切经,yi'qie'jing
一切如来,yi'qie'ru'lai
一切时,yi'qie'shi
一切世间,yi'qie'shi'jian
一切万法,yi'qie'wan'fa
一切唯心造,yi'qie'wei'xin'zao
一切义成,yi'qie'yi'cheng
一切有部,yi'qie'you'bu
一切有情,yi'qie'you'qing
一切有为,yi'qie'you'wei
一切智,yi'qie'zhi
一切智藏,yi'qie'zhi'cang
一切智地,yi'qie'zhi'di
一切智人,yi'qie'zhi'ren
一切智忍,yi'qie'zhi'ren
一切智无所畏,yi'qie'zhi'wu'suo'wei
一切智相,yi'qie'zhi'xiang
一切智者,yi'qie'zhi'zhe
一切智智,yi'qie'zhi'zhi
一切种识,yi'qie'zhong'shi
一切种智,yi'qie'zhong'zhi
一切诸法,yi'qie'zhu'fa
一切诸佛,yi'qie'zhu'fo
一切诸佛秘藏之法,yi'qie'zhu'fo'mi'cang'zhi'fa
一切诸佛所护念经,yi'qie'zhu'fo'suo'hu'nian'jing
一日经,yi'ri'jing
一日三时,yi'ri'san'shi
一如,yi'ru
一如顿证,yi'ru'dun'zheng
意三,yi'san
一三昧,yi'san'mei
异生,yi'sheng
一生补处,yi'sheng'bu'chu
异生羝羊心,yi'sheng'di'yang'xin
意生化身,yi'sheng'hua'shen
一生入妙觉,yi'sheng'ru'miao'jue
意生身,yi'sheng'shen
异生性,yi'sheng'xing
一实,yi'shi
一食,yi'shi
意识,yi'shi
疑使,yi'shi
译师,yi'shi
一实乘,yi'shi'cheng
异时而熟,yi'shi'er'shu
一实观,yi'shi'guan
一实无相,yi'shi'wu'xiang
一实相,yi'shi'xiang
一实相印,yi'shi'xiang'yin
一实圆乘,yi'shi'yuan'cheng
一实圆顿,yi'shi'yuan'dun
一实圆宗,yi'shi'yuan'zong
异熟,yi'shu
异熟果,yi'shu'guo
异熟生,yi'shu'sheng
异熟识,yi'shu'shi
异熟因,yi'shu'yin
异熟障,yi'shu'zhang
一说部,yi'shuo'bu
一四句偈,yi'si'ju'ji
一四天下,yi'si'tian'xia
依他,yi'ta
依他起性,yi'ta'qi'xing
依他十喻,yi'ta'shi'yu
依他自性,yi'ta'zi'xing
一弹指,yi'tan'zhi
一体三宝,yi'ti'san'bao
依通,yi'tong
医王,yi'wang
医王善逝,yi'wang'shan'shi
一微尘,yi'wei'chen
一夏,yi'xia
一夏九旬,yi'xia'jiu'xun
一相,yi'xiang
异相,yi'xiang
一相智,yi'xiang'zhi
一小劫,yi'xiao'jie
一心,yi'xin
一心不乱,yi'xin'bu'luan
一心称名,yi'xin'cheng'ming
一心归命,yi'xin'gui'ming
一心合掌,yi'xin'he'zhang
一心三观,yi'xin'san'guan
一心三惑,yi'xin'san'huo
一心三智,yi'xin'san'zhi
易行道,yi'xing'dao
意学,yi'xue
一业,yi'ye
意业,yi'ye
一业所感,yi'ye'suo'gan
一异,yi'yi
依义不依语,yi'yi'bu'yi'yu
一音教,yi'yin'jiao
依圆,yi'yuan
一月三身,yi'yue'san'shen
一真,yi'zhen
一真地,yi'zhen'di
一真法界,yi'zhen'fa'jie
一真如,yi'zhen'ru
一真无为,yi'zhen'wu'wei
一真一切真,yi'zhen'yi'qie'zhen
依正,yi'zheng
依正不二门,yi'zheng'bu'er'men
一智,yi'zhi
依止,yi'zhi
依止阿阇梨,yi'zhi'a'she'li
以指标月,yi'zhi'biao'yue
已知根,yi'zhi'gen
依止甚深,yi'zhi'shen'shen
一中劫,yi'zhong'jie
一中一切中,yi'zhong'yi'qie'zhong
一转语,yi'zhuan'yu
一字不说,yi'zi'bu'shuo
一字三礼,yi'zi'san'li
阴藏,yin'cang
因地,yin'di
因果,yin'guo
引果,yin'guo
因果不二门,yin'guo'bu'er'men
音教,yin'jiao
淫戒,yin'jie
阴界,yin'jie
饮酒,yin'jiu
饮酒十过,yin'jiu'shi'guo
印可,yin'ke
因论,yin'lun
银轮王,yin'lun'wang
印明,yin'ming
因明,yin'ming
阴魔,yin'mo
因能变,yin'neng'bian
印契,yin'qi
因人,yin'ren
阴入界,yin'ru'jie
饮食供养,yin'shi'gong'yang
饮食欲,yin'shi'yu
因陀罗,yin'tuo'luo
因陀罗网,yin'tuo'luo'wang
因位,yin'wei
印相,yin'xiang
因修,yin'xiu
引业,yin'ye
淫欲,yin'yu
因缘,yin'yuan
因缘观,yin'yuan'guan
因圆果满,yin'yuan'guo'man
因缘和合,yin'yuan'he'he
印咒,yin'zhou
应法,ying'fa
应供,ying'gong
应果,ying'guo
应化,ying'hua
应化法身,ying'hua'fa'shen
应化利生,ying'hua'li'sheng
应化身,ying'hua'shen
应化声闻,ying'hua'sheng'wen
应迹,ying'ji
应理圆实宗,ying'li'yuan'shi'zong
应量器,ying'liang'qi
璎珞,ying'luo
应器,ying'qi
应人,ying'ren
应身,ying'shen
应身土,ying'shen'tu
应颂,ying'song
应土,ying'tu
应现,ying'xian
影向众,ying'xiang'zhong
影响众,ying'xiang'zhong
应正遍知,ying'zheng'bian'zhi
用,yong
永不现行位,yong'bu'xian'xing'wei
用大,yong'da
永劫,yong'jie
用灭,yong'mie
永生,yong'sheng
有边,you'bian
优波离,you'bo'li
有顶,you'ding
有法,you'fa
有覆无记,you'fu'wu'ji
游化,you'hua
有见,you'jian
有间,you'jian
有教,you'jiao
有教无人,you'jiao'wu'ren
有界,you'jie
有结,you'jie
有觉有观三昧,you'jue'you'guan'san'mei
幽灵,you'ling
有流,you'liu
有漏,you'lou
有漏禅,you'lou'chan
有漏断,you'lou'duan
有漏果,you'lou'guo
有漏净土,you'lou'jing'tu
有漏善法,you'lou'shan'fa
有漏因,you'lou'yin
有漏智,you'lou'zhi
有轮,you'lun
有门,you'men
幽冥,you'ming
优婆离,you'po'li
优婆塞,you'po'sai
优婆塞戒,you'po'sai'jie
优婆提舍,you'po'ti'she
优婆夷,you'po'yi
有情,you'qing
有情世间,you'qing'shi'jian
有情缘慈,you'qing'yuan'ci
有色,you'se
有色天,you'se'tian
有所得,you'suo'de
优昙华,you'tan'hua
有体施设假,you'ti'shi'she'jia
幽途,you'tu
有为,you'wei
有为法,you'wei'fa
有为果,you'wei'guo
有为解脱,you'wei'jie'tuo
有为空,you'wei'kong
有为生死,you'wei'sheng'si
有为无漏,you'wei'wu'lou
有无,you'wu
有无二边,you'wu'er'bian
有无二见,you'wu'er'jian
游戏三昧,you'xi'san'mei
游戏神通,you'xi'shen'tong
有相,you'xiang
有相教,you'xiang'jiao
有想天,you'xiang'tian
有想无想,you'xiang'wu'xiang
有相无相,you'xiang'wu'xiang
游心法界,you'xin'fa'jie
有学,you'xue
由旬,you'xun
有余涅槃,you'yu'nie'pan
有余土,you'yu'tu
有余依涅槃,you'yu'yi'nie'pan
游增地狱,you'zeng'di'yu
有支,you'zhi
有作,you'zuo
欲爱,yu'ai
欲尘,yu'chen
愚痴,yu'chi
愚法,yu'fa
愚法二乘,yu'fa'er'cheng
雨华瑞,yu'hua'rui
瑜伽,yu'jia
瑜伽教,yu'jia'jiao
瑜伽三密,yu'jia'san'mi
瑜伽宗,yu'jia'zong
欲界,yu'jie
欲界散地,yu'jie'san'di
欲界三欲,yu'jie'san'yu
欲界五趣地,yu'jie'wu'qu'di
盂兰盆,yu'lan'pen
欲流,yu'liu
预流果,yu'liu'guo
预流向,yu'liu'xiang
欲漏,yu'lou
雨曼陀罗华,yu'man'tuo'luo'hua
语密,yu'mi
欲取,yu'qu
欲染,yu'ran
欲如意足,yu'ru'yi'zu
欲色二界,yu'se'er'jie
欲天,yu'tian
欲天五淫,yu'tian'wu'yin
欲无减,yu'wu'jian
欲想,yu'xiang
语业,yu'ye
