哀而不伤,ai'er'bu'shang
诸片言可以折狱者,zhu'pian'yan'ke'yi'zhe'yu'zhe
祝鮀治宗庙,zhu'tuo'zhi'zong'miao
主忠信,zhu'zhong'xin
庄以莅之,zhuang'yi'li'zhi
子不语怪力乱神,zi'bu'yu'guai'li'luan'shen
自大夫出,zi'da'fu'chu
子钓而不纲,zi'diao'er'bu'gang
子笃于亲,zi'du'yu'qin
咨尔舜,zi'er'shun
子服景伯以告,zi'fu'jing'bo'yi'gao
子服景伯以告子贡,zi'fu'jing'bo'yi'gao'zi'gong
子告之曰,zi'gao'zhi'yue
子贡,zi'gong
子贡方人,zi'gong'fang'ren
子贡问,zi'gong'wen
子贡问君子,zi'gong'wen'jun'zi
子贡问为仁,zi'gong'wen'wei'ren
子贡问友,zi'gong'wen'you
子贡问曰,zi'gong'wen'yue
子贡问政,zi'gong'wen'zheng
子贡贤于仲尼,zi'gong'xian'yu'zhong'ni
子贡欲去告朔之饩羊,zi'gong'yu'qu'gao'shuo'zhi'xi'yang
子贡曰,zi'gong'yue
自古皆有死,zi'gu'jie'you'si
子固穷,zi'gu'qiong
子罕第九,zi'han'di'jiu
子罕言利与命与仁,zi'han'yan'li'yu'ming'yu'ren
子华使于齐,zi'hua'shi'yu'qi
子疾病,zi'ji'bing
子击磬于卫,zi'ji'qing'yu'wei
子见夫子乎,zi'jian'fu'zi'hu
子见南子,zi'jian'nan'zi
子见齐衰者冕衣裳者与瞽者,zi'jian'qi'shuai'zhe'mian'yi'shang'zhe'yu'gu'zhe
子将奚先,zi'jiang'xi'xian
自经于沟渎而莫之知也,zi'jing'yu'gou'du'er'mo'zhi'zhi'ye
子绝四,zi'jue'si
自孔氏,zi'kong'shi
子哭之恸,zi'ku'zhi'tong
子乐,zi'le
子路,zi'lu
子路不对,zi'lu'bu'dui
子路不说,zi'lu'bu'shuo
子路曾皙冉有公西华侍坐,zi'lu'ceng'xi'ran'you'gong'xi'hua'shi'zuo
子路从而后,zi'lu'cong'er'hou
子路第十三,zi'lu'di'shi'san
子路对曰,zi'lu'dui'yue
子路拱而立,zi'lu'gong'er'li
子路共之,zi'lu'gong'zhi
子路请祷,zi'lu'qing'dao
子路使门人为臣,zi'lu'shi'men'ren'wei'chen
子路使子羔为费宰,zi'lu'shi'zi'gao'wei'fei'zai
子路率尔而对曰,zi'lu'shuai'er'er'dui'yue
子路宿于石门,zi'lu'su'yu'shi'men
子路问,zi'lu'wen
子路问成人,zi'lu'wen'cheng'ren
子路问君子,zi'lu'wen'jun'zi
子路问事君,zi'lu'wen'shi'jun
子路问曰,zi'lu'wen'yue
子路问政,zi'lu'wen'zheng
子路无宿诺,zi'lu'wu'su'nuo
子路行以告,zi'lu'xing'yi'gao
子路曰,zi'lu'yue
子路愠见曰,zi'lu'yun'jian'yue
子路终身诵之,zi'lu'zhong'shen'song'zhi
子禽问于子贡曰,zi'qin'wen'yu'zi'gong'yue
子如不言,zi'ru'bu'yan
子入太庙,zi'ru'tai'miao
子生三年,zi'sheng'san'nian
子适卫,zi'shi'wei
子食于有丧者之侧,zi'shi'yu'you'sang'zhe'zhi'ce
子帅以正,zi'shuai'yi'zheng
子所雅言,zi'suo'ya'yan
子恸矣,zi'tong'yi
子退朝,zi'tui'chao
子谓伯鱼曰,zi'wei'bo'yu'yue
子为父隐,zi'wei'fu'yin
子为恭也,zi'wei'gong'ye
子未可以去乎,zi'wei'ke'yi'qu'hu
子谓冉有曰,zi'wei'ran'you'yue
子谓韶,zi'wei'shao
子为谁,zi'wei'shui
子谓卫公子荆,zi'wei'wei'gong'zi'jing
子谓颜渊曰,zi'wei'yan'yuan'yue
子畏于匡,zi'wei'yu'kuang
子为政,zi'wei'zheng
子谓仲弓曰,zi'wei'zhong'gong'yue
子谓子夏曰,zi'wei'zi'xia'yue
子温而厉,zi'wen'er'li
子问公叔文子于公明贾曰,zi'wen'gong'shu'wen'zi'yu'gong'ming'jia'yue
子问之,zi'wen'zhi
子闻之,zi'wen'zhi
子闻之曰,zi'wen'zhi'yue
子奚不为政,zi'xi'bu'wei'zheng
子夏为莒父宰,zi'xia'wei'ju'fu'zai
子夏问孝,zi'xia'wen'xiao
子夏问曰,zi'xia'wen'yue
子夏闻之,zi'xia'wen'zhi
子夏曰,zi'xia'yue
子夏云何,zi'xia'yun'he
子夏之门人问交于子张,zi'xia'zhi'men'ren'wen'jiao'yu'zi'zhang
子夏之门人小子,zi'xia'zhi'men'ren'xiao'zi
子行三军,zi'xing'san'jun
自行束修以上,zi'xing'shu'xiu'yi'shang
子言卫灵公之无道也,zi'yan'wei'ling'gong'zhi'wu'dao'ye
子也,zi'ye
缁衣,zi'yi
子以四教,zi'yi'si'jiao
子亦有异闻乎,zi'yi'you'yi'wen'hu
子游对曰,zi'you'dui'yue
子游为武城宰,zi'you'wei'wu'cheng'zai
子游问孝,zi'you'wen'xiao
子游曰,zi'you'yue
自牖执其手,zi'you'zhi'qi'shou
子游子夏,zi'you'zi'xia
子欲居九夷,zi'yu'ju'jiu'yi
子语鲁大师乐,zi'yu'lu'da'shi'le
子与人歌而善,zi'yu'ren'ge'er'shan
子欲善而民善矣,zi'yu'shan'er'min'shan'yi
子于是日哭,zi'yu'shi'ri'ku
子欲往,zi'yu'wang
子曰,zi'yue
子云,zi'yun
子在,zi'zai
子在川上曰,zi'zai'chuan'shang'yue
子在齐,zi'zai'qi
子张第十九,zi'zhang'di'shi'jiu
子张对曰,zi'zhang'dui'yue
子张书诸绅,zi'zhang'shu'zhu'shen
子张问,zi'zhang'wen
子张问崇德辨惑,zi'zhang'wen'chong'de'bian'huo
子张问明,zi'zhang'wen'ming
子张问仁于孔子,zi'zhang'wen'ren'yu'kong'zi
子张问善人之道,zi'zhang'wen'shan'ren'zhi'dao
子张问行,zi'zhang'wen'xing
子张问于孔子曰,zi'zhang'wen'yu'kong'zi'yue
子张问曰,zi'zhang'wen'yue
子张问政,zi'zhang'wen'zheng
子张学干禄,zi'zhang'xue'gan'lu
子张曰,zi'zhang'yue
子之居丧,zi'zhi'ju'sang
子之所慎,zi'zhi'suo'shen
子之往也,zi'zhi'wang'ye
子之武城,zi'zhi'wu'cheng
子之燕居,zi'zhi'yan'ju
子之迂也,zi'zhi'yu'ye
自诸侯出,zi'zhu'hou'chu
宗庙会同,zong'miao'hui'tong
宗庙之事,zong'miao'zhi'shi
宗也,zong'ye
宗族称孝焉,zong'zu'cheng'xiao'yan
足兵,zu'bing
俎豆之事,zu'dou'zhi'shi
足躩,zu'jue
足躩如也,zu'jue'ru'ye
足食,zu'shi
足蹜如有循,zu'su'ru'you'xun
足则吾能征之矣,zu'ze'wu'neng'zheng'zhi'yi
钻燧改火,zuan'sui'gai'huo
钻之弥坚,zuan'zhi'mi'jian
罪在朕躬,zui'zai'zhen'gong
尊其瞻视,zun'qi'zhan'shi
尊五美,zun'wu'mei
左右手,zuo'you'shou
作者七人矣,zuo'zhe'qi'ren'yi
