阿姨,a'yi
我的邮箱,wo'de'you'xiang
我而今,wo'er'jin
我发短信给你,wo'fa'duan'xin'gei'ni
我非常稀罕他,wo'fei'chang'xi'han'ta
我非常喜欢你了,wo'fei'chang'xi'huan'ni'le
我过去了,wo'guo'qu'le
我还,wo'hai
我记得,wo'ji'de
我家共九口人,wo'jia'gong'jiu'kou'ren
我家禽笑着,wo'jia'qin'xiao'zhe
我家是个人口大家,wo'jia'shi'ge'ren'kou'da'jia
我叫秦这,wo'jiao'qin'zhe
我就,wo'jiu
我看见他,wo'kan'jian'ta
我看看,wo'kan'kan
我买了以后,wo'mai'le'yi'hou
我们,wo'men
我去,wo'qu
我去拿,wo'qu'na
我是,wo'shi
我是秦小,wo'shi'qin'xiao
我是网络技术版的,wo'shi'wang'luo'ji'shu'ban'de
我是想,wo'shi'xiang
我试一试,wo'shi'yi'shi
我说,wo'shuo
我司,wo'si
我下载,wo'xia'zai
我下载一篇文献,wo'xia'zai'yi'pian'wen'xian
我想,wo'xiang
我也,wo'ye
我也要,wo'ye'yao
我也要走了,wo'ye'yao'zou'le
我遇上一代人,wo'yu'shang'yi'dai'ren
我再,wo'zai
我怎么同时喜欢俩隔热恩,wo'zen'me'tong'shi'xi'huan'liang'ge're'en
我找到,wo'zhao'dao
我真的好想大致快点,wo'zhen'de'hao'xiang'da'zhi'kuai'dian
我仔细,wo'zi'xi
五笔,wu'bi
误差,wu'cha
无产阶级,wu'chan'jie'ji
武当山,wu'dang'shan
吴丁,wu'ding
无法,wu'fa
无费用,wu'fei'yong
无辅助,wu'fu'zhu
乌龟,wu'gui
无痕,wu'hen
五湖四海,wu'hu'si'hai
五环路,wu'huan'lu
五脊毛兰,wu'ji'mao'lan
误解较擒下,wu'jie'jiao'qin'xia
物理,wu'li
物理学,wu'li'xue
五列木,wu'lie'mu
无列木,wu'lie'mu
无权,wu'quan
无全文,wu'quan'wen
无色,wu'se
物色,wu'se
无所谓,wu'suo'wei
无所用心,wu'suo'yong'xin
梧桐科,wu'tong'ke
无线,wu'xian
无线电,wu'xian'dian
无限制,wu'xian'zhi
乌心樟,wu'xin'zhang
午休,wu'xiu
午休一会,wu'xiu'yi'hui
五一,wu'yi
吴毅,wu'yi
吴毅伟,wu'yi'wei
物质,wu'zhi
物质哦那个,wu'zhi'o'na'ge
物种,wu'zhong
物种丰富度,wu'zhong'feng'fu'du
物种数,wu'zhong'shu
喜爱,xi'ai
细胞,xi'bao
西北,xi'bei
西城区,xi'cheng'qu
细齿柃,xi'chi'ling
西单,xi'dan
系诶邪恶,xi'ei'xie'e
洗发液,xi'fa'ye
细分为,xi'fen'wei
细跟,xi'gen
细根,xi'gen
习惯,xi'guan
西红柿,xi'hong'shi
喜欢,xi'huan
喜欢吃,xi'huan'chi
喜欢兰花,xi'huan'lan'hua
喜欢美女,xi'huan'mei'nv
系列,xi'lie
西南,xi'nan
悉尼,xi'ni
犀牛鸟,xi'niu'niao
吸取,xi'qu
西山,xi'shan
稀少树种,xi'shao'shu'zhong
吸收,xi'shou
洗手间,xi'shou'jian
系数,xi'shu
西双版纳,xi'shuang'ban'na
系统,xi'tong
系统的,xi'tong'de
系统盘,xi'tong'pan
希望,xi'wang
希望大,xi'wang'da
希望能够,xi'wang'neng'gou
西站,xi'zhan
下班,xia'ban
下班后,xia'ban'hou
下班了,xia'ban'le
下部,xia'bu
下不了,xia'bu'liao
下垂,xia'chui
下次,xia'ci
下大雨,xia'da'yu
下单,xia'dan
下到,xia'dao
下格,xia'ge
下个月,xia'ge'yue
吓唬,xia'hu
下级,xia'ji
下来,xia'lai
下了,xia'le
瞎忙,xia'mang
下面,xia'mian
下面就,xia'mian'jiu
下去,xia'qu
下山,xia'shan
下午,xia'wu
下午到的,xia'wu'dao'de
下午再说,xia'wu'zai'shuo
下辖,xia'xia
下线,xia'xian
下乡,xia'xiang
狭叶,xia'ye
狭叶金石斛,xia'ye'jin'shi'hu
狭叶书带蕨,xia'ye'shu'dai'jue
下一步,xia'yi'bu
下一代,xia'yi'dai
下一个,xia'yi'ge
下一下,xia'yi'xia
下雨,xia'yu
下载,xia'zai
下载不,xia'zai'bu
下载不到,xia'zai'bu'dao
下载不了,xia'zai'bu'le
下载地址,xia'zai'di'zhi
下载了,xia'zai'le
下载文献,xia'zai'wen'xian
下载下来,xia'zai'xia'lai
下周,xia'zhou
下周二,xia'zhou'er
先不要,xian'bu'yao
县城,xian'cheng
先吃饭,xian'chi'fan
先吃饭吧,xian'chi'fan'ba
先吃饭去,xian'chi'fan'qu
先吃饭去吧,xian'chi'fan'qu'ba
现对而言,xian'dui'er'yan
先看,xian'kan
先看看,xian'kan'kan
先来,xian'lai
先忙吧,xian'mang'ba
羡慕,xian'mu
先去,xian'qu
仙人掌,xian'ren'zhang
仙人掌科,xian'ren'zhang'ke
先生,xian'sheng
鲜生卷,xian'sheng'juan
藓生卷瓣兰,xian'sheng'juan'ban'lan
显示,xian'shi
现实,xian'shi
显示不出来,xian'shi'bu'chu'lai
显示不了,xian'shi'bu'liao
显示值,xian'shi'zhi
线桃,xian'tao
线条图,xian'tiao'tu
纤维,xian'wei
闲杂,xian'za
现在,xian'zai
限制,xian'zhi
线枝蒲桃,xian'zhi'pu'tao
限制在,xian'zhi'zai
鲜重,xian'zhong
现状,xian'zhuang
香八角,xiang'ba'jiao
向八角,xiang'ba'jiao
想办法,xiang'ban'fa
相比,xiang'bi
想不起来,xiang'bu'qi'lai
相处之道,xiang'chu'zhi'dao
相当多,xiang'dang'duo
向导,xiang'dao
相对,xiang'dui
相对较少,xiang'dui'jiao'shao
相对于,xiang'dui'yu
相对照,xiang'dui'zhao
想法,xiang'fa
相反,xiang'fan
香港,xiang'gang
相隔,xiang'ge
香格里拉,xiang'ge'li'la
相关,xiang'guan
相关性,xiang'guan'xing
想过去,xiang'guo'qu
想好,xiang'hao
厢红旗,xiang'hong'qi
相互比较的,xiang'hu'bi'jiao'de
相互作用,xiang'hu'zuo'yong
香花蒲桃,xiang'hua'pu'tao
相机,xiang'ji
想看,xiang'kan
向来,xiang'lai
想买,xiang'mai
项目,xiang'mu
向你,xiang'ni
想念,xiang'nian
相配合,xiang'pei'he
想起,xiang'qi
想去,xiang'qu
想去看看,xiang'qu'kan'kan
香山,xiang'shan
向上,xiang'shang
相似,xiang'si
相似性,xiang'si'xing
香桃,xiang'tao
相同,xiang'tong
详细,xiang'xi
乡下,xiang'xia
向下,xiang'xia
想想,xiang'xiang
相信,xiang'xin
象牙塔,xiang'ya'ta
像样,xiang'yang
相应的,xiang'ying'de
想着,xiang'zhe
小白,xiao'bai
晓不得,xiao'bu'de
小菜园,xiao'cai'yuan
消沉,xiao'chen
小弟叫亲中标,xiao'di'jiao'qin'zhong'biao
小电影,xiao'dian'ying
小方框,xiao'fang'kuang
小付,xiao'fu
小公主,xiao'gong'zhu
小姑娘,xiao'gu'niang
小姑娘吧,xiao'gu'niang'ba
小郭,xiao'guo
小果,xiao'guo
小孩,xiao'hai
小孩子,xiao'hai'zi
笑话,xiao'hua
小花羊耳蒜,xiao'hua'yang'er'suan
小环境,xiao'huan'jing
小皇帝,xiao'huang'di
小伙子,xiao'huo'zi
小伙子不错啊,xiao'huo'zi'bu'cuo'a
小两口,xiao'liang'kou
小苗,xiao'miao
小脑袋,xiao'nao'dai
校内网,xiao'nei'wang
校内网了,xiao'nei'wang'le
校内网上,xiao'nei'wang'shang
小朋友,xiao'peng'you
小桥,xiao'qiao
小三,xiao'san
小时,xiao'shi
小时候,xiao'shi'hou
销售,xiao'shou
小树,xiao'shu
小数点,xiao'shu'dian
小说,xiao'shuo
消息,xiao'xi
小霞,xiao'xia
小小,xiao'xiao
小心,xiao'xin
小星,xiao'xing
小学,xiao'xue
小丫头,xiao'ya'tou
小羊耳蒜,xiao'yang'er'suan
小样方,xiao'yang'fang
小叶,xiao'ye
小叶球兰,xiao'ye'qiu'lan
小游戏,xiao'you'xi
小于,xiao'yu
校长,xiao'zhang
写的,xie'de
写点东西,xie'dian'dong'xi
谢钢,xie'gang
邪教,xie'jiao
写了,xie'le
斜罗,xie'luo
写那些方面,xie'na'xie'fang'mian
泄气,xie'qi
协调,xie'tiao
写文章,xie'wen'zhang
谢谢,xie'xie
写写,xie'xie
歇歇,xie'xie
谢谢分享,xie'xie'fen'xiang
新的,xin'de
新房子,xin'fang'zi
信封,xin'feng
信服,xin'fu
新观点,xin'guan'dian
信号,xin'hao
新华社,xin'hua'she
新几内亚,xin'ji'nei'ya
新建,xin'jian
心境,xin'jing
辛苦,xin'ku
新浪,xin'lang
心里,xin'li
心里也明白,xin'li'ye'ming'bai
新木姜,xin'mu'jiang
新热带,xin're'dai
心事,xin'shi
新手,xin'shou
新手机号码,xin'shou'ji'hao'ma
心态,xin'tai
新闻,xin'wen
信息,xin'xi
信息就,xin'xi'jiu
新西兰,xin'xi'lan
信心,xin'xin
辛辛苦苦,xin'xin'ku'ku
心也老了,xin'ye'lao'le
新页面,xin'ye'mian
信用卡,xin'yong'ka
新知识,xin'zhi'shi
形成,xing'cheng
形成了,xing'cheng'le
幸福,xing'fu
性格,xing'ge
型号,xing'hao
型号的,xing'hao'de
刑老师,xing'lao'shi
行了,xing'le
姓名,xing'ming
性能,xing'neng
性能不错,xing'neng'bu'cuo
星期天,xing'qi'tian
兴趣,xing'qu
形式,xing'shi
形态,xing'tai
形态适应,xing'tai'shi'ying
形态种,xing'tai'zhong
形象,xing'xiang
性欲,xing'yu
行者无疆,xing'zhe'wu'jiang
性质,xing'zhi
形状,xing'zhuang
行走,xing'zou
兄弟,xiong'di
兄弟们,xiong'di'men
雄鸡木,xiong'ji'mu
胸径,xiong'jing
胸径尺,xiong'jing'chi
胸径范围,xiong'jing'fan'wei
雄心,xiong'xin
修复,xiu'fu
修改,xiu'gai
修改一下,xiu'gai'yi'xia
绣毛,xiu'mao
绣毛杜英,xiu'mao'du'ying
绣毛新木姜,xiu'mao'xin'mu'jiang
休息,xiu'xi
需奥,xu'ao
许多,xu'duo
许飞,xu'fei
徐海清,xu'hai'qing
许涵,xu'han
序号,xu'hao
徐嘉惠,xu'jia'hui
徐嘉君,xu'jia'jun
徐军,xu'jun
序列,xu'lie
需求,xu'qiu
需要,xu'yao
需要的,xu'yao'de
需要钱,xu'yao'qian
需要驱动,xu'yao'qu'dong
需要在,xu'yao'zai
选好一起发给你,xuan'hao'yi'qi'fa'gei'ni
选了,xuan'le
选取,xuan'qu
选上,xuan'shang
悬赏,xuan'shang
选项,xuan'xiang
选择,xuan'ze
选择一下,xuan'ze'yi'xia
选中,xuan'zhong
学报,xue'bao
学次,xue'ci
学到,xue'dao
学的,xue'de
学的那些,xue'de'na'xie
学点东西,xue'dian'dong'xi
学会,xue'hui
学菊花,xue'ju'hua
学了,xue'le
学了不少的,xue'le'bu'shao'de
学历,xue'li
雪莲,xue'lian
学期,xue'qi
雪山,xue'shan
雪山飞狐,xue'shan'fei'hu
学生,xue'sheng
学生证,xue'sheng'zheng
学术,xue'shu
学位,xue'wei
学位证,xue'wei'zheng
学习,xue'xi
学校,xue'xiao
学学,xue'xue
血压,xue'ya
学园,xue'yuan
学者,xue'zhe
循环,xun'huan
迅雷,xun'lei
训练,xun'lian
荀攸,xun'you
压标本,ya'biao'ben
压断,ya'duan
雅加松,ya'jia'song
牙家松,ya'jia'song
崖姜蕨,ya'jiang'jue
鸭脚木,ya'jiao'mu
压力,ya'li
压力小,ya'li'xiao
亚林所,ya'lin'suo
亚马逊,ya'ma'xun
亚热带,ya're'dai
演变,yan'bian
烟草,yan'cao
延长,yan'chang
演唱会,yan'chang'hui
沿海,yan'hai
演化,yan'hua
验机软件,yan'ji'ruan'jian
演讲,yan'jiang
眼界,yan'jie
眼睛,yan'jing
眼睛豆,yan'jing'dou
研究,yan'jiu
研究进展,yan'jiu'jin'zhan
研究区,yan'jiu'qu
研究区域,yan'jiu'qu'yu
研究生,yan'jiu'sheng
研究生院,yan'jiu'sheng'yuan
研究者,yan'jiu'zhe
眼眶,yan'kuang
艳丽,yan'li
眼乱,yan'luan
延期,yan'qi
颜色,yan'se
颜色比,yan'se'bi
演员,yan'yuan
验证,yan'zheng
艳子,yan'zi
样本,yang'ben
样带,yang'dai
样地,yang'di
羊耳,yang'er
样方,yang'fang
养分,yang'fen
杨工,yang'gong
阳光,yang'guang
杨国平,yang'guo'ping
样洪国,yang'hong'guo
杨洁,yang'jie
洋兰,yang'lan
杨老师,yang'lao'shi
杨丽萍,yang'li'ping
阳面,yang'mian
样木,yang'mu
样品,yang'pin
样线,yang'xian
样也快,yang'ye'kuai
要比,yao'bi
要不,yao'bu
要不你先,yao'bu'ni'xian
要不然,yao'bu'ran
要不要,yao'bu'yao
要查找的,yao'cha'zhao'de
要吃,yao'chi
要到,yao'dao
要登录,yao'deng'lu
要点,yao'dian
要分,yao'fen
遥感,yao'gan
要高,yao'gao
要给,yao'gei
要回去,yao'hui'qu
耀军,yao'jun
要了,yao'liao
要买,yao'mai
药品,yao'pin
要钱,yao'qian
邀请,yao'qing
要求,yao'qiu
要去,yao'qu
要去了,yao'qu'le
要去美国,yao'qu'mei'guo
要去哪儿,yao'qu'na'er
要是,yao'shi
要是没有,yao'shi'mei'you
要睡觉,yao'shui'jiao
要说,yao'shuo
要学,yao'xue
要有,yao'you
要在,yao'zai
也包括,ye'bao'kuo
也比较多,ye'bi'jiao'duo
也毕业吧,ye'bi'ye'ba
也别告诉,ye'bie'gao'su
叶柄,ye'bing
也不,ye'bu
也不安全,ye'bu'an'quan
也不错,ye'bu'cuo
也不多,ye'bu'duo
也不敢,ye'bu'gan
也不坏,ye'bu'huai
也不近,ye'bu'jin
也不仅仅,ye'bu'jin'jin
也不利,ye'bu'li
也不例外,ye'bu'li'wai
也不能,ye'bu'neng
也不怕你,ye'bu'pa'ni
也不让,ye'bu'rang
也不上网了,ye'bu'shang'wang'le
也不少,ye'bu'shao
也不是,ye'bu'shi
也不熟悉,ye'bu'shu'xi
也不算,ye'bu'suan
也不太好些,ye'bu'tai'hao'xie
也不行,ye'bu'xing
也不休息,ye'bu'xiu'xi
也不一定,ye'bu'yi'ding
也不用,ye'bu'yong
也差不多了,ye'cha'bu'duo'le
也差不多了吧,ye'cha'bu'duo'le'ba
也得,ye'de
也的给个面子,ye'de'gei'ge'mian'zi
也对头,ye'dui'tou
也发来吧,ye'fa'lai'ba
也方便,ye'fang'bian
叶附生,ye'fu'sheng
叶附生植物,ye'fu'sheng'zhi'wu
也该吃饭,ye'gai'chi'fan
也该吃饭去了,ye'gai'chi'fan'qu'le
也该轻松,ye'gai'qing'song
也给,ye'gei
也给你,ye'gei'ni
也给我说了,ye'gei'wo'shuo'le
也够,ye'gou
也哈,ye'ha
也好,ye'hao
也好联系,ye'hao'lian'xi
也和北京,ye'he'bei'jing
也很近,ye'hen'jin
也很快,ye'hen'kuai
也很慢,ye'hen'man
也很舒服,ye'hen'shu'fu
也很有个性,ye'hen'you'ge'xing
也很愿意,ye'hen'yuan'yi
也厚,ye'hou
也欢迎,ye'huan'ying
也会,ye'hui
也加盟,ye'jia'meng
也就,ye'jiu
也就是,ye'jiu'shi
也就是说,ye'jiu'shi'shuo
也尅,ye'ke
也可能,ye'ke'neng
也可以,ye'ke'yi
也快,ye'kuai
野蛮人,ye'man'ren
也美国,ye'mei'guo
也没事,ye'mei'shi
也没有,ye'mei'you
也没有见过,ye'mei'you'jian'guo
也没有说,ye'mei'you'shuo
页面,ye'mian
页面了,ye'mian'le
野牡丹,ye'mu'dan
野牡丹科,ye'mu'dan'ke
也拿出来了,ye'na'chu'lai'le
也能,ye'neng
也能不能,ye'neng'bu'neng
也请教,ye'qing'jiao
也去,ye'qu
也去吧,ye'qu'ba
也去了,ye'qu'le
也让,ye'rang
也容易,ye'rong'yi
夜深,ye'shen
野生,ye'sheng
野生兰花,ye'sheng'lan'hua
野生兰花图鉴,ye'sheng'lan'hua'tu'jian
也省事,ye'sheng'shi
也是,ye'shi
也是不很好分的,ye'shi'bu'hen'hao'fen'de
页数,ye'shu
也说不准,ye'shuo'bu'zhun
也算是,ye'suan'shi
也弹出来,ye'tan'chu'lai
也提过意见,ye'ti'guo'yi'jian
野桐,ye'tong
也投入,ye'tou'ru
野外,ye'wai
野外出差,ye'wai'chu'chai
野外数据,ye'wai'shu'ju
业务,ye'wu
也下载了一些,ye'xia'zai'le'yi'xie
也想,ye'xiang
也行,ye'xing
也许,ye'xu
也需要,ye'xu'yao
也许这就是我们平常说的有感觉吧,ye'xu'zhe'jiu'shi'wo'men'ping'chang'shuo'de'you'gan'jue'ba
也学,ye'xue
也学园,ye'xue'yuan
也要,ye'yao
也哟,ye'yo
也有,ye'you
也有认识的,ye'you'ren'shi'de
也在,ye'zai
也早回来,ye'zao'hui'lai
也主要,ye'zhu'yao
叶子,ye'zi
叶子上,ye'zi'shang
也做,ye'zuo
一般,yi'ban
一半,yi'ban
一般式,yi'ban'shi
一边,yi'bian
一部分,yi'bu'fen
异常,yi'chang
已成熟,yi'cheng'shu
乙醇,yi'chun
一次,yi'ci
以此方法,yi'ci'fang'fa
一旦发生,yi'dan'fa'sheng
一等,yi'deng
一地震,yi'di'zhen
一点,yi'dian
以电子邮件的形式发送此文件,yi'dian'zi'you'jian'de'xing'shi'fa'song'ci'wen'jian
一定,yi'ding
移动这个文件夹,yi'dong'zhe'ge'wen'jian'jia
一段,yi'duan
一段时间,yi'duan'shi'jian
一对,yi'dui
艺多不压身,yi'duo'bu'ya'shen
一二,yi'er
已发送,yi'fa'song
一方,yi'fang
一份,yi'fen
一概,yi'gai
乙肝,yi'gan
一个,yi'ge
一个电话,yi'ge'dian'hua
一个老师,yi'ge'lao'shi
一个人,yi'ge'ren
一个人呢,yi'ge'ren'ne
一个人在办公室,yi'ge'ren'zai'ban'gong'shi
一共,yi'gong
颐和园,yi'he'yuan
以后,yi'hou
以后哦,yi'hou'o
以后去林大,yi'hou'qu'lin'da
以后什么待遇,yi'hou'shen'me'dai'yu
一会,yi'hui
一回事,yi'hui'shi
已婚,yi'hun
疑惑,yi'huo
以霍桑,yi'huo'sang
一级,yi'ji
以及,yi'ji
一级核心,yi'ji'he'xin
一家,yi'jia
一家人,yi'jia'ren
意见,yi'jian
已经,yi'jing
已经和,yi'jing'he
已经是,yi'jing'shi
一句,yi'ju
一开始,yi'kai'shi
一块,yi'kuai
一款,yi'kuan
易拉肚子,yi'la'du'zi
依赖,yi'lai
一类,yi'lei
医疗,yi'liao
一流,yi'liu
一路顺风,yi'lu'shun'feng
伊盟,yi'meng
异名,yi'ming
一年,yi'nian
一年生,yi'nian'sheng
一批,yi'pi
一片,yi'pian
一篇,yi'pian
一起,yi'qi
仪器,yi'qi
一起吃饭,yi'qi'chi'fan
一起闯,yi'qi'chuang
以前,yi'qian
以前的,yi'qian'de
以前工作的,yi'qian'gong'zuo'de
一切,yi'qie
易趣网,yi'qu'wang
以上,yi'shang
以上的,yi'shang'de
医生,yi'sheng
一生气,yi'sheng'qi
一瞬间,yi'shun'jian
意思,yi'si
一台,yi'tai
一趟,yi'tang
一套,yi'tao
一提,yi'ti
一提啊,yi'ti'a
一条,yi'tiao
一条回复,yi'tiao'hui'fu
一同,yi'tong
已通过,yi'tong'guo
以外,yi'wai
一位,yi'wei
以为,yi'wei
一窝,yi'wo
一下,yi'xia
以下,yi'xia
一下子,yi'xia'zi
以显示值,yi'xian'shi'zhi
意向,yi'xiang
意想不到,yi'xiang'bu'dao
一些,yi'xie
疑心,yi'xin
异型木,yi'xing'mu
异形木,yi'xing'mu
医学院,yi'xue'yuan
一样,yi'yang
一一,yi'yi
意义,yi'yi
一元,yi'yuan
医院,yi'yuan
一月,yi'yue
一张,yi'zhang
一整天,yi'zheng'tian
一直,yi'zhi
一周,yi'zhou
一株,yi'zhu
易准,yi'zhun
一子,yi'zi
一组,yi'zu
因此,yin'ci
印度,yin'du
印度尼西亚,yin'du'ni'xi'ya
银行,yin'hang
阴面,yin'mian
因人而异,yin'ren'er'yi
隐身,yin'shen
饮食,yin'shi
阴石蕨,yin'shi'jue
饮水机,yin'shui'ji
因素,yin'su
阴天,yin'tian
因为,yin'wei
引文,yin'wen
印象,yin'xiang
银杏,yin'xing
银叶樟,yin'ye'zhang
引用,yin'yong
音乐,yin'yue
引种,yin'zhong
银子,yin'zi
因子,yin'zi
英爱,ying'ai
英才网,ying'cai'wang
硬茬,ying'cha
英尺,ying'chi
英寸,ying'cun
应噶,ying'ga
应该,ying'gai
应该不会,ying'gai'bu'hui
应该不要求把,ying'gai'bu'yao'qiu'ba
应该不止一款,ying'gai'bu'zhi'yi'kuan
应该购买,ying'gai'gou'mai
应该是,ying'gai'shi
应该收到书,ying'gai'shou'dao'shu
应该说,ying'gai'shuo
应该有,ying'gai'you
应还好点了吗,ying'huan'hao'dian'le'ma
盈利,ying'li
硬盘,ying'pan
应聘,ying'pin
影视,ying'shi
樱桃,ying'tao
英文,ying'wen
影响,ying'xiang
硬性,ying'xing
英雄,ying'xiong
营养,ying'yang
影音,ying'yin
应用,ying'yong
英语,ying'yu
硬座,ying'zuo
永不分离,yong'bu'fen'li
用不惯,yong'bu'guan
用处,yong'chu
用的,yong'de
用的话,yong'de'hua
用的了,yong'de'le
用法,yong'fa
用否,yong'fou
用过,yong'guo
用过没有,yong'guo'mei'you
用户名,yong'hu'ming
永华,yong'hua
用来,yong'lai
用了,yong'le
用双筒,yong'shuang'tong
庸医,yong'yi
用着,yong'zhe
邮编,you'bian
又不见了,you'bu'jian'le
又不一样了,you'bu'yi'yang'le
由此可见,you'ci'ke'jian
有大起游戏,you'da'qi'you'xi
又打游戏,you'da'you'xi
油丹,you'dan
有的,you'de
有的不能,you'de'bu'neng
有的话,you'de'hua
有得换,you'de'huan
有的买,you'de'mai
有的时候,you'de'shi'hou
有的时候也是必要的,you'de'shi'hou'ye'shi'bi'yao'de
有地,you'di
优点,you'dian
有点,you'dian
有点忙,you'dian'mang
有点权力,you'dian'quan'li
有点事情,you'dian'shi'qing
有个,you'ge
有关,you'guan
有观光,you'guan'guang
有好多东西,you'hao'duo'dong'xi
有花,you'hua
优惠,you'hui
优惠价,you'hui'jia
邮寄,you'ji
邮寄到北京,you'ji'dao'bei'jing
邮寄过来,you'ji'guo'lai
有机会,you'ji'hui
有机会再聚聚,you'ji'hui'zai'ju'ju
有机体,you'ji'ti
有机质,you'ji'zhi
邮件,you'jian
右键,you'jian
邮局,you'ju
有可能,you'ke'neng
又可以,you'ke'yi
有空,you'kong
有空常联系,you'kong'chang'lian'xi
有空的时候,you'kong'de'shi'hou
有空多联系,you'kong'duo'lian'xi
有空就,you'kong'jiu
有空来,you'kong'lai
有空来北京,you'kong'lai'bei'jing
有空吗,you'kong'ma
有空再聊,you'kong'zai'liao
有空再说,you'kong'zai'shuo
又快出差,you'kuai'chu'cha
有联系,you'lian'xi
又没有,you'mei'you
有没有,you'mei'you
有没有想过,you'mei'you'xiang'guo
有密码,you'mi'ma
幼苗,you'miao
幼苗和,you'miao'he
又名,you'ming
有名气,you'ming'qi
又陌生,you'mo'sheng
有钱,you'qian
有钱人,you'qian'ren
又去,you'qu
又去了一次,you'qu'le'yi'ci
有人,you'ren
友人照,you'ren'zhao
忧伤,you'shang
有什么,you'shen'me
有什么嘛,you'shen'me'ma
优势,you'shi
有事,you'shi
又是多联系,you'shi'duo'lian'xi
有时候,you'shi'hou
有时间,you'shi'jian
有时间按,you'shi'jian'an
有视频,you'shi'pin
有事亲,you'shi'qin
有事情,you'shi'qing
有时在练习,you'shi'zai'lian'xi
有事找我,you'shi'zhao'wo
优势种,you'shi'zhong
有条件,you'tiao'jian
有无,you'wu
有无发票,you'wu'fa'piao
游戏,you'xi
游戏吧,you'xi'ba
有限,you'xian
优先权,you'xian'quan
邮箱,you'xiang
有效期,you'xiao'qi
有消息,you'xiao'xi
有效性,you'xiao'xing
有些,you'xie
有些人,you'xie'ren
有兴趣,you'xing'qu
优秀,you'xiu
优秀毕业生,you'xiu'bi'ye'sheng
有绪,you'xu
又要出去一次,you'yao'chu'qu'yi'ci
幼叶,you'ye
友谊,you'yi
有一搭没一搭,you'yi'da'mei'yi'da
有一个又高又帅的,you'yi'ge'you'gao'you'shuai'de
有一门,you'yi'men
有一席,you'yi'xi
有银子,you'yin'zi
尤勇,you'yong
有用,you'yong
由于,you'yu
又找了个没有,you'zhao'le'ge'mei'you
邮政,you'zheng
幼稚,you'zhi
有种,you'zhong
预报,yu'bao
郁闭度,yu'bi'du
与否,yu'fou
雨季,yu'ji
娱乐,yu'le
雨林,yu'lin
雨淋,yu'lin
预留,yu'liu
羽毛球,yu'mao'qiu
郁闷,yu'men
与其,yu'qi
玉泉路,yu'quan'lu
玉泉山,yu'quan'shan
雨水,yu'shui
雨天,yu'tian
语文,yu'wen
余下,yu'xia
预先,yu'xian
语义,yu'yi
与以往,yu'yi'wang
与愚蠢,yu'yu'chun
愚愚学园,yu'yu'xue'yuan
预约,yu'yue
育种,yu'zhong
雨中的,yu'zhong'de
元吧,yuan'ba
圆顶,yuan'ding
圆顶假茀蕨,yuan'ding'jia'fu'jue
远方,yuan'fang
圆房,yuan'fang
缘分,yuan'fen
元分析,yuan'fen'xi
员工,yuan'gong
缘故,yuan'gu
原件,yuan'jian
原来,yuan'lai
原来那个,yuan'lai'na'ge
原来是,yuan'lai'shi
远了,yuan'le
院里,yuan'li
院内,yuan'nei
院庆,yuan'qing
院区,yuan'qu
原始,yuan'shi
原始林,yuan'shi'lin
远水不能,yuan'shui'bu'neng
院系,yuan'xi
院系统,yuan'xi'tong
原先,yuan'xian
圆形,yuan'xing
愿意,yuan'yi
原因,yuan'yin
圆圆,yuan'yuan
院长,yuan'zhang
原装,yuan'zhuang
原状,yuan'zhuang
原装机,yuan'zhuang'ji
圆锥,yuan'zhui
月底,yue'di
越冬,yue'dong
月份,yue'fen
月份回去,yue'fen'hui'qu
越好,yue'hao
阅览,yue'lan
越南,yue'nan
约为,yue'wei
运费,yun'fei
云南,yun'nan
云南石仙,yun'nan'shi'xian
云南石仙桃,yun'nan'shi'xian'tao
芸香科,yun'xiang'ke
运行,yun'xing
允许,yun'xu
云叶,yun'ye
云叶兰,yun'ye'lan
杂志,za'zhi
在版纳,zai'ban'na
在北京,zai'bei'jing
在变化,zai'bian'hua
再不回来,zai'bu'hui'lai
在不在,zai'bu'zai
再查,zai'cha
再出去,zai'chu'qu
再出去一次,zai'chu'qu'yi'ci
再点,zai'dian
再定,zai'ding
在否,zai'fou
在附件,zai'fu'jian
再告诉,zai'gao'su
再给你,zai'gei'ni
在海淀,zai'hai'dian
灾后,zai'hou
再回来,zai'hui'lai
再回头找我,zai'hui'tou'zhao'wo
在家,zai'jia
在家玩,zai'jia'wan
再进,zai'jin
再看看,zai'kan'kan
再来北京,zai'lai'bei'jing
在练习,zai'lian'xi
再聊,zai'liao
在聊,zai'liao
在聊吧,zai'liao'ba
再买,zai'mai
在忙,zai'mang
在没有,zai'mei'you
在那,zai'na
在哪,zai'na
在那边,zai'na'bian
在那儿,zai'na'er
在哪儿,zai'na'er
在哪儿上网,zai'na'er'shang'wang
在内,zai'nei
在你的,zai'ni'de
在拍,zai'pai
再便宜,zai'pian'yi
再起,zai'qi
在其,zai'qi
在其工作,zai'qi'gong'zuo
再去,zai'qu
在上高中吗,zai'shang'gao'zhong'ma
在世界,zai'shi'jie
再试一试,zai'shi'yi'shi
再收,zai'shou
再收回去,zai'shou'hui'qu
再输,zai'shu
在输入,zai'shu'ru
在双子叶,zai'shuang'zi'ye
再说,zai'shuo
再说吧,zai'shuo'ba
再说也行,zai'shuo'ye'xing
在宿舍,zai'su'she
在所,zai'suo
载体,zai'ti
在通知,zai'tong'zhi
在外,zai'wai
在我们,zai'wo'men
