阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
本寂法师,ben'ji'fa'shi
本寂三,ben'ji'san
本教,ben'jiao
本净,ben'jing
本净禅师,ben'jing'chan'shi
本觉,ben'jue
本觉真如,ben'jue'zhen'ru
本觉智,ben'jue'zhi
本空,ben'kong
本空非有,ben'kong'fei'you
本空照禅师,ben'kong'zhao'chan'shi
本来面目,ben'lai'mian'mu
本来无一物,ben'lai'wu'yi'wu
本门佛立宗,ben'men'fo'li'zong
本门寺,ben'men'si
本门宗,ben'men'zong
本明,ben'ming
本能寺,ben'neng'si
本仁,ben'ren
本如,ben'ru
本生,ben'sheng
本生鬘,ben'sheng'man
本生注,ben'sheng'zhu
本誓,ben'shi
本识,ben'shi
本师,ben'shi
本师释迦牟尼佛,ben'shi'shi'jia'mou'ni'fo
本堂,ben'tang
本体,ben'ti
本田义英,ben'tian'yi'ying
本位,ben'wei
本未有善,ben'wei'you'shan
本无,ben'wu
本无法师,ben'wu'fa'shi
本先禅师,ben'xian'chan'shi
本心,ben'xin
本逸禅师,ben'yi'chan'shi
本有,ben'you
本有家,ben'you'jia
本有修生,ben'you'xiu'sheng
本有种子,ben'you'zhong'zi
本圆,ben'yuan
本愿,ben'yuan
本圆法师,ben'yuan'fa'shi
本愿寺,ben'yuan'si
本质,ben'zhi
本尊,ben'zun
本尊海会,ben'zun'hai'hui
彼岸,bi'an
彼岸会,bi'an'hui
毕钵罗窟,bi'bo'luo'ku
毕钵罗树,bi'bo'luo'shu
必才,bi'cai
必才法师,bi'cai'fa'shi
苾刍,bi'chu
苾刍律仪,bi'chu'lv'yi
苾刍尼,bi'chu'ni
比大,bi'da
璧峰禅师宝金,bi'feng'chan'shi'bao'jin
璧峰金禅师,bi'feng'jin'chan'shi
笔峰寺,bi'feng'si
鼻根,bi'gen
闭关,bi'guan
比哈,bi'ha
毕竟觉,bi'jing'jue
毕竟空,bi'jing'kong
毕竟无,bi'jing'wu
毕竟依,bi'jing'yi
毕俊辉居士,bi'jun'hui'ju'shi
必兰纳识理,bi'lan'na'shi'li
庇立得法会,bi'li'de'fa'hui
比量,bi'liang
比量相违过,bi'liang'xiang'wei'guo
毕鲁巴,bi'lu'ba
闭门婆,bi'men'po
比丘,bi'qiu
比丘尼,bi'qiu'ni
比丘尼传,bi'qiu'ni'chuan
比丘入众五法,bi'qiu'ru'zhong'wu'fa
鼻入,bi'ru
比叡山,bi'rui'shan
鼻识,bi'shi
毕夏拿,bi'xia'na
碧巖录,bi'yan'lu
碧云寺,bi'yun'si
毕紫岚,bi'zi'lan
辩才,bian'cai
辩才法师,bian'cai'fa'shi
辩才妙音,bian'cai'miao'yin
辩才天,bian'cai'tian
辨长,bian'chang
边地,bian'di
遍地香涂鲜妙杂花敷,bian'di'xiang'tu'xian'miao'za'hua'fu
边地疑城,bian'di'yi'cheng
辨法法性论,bian'fa'fa'xing'lun
遍法界身,bian'fa'jie'shen
遍告十方,bian'gao'shi'fang
辩光,bian'guang
边国,bian'guo
变化,bian'hua
变化法身,bian'hua'fa'shen
变化生,bian'hua'sheng
变化土,bian'hua'tu
辩寂,bian'ji
遍计,bian'ji
遍计所执性,bian'ji'suo'zhi'xing
边际智,bian'ji'zhi
边见,bian'jian
边界,bian'jie
辩经,bian'jing
遍净天,bian'jing'tian
遍能法师,bian'neng'fa'shi
辨庆,bian'qing
辨融禅师,bian'rong'chan'shi
遍融师,bian'rong'shi
遍是宗法性,bian'shi'zong'fa'xing
辩伪录,bian'wei'lu
变文,bian'wen
辩无碍解,bian'wu'ai'jie
辨喜,bian'xi
辨显密二教论,bian'xian'mi'er'jiao'lun
辩显密二教论,bian'xian'mi'er'jiao'lun
辩相,bian'xiang
变相图,bian'xiang'tu
遍行,bian'xing
遍行惑,bian'xing'huo
遍行因,bian'xing'yin
遍行真如,bian'xing'zhen'ru
辩秀,bian'xiu
辩义,bian'yi
变易,bian'yi
变易而熟,bian'yi'er'shu
变易身,bian'yi'shen
变易生死,bian'yi'sheng'si
遍依圆,bian'yi'yuan
遍依圆三性,bian'yi'yuan'san'xing
变与不变,bian'yu'bu'bian
遍照,bian'zhao
遍照金刚,bian'zhao'jin'gang
遍照如来,bian'zhao'ru'lai
辩正论,bian'zheng'lun
遍知,bian'zhi
边执见,bian'zhi'jian
辩中边论,bian'zhong'bian'lun
遍周法界,bian'zhou'fa'jie
边罪,bian'zui
表戒,biao'jie
表诠,biao'quan
表色,biao'se
表无表,biao'wu'biao
表无表戒,biao'wu'biao'jie
表相,biao'xiang
表业,biao'ye
表制集,biao'zhi'ji
表自,biao'zi
别蚌寺,bie'bang'si
别报,bie'bao
别当,bie'dang
别法,bie'fa
别峰禅师大同,bie'feng'chan'shi'da'tong
别峰大殊,bie'feng'da'shu
别峰印禅师,bie'feng'yin'chan'shi
别教,bie'jiao
别教一乘,bie'jiao'yi'cheng
别戒,bie'jie
别解脱,bie'jie'tuo
别解脱戒,bie'jie'tuo'jie
别解脱律仪,bie'jie'tuo'lv'yi
别境,bie'jing
别理随缘,bie'li'sui'yuan
别请,bie'qing
别山祖智禅师,bie'shan'zu'zhi'chan'shi
别时念佛,bie'shi'nian'fo
别相,bie'xiang
别相念处,bie'xiang'nian'chu
别相三宝,bie'xiang'san'bao
别相三观,bie'xiang'san'guan
别向圆修,bie'xiang'yuan'xiu
别业,bie'ye
别圆,bie'yuan
别愿,bie'yuan
别众食,bie'zhong'shi
别传,bie'zhuan
别传老人,bie'zhuan'lao'ren
摈出,bin'chu
宾度罗跋罗堕尊者,bin'du'luo'ba'luo'duo'zun'zhe
宾头卢,bin'tou'lu
斌宗,bin'zong
斌宗法师,bin'zong'fa'shi
禀教,bing'jiao
冰揭罗天,bing'jie'luo'tian
禀具,bing'ju
病苦,bing'ku
炳灵寺石窟,bing'ling'si'shi'ku
病魔,bing'mo
病起六缘,bing'qi'liu'yuan
摒弃私心,bing'qi'si'xin
薄地,bo'di
钵多罗,bo'duo'luo
博多瓦仁钦赛,bo'duo'wa'ren'qin'sai
帛法桥,bo'fa'qiao
帛法祖,bo'fa'zu
博湖巴克新库热,bo'hu'ba'ke'xin'ku're
薄伽梵歌,bo'jia'fan'ge
波剌斯国,bo'la'si'guo
泊莲寺,bo'lian'si
柏林禅寺,bo'lin'chan'si
柏林寺,bo'lin'si
博陵县君崔氏,bo'ling'xian'jun'cui'shi
波隆纳鲁伐,bo'long'na'lu'fa
波罗芬多,bo'luo'fen'duo
波罗浮屠,bo'luo'fu'tu
波罗密,bo'luo'mi
波罗木叉,bo'luo'mu'cha
波罗奈国,bo'luo'nai'guo
波罗颇迦罗蜜多罗,bo'luo'po'jia'luo'mi'duo'luo
波罗提木叉,bo'luo'ti'mu'cha
波罗提提舍尼,bo'luo'ti'ti'she'ni
波罗王朝,bo'luo'wang'chao
哱囉舞,bo'luo'wu
钵罗耶伽,bo'luo'ye'ga
波罗夷,bo'luo'yi
波罗夷四喻,bo'luo'yi'si'yu
博那佛塔,bo'na'fo'ta
波你尼文法,bo'ni'ni'wen'fa
般若,bo're
般若波罗蜜,bo're'bo'luo'mi
般若波罗蜜多,bo're'bo'luo'mi'duo
般若波罗蜜多心经,bo're'bo'luo'mi'duo'xin'jing
般若船,bo're'chuan
般若灯论释,bo're'deng'lun'shi
般若多罗,bo're'duo'luo
般若佛母心咒,bo're'fo'mu'xin'zhou
般若经,bo're'jing
般若经十喻,bo're'jing'shi'yu
般若理趣释,bo're'li'qu'shi
般若三昧,bo're'san'mei
般若时,bo're'shi
般若淘汰,bo're'tao'tai
般若心经祕键,bo're'xin'jing'mi'jian
般若心咒,bo're'xin'zhou
般若行,bo're'xing
般若转教,bo're'zhuan'jiao
波若,bo'ruo
帛僧光,bo'seng'guang
博山无异禅师广录,bo'shan'wu'yi'chan'shi'guang'lu
帛尸梨蜜多罗,bo'shi'li'mi'duo'luo
帛尸梨密多罗,bo'shi'li'mi'duo'luo
波斯匿,bo'si'ni
波斯匿王,bo'si'ni'wang
钵头摩地狱,bo'tou'mo'di'yu
拨无因果,bo'wu'yin'guo
伯希和,bo'xi'he
波旬,bo'xun
博野县菩提念佛堂,bo'ye'xian'pu'ti'nian'fo'tang
波逸提,bo'yi'ti
帛远,bo'yuan
伯孜克里克石窟,bo'zi'ke'li'ke'shi'ku
不变随缘,bu'bian'sui'yuan
不变应万变,bu'bian'ying'wan'bian
不变真如,bu'bian'zhen'ru
不曾空过,bu'ceng'kong'guo
不忏举,bu'chan'ju
补处,bu'chu
补处弥勒,bu'chu'mi'le
布达拉宫,bu'da'la'gong
布达力巴,bu'da'li'ba
布袋和尚,bu'dai'he'shang
不丹佛教,bu'dan'fo'jiao
不但空,bu'dan'kong
不但中,bu'dan'zhong
不得见,bu'de'jian
不定,bu'ding
不定地法,bu'ding'de'fa
不定教,bu'ding'jiao
不定业,bu'ding'ye
不动,bu'dong
不动地,bu'dong'de
不动法,bu'dong'fa
不动曼荼罗,bu'dong'man'tu'luo
不动灭无为,bu'dong'mie'wu'wei
不动明王,bu'dong'ming'wang
不动如来,bu'dong'ru'lai
不动心,bu'dong'xin
不动智神妙录,bu'dong'zhi'shen'miao'lu
不断常,bu'duan'chang
不断光,bu'duan'guang
不断念佛,bu'duan'nian'fo
布顿,bu'dun
布顿佛教史,bu'dun'fo'jiao'shi
布敦仁钦朱,bu'dun'ren'qin'zhu
不二,bu'er
不二法门,bu'er'fa'men
不二门下歌,bu'er'men'xia'ge
不二摩诃衍,bu'er'mo'he'yan
不二一元论,bu'er'yi'yuan'lun
不二之门,bu'er'zhi'men
不放逸,bu'fang'yi
不复再画,bu'fu'zai'hua
不共,bu'gong
不共般若,bu'gong'bo're
不共法,bu'gong'fa
不共佛法,bu'gong'fo'fa
不共教,bu'gong'jiao
不共无明,bu'gong'wu'ming
不共相,bu'gong'xiang
不共业,bu'gong'ye
不过中食,bu'guo'zhong'shi
不害,bu'hai
布赫诺夫,bu'he'nuo'fu
不坏法,bu'huai'fa
不还果,bu'huan'guo
不还向,bu'huan'xiang
不即不离,bu'ji'bu'li
不见举,bu'jian'ju
不净观,bu'jing'guan
不净肉,bu'jing'rou
不净说法,bu'jing'shuo'fa
不净行,bu'jing'xing
不可触贱民,bu'ke'chu'jian'min
不可说,bu'ke'shuo
不可说不可说,bu'ke'shuo'bu'ke'shuo
不可思议,bu'ke'si'yi
不可执著,bu'ke'zhi'zhuo
不肯承担,bu'ken'cheng'dan
不肯放下,bu'ken'fang'xia
不空,bu'kong
不空成就如来,bu'kong'cheng'jiu'ru'lai
不空罥索观音,bu'kong'juan'suo'guan'yin
不空罥索神变真言经,bu'kong'juan'suo'shen'bian'zhen'yan'jing
不空罥索神咒心经,bu'kong'juan'suo'shen'zhou'xin'jing
不空罥索陀罗尼经,bu'kong'juan'suo'tuo'luo'ni'jing
不空三藏,bu'kong'san'zang
不空三藏法师,bu'kong'san'zang'fa'shi
不愧为侍者,bu'kui'wei'shi'zhe
不老不死,bu'lao'bu'si
布勒,bu'le
不离过,bu'li'guo
不立文字,bu'li'wen'zi
不了义,bu'liao'yi
不留平常心,bu'liu'ping'chang'xin
不落有无,bu'luo'you'wu
布毛侍者,bu'mao'shi'zhe
布衲效常,bu'na'xiao'chang
不能代替,bu'neng'dai'ti
部派佛教,bu'pai'fo'jiao
不迁,bu'qian
不悭戒,bu'qian'jie
不清净施,bu'qing'jing'shi
不缺盐酱,bu'que'yan'jiang
不染污,bu'ran'wu
不染污无知,bu'ran'wu'wu'zhi
不辱国体,bu'ru'guo'ti
不如密多,bu'ru'mi'duo
不如小丑,bu'ru'xiao'chou
布萨,bu'sa
布萨日,bu'sa'ri
不善,bu'shan
不生,bu'sheng
不生不灭,bu'sheng'bu'mie
不生断,bu'sheng'duan
布施,bu'shi
布施波罗蜜,bu'shi'bo'luo'mi
不是传声筒,bu'shi'chuan'sheng'tong
不识法身,bu'shi'fa'shen
布施偈,bu'shi'ji
不时解脱,bu'shi'jie'tuo
布施摄,bu'shi'she
不受不施派,bu'shou'bu'shi'pai
不死,bu'si
不死门,bu'si'men
不思议变易生死,bu'si'yi'bian'yi'sheng'si
布苏固巴,bu'su'gu'ba
补特伽罗,bu'te'ga'luo
不通忏悔,bu'tong'chan'hui
不同境界,bu'tong'jing'jie
不退,bu'tui
不退地,bu'tui'di
不退菩萨,bu'tui'pu'sa
不退寺,bu'tui'si
不退土,bu'tui'tu
不退转,bu'tui'zhuan
补陀,bu'tuo
补陀落迦,bu'tuo'luo'jia
补陀洛山,bu'tuo'luo'shan
不闲,bu'xian
不像个人,bu'xiang'ge'ren
不相应心,bu'xiang'ying'xin
不相应行法,bu'xiang'ying'xing'fa
不信是真谛,bu'xin'shi'zhen'di
补续高僧传,bu'xu'gao'seng'chuan
不许为师,bu'xu'wei'shi
不要拂拭,bu'yao'fu'shi
不一不异说,bu'yi'bu'yi'shuo
不饮酒戒,bu'yin'jiu'jie
不与取,bu'yu'qu
不语通,bu'yu'tong
不在别处,bu'zai'bie'chu
不增不减,bu'zeng'bu'jian
不增不减经,bu'zeng'bu'jian'jing
不着相,bu'zhao'xiang
不知道,bu'zhi'dao
部执异论,bu'zhi'yi'lun
不住生死,bu'zhu'sheng'si
不住相,bu'zhu'xiang
采巴耿噶多杰,cai'ba'geng'ga'duo'jie
蔡巴贡噶多杰,cai'ba'gong'ga'duo'jie
采巴祥尊哲札巴,cai'ba'xiang'zun'zhe'zha'ba
财宝天王,cai'bao'tian'wang
财宝天王心咒,cai'bao'tian'wang'xin'zhou
菜根谭,cai'gen'tan
财供养,cai'gong'yang
蔡槐庭,cai'huai'ting
蔡念生居士,cai'nian'sheng'ju'shi
蔡荣婷,cai'rong'ting
财施,cai'shi
蔡维立,cai'wei'li
蔡运辰,cai'yun'chen
蔡子应,cai'zi'ying
参禅,can'chan
参禅法器,can'chan'fa'qi
惭愧,can'kui
参寥子,can'liao'zi
参笼,can'long
残缺的鬼,can'que'de'gui
参天台五台山记,can'tian'tai'wu'tai'shan'ji
粲英,can'ying
璨幽,can'you
藏巴嘉热益西多杰,cang'ba'jia're'yi'xi'duo'jie
藏巴嘉热益喜多杰,cang'ba'jia're'yi'xi'duo'jie
藏奂,cang'huan
藏奂禅师,cang'huan'chan'shi
藏经,cang'jing
藏论,cang'lun
藏山顺空,cang'shan'shun'kong
藏识,cang'shi
藏叟朗誉,cang'sou'lang'yu
藏叟珍公,cang'sou'zhen'gong
仓央嘉措,cang'yang'jia'cuo
藏廙,cang'yi
藏用,cang'yong
沧州水月寺,cang'zhou'shui'yue'si
草庵法师,cao'an'fa'shi
曹洞教会修证义,cao'dong'jiao'hui'xiu'zheng'yi
曹洞宗,cao'dong'zong
操度心咒,cao'du'xin'zhou
漕矩咤国,cao'ju'zha'guo
漕朗祗波,cao'lang'zhi'bo
草木成佛,cao'mu'cheng'fo
曹山,cao'shan
曹山本寂禅师,cao'shan'ben'ji'chan'shi
曹仕邦,cao'shi'bang
草堂,cao'tang
草堂派,cao'tang'pai
草堂清禅师,cao'tang'qing'chan'shi
草堂善清,cao'tang'shan'qing
草堂寺,cao'tang'si
曹王禅寺,cao'wang'chan'si
曹溪,cao'xi
曹溪宝林传,cao'xi'bao'lin'chuan
曹溪大师,cao'xi'da'shi
曹溪大师别传,cao'xi'da'shi'bie'zhuan
曹溪憨山大师,cao'xi'han'shan'da'shi
曹溪宗,cao'xi'zong
草衣禅师,cao'yi'chan'shi
曹子建,cao'zi'jian
岑阇黎,cen'du'li
岑阇梨,cen'du'li
岑和尚,cen'he'shang
岑学吕居士,cen'xue'lv'ju'shi
曾端甫,ceng'duan'fu
曾会,ceng'hui
曾开,ceng'kai
曾普信,ceng'pu'xin
曾运使,ceng'yun'shi
茶杯的死期,cha'bei'de'si'qi
茶杯与茶壶,cha'bei'yu'cha'hu
差别,cha'bie
茶禅一味,cha'chan'yi'wei
茶道,cha'dao
剎帝利,cha'di'li
刹那,cha'na
剎那,cha'na
刹那三世,cha'na'san'shi
刹那生灭,cha'na'sheng'mie
刹那无常,cha'na'wu'chang
叉手,cha'shou
插田婆,cha'tian'po
茶心禅意,cha'xin'chan'yi
查湛然,cha'zhan'ran
禅病,chan'bing
禅波罗蜜,chan'bo'luo'mi
禅茶录,chan'cha'lu
禅德,chan'de
禅的心要,chan'de'xin'yao
禅灯世谱,chan'deng'shi'pu
羼底,chan'di
禅定,chan'ding
禅定波罗蜜,chan'ding'bo'luo'mi
禅定坚固,chan'ding'jian'gu
忏法,chan'fa
禅法,chan'fa
禅法要解,chan'fa'yao'jie
禅非所知,chan'fei'suo'zhi
缠缚,chan'fu
缠盖,chan'gai
禅观,chan'guan
禅关策进,chan'guan'ce'jin
禅规,chan'gui
禅海十珍,chan'hai'shi'zhen
禅和,chan'he
禅和子,chan'he'zi
忏悔,chan'hui
禅惠,chan'hui
禅慧,chan'hui
忏悔歌,chan'hui'ge
忏悔换来夫妻和,chan'hui'huan'lai'fu'qi'he
忏悔偈,chan'hui'ji
忏悔文,chan'hui'wen
禅寂,chan'ji
禅教,chan'jiao
禅戒,chan'jie
禅聚,chan'ju
禅林宝训,chan'lin'bao'xun
禅林类聚,chan'lin'lei'ju
禅林僧宝传,chan'lin'seng'bao'chuan
禅林疏语考证,chan'lin'shu'yu'kao'zheng
禅林寺,chan'lin'si
禅林象器笺,chan'lin'xiang'qi'jian
禅律,chan'lv
禅门,chan'men
禅门锻鍊说,chan'men'duan'lian'shuo
禅门公案名,chan'men'gong'an'ming
禅门口诀,chan'men'kou'jue
禅门拈颂集,chan'men'nian'song'ji
禅门日诵,chan'men'ri'song
禅门师资承袭图,chan'men'shi'zi'cheng'xi'tu
禅门问答,chan'men'wen'da
禅门五宗,chan'men'wu'zong
禅门要略,chan'men'yao'lue
禅祕要法经,chan'mi'yao'fa'jing
缠眠,chan'mian
忏摩,chan'mo
禅那,chan'na
禅那波罗蜜,chan'na'bo'luo'mi
禅如来如去,chan'ru'lai'ru'qu
禅师,chan'shi
禅师般若,chan'shi'bo're
禅师大慧,chan'shi'da'hui
禅师大善,chan'shi'da'shan
禅师大义,chan'shi'da'yi
禅师大志,chan'shi'da'zhi
禅师道势,chan'shi'dao'shi
禅师道源,chan'shi'dao'yuan
禅师道悦,chan'shi'dao'yue
禅师道遵,chan'shi'dao'zun
禅师德抱,chan'shi'de'bao
禅师等观,chan'shi'deng'guan
禅师法俊,chan'shi'fa'jun
禅师法论,chan'shi'fa'lun
禅师法善,chan'shi'fa'shan
禅师法慎,chan'shi'fa'shen
禅师法盛,chan'shi'fa'sheng
禅师法喜,chan'shi'fa'xi
禅师法响,chan'shi'fa'xiang
禅师法彦,chan'shi'fa'yan
禅师法仪,chan'shi'fa'yi
禅师法源,chan'shi'fa'yuan
禅师慧辩,chan'shi'hui'bian
禅师慧超,chan'shi'hui'chao
禅师慧成,chan'shi'hui'cheng
禅师慧稠,chan'shi'hui'chou
禅师慧奖,chan'shi'hui'jiang
禅师慧宽,chan'shi'hui'kuan
禅师慧旻,chan'shi'hui'min
禅师慧命,chan'shi'hui'ming
禅师慧普,chan'shi'hui'pu
禅师慧瑫,chan'shi'hui'tao
禅师慧威,chan'shi'hui'wei
禅师慧耀,chan'shi'hui'yao
禅师慧涌,chan'shi'hui'yong
禅师吉藏,chan'shi'ji'cang
禅师径山无准,chan'shi'jing'shan'wu'zhun
禅师敬韶,chan'shi'jing'shao
禅师礼宗,chan'shi'li'zong
禅师明旷,chan'shi'ming'kuang
禅师普门,chan'shi'pu'men
禅师普明,chan'shi'pu'ming
禅师僧稠,chan'shi'seng'chou
禅师僧实,chan'shi'seng'shi
禅师僧照,chan'shi'seng'zhao
禅师僧珍,chan'shi'seng'zhen
禅师善伏,chan'shi'shan'fu
禅师神邕,chan'shi'shen'yong
禅师昙兰,chan'shi'tan'lan
禅师行简,chan'shi'xing'jian
禅师行满,chan'shi'xing'man
禅师玄高,chan'shi'xuan'gao
禅师玄光,chan'shi'xuan'guang
禅师玄觉,chan'shi'xuan'jue
禅师义福,chan'shi'yi'fu
禅师元高,chan'shi'yuan'gao
禅师元浩,chan'shi'yuan'hao
禅师元皓,chan'shi'yuan'hao
禅师元宗,chan'shi'yuan'zong
禅师真观,chan'shi'zhen'guan
禅师智拔,chan'shi'zhi'ba
禅师智瓘,chan'shi'zhi'guan
禅师智锴,chan'shi'zhi'kai
禅师智晞,chan'shi'zhi'xi
禅师智越,chan'shi'zhi'yue
禅师智璪,chan'shi'zhi'zao
禅说,chan'shuo
阐提,chan'ti
羼提,chan'ti
羼提波罗蜜,chan'ti'bo'luo'mi
阐提惟照,chan'ti'wei'zhao
禅味,chan'wei
禅像什么,chan'xiang'shen'me
禅心,chan'xin
禅心与经语,chan'xin'yu'jing'yu
禅行,chan'xing
禅需自悟,chan'xu'zi'wu
忏仪,chan'yi
禅衣,chan'yi
禅与牛,chan'yu'niu
禅与生活,chan'yu'sheng'huo
禅院,chan'yuan
禅苑蒙求,chan'yuan'meng'qiu
禅苑清规,chan'yuan'qing'gui
禅院钟声,chan'yuan'zhong'sheng
禅源诸诠集都序,chan'yuan'zhu'quan'ji'dou'xu
禅悦,chan'yue
禅月大师贯休,chan'yue'da'shi'guan'xiu
禅月集,chan'yue'ji
禅悦食,chan'yue'shi
忏云,chan'yun
禅云寺,chan'yun'si
禅者的脚步百年虚云,chan'zhe'de'jiao'bu'bai'nian'xu'yun
禅者的祝福,chan'zhe'de'zhu'fu
禅者无著,chan'zhe'wu'zhu
忏主思永,chan'zhu'si'yong
忏主遵式,chan'zhu'zun'shi
禅宗,chan'zong
禅宗决疑集,chan'zong'jue'yi'ji
禅宗全书,chan'zong'quan'shu
禅宗永嘉集,chan'zong'yong'jia'ji
禅宗语录,chan'zong'yu'lu
禅宗杂毒海,chan'zong'za'du'hai
禅宗正脉,chan'zong'zheng'mai
禅宗直指,chan'zong'zhi'zhi
长阿含经,chang'a'han'jing
长安佛教,chang'an'fo'jiao
长安普光寺僧明解,chang'an'pu'guang'si'seng'ming'jie
长钵,chang'bo
常不轻菩萨,chang'bu'qing'pu'sa
长春观,chang'chun'guan
常春观,chang'chun'guan
常聪法师,chang'cong'fa'shi
常达,chang'da
唱导,chang'dao
长干寺,chang'gan'si
长谷寺,chang'gu'si
常光一丈,chang'guang'yi'zhang
长跪,chang'gui
常寂,chang'ji
常寂光土,chang'ji'guang'tu
常见,chang'jian
长泾僧,chang'jing'seng
长井真琴,chang'jing'zhen'qin
常觉,chang'jue
常觉禅师,chang'jue'chan'shi
常凯法师,chang'kai'fa'shi
长老尼偈,chang'lao'ni'ji
常乐我净,chang'le'wo'jing
长芦赜禅师,chang'lu'ze'chan'shi
常罗汉,chang'luo'han
常愍,chang'min
长明灯,chang'ming'deng
昌明法师,chang'ming'fa'shi
长庆,chang'qing
长青春科尔寺,chang'qing'chun'ke'er'si
长庆惠棱禅师,chang'qing'hui'leng'chan'shi
长庆棱禅师,chang'qing'leng'chan'shi
常润,chang'run
常身,chang'shen
长生,chang'sheng
长生山皎然,chang'sheng'shan'jiao'ran
常氏女,chang'shi'nv
长时修,chang'shi'xiu
长寿佛咒,chang'shou'fo'zhou
长寿灭罪护诸童子陀罗尼经,chang'shou'mie'zui'hu'zhu'tong'zi'tuo'luo'ni'jing
常熟陈妪,chang'shu'chen'yu
常熟陆寡妇,chang'shu'lu'gua'fu
长水法师,chang'shui'fa'shi
长水法师子璇,chang'shui'fa'shi'zi'xuan
长松清风,chang'song'qing'feng
长松茹退,chang'song'ru'tui
常随佛学,chang'sui'fo'xue
常通禅师,chang'tong'chan'shi
长尾雅人,chang'wei'ya'ren
长物,chang'wu
常无常二身,chang'wu'chang'er'shen
长西,chang'xi
长行,chang'xing
长兴,chang'xing
常行乞食,chang'xing'qi'shi
常行三昧,chang'xing'san'mei
长养,chang'yang
长衣,chang'yi
常遇,chang'yu
长斋月,chang'zhai'yue
长爪梵志,chang'zhao'fan'zhi
常州九龙禅寺,chang'zhou'jiu'long'chan'si
常住,chang'zhu
昌珠寺,chang'zhu'si
常住物,chang'zhu'wu
长髭,chang'zi
常总,chang'zong
常坐,chang'zuo
超岸,chao'an
朝庵颜禅师,chao'an'yan'chan'shi
超辩,chao'bian
晁补之居士,chao'bu'zhi'ju'shi
超达,chao'da
超峰寺,chao'feng'si
超佛越祖,chao'fo'yue'zu
超化大师,chao'hua'da'shi
超戒寺,chao'jie'si
超进,chao'jin
抄经,chao'jing
晁迥,chao'jiong
超觉大师,chao'jue'da'shi
超明,chao'ming
晁明远,chao'ming'yuan
晁明远居士,chao'ming'yuan'ju'shi
晁木格阿柔祖古,chao'mu'ge'a'rou'zu'gu
潮山,chao'shan
潮山黄婆,chao'shan'huang'po
晁说之,chao'shuo'zhi
晁文元,chao'wen'yuan
晁无咎,chao'wu'jiu
朝鲜佛教,chao'xian'fo'jiao
朝鲜佛教通史,chao'xian'fo'jiao'tong'shi
朝阳寺,chao'yang'si
晁以道,chao'yi'dao
超一子,chao'yi'zi
潮音道海,chao'yin'dao'hai
潮音通旭禅师,chao'yin'tong'xu'chan'shi
超越断,chao'yue'duan
超越三昧,chao'yue'san'mei
超越生死,chao'yue'sheng'si
超越证,chao'yue'zheng
超证,chao'zheng
彻通义介,che'tong'yi'jie
彻翁义亨,che'weng'yi'heng
陈媪,chen'ao
陈柏达,chen'bai'da
嗔病,chen'bing
陈参军,chen'can'jun
陈操,chen'cao
陈操尚书,chen'cao'shang'shu
陈禅师,chen'chan'shi
陈琡,chen'chu
尘道,chen'dao
陈道婆,chen'dao'po
沉淀,chen'dian
尘点劫,chen'dian'jie
嗔毒,chen'du
陈法师慧布,chen'fa'shi'hui'bu
嗔缚,chen'fu
尘垢,chen'gou
陈瓘,chen'guan
陈瓘居士,chen'guan'ju'shi
陈海量居士,chen'hai'liang'ju'shi
陈和尚,chen'he'shang
嗔恚,chen'hui
嗔恚火,chen'hui'huo
陈慧剑,chen'hui'jian
陈慧剑居士,chen'hui'jian'ju'shi
嗔恚使,chen'hui'shi
嗔火,chen'huo
陈健民,chen'jian'min
陈健民居士,chen'jian'min'ju'shi
尘劫,chen'jie
陈君璋,chen'jun'zhang
尘空法师,chen'kong'fa'shi
尘劳,chen'lao
晨露荷珠,chen'lu'he'zhu
陈履安,chen'lv'an
沉冥,chen'ming
陈铭枢居士,chen'ming'shu'ju'shi
晨起祈愿文,chen'qi'qi'yuan'wen
陈弃药,chen'qi'yao
陈清香,chen'qing'xiang
陈荣波,chen'rong'bo
陈荣灼,chen'rong'zhuo
陈如尊者,chen'ru'zun'zhe
尘刹,chen'sha
尘沙,chen'sha
尘沙惑,chen'sha'huo
陈神赐,chen'shen'ci
陈师道居士,chen'shi'dao'ju'shi
沉檀,chen'tan
陈体常,chen'ti'chang
陈田寺元寂,chen'tian'si'yuan'ji
尘妄,chen'wang
尘相,chen'xiang
沈香树,chen'xiang'shu
嗔心,chen'xin
陈延裸,chen'yan'luo
陈英善,chen'ying'shan
陈莹中,chen'ying'zhong
陈用拙,chen'yong'zhuo
陈又新,chen'you'xin
陈玉蛟,chen'yu'jiao
晨钟偈,chen'zhong'ji
陈忠肃,chen'zhong'su
陈祚龙,chen'zuo'long
承澄,cheng'cheng
澄楚,cheng'chu
成道,cheng'dao
成都范县君,cheng'du'fan'xian'jun
成都府世奇首座,cheng'du'fu'shi'qi'shou'zuo
乘恩,cheng'en
诚法归,cheng'fa'gui
乘方禅师,cheng'fang'chan'shi
成佛,cheng'fo
成佛得道,cheng'fo'de'dao
成佛得脱,cheng'fo'de'tuo
成佛法师,cheng'fo'fa'shi
成佛之路,cheng'fo'zhi'lu
成功就是战胜自己,cheng'gong'jiu'shi'zhan'sheng'zi'ji
承古,cheng'gu
澄观,cheng'guan
澄观法师,cheng'guan'fa'shi
