啊啊多少,a'a'duo'shao
吃饭克了,chi'fan'ke'le
吃房租,chi'fang'zu
吃该,chi'gai
吃好吃呢,chi'hao'chi'ne
驰和,chi'he
驰宏公司,chi'hong'gong'si
驰宏锌锗,chi'hong'xin'zhe
吃伙食,chi'huo'shi
吃鸡脚,chi'ji'jiao
赤就,chi'jiu
持久的时间,chi'jiu'de'shi'jian
吃菌,chi'jun
吃菌子,chi'jun'zi
吃克,chi'ke
迟宽敏,chi'kuan'min
吃了噶,chi'le'ga
赤裸裸呢,chi'luo'luo'ne
吃慢慢,chi'man'man
吃喃样,chi'nan'yang
吃呢好,chi'ne'hao
吃呢啦,chi'ne'la
吃疱疹,chi'pao'zhen
赤水源,chi'shui'yuan
驰泰,chi'tai
吃要,chi'yao
吃一台,chi'yi'tai
吃一小点,chi'yi'xiao'dian
吃早点啦,chi'zao'dian'la
吃早点没有,chi'zao'dian'mei'you
吃这类药,chi'zhe'lei'yao
赤芝,chi'zhi
迟卓,chi'zhuo
虫虫山,chong'chong'shan
冲到补给点,chong'dao'bu'ji'dian
冲动伤身体,chong'dong'shang'shen'ti
重返亚洲,chong'fan'ya'zhou
充分发展,chong'fen'fa'zhan
充分展现,chong'fen'zhan'xian
崇岗,chong'gang
冲沟,chong'gou
舂鸡脚,chong'ji'jiao
冲了睡,chong'le'shui
冲泡,chong'pao
冲泡得,chong'pao'de
崇仁巷,chong'ren'xiang
冲山,chong'shan
充填车间,chong'tian'che'jian
宠物打死的,chong'wu'da'si'de
冲下面,chong'xia'mian
重新删,chong'xin'shan
重新整,chong'xin'zheng
仇城,chou'cheng
抽调两张王牌,chou'diao'liang'zhang'wang'pai
臭狗狗,chou'gou'gou
丑了丑,chou'le'chou
抽热闹了,chou're'nao'le
处不拢,chu'bu'long
出到哪里去,chu'dao'na'li'qu
除的,chu'de
出哈气,chu'ha'qi
出克吃,chu'ke'chi
出克啦,chu'ke'la
出昆明,chu'kun'ming
处理客户投诉,chu'li'ke'hu'tou'su
处理责任人,chu'li'ze'ren'ren
楚盟银子车,chu'meng'yin'zi'che
出喃,chu'nan
出生情况,chu'sheng'qing'kuang
出生证编号,chu'sheng'zheng'bian'hao
出完再说,chu'wan'zai'shuo
出现黑幕了,chu'xian'hei'mu'le
楚雄,chu'xiong
楚雄呢,chu'xiong'ne
楚雄人,chu'xiong'ren
楚雄市,chu'xiong'shi
楚雄外协,chu'xiong'wai'xie
楚雄彝族自治州,chu'xiong'yi'zu'zi'zhi'zhou
储英,chu'ying
储英村,chu'ying'cun
储英村委会,chu'ying'cun'wei'hui
出在手上,chu'zai'shou'shang
初职,chu'zhi
船房,chuan'fang
船房村,chuan'fang'cun
船房小区,chuan'fang'xiao'qu
穿金,chuan'jin
穿金库,chuan'jin'ku
穿近路,chuan'jin'lu
穿金路口,chuan'jin'lu'kou
穿邻居,chuan'lin'ju
穿喃,chuan'nan
传奇剧场,chuan'qi'ju'chang
传说中呢,chuan'shuo'zhong'ne
穿梭剧,chuan'suo'ju
穿心鼓楼,chuan'xin'gu'lou
钏兴梅,chuan'xing'mei
传照片到,chuan'zhao'pian'dao
创基尚城,chuang'ji'shang'cheng
创森,chuang'sen
床台,chuang'tai
创意英国,chuang'yi'ying'guo
吹的牛,chui'de'niu
吹牛啦,chui'niu'la
吹曲子,chui'qu'zi
吹散牛,chui'san'niu
吹箫巷,chui'xiao'xiang
吹着牛,chui'zhe'niu
垂直同步呢,chui'zhi'tong'bu'ne
春城慧谷,chun'cheng'hui'gu
春城剧院,chun'cheng'ju'yuan
春城频道,chun'cheng'pin'dao
春城晚报,chun'cheng'wan'bao
春城小学,chun'cheng'xiao'xue
春和,chun'he
春和镇,chun'he'zhen
春晖小区,chun'hui'xiao'qu
春节军,chun'jie'jun
春融街,chun'rong'jie
春融西路,chun'rong'xi'lu
春天见,chun'tian'jian
春晓花园,chun'xiao'hua'yuan
春雨初霁,chun'yu'chu'ji
春雨路,chun'yu'lu
春苑,chun'yuan
春苑小区,chun'yuan'xiao'qu
春之城,chun'zhi'cheng
戳你木,chuo'ni'mu
茨坝,ci'ba
次旦,ci'dan
次多,ci'duo
次吉,ci'ji
此件货物,ci'jian'huo'wu
此票已全部走完,ci'piao'yi'quan'bu'zou'wan
此贴可供,ci'tie'ke'gong
刺桐关,ci'tong'guan
茨营,ci'ying
茨营乡,ci'ying'xiang
从安宁,cong'an'ning
从北市区,cong'bei'shi'qu
从楚雄,cong'chu'xiong
璁聪,cong'cong
从军乐,cong'jun'yue
从来某,cong'lai'mou
从剩下的,cong'sheng'xia'de
从文山,cong'wen'shan
从玉溪,cong'yu'xi
粗鲁起来,cu'lu'qi'lai
粗米线,cu'mi'xian
翠宾,cui'bin
翠峰,cui'feng
翠峰路,cui'feng'lu
翠府,cui'fu
崔国章,cui'guo'zhang
翠湖,cui'hu
翠湖北路,cui'hu'bei'lu
翠湖边,cui'hu'bian
翠湖边上,cui'hu'bian'shang
翠湖宾馆,cui'hu'bin'guan
翠湖店,cui'hu'dian
翠湖公园,cui'hu'gong'yuan
翠湖会,cui'hu'hui
翠湖南路,cui'hu'nan'lu
崔华平,cui'hua'ping
翠华乡,cui'hua'xiang
翠明园,cui'ming'yuan
崔庆永,cui'qing'yong
翠怡酒店,cui'yi'jiu'dian
翠羽丹霞,cui'yu'dan'xia
崔志鹏,cui'zhi'peng
村伙子,cun'huo'zi
寸家,cun'jia
存款金额,cun'kuan'jin'e
村小组,cun'xiao'zu
村子里面,cun'zi'li'mian
错的啦,cuo'de'la
错掉啦,cuo'diao'la
错赶紧,cuo'gan'jin
措姆,cuo'mu
大坝村,da'ba'cun
大白庙,da'bai'miao
大白青天,da'bai'qing'tian
大白日,da'bai'ri
大白天呢,da'bai'tian'ne
大板桥,da'ban'qiao
大板桥镇,da'ban'qiao'zhen
大半夜呢,da'ban'ye'ne
达贝,da'bei
达丙,da'bing
大波村,da'bo'cun
打不动字啦,da'bu'dong'zi'la
大财不入,da'cai'bu'ru
大菜园,da'cai'yuan
大朝山,da'chao'shan
大吃们,da'chi'men
大重九,da'chong'jiu
大虫网,da'chong'wang
打传呼,da'chuan'hu
大村,da'cun
大村子,da'cun'zi
打错的啦,da'cuo'de'la
打错要,da'cuo'yao
大大呢,da'da'ne
达到培训目的,da'dao'pei'xun'mu'di
大德大厦,da'de'da'sha
大滇,da'dian
大滇医院,da'dian'yi'yuan
大滇园,da'dian'yuan
大叠水,da'die'shui
大渡岗,da'du'gang
大额牛,da'e'niu
达反,da'fan
达仿,da'fang
大港旺宝,da'gang'wang'bao
大哥看,da'ge'kan
打个完整,da'ge'wan'zheng
打给特,da'gei'te
大拐,da'guai
大关,da'guan
大观店,da'guan'dian
大观公园,da'guan'gong'yuan
大观河,da'guan'he
大观酒店,da'guan'jiu'dian
打关口,da'guan'kou
大观楼,da'guan'lou
大观路,da'guan'lu
大观商业,da'guan'shang'ye
大观商业城,da'guan'shang'ye'cheng
大关县,da'guan'xian
打广告的点这里,da'guang'gao'de'dian'zhe'li
大滚锅,da'gun'guo
大河边,da'he'bian
大河镇,da'he'zhen
大河嘴,da'he'zui
大红椒,da'hong'jiao
大红坡,da'hong'po
大红山,da'hong'shan
大红酸枝,da'hong'suan'zhi
大黄姜,da'huang'jiang
打回克,da'hui'ke
大伙意见,da'huo'yi'jian
大家加油呀,da'jia'jia'you'ya
大家请作答,da'jia'qing'zuo'da
大家去听,da'jia'qu'ting
大脚氏,da'jiao'shi
大街镇,da'jie'zhen
大金马,da'jin'ma
大经典,da'jing'dian
大箐坡,da'jing'po
大舅爹,da'jiu'die
大救驾,da'jiu'jia
大具,da'ju
大孔疝,da'kong'shan
大口马牙,da'kou'ma'ya
打款发,da'kuan'fa
大昆明,da'kun'ming
大困难的,da'kun'nan'de
大赖子,da'lai'zi
大浪汹涌,da'lang'xiong'yong
大老憨,da'lao'han
大了大,da'le'da
大理白族,da'li'bai'zu
大理白族自治州,da'li'bai'zu'zi'zhi'zhou
大理店,da'li'dian
大理供电局,da'li'gong'dian'ju
大理古城,da'li'gu'cheng
大理局,da'li'ju
大理啦,da'li'la
大理了,da'li'le
大理呢,da'li'ne
大理啤酒,da'li'pi'jiu
大理人,da'li'ren
大理市,da'li'shi
大栗树,da'li'shu
大理双廊,da'li'shuang'lang
大理玩,da'li'wan
大理学院,da'li'xue'yuan
大理一中,da'li'yi'zhong
大梨园,da'li'yuan
大理站,da'li'zhan
大丽中,da'li'zhong
大理州,da'li'zhou
大龙口,da'long'kou
大龙潭,da'long'tan
大罗白,da'luo'bai
大落水,da'luo'shui
大马疯,da'ma'feng
大麦地,da'mai'di
打毛线衣,da'mao'xian'yi
大密罗,da'mi'luo
打喃,da'nan
大呢嘛,da'ne'ma
打你噶,da'ni'ga
大棚三楼,da'peng'san'lou
大平地,da'ping'di
大平掌,da'ping'zhang
大坪子,da'ping'zi
大坡坡,da'po'po
大普吉,da'pu'ji
大清八早,da'qing'ba'zao
大青树,da'qing'shu
大清早呢,da'qing'zao'ne
大雀,da'que
打扫哈,da'sao'ha
大沙坝,da'sha'ba
大山包,da'shan'bao
大山包乡,da'shan'bao'xiang
大山上,da'shan'shang
大商汇,da'shang'hui
大商园,da'shang'yuan
打实,da'shi
打失掉,da'shi'diao
打是心疼,da'shi'xin'teng
大树茶,da'shu'cha
大树屯,da'shu'tun
大树营,da'shu'ying
大帅爸,da'shuai'ba
大双人,da'shuang'ren
大水车,da'shui'che
大水车接,da'shui'che'jie
大水井,da'shui'jing
大水井乡,da'shui'jing'xiang
大水塘,da'shui'tang
大寺乡,da'si'xiang
大松树,da'song'shu
打算克,da'suan'ke
大索道,da'suo'dao
大塘子,da'tang'zi
大桃红,da'tao'hong
大田坝,da'tian'ba
大西村,da'xi'cun
大西洋哭去,da'xi'yang'ku'qu
大巷口,da'xiang'kou
大小盆友,da'xiao'pen'you
大小牲畜,da'xiao'sheng'chu
大新册,da'xin'ce
大兴村,da'xing'cun
大学国文,da'xue'guo'wen
大雪山,da'xue'shan
大研古镇,da'yan'gu'zhen
大眼妹纸,da'yan'mei'zhi
大洋糖酒,da'yang'tang'jiu
大姚县,da'yao'xian
大夜航,da'ye'hang
大叶种,da'ye'zhong
大益,da'yi
打姨爹,da'yi'die
大意啦,da'yi'la
打一台,da'yi'tai
大营村,da'ying'cun
大营村委会,da'ying'cun'wei'hui
大盈江,da'ying'jiang
大营街,da'ying'jie
大游船,da'you'chuan
大渔,da'yu
大渔村,da'yu'cun
大玉龙,da'yu'long
大于山,da'yu'shan
大渔乡,da'yu'xiang
大元昌,da'yuan'chang
打云南,da'yun'nan
打澡堂,da'zao'tang
大早早,da'zao'zao
大寨,da'zhai
大寨河,da'zhai'he
大寨子,da'zhai'zi
打张车,da'zhang'che
大昭寺,da'zhao'si
大中河,da'zhong'he
大拽,da'zhuai
大拽拽,da'zhuai'zhuai
大妆,da'zhuang
大庄乡,da'zhuang'xiang
打捉,da'zhuo
大子弟,da'zi'di
大自然风情园,da'zi'ran'feng'qing'yuan
戴爱明,dai'ai'ming
待补,dai'bu
带菜饭,dai'cai'fan
带刺的才是玫瑰,dai'ci'de'cai'shi'mei'gui
带的点,dai'de'dian
带的克,dai'de'ke
带得起来,dai'de'qi'lai
戴光明,dai'guang'ming
代豪,dai'hao
代河,dai'he
带回克,dai'hui'ke
代检,dai'jian
带来给你,dai'lai'gei'ni
傣楼,dai'lou
代卖点卡,dai'mai'dian'ka
带你克,dai'ni'ke
袋泡茶,dai'pao'cha
代人体检,dai'ren'ti'jian
戴师,dai'shi
代体检,dai'ti'jian
代替体检,dai'ti'ti'jian
带外衣,dai'wai'yi
戴维营,dai'wei'ying
戴文敬,dai'wen'jing
代小燕,dai'xiao'yan
代秀芬,dai'xiu'fen
带有不的成语,dai'you'bu'de'cheng'yu
傣寨,dai'zhai
傣族园,dai'zu'yuan
单倍型,dan'bei'xing
单车棚,dan'che'peng
但带回家,dan'dai'hui'jia
担担饺,dan'dan'jiao
淡淡呢,dan'dan'ne
淡点,dan'dian
丹凤镇,dan'feng'zhen
蛋糕先生,dan'gao'xian'sheng
淡化的,dan'hua'de
但会选择,dan'hui'xuan'ze
但酱油,dan'jiang'you
丹槿园,dan'jin'yuan
单你个,dan'ni'ge
但你一走开,dan'ni'yi'zou'kai
旦诺,dan'nuo
蛋清饼,dan'qing'bing
但却可以,dan'que'ke'yi
单人睡,dan'ren'shui
丹参粉,dan'shen'fen
但是不要骂人,dan'shi'bu'yao'ma'ren
但是你开视频,dan'shi'ni'kai'shi'pin
旦斯特,dan'si'te
蛋疼啦,dan'teng'la
但我快到终点,dan'wo'kuai'dao'zhong'dian
单我两个,dan'wo'liang'ge
但我是男的,dan'wo'shi'nan'de
丹霞路,dan'xia'lu
丹霞路口,dan'xia'lu'kou
但演讲挺好玩的,dan'yan'jiang'ting'hao'wan'de
但药店,dan'yao'dian
胆子大啦,dan'zi'da'la
当宝的,dang'bao'de
当归粉,dang'gui'fen
当好医生的,dang'hao'yi'sheng'de
当麦基,dang'mai'ji
当蜀黍,dang'shu'shu
党徒,dang'tu
到安宁,dao'an'ning
倒班房,dao'ban'fang
到版纳,dao'ban'na
到保山,dao'bao'shan
到北市区,dao'bei'shi'qu
到不咋个,dao'bu'za'ge
到呈贡,dao'cheng'gong
到楚雄,dao'chu'xiong
道德与法制电视,dao'de'yu'fa'zhi'dian'shi
到底他给答应了,dao'di'ta'gei'da'ying'le
到底咋个,dao'di'za'ge
到底咋个啦,dao'di'za'ge'la
到底咋个了,dao'di'za'ge'le
到底咋个说,dao'di'za'ge'shuo
到底咋说,dao'di'za'shuo
到个旧,dao'ge'jiu
盗号的是垃圾,dao'hao'de'shi'la'ji
到菊花村,dao'ju'hua'cun
到客栈,dao'ke'zhan
到昆明啦,dao'kun'ming'la
到拉萨,dao'la'sa
到拉萨了,dao'la'sa'le
到了该,dao'le'gai
到了昆明,dao'le'kun'ming
到丽江了,dao'li'jiang'le
到力量,dao'li'liang
到临沧,dao'lin'cang
导流布置图,dao'liu'bu'zhi'tu
导流沟,dao'liu'gou
到泸沽湖,dao'lu'gu'hu
到哪掉了,dao'na'diao'le
到时候看啦,dao'shi'hou'kan'la
到世纪城,dao'shi'ji'cheng
到石林,dao'shi'lin
倒是如果有一天,dao'shi'ru'guo'you'yi'tian
倒梯形的,dao'ti'xing'de
倒挺快的,dao'ting'kuai'de
到文山,dao'wen'shan
道悟老子,dao'wu'lao'zi
到下关,dao'xia'guan
到小西门,dao'xiao'xi'men
到休闲,dao'xiu'xian
到宣威,dao'xuan'wei
刀营,dao'ying
到玉溪,dao'yu'xi
到云南,dao'yun'nan
到昭通,dao'zhao'tong
德安乡,de'an'xiang
德昂族,de'ang'zu
的别是,de'bie'shi
德春,de'chun
德党,de'dang
德党镇,de'dang'zhen
的得瑟,de'de'se
的复合神鬼热,de'fu'he'shen'gui're
德钢,de'gang
德和,de'he
德宏,de'hong
的黄角树,de'huang'jiao'shu
德吉路,de'ji'lu
的记录该,de'ji'lu'gai
的吉他弹唱,de'ji'ta'tan'chang
得奖没,de'jiang'mei
得克,de'ke
的客栈,de'ke'zhan
的昆明,de'kun'ming
得了噶,de'le'ga
的了该,de'le'gai
得禄,de'lu
德鲁帕,de'lu'pa
的么啊,de'me'a
德钦县,de'qin'xian
得胜家具,de'sheng'jia'ju
得胜桥,de'sheng'qiao
的我啦,de'wo'la
的小图,de'xiao'tu
德阳楼,de'yang'lou
德语字典,de'yu'zi'dian
德缘,de'yuan
德缘小区,de'yuan'xiao'qu
等不的啦,deng'bu'de'la
等的噶,deng'de'ga
等的哈,deng'de'ha
等的啦,deng'de'la
灯的么,deng'de'me
等的你呢,deng'de'ni'ne
等的瞧,deng'de'qiao
等的他,deng'de'ta
等的我回来,deng'de'wo'hui'lai
等的我来,deng'de'wo'lai
等的要,deng'de'yao
等额我,deng'e'wo
等哈瞧,deng'ha'qiao
等哈去做,deng'ha'qu'zuo
等哈有和你聊,deng'ha'you'he'ni'liao
登康,deng'kang
等明日,deng'ming'ri
等呢看,deng'ne'kan
等呢瞧,deng'ne'qiao
等你噶,deng'ni'ga
等你来昆明,deng'ni'lai'kun'ming
灯泡花屏,deng'pao'hua'ping
等收假,deng'shou'jia
等我帮你问问,deng'wo'bang'ni'wen'wen
等我噶,deng'wo'ga
等我回克,deng'wo'hui'ke
等我考虑下,deng'wo'kao'lv'xia
等我研究哈,deng'wo'yan'jiu'ha
等我研究下,deng'wo'yan'jiu'xia
等下噶,deng'xia'ga
邓言凤,deng'yan'feng
等一久,deng'yi'jiu
等有时间又聊,deng'you'shi'jian'you'liao
灯盏花,deng'zhan'hua
等着噶,deng'zhe'ga
等着嘛,deng'zhe'ma
迪拜会所,di'bai'hui'suo
帝泊洱,di'bo'er
低的头,di'de'tou
地额为,di'e'wei
第二早,di'er'zao
抵反,di'fan
抵仿,di'fang
地方睡得,di'fang'shui'de
第几下,di'ji'xia
地理也是,di'li'ye'shi
地哦啊拍,di'o'a'pai
低品质,di'pin'zhi
迪庆州,di'qing'zhou
低丘缓坡,di'qiu'huan'po
第三城,di'san'cheng
第十九次,di'shi'jiu'ci
第十五中,di'shi'wu'zhong
地税户,di'shui'hu
迪思,di'si
地台寺,di'tai'si
低头是故乡,di'tou'shi'gu'xiang
低信号,di'xin'hao
第壹,di'yi
第壹城,di'yi'cheng
第一接待人,di'yi'jie'dai'ren
第一轮中,di'yi'lun'zhong
第一汤,di'yi'tang
第一早,di'yi'zao
地域历史人文,di'yu'li'shi'ren'wen
地址没错吧,di'zhi'mei'cuo'ba
地州,di'zhou
地州的,di'zhou'de
地州上,di'zhou'shang
滇北,dian'bei
滇菜,dian'cai
点才会睡,dian'cai'hui'shui
滇池,dian'chi
滇池边,dian'chi'bian
滇池春天,dian'chi'chun'tian
滇池大坝,dian'chi'da'ba
滇池度假区,dian'chi'du'jia'qu
滇池境界,dian'chi'jing'jie
点吃苦,dian'chi'ku
滇池岭秀,dian'chi'ling'xiu
滇池路口,dian'chi'lu'kou
滇池路上,dian'chi'lu'shang
滇池水,dian'chi'shui
滇池卫城,dian'chi'wei'cheng
滇池星城,dian'chi'xing'cheng
滇池学院,dian'chi'xue'yuan
滇池印象,dian'chi'yin'xiang
滇池中学,dian'chi'zhong'xue
滇大,dian'da
点打我,dian'da'wo
点点豆豆,dian'dian'dou'dou
点点通讯,dian'dian'tong'xun
滇东,dian'dong
滇东北,dian'dong'bei
滇东南,dian'dong'nan
滇峰,dian'feng
滇橄榄,dian'gan'lan
滇高,dian'gao
滇管局,dian'guan'ju
滇虹,dian'hong
滇虹药业,dian'hong'yao'ye
电弧给我,dian'hu'gei'wo
电话噶,dian'hua'ga
电话就说,dian'hua'jiu'shuo
电话那边传来,dian'hua'na'bian'chuan'lai
点检结果,dian'jian'jie'guo
点检制度,dian'jian'zhi'du
滇金丝猴,dian'jin'si'hou
滇军,dian'jun
滇菌王,dian'jun'wang
电缆怕,dian'lan'pa
电力小区,dian'li'xiao'qu
颠路,dian'lu
电煤线,dian'mei'xian
滇缅大道,dian'mian'da'dao
点摩托,dian'mo'tuo
电能量,dian'neng'liang
电容器组,dian'rong'qi'zu
滇三中,dian'san'zhong
甸沙,dian'sha
店上了,dian'shang'le
滇滩,dian'tan
电梯款,dian'ti'kuan
滇投,dian'tou
电玩室,dian'wan'shi
滇味,dian'wei
滇西,dian'xi
滇西北,dian'xi'bei
滇西南,dian'xi'nan
典雅阁,dian'ya'ge
电影历史,dian'ying'li'shi
点又玩,dian'you'wan
滇源,dian'yuan
滇源镇,dian'yuan'zhen
滇越铁路,dian'yue'tie'lu
雕板,diao'ban
掉的狂,diao'de'kuang
掉的啦,diao'de'la
雕刻费,diao'ke'fei
掉落什么,diao'luo'shen'me
雕梅,diao'mei
雕梅酒,diao'mei'jiu
碉上上,diao'shang'shang
掉下克,diao'xia'ke
叼扎天,diao'zha'tian
叠春苑,die'chun'yuan
爹你妈,die'ni'ma
蝶泉牛奶,die'quan'niu'nai
叠水,die'shui
叠水河,die'shui'he
订单少点好,ding'dan'shao'dian'hao
定的啦,ding'de'la
丁昆林,ding'kun'lin
丁师,ding'shi
鼎易天城,ding'yi'tian'cheng
鼎易天景,ding'yi'tian'jing
钉子厂,ding'zi'chang
丢出克,diu'chu'ke
丢开你,diu'kai'ni
丢强,diu'qiang
东巴,dong'ba
东巴谷,dong'ba'gu
东部客运,dong'bu'ke'yun
东城门,dong'cheng'men
东川,dong'chuan
东川的,dong'chuan'de
东川了,dong'chuan'le
东川区,dong'chuan'qu
东川人,dong'chuan'ren
东大村,dong'da'cun
东大河,dong'da'he
东达山,dong'da'shan
动都不会动,dong'dou'bu'hui'dong
董芳芳,dong'fang'fang
董飞高,dong'fei'gao
东风东路,dong'feng'dong'lu
东风广场,dong'feng'guang'chang
东风社区,dong'feng'she'qu
东风水库,dong'feng'shui'ku
东风西路,dong'feng'xi'lu
东风巷,dong'feng'xiang
东华店,dong'hua'dian
东华小区,dong'hua'xiao'qu
董家湾,dong'jia'wan
东江花园,dong'jiang'hua'yuan
东郊路,dong'jiao'lu
东界河,dong'jie'he
东聚,dong'ju
东聚汽配城,dong'ju'qi'pei'cheng
东骏,dong'jun
东来大厦,dong'lai'da'sha
董丽玲,dong'li'ling
东陆,dong'lu
东陆桥,dong'lu'qiao
东陆园,dong'lu'yuan
东盟森林,dong'meng'sen'lin
东幕,dong'mu
东山镇,dong'shan'zhen
东市区,dong'shi'qu
东寺街,dong'si'jie
东寺塔,dong'si'ta
动物所,dong'wu'suo
动物研究所,dong'wu'yan'jiu'suo
东西噶,dong'xi'ga
东西克,dong'xi'ke
董贤利,dong'xian'li
东骧神骏,dong'xiang'shen'jun
东星小区,dong'xing'xiao'qu
东亚地区,dong'ya'di'qu
冬樱花,dong'ying'hua
东直街,dong'zhi'jie
都不保了,dou'bu'bao'le
逗不得,dou'bu'de
都不克,dou'bu'ke
都不咋个,dou'bu'za'ge
斗斗,dou'dou
抖都不抖,dou'dou'bu'dou
斗斗妈,dou'dou'ma
豆腐厂,dou'fu'chang
豆腐营,dou'fu'ying
都还某,dou'hai'mou
都还认不得,dou'hai'ren'bu'de
都好好呢,dou'hao'hao'ne
豆花鸡,dou'hua'ji
豆花米线,dou'hua'mi'xian
都将可以,dou'jiang'ke'yi
都可以关声音,dou'ke'yi'guan'sheng'yin
都快想不起来,dou'kuai'xiang'bu'qi'lai
都冒出来吧,dou'mao'chu'lai'ba
都没在了,dou'mei'zai'le
豆焖饭,dou'men'fan
豆面汤圆,dou'mian'tang'yuan
豆末糖,dou'mo'tang
都某吃,dou'mou'chi
都某的,dou'mou'de
都某得了,dou'mou'de'le
都某的人,dou'mou'de'ren
都某来,dou'mou'lai
都某睡,dou'mou'shui
都某说,dou'mou'shuo
都某做,dou'mou'zuo
斗南,dou'nan
斗南镇,dou'nan'zhen
都认得了,dou'ren'de'le
豆沙关,dou'sha'guan
窦师,dou'shi
都是条形码,dou'shi'tiao'xing'ma
都是我帮她,dou'shi'wo'bang'ta
都是我呢,dou'shi'wo'ne
都是些自私的人,dou'shi'xie'zi'si'de'ren
逗手指,dou'shou'zhi
都刷哦,dou'shua'o
都踏,dou'ta
逗我资,dou'wo'zi
豆香园,dou'xiang'yuan
都要克,dou'yao'ke
斗鱼主题曲,dou'yu'zhu'ti'qu
都在昆明,dou'zai'kun'ming
都这种说,dou'zhe'zhong'shuo
杜吧,du'ba
度被你们,du'bei'ni'men
度不放,du'bu'fang
度不敢,du'bu'gan
度不佳,du'bu'jia
杜春炎,du'chun'yan
杜德祥,du'de'xiang
独儿子,du'er'zi
度嘉班妮,du'jia'ban'ni
杜金寿,du'jin'shou
度看戏,du'kan'xi
独克宗,du'ke'zong
度苦不到,du'ku'bu'dao
独立时代,du'li'shi'dai
独龙族,du'long'zu
读陆放翁集,du'lu'fang'weng'ji
都市车迷,du'shi'che'mi
都市春天,du'shi'chun'tian
都市枫林,du'shi'feng'lin
都市名园,du'shi'ming'yuan
都市品质,du'shi'pin'zhi
都市时报,du'shi'shi'bao
读书铺,du'shu'pu
读书时候啊,du'shu'shi'hou'a
读完没,du'wan'mei
独一无在,du'yi'wu'zai
独有闹,du'you'nao
杜云涛,du'yun'tao
肚子个,du'zi'ge
杜祖其,du'zu'qi
端德,duan'de
端德村,duan'de'cun
段虎松,duan'hu'song
段江,duan'jiang
段老表,duan'lao'biao
段思麒,duan'si'qi
端头房,duan'tou'fang
短信问候客户,duan'xin'wen'hou'ke'hu
段玉祥,duan'yu'xiang
段元甫,duan'yuan'fu
段芸,duan'yun
短运费,duan'yun'fei
段志雄,duan'zhi'xiong
对不起噶,dui'bu'qi'ga
对车辆行驶状况,dui'che'liang'xing'shi'zhuang'kuang
队服还改么,dui'fu'hai'gai'me
对精神科,dui'jing'shen'ke
对昆明,dui'kun'ming
对那些小孩,dui'na'xie'xiao'hai
对呢嘛,dui'ne'ma
对呢人,dui'ne'ren
对你很设施,dui'ni'hen'she'shi
对云南,dui'yun'nan
顿县个人提成,dun'xian'ge'ren'ti'cheng
多彩的哈达,duo'cai'de'ha'da
多吃点噶,duo'chi'dian'ga
多出克,duo'chu'ke
多次派送,duo'ci'pai'song
多的不要,duo'de'bu'yao
躲的点,duo'de'dian
夺底,duo'di
夺底路,duo'di'lu
多掉,duo'diao
多跌,duo'die
躲都躲不,duo'dou'duo'bu
多哥水,duo'ge'shui
多乖呢,duo'guai'ne
多哈,duo'ha
多哈到,duo'ha'dao
多哈克,duo'ha'ke
多哈去,duo'ha'qu
多好吃呢,duo'hao'chi'ne
多好看呢,duo'hao'kan'ne
多好玩呢,duo'hao'wan'ne
多借口了,duo'jie'kou'le
多客,duo'ke
多来几个啊,duo'lai'ji'ge'a
多劳少的,duo'lao'shao'de
多么是,duo'me'shi
多呢吗,duo'ne'ma
多呢么,duo'ne'me
多呢是,duo'ne'shi
多雀,duo'que
多人看着,duo'ren'kan'zhe
多少包邮呢,duo'shao'bao'you'ne
多头玫,duo'tou'mei
多晚晚,duo'wan'wan
多维网,duo'wei'wang
多稀奇,duo'xi'qi
多选了些照片,duo'xuan'le'xie'zhao'pian
多依河,duo'yi'he
多种培训,duo'zhong'pei'xun
饿不得,e'bu'de
峨山,e'shan
峨山县,e'shan'xian
峨山一中,e'shan'yi'zhong
恩阿姆,en'a'mu
恩了嘛,en'le'ma
嗯是啦,en'shi'la
而不看自己,er'bu'kan'zi'ji
而不应唉,er'bu'ying'ai
耳朵骚年,er'duo'sao'nian
二姑凉,er'gu'liang
洱海,er'hai
二话不说抢,er'hua'bu'shuo'qiang
二环西路,er'huan'xi'lu
珥季,er'ji
珥季路,er'ji'lu
佴家湾,er'jia'wan
二检站,er'jian'zhan
二筋条,er'jin'tiao
儿科那个,er'ke'na'ge
儿科有个叫,er'ke'you'ge'jiao
耳快,er'kuai
二老菜,er'lao'cai
而某,er'mou
二睿,er'rui
二十八星宿大阵,er'shi'ba'xing'xiu'da'zhen
二十年不够,er'shi'nian'bu'gou
铒丝,er'si
儿童危重,er'tong'wei'zhong
二屋基,er'wu'ji
二媳妇,er'xi'fu
二虾,er'xia
洱源县,er'yuan'xian
二月开花一剪刀,er'yue'kai'hua'yi'jian'dao
二月小夜曲,er'yue'xiao'ye'qu
二职中,er'zhi'zhong
法爱诺,fa'ai'nuo
发布动态,fa'bu'dong'tai
发不来呢,fa'bu'lai'ne
发车吧,fa'che'ba
发出极其,fa'chu'ji'qi
发错的啦,fa'cuo'de'la
发错掉,fa'cuo'diao
发的啦,fa'de'la
发哈呆,fa'ha'dai
发黑晕,fa'hei'yun
发挥举报,fa'hui'ju'bao
发货给,fa'huo'gei
法界寺,fa'jie'si
发昆明,fa'kun'ming
发了噶,fa'le'ga
乏力了,fa'li'le
发喃,fa'nan
