阿母白媒人,a'mu'bai'mei'ren
彼其于世,bi'qi'yu'shi
彼其真是也,bi'qi'zhen'shi'ye
必千乘之家,bi'qian'sheng'zhi'jia
彼且乘人而无天,bi'qie'cheng'ren'er'wu'tian
彼且恶乎待哉,bi'qie'e'hu'dai'zai
彼窃钩者诛,bi'qie'gou'zhe'zhu
彼且何肯以物为事乎,bi'qie'he'ken'yi'wu'wei'shi'hu
必且数眯焉,bi'qie'shu'mi'yan
彼且为无町畦,bi'qie'wei'wu'ding'qi
彼且为无崖,bi'qie'wei'wu'ya
彼且为婴儿,bi'qie'wei'ying'er
彼且奚适也,bi'qie'xi'shi'ye
彼且以蕲以,bi'qie'yi'qi'yi
彼且以丘为佞人也,bi'qie'yi'qiu'wei'ning'ren'ye
彼且择日而登假,bi'qie'ze'ri'er'deng'jia
必请所与,bi'qing'suo'yu
必求龙断而登之,bi'qiu'long'duan'er'deng'zhi
必取其绪,bi'qu'qi'xu
比权量力,bi'quan'liang'li
彼然而伐之也,bi'ran'er'fa'zhi'ye
彼人含其明,bi'ren'han'qi'ming
比人间春别,bi'ren'jian'chun'bie
彼仁人何其多忧也,bi'ren'ren'he'qi'duo'you'ye
嬖人有臧仓者沮君,bi'ren'you'zang'cang'zhe'ju'jun
嬖人臧仓者请曰,bi'ren'zang'cang'zhe'qing'yue
必入而叹,bi'ru'er'tan
裨谌草创之,bi'shen'cao'chuang'zhi
彼审乎禁过,bi'shen'hu'jin'guo
彼身织屦,bi'shen'zhi'ju
彼圣人者,bi'sheng'ren'zhe
必生于尧,bi'sheng'yu'yao
必盛卒徒而后敢出焉,bi'sheng'zu'tu'er'hou'gan'chu'yan
必世而后仁,bi'shi'er'hou'ren
必使反之,bi'shi'fan'zhi
彼是方生之说也,bi'shi'fang'sheng'zhi'shuo'ye
彼是莫得其偶,bi'shi'mo'de'qi'ou
彼视三釜,bi'shi'san'fu
必使仰足以事父母,bi'shi'yang'zu'yi'shi'fu'mu
必使玉人雕琢之,bi'shi'yu'ren'diao'zhuo'zhi
彼视渊若陵,bi'shi'yuan'ruo'ling
避世之人,bi'shi'zhi'ren
必授之职,bi'shou'zhi'zhi
必熟而荐之,bi'shu'er'jian'zhi
碧水东流至此回,bi'shui'dong'liu'zhi'ci'hui
避水火也,bi'shui'huo'ye
必死于暴人之前矣,bi'si'yu'bao'ren'zhi'qian'yi
彼所谓豪杰之士也,bi'suo'wei'hao'jie'zhi'shi'ye
彼特以天为父,bi'te'yi'tian'wei'fu
彼童子之师,bi'tong'zi'zhi'shi
彼为本末非本末,bi'wei'ben'mo'fei'ben'mo
彼为积散非积散也,bi'wei'ji'san'fei'ji'san'ye
彼唯人言之恶闻,bi'wei'ren'yan'zhi'e'wen
彼为衰杀非衰杀,bi'wei'shuai'sha'fei'shuai'sha
彼为盈虚非盈虚,bi'wei'ying'xu'fei'ying'xu
必为政於天下矣,bi'wei'zheng'yu'tian'xia'yi
彼未知夫无方之传,bi'wei'zhi'fu'wu'fang'zhi'chuan
必闻其政,bi'wen'qi'zheng
碧文圆顶夜深缝,bi'wen'yuan'ding'ye'shen'feng
彼无故以合者,bi'wu'gu'yi'he'zhe
必无礼也,bi'wu'li'ye
彼无为谓真是也,bi'wu'wei'wei'zhen'shi'ye
彼兀者也,bi'wu'zhe'ye
嬖奚反命曰,bi'xi'fan'ming'yue
比牺尊于沟中之断,bi'xi'zun'yu'gou'zhong'zhi'duan
必先苦其心志,bi'xian'ku'qi'xin'zhi
必先利其器,bi'xian'li'qi'qi
彼陷溺其民,bi'xian'ni'qi'min
必先斯四者,bi'xian'si'si'zhe
蔽贤者当之,bi'xian'zhe'dang'zhi
避贤者之路,bi'xian'zhe'zhi'lu
彼尧舜之耿介兮,bi'yao'shun'zhi'geng'jie'xi
逼尧之子,bi'yao'zhi'zi
必也狂狷乎,bi'ye'kuang'juan'hu
必也临事而惧,bi'ye'lin'shi'er'ju
必也亲丧乎,bi'ye'qin'sang'hu
必也射乎,bi'ye'she'hu
必也圣乎,bi'ye'sheng'hu
必也使无讼乎,bi'ye'shi'wu'song'hu
必也正名乎,bi'ye'zheng'ming'hu
彼以爱兄之道来,bi'yi'ai'xiong'zhi'dao'lai
必以告妾,bi'yi'gao'qie
必以告新令尹,bi'yi'gao'xin'ling'yin
彼以坚苦忍耐之力,bi'yi'jian'ku'ren'nai'zhi'li
彼已尽矣,bi'yi'jin'yi
彼以利合,bi'yi'li'he
比翼连枝当日愿,bi'yi'lian'zhi'dang'ri'yuan
必以其道,bi'yi'qi'dao
彼以其富,bi'yi'qi'fu
彼以其爵,bi'yi'qi'jue
必以身后之,bi'yi'shen'hou'zhi
彼以生为附赘县疣,bi'yi'sheng'wei'fu'zhui'xian'you
彼亦是也,bi'yi'shi'ye
必以言下之,bi'yi'yan'xia'zhi
彼亦一是非,bi'yi'yi'shi'fei
彼亦直寄焉,bi'yi'zhi'ji'yan
必有不蕲言而言,bi'you'bu'qi'yan'er'yan
必有不召之臣,bi'you'bu'zhao'zhi'chen
必有德天时者矣,bi'you'de'tian'shi'zhe'yi
彼又恶能,bi'you'e'neng
彼又恶能无惊乎哉,bi'you'e'neng'wu'jing'hu'zai
彼游方之外者也,bi'you'fang'zhi'wai'zhe'ye
必有圭田,bi'you'gui'tian
必有近忧,bi'you'jin'you
必有酒肉,bi'you'jiu'rou
必有可观者焉,bi'you'ke'guan'zhe'yan
必有明衣,bi'you'ming'yi
必由其名,bi'you'qi'ming
必有寝衣,bi'you'qin'yi
彼有取尔也,bi'you'qu'er'ye
必有人道之患,bi'you'ren'dao'zhi'huan
必有事焉而勿正,bi'you'shi'yan'er'wu'zheng
必有我师,bi'you'wo'shi
必有我师焉,bi'you'wo'shi'yan
必有凶年,bi'you'xiong'nian
必有一得,bi'you'yi'de
必有一失,bi'you'yi'shi
必有忠信如丘者焉,bi'you'zhong'xin'ru'qiu'zhe'yan
彼与彼不知也,bi'yu'bi'bu'zhi'ye
彼与彼年相若也,bi'yu'bi'nian'xiang'ruo'ye
比于赤子,bi'yu'chi'zi
比于大泽,bi'yu'da'ze
彼于致福者,bi'yu'zhi'fu'zhe
必与之莫多,bi'yu'zhi'mo'duo
碧玉妆成一树高,bi'yu'zhuang'cheng'yi'shu'gao
碧圆自洁,bi'yuan'zi'jie
壁月初晴,bi'yue'chu'qing
碧云将暮,bi'yun'jiang'mu
碧云天共楚宫遥,bi'yun'tian'gong'chu'gong'yao
彼哉彼哉,bi'zai'bi'zai
彼丈夫也,bi'zhang'fu'ye
碧砧度韵,bi'zhen'du'yun
彼正而蒙己德,bi'zheng'er'meng'ji'de
必正立执绥,bi'zheng'li'zhi'sui
必正席先尝之,bi'zheng'xi'xian'chang'zhi
彼正正者,bi'zheng'zheng'zhe
敝之而无憾,bi'zhi'er'wu'han
彼知颦美而不知颦之所以美,bi'zhi'pin'mei'er'bu'zhi'pin'zhi'suo'yi'mei
彼知丘之著于己也,bi'zhi'qiu'zhi'zhu'yu'ji'ye
彼之谓不道之道,bi'zhi'wei'bu'dao'zhi'dao
彼直以循斯须也,bi'zhi'yi'xun'si'xu'ye
彼至则不论,bi'zhi'ze'bu'lun
必作于细,bi'zuo'yu'xi
必作于易,bi'zuo'yu'yi
辩不能举也,bian'bu'neng'ju'ye
辩不若默,bian'bu'ruo'mo
辨材须待七年期,bian'cai'xu'dai'qi'nian'qi
遍插茱萸少一人,bian'cha'zhu'yu'shao'yi'ren
遍拆群芳,bian'chai'qun'fang
便成迟暮,bian'cheng'chi'mu
便成轻别,bian'cheng'qing'bie
便出门千里,bian'chu'men'qian'li
便当日亲见霓裳,bian'dang'ri'qin'jian'ni'chang
变调如闻杨柳春,bian'diao'ru'wen'yang'liu'chun
笾豆之事,bian'dou'zhi'shi
变而有气,bian'er'you'qi
便放漫春衫针线,bian'fang'man'chun'shan'zhen'xian
蝙蝠翻灯舞,bian'fu'fan'deng'wu
便复在旦夕,bian'fu'zai'dan'xi
变固外战,bian'gu'wai'zhan
遍国中无与立谈者,bian'guo'zhong'wu'yu'li'tan'zhe
便好去朝天,bian'hao'qu'chao'tian
辩乎荣辱之境,bian'hu'rong'ru'zhi'jing
变化齐一,bian'hua'qi'yi
变化之流也,bian'hua'zhi'liu'ye
便角枕题诗,bian'jiao'zhen'ti'shi
边竟有人焉,bian'jing'you'ren'yan
遍旧家门巷,bian'jiu'jia'men'xiang
便觉秋如许,bian'jue'qiu'ru'xu
便可白公姥,bian'ke'bai'gong'lao
便可速遣之,bian'ke'su'qian'zhi
便可作婚姻,bian'ke'zuo'hun'yin
便利此月内,bian'li'ci'yue'nei
便凭急桨凌波去,bian'ping'ji'jiang'ling'bo'qu
辩其所不能辩也,bian'qi'suo'bu'neng'bian'ye
扁然而万物,bian'ran'er'wan'wu
便认得琴心先许,bian'ren'de'qin'xin'xian'xu
便人间天上,bian'ren'jian'tian'shang
便是脑满肠肥,bian'shi'nao'man'chang'fei
便是人间好时节,bian'shi'ren'jian'hao'shi'jie
辩士无谈说之序则不乐,bian'shi'wu'tan'shuo'zhi'xu'ze'bu'le
便事左右,bian'shi'zuo'you
辩虽雕万物,bian'sui'diao'wan'wu
鞭挞黎庶令人悲,bian'ta'li'shu'ling'ren'bei
遍天涯寻消问息,bian'tian'ya'xun'xiao'wen'xi
边亭流血成海水,bian'ting'liu'xue'cheng'hai'shui
边庭飘摇那可度,bian'ting'piao'yao'na'ke'du
便忘了天涯芳信,bian'wang'le'tian'ya'fang'xin
便无风雪也摧残,bian'wu'feng'xue'ye'cui'can
便下襄阳向洛阳,bian'xia'xiang'yang'xiang'luo'yang
便行云都不归来,bian'xing'yun'dou'bu'gui'lai
便薰梅染柳,bian'xun'mei'ran'liu
便言多令才,bian'yan'duo'ling'cai
变一庭凄冷,bian'yi'ting'qi'leng
便引诗情到碧霄,bian'yin'shi'qing'dao'bi'xiao
遍饮坐者,bian'yin'zuo'zhe
便有团圆意,bian'you'tuan'yuan'yi
辩者有言曰,bian'zhe'you'yan'yue
辩之不必慧,bian'zhi'bu'bi'hui
便至四十西营田,bian'zhi'si'shi'xi'ying'tian
编之以皂栈,bian'zhi'yi'zao'zhan
卞庄子之勇,bian'zhuang'zi'zhi'yong
便纵有千种风情,bian'zong'you'qian'zhong'feng'qing
便作旦夕间,bian'zuo'dan'xi'jian
变作笙歌花底去,bian'zuo'sheng'ge'hua'di'qu
标格早梅知,biao'ge'zao'mei'zhi
表里俱澄澈,biao'li'ju'cheng'che
摽掠其人,biao'lue'qi'ren
表曰臣愈昧死上,biao'yue'chen'yu'mei'si'shang
别裁伪体亲风雅,bie'cai'wei'ti'qin'feng'ya
别愁纷絮,bie'chou'fen'xu
别殿遥闻箫鼓奏,bie'dian'yao'wen'xiao'gu'zou
别房太尉墓,bie'fang'tai'wei'mu
别馆寒砧,bie'guan'han'zhen
别后不知君远近,bie'hou'bu'zhi'jun'yuan'jin
别后两眉尖,bie'hou'liang'mei'jian
别后书辞,bie'hou'shu'ci
别后总风流云散,bie'hou'zong'feng'liu'yun'san
别来不寄一行书,bie'lai'bu'ji'yi'xing'shu
别来沧海事,bie'lai'cang'hai'shi
别来春半,bie'lai'chun'ban
别来欢事少人同,bie'lai'huan'shi'shao'ren'tong
别来锦字终难偶,bie'lai'jin'zi'zhong'nan'ou
别来双燕又西飞,bie'lai'shuang'yan'you'xi'fei
别来迅景如梭,bie'lai'xun'jing'ru'suo
别泪没些些,bie'lei'mei'xie'xie
别离在今晨,bie'li'zai'jin'chen
别茂嘉十二弟,bie'mao'jia'shi'er'di
别浦高楼曾漫倚,bie'pu'gao'lou'ceng'man'yi
别浦鲤鱼何日到,bie'pu'li'yu'he'ri'dao
别情无极,bie'qing'wu'ji
别人笑我忒疯癫,bie'ren'xiao'wo'tei'feng'dian
别时茫茫江浸月,bie'shi'mang'mang'jiang'jin'yue
别时容易见时难,bie'shi'rong'yi'jian'shi'nan
别是闲滋味,bie'shi'xian'zi'wei
别是一般滋味在心头,bie'shi'yi'ban'zi'wei'zai'xin'tou
别是一番滋味在心头,bie'shi'yi'fan'zi'wei'zai'xin'tou
别时针线,bie'shi'zhen'xian
别绪应萧索,bie'xu'ying'xiao'suo
别意与之谁短长,bie'yi'yu'zhi'shui'duan'chang
别有人间行路难,bie'you'ren'jian'xing'lu'nan
别有伤心无数,bie'you'shang'xin'wu'shu
别有说话,bie'you'shuo'hua
别有幽愁暗恨生,bie'you'you'chou'an'hen'sheng
别语愁难听,bie'yu'chou'nan'ting
别语悔分明,bie'yu'hui'fen'ming
别语忒分明,bie'yu'tei'fen'ming
别自有人桃叶渡,bie'zi'you'ren'tao'ye'du
宾不顾矣,bin'bu'gu'yi
宾从杂沓实要津,bin'cong'za'ta'shi'yao'jin
鬓发各已苍,bin'fa'ge'yi'cang
邠宁节度使白孝德以王故,bin'ning'jie'du'shi'bai'xiao'de'yi'wang'gu
邠人偷嗜暴恶者,bin'ren'tou'shi'bao'e'zhe
豳诗漫与,bin'shi'man'yu
鬓丝生几缕,bin'si'sheng'ji'lv
鬓摇烟碧,bin'yao'yan'bi
宾于乡里,bin'yu'xiang'li
鬓云松令,bin'yun'song'ling
邠州由是无祸,bin'zhou'you'shi'wu'huo
邴邴乎其似喜也,bing'bing'hu'qi'si'xi'ye
丙辰中秋,bing'chen'zhong'qiu
冰池晴绿照还空,bing'chi'qing'lv'zhao'hai'kong
并吹戏雨,bing'chui'xi'yu
病得那人妆晃了,bing'de'na'ren'zhuang'huang'le
病而求医,bing'er'qiu'yi
兵法修列,bing'fa'xiu'lie
病夫因病得来游,bing'fu'yin'bing'de'lai'you
兵革非不坚利也,bing'ge'fei'bu'jian'li'ye
兵革之士乐战,bing'ge'zhi'shi'le'zhan
冰壶凉簟,bing'hu'liang'dian
冰环玉指,bing'huan'yu'zhi
并会赋敛,bing'hui'fu'lian
病魂常似秋千索,bing'hun'chang'si'qiu'qian'suo
冰肌玉骨,bing'ji'yu'gu
兵甲不多,bing'jia'bu'duo
并溃漏发,bing'kui'lou'fa
兵莫惨于志,bing'mo'can'yu'zhi
冰凝泪烛,bing'ning'lei'zhu
冰盘同燕喜,bing'pan'tong'yan'xi
冰盘围坐此州无,bing'pan'wei'zuo'ci'zhou'wu
屏气似不息者,bing'qi'si'bu'xi'zhe
兵刃既接,bing'ren'ji'jie
柄任儒术崇丘轲,bing'ren'ru'shu'chong'qiu'ke
并入愁怀抱,bing'ru'chou'huai'bao
病入新年感物华,bing'ru'xin'nian'gan'wu'hua
病树前头万木春,bing'shu'qian'tou'wan'mu'chun
冰澌溶泄,bing'si'rong'xie
冰丝写怨更多情骚人恨,bing'si'xie'yuan'geng'duo'qing'sao'ren'hen
冰丝织练,bing'si'zhi'lian
并吞八荒之心,bing'tun'ba'huang'zhi'xin
兵卫森画戟,bing'wei'sen'hua'ji
兵无所容其刃,bing'wu'suo'rong'qi'ren
冰崖转石万壑雷,bing'ya'zhuan'shi'wan'he'lei
并与其圣知之法而盗之,bing'yu'qi'sheng'zhi'zhi'fa'er'dao'zhi
病于夏畦,bing'yu'xia'qi
兵者不祥之器,bing'zhe'bu'xiang'zhi'qi
病者能言其病,bing'zhe'neng'yan'qi'bing
并竹寻泉,bing'zhu'xun'quan
丙子送春,bing'zi'song'chun
搏币而扶翼,bo'bi'er'fu'yi
伯常骞曰,bo'chang'qian'yue
伯成子高辞为诸侯而耕,bo'cheng'zi'gao'ci'wei'zhu'hou'er'geng
伯成子高立为诸侯,bo'cheng'zi'gao'li'wei'zhu'hou
泊船瓜洲,bo'chuan'gua'zhou
拨灯书尽红笺也,bo'deng'shu'jin'hong'jian'ye
波底垂涎角黍,bo'di'chui'xian'jiao'shu
薄福荐倾城,bo'fu'jian'qing'cheng
薄拂燕脂,bo'fu'yan'zhi
播鼓武入于汉,bo'gu'wu'ru'yu'han
博观而约取,bo'guan'er'yue'qu
波光潋滟柳条柔,bo'guang'lian'yan'liu'tiao'rou
波撼岳阳城,bo'han'yue'yang'cheng
薄乎云尔,bo'hu'yun'er
薄宦梗犹泛,bo'huan'geng'you'fan
伯昏无人曰,bo'hun'wu'ren'yue
波澜动远空,bo'lan'dong'yuan'kong
波澜誓不起,bo'lan'shi'bu'qi
伯乐善治马,bo'le'shan'zhi'ma
伯乐之罪也,bo'le'zhi'zui'ye
波面铜花冷不收,bo'mian'tong'hua'leng'bu'shou
薄命如斯,bo'ming'ru'si
薄暮空潭曲,bo'mu'kong'tan'qu
薄暮渔樵乘水入,bo'mu'yu'qiao'cheng'shui'ru
伯牛有疾,bo'niu'you'ji
薄情转是多情累,bo'qing'zhuan'shi'duo'qing'lei
勃如战色,bo'ru'zhan'se
博山道中效李易安体,bo'shan'dao'zhong'xiao'li'yi'an'ti
博山微透暖薰笼,bo'shan'wei'tou'nuan'xun'long
波上寒烟翠,bo'shang'han'yan'cui
波上马嘶看棹去,bo'shang'ma'si'kan'zhao'qu
帛书本及,bo'shu'ben'ji
薄苇纫如丝,bo'wei'ren'ru'si
博我以文,bo'wo'yi'wen
薄雾浓云愁水昼,bo'wu'nong'yun'chou'shui'zhou
波心荡冷月无声,bo'xin'dang'leng'yue'wu'sheng
薄幸名存,bo'xing'ming'cun
博学而笃志,bo'xue'er'du'zhi
博学而无所成名,bo'xue'er'wu'suo'cheng'ming
博学而详说之,bo'xue'er'xiang'shuo'zhi
博学于文,bo'xue'yu'wen
伯夷辞之以为名,bo'yi'ci'zhi'yi'wei'ming
伯夷非其君不事,bo'yi'fei'qi'jun'bu'shi
博弈好饮酒,bo'yi'hao'yin'jiu
伯夷辟纣,bo'yi'pi'zhou
伯夷叔齐,bo'yi'shu'qi
伯夷死名于首阳之下,bo'yi'si'ming'yu'shou'yang'zhi'xia
伯夷伊尹何如,bo'yi'yi'yin'he'ru
伯夷之所树与,bo'yi'zhi'suo'shu'yu
伯夷之所与,bo'yi'zhi'suo'yu
薄雨收寒,bo'yu'shou'han
薄于义而不积,bo'yu'yi'er'bu'ji
搏之不得,bo'zhi'bu'de
搏之而不得也,bo'zhi'er'bu'de'ye
伯仲之间见伊吕,bo'zhong'zhi'jian'jian'yi'lv
薄妆浅黛亦风流,bo'zhuang'qian'dai'yi'feng'liu
不哀伤而自怨,bu'ai'shang'er'zi'yuan
不爱则不孝,bu'ai'ze'bu'xiao
不爱珍器重宝肥饶之地,bu'ai'zhen'qi'zhong'bao'fei'rao'zhi'di
不把雕鞍锁,bu'ba'diao'an'suo
不把双眉斗画长,bu'ba'shuang'mei'dou'hua'chang
不保其往也,bu'bao'qi'wang'ye
不保社稷,bu'bao'she'ji
不保四海,bu'bao'si'hai
不保四体,bu'bao'si'ti
不保完庙,bu'bao'wan'miao
布被秋宵梦觉,bu'bei'qiu'xiao'meng'jue
不卑小官,bu'bei'xiao'guan
不比而周,bu'bi'er'zhou
不避高下,bu'bi'gao'xia
不比则不利也,bu'bi'ze'bu'li'ye
不辨花丛那辨香,bu'bian'hua'cong'na'bian'xiang
不辩牛马,bu'bian'niu'ma
不辨仙源何处寻,bu'bian'xian'yuan'he'chu'xun
不病人之不己知也,bu'bing'ren'zhi'bu'ji'zhi'ye
布帛长短同,bu'bo'chang'duan'tong
不才明主弃,bu'cai'ming'zhu'qi
不藏怒焉,bu'cang'nu'yan
不藏是非美恶,bu'cang'shi'fei'mei'e
不曾富贵不曾穷,bu'ceng'fu'gui'bu'ceng'qiong
不撤姜食,bu'che'jiang'shi
不成孤酌,bu'cheng'gu'zhuo
不诚其身矣,bu'cheng'qi'shen'yi
不成人之恶,bu'cheng'ren'zhi'e
不成人总要封侯,bu'cheng'ren'zong'yao'feng'hou
不成真个不思家,bu'cheng'zhen'ge'bu'si'jia
不耻下问,bu'chi'xia'wen
不耻相师,bu'chi'xiang'shi
不翅于父母,bu'chi'yu'fu'mu
不重生男重生女,bu'chong'sheng'nan'chong'sheng'nv
步出东斋读,bu'chu'dong'zhai'du
不出乎害人,bu'chu'hu'hai'ren
不出三日,bu'chu'san'ri
不传於贤而传於子,bu'chuan'yu'xian'er'chuan'yu'zi
不纯于德,bu'chun'yu'de
不辞遍唱阳春,bu'ci'bian'chang'yang'chun
不辞冰雪为卿热,bu'ci'bing'xue'wei'qing're
不辞长作岭南人,bu'ci'chang'zuo'ling'nan'ren
不辞镜里朱颜瘦,bu'ci'jing'li'zhu'yan'shou
不辞小官,bu'ci'xiao'guan
不达於天子,bu'da'yu'tian'zi
不待父母之命,bu'dai'fu'mu'zhi'ming
不但融汇于,bu'dan'rong'hui'yu
不当时命而大穷乎天下,bu'dang'shi'ming'er'da'qiong'hu'tian'xia
不道春将暮,bu'dao'chun'jiang'mu
不道功名蕞尔,bu'dao'gong'ming'zui'er
不道人间犹有未招魂,bu'dao'ren'jian'you'you'wei'zhao'hun
不道引而寿,bu'dao'yin'er'shou
不道早已,bu'dao'zao'yi
不道之道,bu'dao'zhi'dao
不得便相许,bu'de'bian'xiang'xu
不得到辽西,bu'de'dao'liao'xi
不得而非上者,bu'de'er'fei'shang'zhe
不得复使,bu'de'fu'shi
不得顾采薇,bu'de'gu'cai'wei
不得乎亲,bu'de'hu'qin
不得免焉,bu'de'mian'yan
不得其酱,bu'de'qi'jiang
不得其类焉尔,bu'de'qi'lei'yan'er
不得其门而入,bu'de'qi'men'er'ru
不得其死然,bu'de'qi'si'ran
不得其言则去,bu'de'qi'yan'ze'qu
不得其职则去,bu'de'qi'zhi'ze'qu
不得前矣独饮方村,bu'de'qian'yi'du'yin'fang'cun
不得收骨肉,bu'de'shou'gu'rou
不得受於其家,bu'de'shou'yu'qi'jia
不得通其道,bu'de'tong'qi'dao
不得吾心,bu'de'wu'xin
不得已而后起,bu'de'yi'er'hou'qi
不得已而用之,bu'de'yi'er'yong'zhi
不得已而之景丑氏宿焉,bu'de'yi'er'zhi'jing'chou'shi'su'yan
不得以养其父母,bu'de'yi'yang'qi'fu'mu
不得已也,bu'de'yi'ye
不得已于事也,bu'de'yi'yu'shi'ye
不得已之类,bu'de'yi'zhi'lei
不得於君则热中,bu'de'yu'jun'ze're'zhong
不得於心,bu'de'yu'xin
不得於言,bu'de'yu'yan
不得与之言,bu'de'yu'zhi'yan
不得则惑,bu'de'ze'huo
不得志独行其道,bu'de'zhi'du'xing'qi'dao
不得中行而与之,bu'de'zhong'hang'er'yu'zhi
不得罪於巨室,bu'de'zui'yu'ju'shi
不动心有道乎,bu'dong'xin'you'dao'hu
不夺不餍,bu'duo'bu'yan
不多辞让,bu'duo'ci'rang
不多辟异,bu'duo'pi'yi
不多仁恩,bu'duo'ren'en
不多食乎力,bu'duo'shi'hu'li
不罚而民畏,bu'fa'er'min'wei
不妨高卧,bu'fang'gao'wo
不放岁华去,bu'fang'sui'hua'qu
不悱不发,bu'fei'bu'fa
不废江河万古流,bu'fei'jiang'he'wan'gu'liu
不废穷民,bu'fei'qiong'min
不愤不启,bu'fen'bu'qi
不冯其子,bu'feng'qi'zi
不负春盟,bu'fu'chun'meng
不复挺者,bu'fu'ting'zhe
不负辛勤,bu'fu'xin'qin
不抚壮而弃秽兮,bu'fu'zhuang'er'qi'hui'xi
不敢不告也,bu'gan'bu'gao'ye
不敢长语临交衢,bu'gan'chang'yu'lin'jiao'qu
不干风月,bu'gan'feng'yue
不敢过临洮,bu'gan'guo'lin'tao
不敢何也,bu'gan'he'ye
不敢怀非誉巧拙,bu'gan'huai'fei'yu'qiao'zhuo
不敢见於诸侯,bu'gan'jian'yu'zhu'hou
不敢请耳,bu'gan'qing'er
不敢去之,bu'gan'qu'zhi
不敢食一脔,bu'gan'shi'yi'luan
不敢叹风尘,bu'gan'tan'feng'chen
不敢为天下先,bu'gan'wei'tian'xia'xian
不敢问来人,bu'gan'wen'lai'ren
不敢言而敢怒,bu'gan'yan'er'gan'nu
不敢以陈於王前,bu'gan'yi'chen'yu'wang'qian
不敢以祭,bu'gan'yi'ji
不敢以全物与之,bu'gan'yi'quan'wu'yu'zhi
不敢以生物与之,bu'gan'yi'sheng'wu'yu'zhi
不敢倚先贤,bu'gan'yi'xian'xian
不敢饮食,bu'gan'yin'shi
不敢饮一杯,bu'gan'yin'yi'bei
不敢用也,bu'gan'yong'ye
不告於王,bu'gao'yu'wang
不告则不知其爱人也,bu'gao'ze'bu'zhi'qi'ai'ren'ye
不告则不知其美于人也,bu'gao'ze'bu'zhi'qi'mei'yu'ren'ye
不隔江水,bu'ge'jiang'shui
不顾父母之养,bu'gu'fu'mu'zhi'yang
不顾汝也,bu'gu'ru'ye
不管清寒与攀摘,bu'guan'qing'han'yu'pan'zhai
不管人愁独自圆,bu'guan'ren'chou'du'zi'yuan
不管盈盈,bu'guan'ying'ying
不贵难得之货,bu'gui'nan'de'zhi'huo
不贵其师,bu'gui'qi'shi
不归杨则归墨,bu'gui'yang'ze'gui'mo
不过二十里耳,bu'guo'er'shi'li'er
不过满腹,bu'guo'man'fu
不过数金,bu'guo'shu'jin
不过数仞而下,bu'guo'shu'ren'er'xia
不过一枝,bu'guo'yi'zhi
不好犯上而好作乱者,bu'hao'fan'shang'er'hao'zuo'luan'zhe
不恨此花飞尽,bu'hen'ci'hua'fei'jin
不恨古人吾不见,bu'hen'gu'ren'wu'bu'jian
不恨天涯行役苦,bu'hen'tian'ya'xing'yi'ku
不恒其德,bu'heng'qi'de
不忽于人,bu'hu'yu'ren
不患寡而患不均,bu'huan'gua'er'huan'bu'jun
不患莫己知,bu'huan'mo'ji'zhi
不患贫而患不安,bu'huan'pin'er'huan'bu'an
不患人之不己知,bu'huan'ren'zhi'bu'ji'zhi
不患无位,bu'huan'wu'wei
不会得青青如此,bu'hui'de'qing'qing'ru'ci
布挥而不曳,bu'hui'er'bu'ye
不及芙蓉,bu'ji'fu'rong
不记归时早暮,bu'ji'gui'shi'zao'mu
不霁何虹,bu'ji'he'hong
不几乎一言而丧邦乎,bu'ji'hu'yi'yan'er'sang'bang'hu
不几乎一言而兴邦乎,bu'ji'hu'yi'yan'er'xing'bang'hu
不汲汲于富贵,bu'ji'ji'yu'fu'gui
不积跬步,bu'ji'kui'bu
不及林间自在啼,bu'ji'lin'jian'zi'zai'ti
不及汪伦送我情,bu'ji'wang'lun'song'wo'qing
不记相逢曾解佩,bu'ji'xiang'feng'ceng'jie'pei
不积小流,bu'ji'xiao'liu
不及孝之言也,bu'ji'xiao'zhi'yan'ye
不及夜台尘土隔,bu'ji'ye'tai'chen'tu'ge
不疾易水,bu'ji'yi'shui
不疾易薮,bu'ji'yi'sou
不及有虞氏乎,bu'ji'you'yu'shi'hu
不际之际,bu'ji'zhi'ji
不嫁金家即聘周,bu'jia'jin'jia'ji'pin'zhou
不嫁义郎体,bu'jia'yi'lang'ti
不见长安见尘雾,bu'jian'chang'an'jian'chen'wu
不见当年秦始皇,bu'jian'dang'nian'qin'shi'huang
不见而明,bu'jian'er'ming
不见复关,bu'jian'fu'guan
不见合欢花,bu'jian'he'huan'hua
不见己焉尔,bu'jian'ji'yan'er
不见卷帘人,bu'jian'juan'lian'ren
不见可欲,bu'jian'ke'yu
不见来时试灯处,bu'jian'lai'shi'shi'deng'chu
不贱门隶,bu'jian'men'li
不见年年辽海上,bu'jian'nian'nian'liao'hai'shang
不贱佞谄,bu'jian'ning'chan
不见其诚己而发,bu'jian'qi'cheng'ji'er'fa
不见去年人,bu'jian'qu'nian'ren
不见水端,bu'jian'shui'duan
不贱贪污,bu'jian'tan'wu
不见吾狂耳,bu'jian'wu'kuang'er
不见五陵豪杰墓,bu'jian'wu'ling'hao'jie'mu
不见又思量,bu'jian'you'si'liang
不见玉颜空死处,bu'jian'yu'yan'kong'si'chu
不见诸侯,bu'jian'zhu'hou
不见宗庙之美,bu'jian'zong'miao'zhi'mei
不将不逆,bu'jiang'bu'ni
不将心嫁冶游郎,bu'jiang'xin'jia'ye'you'lang
