阿比可糖,a'bi'ke'tang
瓣钩幼虫,ban'gou'you'chong
半固定桥,ban'gu'ding'qiao
半固定桥连接体,ban'gu'ding'qiao'lian'jie'ti
半关节成形术,ban'guan'jie'cheng'xing'shu
半关节面,ban'guan'jie'mian
半灌木,ban'guan'mu
半胱氨酸,ban'guang'an'suan
半胱氨酸蛋白酶,ban'guang'an'suan'dan'bai'mei
半胱氨酸脱巯基酶,ban'guang'an'suan'tuo'qiu'ji'mei
半胱氨酰基,ban'guang'an'xian'ji
半胱次磺酸,ban'guang'ci'huang'suan
半胱磺酸,ban'guang'huang'suan
半胱亚磺酸,ban'guang'ya'huang'suan
半规管,ban'gui'guan
半合成青霉素,ban'he'cheng'qing'mei'su
半合成物,ban'he'cheng'wu
半合基因,ban'he'ji'yin
半合子,ban'he'zi
半合子性,ban'he'zi'xing
瘢痕,ban'hen
瘢痕癌,ban'hen'ai
瘢痕疙瘩,ban'hen'ge'da
瘢痕疙瘩性痤疮,ban'hen'ge'da'xing'cuo'chuang
瘢痕疙瘩性芽生菌病,ban'hen'ge'da'xing'ya'sheng'jun'bing
瘢痕挛缩,ban'hen'luan'suo
瘢痕切除术,ban'hen'qie'chu'shu
瘢痕上皮,ban'hen'shang'pi
瘢痕松解植皮术,ban'hen'song'jie'zhi'pi'shu
瘢痕体质,ban'hen'ti'zhi
瘢痕形成,ban'hen'xing'cheng
瘢痕性睑外翻,ban'hen'xing'jian'wai'fan
瘢痕性脱发,ban'hen'xing'tuo'fa
瘢痕组织,ban'hen'zu'zhi
瘢痕组织填充法,ban'hen'zu'zhi'tian'chong'fa
伴花生球蛋白,ban'hua'sheng'qiu'dan'bai
瓣环,ban'huan
半棘肌,ban'ji'ji
瓣基片,ban'ji'pian
半寄生物,ban'ji'sheng'wu
扳机指,ban'ji'zhi
瓣间联系,ban'jian'lian'xi
半减收缩,ban'jian'shou'suo
半解剖式牙,ban'jie'pou'shi'ya
半精密支托,ban'jing'mi'zhi'tuo
斑鸠菊酸,ban'jiu'ju'suan
半开放装置,ban'kai'fang'zhuang'zhi
半抗原,ban'kang'yuan
半抗原放射免疫测定法,ban'kang'yuan'fang'she'mian'yi'ce'ding'fa
半抗原抗体凝聚物,ban'kang'yuan'kang'ti'ning'ju'wu
半抗原抑制试验,ban'kang'yuan'yi'zhi'shi'yan
半抗原载体复合物,ban'kang'yuan'zai'ti'fu'he'wu
坂口反应,ban'kou'fan'ying
斑枯,ban'ku
斑块状副银屑病,ban'kuai'zhuang'fu'yin'xie'bing
板框式压滤机,ban'kuang'shi'ya'lv'ji
半醌,ban'kun
斑龙,ban'long
半裸原生质体,ban'luo'yuan'sheng'zhi'ti
伴侣分子,ban'lv'fen'zi
斑马状色素沉着,ban'ma'zhuang'se'su'chen'zhuo
半埋入横褥式缝合,ban'mai'ru'heng'ru'shi'feng'he
斑蝥皮炎,ban'mao'pi'yan
斑蝥素,ban'mao'su
板模,ban'mo
瓣膜,ban'mo
瓣膜变形,ban'mo'bian'xing
瓣膜成形术,ban'mo'cheng'xing'shu
半膜肌,ban'mo'ji
瓣膜破裂,ban'mo'po'lie
瓣膜切开术,ban'mo'qie'kai'shu
瓣膜置换术,ban'mo'zhi'huan'shu
瓣膜注射,ban'mo'zhu'she
半耐寒植物,ban'nai'han'zhi'wu
半配合,ban'pei'he
半脾移植,ban'pi'yi'zhi
半匍匐植物,ban'pu'fu'zhi'wu
半气门式,ban'qi'men'shi
半气生植物,ban'qi'sheng'zhi'wu
半鞘翅,ban'qiao'chi
半桥粒,ban'qiao'li
瓣切开术,ban'qie'kai'shu
半切牙术,ban'qie'ya'shu
伴清蛋白,ban'qing'dan'bai
半球形乳房,ban'qiu'xing'ru'fang
半躯干畸胎,ban'qu'gan'ji'tai
半醛,ban'quan
半日花酚碱甲醚,ban'ri'hua'fen'jian'jia'mi
半溶酚醛树脂,ban'rong'fen'quan'shu'zhi
半乳,ban'ru
半乳多糖,ban'ru'duo'tang
半乳二,ban'ru'er
半乳二糖,ban'ru'er'tang
半乳二糖苷,ban'ru'er'tang'gan
半乳二糖苷神经酰胺,ban'ru'er'tang'gan'shen'jing'xian'an
半乳二糖神经酰胺,ban'ru'er'tang'shen'jing'xian'an
半乳甘露聚糖,ban'ru'gan'lu'ju'tang
半乳聚糖,ban'ru'ju'tang
半乳三糖基蔗糖,ban'ru'san'tang'ji'zhe'tang
半乳糖,ban'ru'tang
半乳糖胺,ban'ru'tang'an
半乳糖胺醛酸,ban'ru'tang'an'quan'suan
半乳糖操纵子,ban'ru'tang'cao'zong'zi
半乳糖醇,ban'ru'tang'chun
半乳糖醇脱氢酶,ban'ru'tang'chun'tuo'qing'mei
半乳糖二酸,ban'ru'tang'er'suan
半乳糖苷,ban'ru'tang'gan
半乳糖苷基,ban'ru'tang'gan'ji
半乳糖苷基二脂酰基甘油,ban'ru'tang'gan'ji'er'zhi'xian'ji'gan'you
半乳糖苷基甘油脂,ban'ru'tang'gan'ji'gan'you'zhi
半乳糖苷基鞘氨醇,ban'ru'tang'gan'ji'qiao'an'chun
半乳糖苷基乳糖,ban'ru'tang'gan'ji'ru'tang
半乳糖苷基神经酰胺,ban'ru'tang'gan'ji'shen'jing'xian'an
半乳糖苷基转移酶,ban'ru'tang'gan'ji'zhuan'yi'mei
半乳糖苷酶,ban'ru'tang'gan'mei
半乳糖甘油二酯,ban'ru'tang'gan'you'er'zhi
半乳糖黄素,ban'ru'tang'huang'su
半乳糖基,ban'ru'tang'ji
半乳糖基果糖,ban'ru'tang'ji'guo'tang
半乳糖激酶,ban'ru'tang'ji'mei
半乳糖基脑苷脂酶,ban'ru'tang'ji'nao'gan'zhi'mei
半乳糖基唾液酸储积症,ban'ru'tang'ji'tuo'ye'suan'chu'ji'zheng
半乳糖基转移酶,ban'ru'tang'ji'zhuan'yi'mei
半乳糖酶系,ban'ru'tang'mei'xi
半乳糖脑苷脂,ban'ru'tang'nao'gan'zhi
半乳糖脑苷脂积累症,ban'ru'tang'nao'gan'zhi'ji'lei'zheng
半乳糖脑苷脂酶,ban'ru'tang'nao'gan'zhi'mei
半乳糖尿,ban'ru'tang'niao
半乳糖醛酸,ban'ru'tang'quan'suan
半乳糖醛酸鼠李聚糖,ban'ru'tang'quan'suan'shu'li'ju'tang
半乳糖醛酸酯还原酶,ban'ru'tang'quan'suan'zhi'huan'yuan'mei
半乳糖酸内酯脱氢酶,ban'ru'tang'suan'nei'zhi'tuo'qing'mei
半乳糖瓦尔登转化酶,ban'ru'tang'wa'er'deng'zhuan'hua'mei
半乳糖系列,ban'ru'tang'xi'lie
半乳糖血,ban'ru'tang'xue
半乳糖血症,ban'ru'tang'xue'zheng
半乳糖氧化酶,ban'ru'tang'yang'hua'mei
半乳糖脂,ban'ru'tang'zhi
半鳃,ban'sai
瓣鳃动物,ban'sai'dong'wu
斑色胎儿,ban'se'tai'er
半舌切除术,ban'she'qie'chu'shu
半深海带,ban'shen'hai'dai
半深海区,ban'shen'hai'qu
半身麻木,ban'shen'ma'mu
伴生合成,ban'sheng'he'cheng
板式过滤机,ban'shi'guo'lv'ji
斑氏环路,ban'shi'huan'lu
半受精,ban'shou'jing
半寿期,ban'shou'qi
半数动物麻痹剂量,ban'shu'dong'wu'ma'bi'ji'liang
半数致死量,ban'shu'zhi'si'liang
半数致死面积,ban'shu'zhi'si'mian'ji
半衰期,ban'shuai'qi
半死状态,ban'si'zhuang'tai
伴随免疫,ban'sui'mian'yi
半索动物门,ban'suo'dong'wu'men
半缩醛,ban'suo'quan
半缩酮,ban'suo'tong
半胎盘,ban'tai'pan
半同胞,ban'tong'bao
半透明噬菌斑突变型,ban'tou'ming'shi'jun'ban'tu'bian'xing
半透性,ban'tou'xing
半脱拉,ban'tuo'la
斑萎病,ban'wei'bing
半微量分析,ban'wei'liang'fen'xi
伴细胞,ban'xi'bao
半细胞,ban'xi'bao
半夏蛋白,ban'xia'dan'bai
半下颌畸形,ban'xia'he'ji'xing
半纤维素,ban'xian'wei'su
半纤维素酶,ban'xian'wei'su'mei
半显性,ban'xian'xing
半显性突变,ban'xian'xing'tu'bian
半小花,ban'xiao'hua
伴型,ban'xing
伴性,ban'xing
板星,ban'xing
伴性基因,ban'xing'ji'yin
伴性性状,ban'xing'xing'zhuang
伴性遗传,ban'xing'yi'chuan
伴性遗传疾病,ban'xing'yi'chuan'ji'bing
伴性致死,ban'xing'zhi'si
瓣修复术,ban'xiu'fu'shu
瓣炎,ban'yan
斑叶品种,ban'ye'pin'zhong
半阴茎,ban'yin'jing
半有丝分裂,ban'you'si'fen'lie
斑釉牙,ban'you'ya
半原肠胚,ban'yuan'chang'pei
半缘纹孔对,ban'yuan'wen'kong'dui
半月瓣,ban'yue'ban
半月神经节切除术,ban'yue'shen'jing'jie'qie'chu'shu
半月线疝,ban'yue'xian'shan
搬运力,ban'yun'li
板障,ban'zhang
半掌状,ban'zhang'zhuang
斑疹伤寒,ban'zhen'shang'han
斑疹伤寒小结,ban'zhen'shang'han'xiao'jie
斑痣,ban'zhi
半肢畸形,ban'zhi'ji'xing
半知菌,ban'zhi'jun
半知菌纲,ban'zhi'jun'gang
半知菌类,ban'zhi'jun'lei
半致死剂量,ban'zhi'si'ji'liang
半致死基因,ban'zhi'si'ji'yin
半致死量,ban'zhi'si'liang
半致死浓度,ban'zhi'si'nong'du
半致死突变,ban'zhi'si'tu'bian
半致死突变型,ban'zhi'si'tu'bian'xing
瓣植物,ban'zhi'wu
斑痣性错构瘤病,ban'zhi'xing'cuo'gou'liu'bing
瓣中瓣人工瓣植入术,ban'zhong'ban'ren'gong'ban'zhi'ru'shu
瓣周漏,ban'zhou'lou
瓣状,ban'zhuang
瓣状被片,ban'zhuang'bei'pian
板状分生组织,ban'zhuang'fen'sheng'zu'zhi
板状干基,ban'zhuang'gan'ji
板状根,ban'zhuang'gen
板状基根,ban'zhuang'ji'gen
斑状萎缩,ban'zhuang'wei'suo
斑状硬斑病,ban'zhuang'ying'ban'bing
半椎体,ban'zhui'ti
半子囊,ban'zi'nang
半子囊菌孢子,ban'zi'nang'jun'bao'zi
半子囊菌类,ban'zi'nang'jun'lei
半子囊菌亚纲,ban'zi'nang'jun'ya'gang
半自养植物,ban'zi'yang'zhi'wu
半自由寄生物,ban'zi'you'ji'sheng'wu
半组成型突变型,ban'zu'cheng'xing'tu'bian'xing
傍额片,bang'e'pian
棒节,bang'jie
棒麦角,bang'mai'jiao
棒前鳞,bang'qian'lin
棒青霉素,bang'qing'mei'su
棒曲霉素,bang'qu'mei'su
棒石松碱,bang'shi'song'jian
邦威尔三角,bang'wei'er'san'jiao
蚌线,bang'xian
棒状杆菌,bang'zhuang'gan'jun
棒状海绵骨针,bang'zhuang'hai'mian'gu'zhen
棒状体,bang'zhuang'ti
棒状子实体,bang'zhuang'zi'shi'ti
孢瓣,bao'ban
包被,bao'bei
包被叶,bao'bei'ye
包被中层,bao'bei'zhong'ceng
包被作用,bao'bei'zuo'yong
孢壁,bao'bi
薄壁孢囊,bao'bi'bao'nang
孢壁花纹,bao'bi'hua'wen
胞壁酸,bao'bi'suan
胞壁酸酰肽,bao'bi'suan'xian'tai
胞壁酰二肽,bao'bi'xian'er'tai
胞壁酰基,bao'bi'xian'ji
胞壁压,bao'bi'ya
胞壁增厚,bao'bi'zeng'hou
胞壁质,bao'bi'zhi
胞壁质酶,bao'bi'zhi'mei
孢壁中层,bao'bi'zhong'ceng
薄壁组织,bao'bi'zu'zhi
胞病毒菌素,bao'bing'du'jun'su
薄层层析,bao'ceng'ceng'xi
薄层层析法,bao'ceng'ceng'xi'fa
薄层电泳,bao'ceng'dian'yong
薄层发酵器,bao'ceng'fa'jiao'qi
薄层干燥器,bao'ceng'gan'zao'qi
薄层管状反应器,bao'ceng'guan'zhuang'fan'ying'qi
薄层凝胶过滤,bao'ceng'ning'jiao'guo'lv
薄层培养,bao'ceng'pei'yang
薄层扫描仪,bao'ceng'sao'miao'yi
保持培养液成分不变仪器,bao'chi'pei'yang'ye'cheng'fen'bu'bian'yi'qi
保持系,bao'chi'xi
包虫,bao'chong
包虫囊,bao'chong'nang
报春色素,bao'chun'se'su
报春色素苷,bao'chun'se'su'gan
抱雌沟,bao'ci'gou
抱刺钩,bao'ci'gou
保存剂,bao'cun'ji
保存液,bao'cun'ye
孢担孢子,bao'dan'bao'zi
报道基团,bao'dao'ji'tuan
报道基因,bao'dao'ji'yin
胞毒抗体,bao'du'kang'ti
孢堆果,bao'dui'guo
孢堆果托,bao'dui'guo'tuo
孢堆托,bao'dui'tuo
孢堆原,bao'dui'yuan
鲍恩病,bao'en'bing
鲍恩样丘疹病,bao'en'yang'qiu'zhen'bing
爆发集落可爆发个子集落,bao'fa'ji'luo'ke'bao'fa'ge'zi'ji'luo
爆发集落形成单位,bao'fa'ji'luo'xing'cheng'dan'wei
暴发式物种形成,bao'fa'shi'wu'zhong'xing'cheng
暴发性生殖器坏疽,bao'fa'xing'sheng'zhi'qi'huai'ju
暴发性紫癜,bao'fa'xing'zi'dian
暴沸进沸,bao'fei'jin'fei
孢粉,bao'fen
孢粉大小等级,bao'fen'da'xiao'deng'ji
孢粉素,bao'fen'su
孢粉图式,bao'fen'tu'shi
孢粉学,bao'fen'xue
孢粉质,bao'fen'zhi
胞苷,bao'gan
胞苷二磷酸,bao'gan'er'lin'suan
胞苷二磷酸胆碱,bao'gan'er'lin'suan'dan'jian
胞苷二磷酸乙醇胺,bao'gan'er'lin'suan'yi'chun'an
胞苷三磷酸,bao'gan'san'lin'suan
胞苷酸,bao'gan'suan
胞苷一磷酸,bao'gan'yi'lin'suan
胞肛,bao'gang
保肛率,bao'gang'lv
孢梗,bao'geng
孢梗束,bao'geng'shu
孢梗束孢子,bao'geng'shu'bao'zi
胞管系,bao'guan'xi
胞果,bao'guo
孢果柄,bao'guo'bing
包涵囊肿,bao'han'nang'zhong
包含体,bao'han'ti
包涵体,bao'han'ti
包涵物,bao'han'wu
胞核,bao'he
饱和常数,bao'he'chang'shu
饱和动力学,bao'he'dong'li'xue
饱和反散射,bao'he'fan'san'she
饱和密度,bao'he'mi'du
胞核学,bao'he'xue
饱和脂肪酸,bao'he'zhi'fang'suan
胞核转移,bao'he'zhuan'yi
保护基团,bao'hu'ji'tuan
保护拟色,bao'hu'ni'se
保护实验,bao'hu'shi'yan
保护性胶体学说,bao'hu'xing'jiao'ti'xue'shuo
保护性抗原,bao'hu'xing'kang'yuan
保护性免疫,bao'hu'xing'mian'yi
保护株,bao'hu'zhu
保护组织,bao'hu'zu'zhi
保加利亚乳酸杆菌因子,bao'jia'li'ya'ru'suan'gan'jun'yin'zi
胞间层,bao'jian'ceng
胞间连丝,bao'jian'lian'si
孢间连丝,bao'jian'lian'si
孢间连体,bao'jian'lian'ti
胞间桥,bao'jian'qiao
胞间隙,bao'jian'xi
胞间液,bao'jian'ye
胞间运输,bao'jian'yun'shu
胞浆,bao'jiang
胞浆蛋白,bao'jiang'dan'bai
胞浆分裂,bao'jiang'fen'lie
胞浆内,bao'jiang'nei
胞浆溶解作用,bao'jiang'rong'jie'zuo'yong
胞浆素,bao'jiang'su
胞浆素原,bao'jiang'su'yuan
胞口,bao'kou
包括单个叶和多叶卷叠式,bao'kuo'dan'ge'ye'he'duo'ye'juan'die'shi
包括动体和动纤丝,bao'kuo'dong'ti'he'dong'xian'si
包括爬行类和鸟类,bao'kuo'pa'xing'lei'he'niao'lei
包括溶胞素,bao'kuo'rong'bao'su
暴力牵引,bao'li'qian'yin
爆裂骨折,bao'lie'gu'zhe
爆裂性骨折,bao'lie'xing'gu'zhe
苞鳞,bao'lin
保留地,bao'liu'di
暴露疗法,bao'lu'liao'fa
抱卵板,bao'luan'ban
包卵细胞,bao'luan'xi'bao
抱卵足,bao'luan'zu
包埋,bao'mai
包埋材模型,bao'mai'cai'mo'xing
包埋剂,bao'mai'ji
包埋基因,bao'mai'ji'yin
包埋料,bao'mai'liao
鲍曼氏膜,bao'man'shi'mo
鲍曼氏囊,bao'man'shi'nang
鲍曼氏腺,bao'man'shi'xian
胞霉素,bao'mei'su
孢霉素,bao'mei'su
胞嘧啶,bao'mi'ding
胞嘧啶核苷,bao'mi'ding'he'gan
胞嘧啶核苷酸,bao'mi'ding'he'gan'suan
胞泌作用,bao'mi'zuo'yong
孢苗,bao'miao
胞膜,bao'mo
包膜蛋白,bao'mo'dan'bai
包膜蛋白基因,bao'mo'dan'bai'ji'yin
包膜挛缩,bao'mo'luan'suo
胞膜内褶,bao'mo'nei'zhe
包膜下肾切除术,bao'mo'xia'shen'qie'chu'shu
孢母细胞,bao'mu'xi'bao
胞囊,bao'nang
孢囊,bao'nang
胞囊孢子,bao'nang'bao'zi
孢囊孢子,bao'nang'bao'zi
孢囊被,bao'nang'bei
孢囊柄,bao'nang'bing
孢囊堆,bao'nang'dui
孢囊梗,bao'nang'geng
孢囊果,bao'nang'guo
孢囊口,bao'nang'kou
孢囊群托,bao'nang'qun'tuo
包囊细胞,bao'nang'xi'bao
包囊形成,bao'nang'xing'cheng
孢囊粘孢子,bao'nang'zhan'bao'zi
孢囊枝,bao'nang'zhi
包囊作用,bao'nang'zuo'yong
胞内共生,bao'nei'gong'sheng
胞内共生现象,bao'nei'gong'sheng'xian'xiang
胞内酶,bao'nei'mei
胞内染色体,bao'nei'ran'se'ti
胞内色素,bao'nei'se'su
胞内小管,bao'nei'xiao'guan
胞内消化,bao'nei'xiao'hua
胞内液,bao'nei'ye
胞内运输,bao'nei'yun'shu
胞内增殖,bao'nei'zeng'zhi
包皮背侧切开术,bao'pi'bei'ce'qie'kai'shu
包皮变应性水肿,bao'pi'bian'ying'xing'shui'zhong
包皮结石,bao'pi'jie'shi
苞片,bao'pian
苞片状,bao'pian'zhuang
抱器背,bao'qi'bei
抱器背突,bao'qi'bei'tu
抱器端,bao'qi'duan
抱器端叶,bao'qi'duan'ye
抱器腹,bao'qi'fu
抱器腹端突,bao'qi'fu'duan'tu
抱器腹突,bao'qi'fu'tu
抱器内突,bao'qi'nei'tu
胞桥,bao'qiao
孢球,bao'qiu
孢塞,bao'sai
保守性状,bao'shou'xing'zhuang
保守序列,bao'shou'xu'lie
保守序列的核心,bao'shou'xu'lie'de'he'xin
保守遗传性,bao'shou'yi'chuan'xing
保守置换,bao'shou'zhi'huan
孢蒴,bao'shuo
孢丝,bao'si
孢丝粉团,bao'si'fen'tuan
孢丝形成点,bao'si'xing'cheng'dian
胞体,bao'ti
胞体分裂,bao'ti'fen'lie
胞体树突,bao'ti'shu'tu
胞吐,bao'tu
胞吐作用,bao'tu'zuo'yong
包蜕膜,bao'tui'mo
胞吞,bao'tun
胞吞作用,bao'tun'zuo'yong
孢托,bao'tuo
豹蛙,bao'wa
豹蛙肽,bao'wa'tai
胞外产物,bao'wai'chan'wu
胞外连丝,bao'wai'lian'si
胞外酶,bao'wai'mei
胞外液,bao'wai'ye
胞外质,bao'wai'zhi
胞外脂酶,bao'wai'zhi'mei
保卫浮游生物,bao'wei'fu'you'sheng'wu
保卫细胞,bao'wei'xi'bao
胞窝,bao'wo
抱握器,bao'wo'qi
胞隙,bao'xi
孢型,bao'xing
胞芽,bao'ya
胞芽杯,bao'ya'bei
孢芽杯,bao'ya'bei
胞芽原,bao'ya'yuan
胞芽原细胞,bao'ya'yuan'xi'bao
胞咽,bao'yan
苞叶,bao'ye
胞液黄素,bao'ye'huang'su
胞衣,bao'yi
胞饮,bao'yin
胞饮泡,bao'yin'pao
胞饮泡排出,bao'yin'pao'pai'chu
饱饮细胞,bao'yin'xi'bao
胞饮作用,bao'yin'zuo'yong
胞蚴,bao'you
保幼激素,bao'you'ji'su
保幼酮,bao'you'tong
保育培养,bao'yu'pei'yang
孢原细胞,bao'yuan'xi'bao
孢原质,bao'yuan'zhi
包扎疗法,bao'za'liao'fa
胞质,bao'zhi
孢质,bao'zhi
胞质被膜,bao'zhi'bei'mo
胞质分裂,bao'zhi'fen'lie
胞质环流,bao'zhi'huan'liu
胞质基因,bao'zhi'ji'yin
胞质基因突变,bao'zhi'ji'yin'tu'bian
胞质局部分裂,bao'zhi'ju'bu'fen'lie
胞质颗粒,bao'zhi'ke'li
胞质流动,bao'zhi'liu'dong
胞质酶,bao'zhi'mei
胞质内,bao'zhi'nei
胞质配合,bao'zhi'pei'he
胞质破裂,bao'zhi'po'lie
胞质鞘,bao'zhi'qiao
胞质桥,bao'zhi'qiao
胞质区,bao'zhi'qu
胞质融合,bao'zhi'rong'he
胞质溶胶,bao'zhi'rong'jiao
胞质素,bao'zhi'su
胞质体,bao'zhi'ti
胞质网,bao'zhi'wang
胞质网丝,bao'zhi'wang'si
胞质液化,bao'zhi'ye'hua
胞质逸出,bao'zhi'yi'chu
胞质遗传,bao'zhi'yi'chuan
胞质原纤维,bao'zhi'yuan'xian'wei
胞质运动,bao'zhi'yun'dong
胞质杂种,bao'zhi'za'zhong
包装缺陷突变体,bao'zhuang'que'xian'tu'bian'ti
孢状体,bao'zhuang'ti
包装细胞系,bao'zhuang'xi'bao'xi
包装细胞株,bao'zhuang'xi'bao'zhu
包装信号,bao'zhuang'xin'hao
孢子被,bao'zi'bei
孢子表壁,bao'zi'biao'bi
孢子虫,bao'zi'chong
孢子虫类,bao'zi'chong'lei
孢子堆,bao'zi'dui
孢子发生,bao'zi'fa'sheng
孢子附壁,bao'zi'fu'bi
孢子梗,bao'zi'geng
孢子管,bao'zi'guan
孢子果,bao'zi'guo
孢子或花粉,bao'zi'huo'hua'fen
孢子或花粉外壁,bao'zi'huo'hua'fen'wai'bi
孢子角,bao'zi'jiao
孢子萌发培养基,bao'zi'meng'fa'pei'yang'ji
孢子萌发悬液,bao'zi'meng'fa'xuan'ye
孢子母细胞,bao'zi'mu'xi'bao
孢子囊形,bao'zi'nang'xing
孢子内壁,bao'zi'nei'bi
孢子皮层,bao'zi'pi'ceng
孢子谱,bao'zi'pu
孢子切落,bao'zi'qie'luo
孢子球,bao'zi'qiu
孢子全积,bao'zi'quan'ji
孢子生成,bao'zi'sheng'cheng
孢子生殖,bao'zi'sheng'zhi
孢子生殖法,bao'zi'sheng'zhi'fa
孢子丝菌,bao'zi'si'jun
孢子丝菌病,bao'zi'si'jun'bing
孢子体,bao'zi'ti
孢子同型,bao'zi'tong'xing
孢子团,bao'zi'tuan
孢子托,bao'zi'tuo
孢子形成,bao'zi'xing'cheng
孢子叶,bao'zi'ye
孢子叶球,bao'zi'ye'qiu
孢子缢断形成作用,bao'zi'yi'duan'xing'cheng'zuo'yong
孢子异型,bao'zi'yi'xing
孢子植物,bao'zi'zhi'wu
孢子中壁,bao'zi'zhong'bi
孢子周壁,bao'zi'zhou'bi
倍半二倍体,bei'ban'er'bei'ti
倍半萜环化酶,bei'ban'tie'huan'hua'mei
北冰洋界,bei'bing'yang'jie
杯部,bei'bu
贝卟啉,bei'bu'lin
背侧板,bei'ce'ban
被测品系,bei'ce'pin'xi
背驰转录,bei'chi'zhuan'lu
背唇,bei'chun
贝茨氏拟态,bei'ci'shi'ni'tai
棓丹宁,bei'dan'ning
背地性,bei'di'xing
被动传递,bei'dong'chuan'di
被动发育,bei'dong'fa'yu
被动分化,bei'dong'fen'hua
被动扩散,bei'dong'kuo'san
被动免疫,bei'dong'mian'yi
被动免疫法,bei'dong'mian'yi'fa
被动免疫性,bei'dong'mian'yi'xing
被动敏化,bei'dong'min'hua
被动凝集,bei'dong'ning'ji
被动输运,bei'dong'shu'yun
被动吸收,bei'dong'xi'shou
被动运动,bei'dong'yun'dong
被动运输,bei'dong'yun'shu
被动运转,bei'dong'yun'zhuan
被动致敏,bei'dong'zhi'min
被动转移,bei'dong'zhuan'yi
背兜,bei'dou
背兜侧突,bei'dou'ce'tu
蓓豆碱,bei'dou'jian
被短绒毛,bei'duan'rong'mao
北方生物带,bei'fang'sheng'wu'dai
背缝线,bei'feng'xian
被覆粘膜,bei'fu'nian'mo
背腹性,bei'fu'xing
贝格矫治器,bei'ge'jiao'zhi'qi
背根,bei'gen
背管室,bei'guan'shi
被果性,bei'guo'xing
被寄生细胞,bei'ji'sheng'xi'bao
倍加作用,bei'jia'zuo'yong
备解素,bei'jie'su
背景基因型,bei'jing'ji'yin'xing
背景适应,bei'jing'shi'ying
背景校,bei'jing'xiao
背壳顶,bei'ke'ding
贝克肌营养不良,bei'ke'ji'ying'yang'bu'liang
贝壳甲综合征,bei'ke'jia'zong'he'zheng
贝克三体征,bei'ke'san'ti'zheng
贝壳杉烯,bei'ke'shan'xi
贝壳杉烯酸,bei'ke'shan'xi'suan
贝克斯手术,bei'ke'si'shou'shu
贝壳硬蛋白,bei'ke'ying'dan'bai
贝克痣,bei'ke'zhi
贝壳状耳,bei'ke'zhuang'er
背阔肌肌皮瓣,bei'kuo'ji'ji'pi'ban
贝拉日氏带,bei'la'ri'shi'dai
贝类学,bei'lei'xue
被猎物,bei'lie'wu
背鳞,bei'lin
背隆起,bei'long'qi
北美部,bei'mei'bu
北美草原,bei'mei'cao'yuan
北美大,bei'mei'da
北美大草原,bei'mei'da'cao'yuan
北美黄连碱,bei'mei'huang'lian'jian
北美芽生菌病,bei'mei'ya'sheng'jun'bing
被膜,bei'mo
被膜细胞,bei'mo'xi'bao
被膜小窝,bei'mo'xiao'wo
贝母辛碱,bei'mu'xin'jian
贝母型,bei'mu'xing
被囊,bei'nang
被囊动物,bei'nang'dong'wu
被囊动物纤维素,bei'nang'dong'wu'xian'wei'su
被囊合子,bei'nang'he'zi
被囊类,bei'nang'lei
被囊作用,bei'nang'zuo'yong
背内骨,bei'nei'gu
贝内特骨折,bei'nei'te'gu'zhe
贝内特角,bei'nei'te'jiao
贝内特运动,bei'nei'te'yun'dong
被片,bei'pian
背鳍棘,bei'qi'ji
背髂肋肌,bei'qia'lei'ji
背鞘,bei'qiao
背日性,bei'ri'xing
背三角板,bei'san'jiao'ban
钡石灰,bei'shi'hui
贝氏硫细菌属,bei'shi'liu'xi'jun'shu
倍数孢子形成,bei'shu'bao'zi'xing'cheng
倍数世代交替,bei'shu'shi'dai'jiao'ti
棓酸,bei'suan
棓酸盐,bei'suan'yan
贝特彻氏细胞,bei'te'che'shi'xi'bao
倍体,bei'ti
北通水苏碱,bei'tong'shui'su'jian
背驮式肝移植,bei'tuo'shi'gan'yi'zhi
被吸收物,bei'xi'shou'wu
背腺毛,bei'xian'mao
被性,bei'xing
倍性,bei'xing
杯形器,bei'xing'qi
杯形托,bei'xing'tuo
杯形细胞,bei'xing'xi'bao
背须,bei'xu
背羊浆膜囊,bei'yang'jiang'mo'nang
背叶,bei'ye
背倚子叶,bei'yi'zi'ye
被蛹,bei'yong
贝友菌素,bei'you'jun'su
倍增时间,bei'zeng'shi'jian
背褶,bei'zhe
背针突,bei'zhen'tu
背肢畸胎,bei'zhi'ji'tai
背中板,bei'zhong'ban
背中突,bei'zhong'tu
背中线,bei'zhong'xian
杯状孢囊基,bei'zhuang'bao'nang'ji
杯状病毒,bei'zhuang'bing'du
杯状耳,bei'zhuang'er
杯状花,bei'zhuang'hua
杯状结构,bei'zhuang'jie'gou
杯状聚伞花序,bei'zhuang'ju'san'hua'xu
杯状器官,bei'zhuang'qi'guan
杯状窝,bei'zhuang'wo
杯状细胞,bei'zhuang'xi'bao
杯状子层托,bei'zhuang'zi'ceng'tuo
棓子,bei'zi
被子实体性,bei'zi'shi'ti'xing
被子植物纲,bei'zi'zhi'wu'gang
倍足纲动物,bei'zu'gang'dong'wu
被阻扩散层析,bei'zu'kuo'san'ceng'xi
被阻扩散色谱法,bei'zu'kuo'san'se'pu'fa
苯胺,ben'an
苯胺黑,ben'an'hei
苯氨基硫甲酰基,ben'an'ji'liu'jia'xian'ji
苯胺蓝,ben'an'lan
苯巴比妥,ben'ba'bi'tuo
苯丙氨酸,ben'bing'an'suan
