阿那吒王,a'na'zha'wang
无量净天,wu'liang'jing'tian
无量难思议,wu'liang'nan'si'yi
无量菩萨来集,wu'liang'pu'sa'lai'ji
无量无边,wu'liang'wu'bian
勿令堕在诸恶趣,wu'ling'duo'zai'zhu'e'qu
无令是众,wu'ling'shi'zhong
无令是诸众生,wu'ling'shi'zhu'zhong'sheng
无令是诸众业,wu'ling'shi'zhu'zhong'ye
勿令退失,wu'ling'tui'shi
勿令一切灾害,wu'ling'yi'qie'zai'hai
无漏音,wu'lou'yin
勿履是道,wu'lv'shi'dao
吾灭度后,wu'mie'du'hou
五目鬼王,wu'mu'gui'wang
无热天,wu're'tian
无人继嗣,wu'ren'ji'si
无日月光,wu'ri'yue'guang
误入险道,wu'ru'xian'dao
无上佛,wu'shang'fo
无上甚深微妙法百千万劫难遭遇,wu'shang'shen'shen'wei'miao'fa'bai'qian'wan'jie'nan'zao'yu
无上士,wu'shang'shi
无时间绝,wu'shi'jian'jue
吾是汝母,wu'shi'ru'mu
无水火灾,wu'shui'huo'zai
吾为汝说,wu'wei'ru'shuo
无限粪尿,wu'xian'fen'niao
无纤毫之力,wu'xian'hao'zhi'li
无想天,wu'xiang'tian
吾亦分身千百亿,wu'yi'fen'shen'qian'bai'yi
吾以佛眼观故,wu'yi'fo'yan'guan'gu
吾亦告梵王帝释,wu'yi'gao'fan'wang'di'shi
吾已久知三恶道报,wu'yi'jiu'zhi'san'e'dao'bao
吾亦无忧现在未来一切众生,wu'yi'wu'you'xian'zai'wei'lai'yi'qie'zhong'sheng
无有出期,wu'you'chu'qi
吾于五浊恶世,wu'yu'wu'zhuo'e'shi
五蕴悉从生,wu'yun'xi'cong'sheng
吾在忉利天宫,wu'zai'dao'li'tian'gong
无再经历,wu'zai'jing'li
五者,wu'zhe
勿至悲哀,wu'zhi'bei'ai
无至忧忆悲恋,wu'zhi'you'yi'bei'lian
无诸横病,wu'zhu'heng'bing
无诸疾苦,wu'zhu'ji'ku
吾助汝喜,wu'zhu'ru'xi
无诸灾难,wu'zhu'zai'nan
悉得解脱,xi'de'jie'tuo
悉得消灭,xi'de'xiao'mie
习恶者多,xi'e'zhe'duo
习恶众生,xi'e'zhong'sheng
悉发无量菩提之心,xi'fa'wu'liang'pu'ti'zhi'xin
悉皆安乐,xi'jie'an'le
悉皆成就,xi'jie'cheng'jiu
悉皆度脱,xi'jie'du'tuo
悉皆退散,xi'jie'tui'san
悉皆消灭,xi'jie'xiao'mie
悉皆自得,xi'jie'zi'de
悉来集会,xi'lai'ji'hui
悉蒙汝护,xi'meng'ru'hu
喜舍音,xi'she'yin
悉使解脱,xi'shi'jie'tuo
悉是铁为,xi'shi'tie'wei
悉同受之,xi'tong'shou'zhi
昔为光目女,xi'wei'guang'mu'nv
悉下长钉,xi'xia'chang'ding
下火彻上,xia'huo'che'shang
下生人间,xia'sheng'ren'jian
下心含笑,xia'xin'han'xiao
现不可思议大智慧神通之力,xian'bu'ke'si'yi'da'zhi'hui'shen'tong'zhi'li
现存益寿,xian'cun'yi'shou
现大不可思议威神慈悲之力,xian'da'bu'ke'si'yi'wei'shen'ci'bei'zhi'li
现大鬼身,xian'da'gui'shen
先当瞻礼大士像,xian'dang'zhan'li'da'shi'xiang
纤毫受之,xian'hao'shou'zhi
贤劫千佛灭度,xian'jie'qian'fo'mie'du
现世令此居家,xian'shi'ling'ci'ju'jia
现世衣食丰溢,xian'shi'yi'shi'feng'yi
先受如是等报,xian'shou'ru'shi'deng'bao
先亡离苦,xian'wang'li'ku
先亡生天,xian'wang'sheng'tian
现无边身,xian'wu'bian'shen
现在眷属,xian'zai'juan'shu
现在世中及未来世,xian'zai'shi'zhong'ji'wei'lai'shi
现在殊妙安乐,xian'zai'shu'miao'an'le
现在未来,xian'zai'wei'lai
现在未来天人众,xian'zai'wei'lai'tian'ren'zhong
现长者身,xian'zhang'zhe'shen
像法之中,xiang'fa'zhi'zhong
相好诸圆满,xiang'hao'zhu'yuan'man
香华供养,xiang'hua'gong'yang
香华衣服,xiang'hua'yi'fu
香华衣服饮食奉,xiang'hua'yi'fu'yin'shi'feng
香华饮食,xiang'hua'yin'shi
相貌圆满,xiang'mao'yuan'man
香赞,xiang'zan
向者又蒙世尊,xiang'zhe'you'meng'shi'zun
消除诸业障,xiao'chu'zhu'ye'zhang
小大眷属,xiao'da'juan'shu
小果声闻,xiao'guo'sheng'wen
校量布施,xiao'liang'bu'shi
校量布施功德缘品第十,xiao'liang'bu'shi'gong'de'yuan'pin'di'shi
校量经因,xiao'liang'jing'yin
小小恶业,xiao'xiao'e'ye
邪淫,xie'yin
邪淫妄语,xie'yin'wang'yu
邪淫妄语者,xie'yin'wang'yu'zhe
心不住于身,xin'bu'zhu'yu'shen
心非沙门,xin'fei'sha'men
心怀踊跃,xin'huai'yong'yue
心如工画师,xin'ru'gong'hua'shi
信受我语,xin'shou'wo'yu
新死之者,xin'si'zhi'zhe
新者,xin'zhe
心中无彩画,xin'zhong'wu'cai'hua
行病鬼王,xing'bing'gui'wang
行恶者,xing'e'zhe
姓氏何等,xing'shi'he'deng
性识无定,xing'shi'wu'ding
行住坐卧,xing'zhu'zuo'wo
兄弟姊妹,xiong'di'zi'mei
兄弟姊妹及诸亲,xiong'di'zi'mei'ji'zhu'qin
修补营理,xiu'bu'ying'li
修毛发善事,xiu'mao'fa'shan'shi
虚耗辟除,xu'hao'pi'chu
须省恶路,xu'sheng'e'lu
虚妄取异相,xu'wang'qu'yi'xiang
须焰摩天,xu'yan'mo'tian
须臾即退,xu'yu'ji'tui
须臾之间,xu'yu'zhi'jian
旋出旋入,xuan'chu'xuan'ru
旋得旋忘,xuan'de'xuan'wang
旋读旋忘多废失,xuan'du'xuan'wang'duo'fei'shi
宣说地藏菩萨,xuan'shuo'di'zang'pu'sa
旋又不敬,xuan'you'bu'jing
旋又再入,xuan'you'zai'ru
血虎鬼王,xue'hu'gui'wang
寻画佛像而供养之,xun'hua'fo'xiang'er'gong'yang'zhi
寻即除愈,xun'ji'chu'yu
寻即解脱,xun'ji'jie'tuo
寻礼佛已,xun'li'fo'yi
寻如梦归,xun'ru'meng'gui
迅速得安康,xun'su'de'an'kang
演不思议事,yan'bu'si'yi'shi
眼耳见闻,yan'er'jian'wen
阎浮提东方有山,yan'fu'ti'dong'fang'you'shan
阎浮提内,yan'fu'ti'nei
阎浮提中,yan'fu'ti'zhong
阎浮土地,yan'fu'tu'di
阎浮众生,yan'fu'zhong'sheng
阎浮众生业感品第四,yan'fu'zhong'sheng'ye'gan'pin'di'si
演利益事,yan'li'yi'shi
阎罗天子胡跪合掌,yan'luo'tian'zi'hu'gui'he'zhang
阎罗天子瞻礼世尊,yan'luo'tian'zi'zhan'li'shi'zun
阎罗王众赞叹品第八,yan'luo'wang'zhong'zan'tan'pin'di'ba
厌女人身,yan'nv'ren'shen
眼如电光,yan'ru'dian'guang
厌是丑陋,yan'shi'chou'lou
言于此路,yan'yu'ci'lu
殃累对辩,yang'lei'dui'bian
烊铜灌口,yang'tong'guan'kou
要忏悔者,yao'chan'hui'zhe
要受女身,yao'shou'nv'shen
夜叉食之,ye'cha'shi'zhi
业道永除,ye'dao'yong'chu
业感差别,ye'gan'cha'bie
业感如是,ye'gan'ru'shi
业力甚大,ye'li'shen'da
夜梦安乐,ye'meng'an'le
夜摩天宫,ye'mo'tian'gong
夜神,ye'shen
一百劫中,yi'bai'jie'zhong
以本神力,yi'ben'shen'li
亦不可限量,yi'bu'ke'xian'liang
亦不离大种,yi'bu'li'da'zhong
已曾经百千生,yi'ceng'jing'bai'qian'sheng
一尘一劫,yi'chen'yi'jie
已成就,yi'cheng'jiu
以此果报,yi'ci'guo'bao
以此连绵,yi'ci'lian'mian
以大神通方便度,yi'da'shen'tong'fang'bian'du
亦当堕于无间地狱,yi'dang'duo'yu'wu'jian'di'yu
以地藏菩萨,yi'di'zang'pu'sa
已度,yi'du
亦复如是,yi'fu'ru'shi
衣服饮食,yi'fu'yin'shi
衣服饮食诸玩具,yi'fu'yin'shi'zhu'wan'ju
衣服珍宝,yi'fu'zhen'bao
亦各有千万亿那由他数,yi'ge'you'qian'wan'yi'na'you'ta'shu
亦各自见身满床上,yi'ge'zi'jian'shen'man'chuang'shang
一恒河沙,yi'heng'he'sha
亦化百千身形,yi'hua'bai'qian'shen'xing
亦集到忉利天宫,yi'ji'dao'dao'li'tian'gong
亦渐消灭,yi'jian'xiao'mie
一劫之内,yi'jie'zhi'nei
一界之内,yi'jie'zhi'nei
一劫之中,yi'jie'zhi'zhong
以净水安大士前,yi'jing'shui'an'da'shi'qian
以净水一盏,yi'jing'shui'yi'zhan
一句一偈,yi'ju'yi'ji
异口同音,yi'kou'tong'yin
一历耳根,yi'li'er'gen
亦令是命终人,yi'ling'shi'ming'zhong'ren
一毛一尘,yi'mao'yi'chen
一毛一渧,yi'mao'yi'ti
亦名地藏本行,yi'ming'di'zang'ben'hang
亦名地藏本誓力经,yi'ming'di'zang'ben'shi'li'jing
一名地藏本愿,yi'ming'di'zang'ben'yuan
一名一号,yi'ming'yi'hao
以念佛力故,yi'nian'fo'li'gu
一念恭敬,yi'nian'gong'jing
一念归依,yi'nian'gui'yi
一辟支佛名,yi'pi'zhi'fo'ming
一菩萨名,yi'pu'sa'ming
一七日或三七日,yi'qi'ri'huo'san'qi'ri
一切毒害,yi'qie'du'hai
一切恶事,yi'qie'e'shi
一切恶事皆消灭,yi'qie'e'shi'jie'xiao'mie
一切人等,yi'qie'ren'deng
一切圣事,yi'qie'sheng'shi
一切天众,yi'qie'tian'zhong
一切玩具,yi'qie'wan'ju
一切唯心造,yi'qie'wei'xin'zao
一切众会,yi'qie'zhong'hui
一切众生,yi'qie'zhong'sheng
一切众生未解脱者,yi'qie'zhong'sheng'wei'jie'tuo'zhe
一切诸难诸苦恼,yi'qie'zhu'nan'zhu'ku'nao
一切诸菩萨摩诃萨,yi'qie'zhu'pu'sa'mo'he'sa
一切诸愿速成就,yi'qie'zhu'yuan'su'cheng'jiu
一切罪障,yi'qie'zui'zhang
一人受罪,yi'ren'shou'zui
一人亦满,yi'ren'yi'man
一日一夜,yi'ri'yi'ye
一日一夜求服之,yi'ri'yi'ye'qiu'fu'zhi
一日至七日,yi'ri'zhi'qi'ri
以如来神力故,yi'ru'lai'shen'li'gu
以杀害毁骂二业受报,yi'sha'hai'hui'ma'er'ye'shou'bao
一沙一尘,yi'sha'yi'chen
一沙一界,yi'sha'yi'jie
一沙一渧,yi'sha'yi'ti
一身化无量,yi'shen'hua'wu'liang
亦生感重,yi'sheng'gan'zhong
一声历耳根者,yi'sheng'li'er'gen'zhe
已生人天受胜妙乐者,yi'sheng'ren'tian'shou'sheng'miao'le'zhe
衣食不足,yi'shi'bu'zu
以是大士不思议,yi'shi'da'shi'bu'si'yi
以是等辈,yi'shi'deng'bei
衣食丰饶神鬼护,yi'shi'feng'rao'shen'gui'hu
衣食丰溢,yi'shi'feng'yi
衣食丰足,yi'shi'feng'zu
一时佛在忉利天,yi'shi'fo'zai'dao'li'tian
亦是我等获善利故,yi'shi'wo'deng'huo'shan'li'gu
以是业故,yi'shi'ye'gu
以是于彼佛前,yi'shi'yu'bi'fo'qian
以是之故,yi'shi'zhi'gu
一弹指顷,yi'tan'zhi'qing
以天人众,yi'tian'ren'zhong
以土石竹木,yi'tu'shi'zhu'mu
一王发愿,yi'wang'fa'yuan
一王发愿永度罪苦众生,yi'wang'fa'yuan'yong'du'zui'ku'zhong'sheng
一王发愿早成佛者,yi'wang'fa'yuan'zao'cheng'fo'zhe
宜为设福,yi'wei'she'fu
以为无罪,yi'wei'wu'zui
亦无量苦,yi'wu'liang'ku
一物一数,yi'wu'yi'shu
一向寒冰,yi'xiang'han'bing
一心瞻礼地藏形像,yi'xin'zhan'li'di'zang'xing'xiang
以忆母故,yi'yi'mu'gu
一一狱中,yi'yi'yu'zhong
亦有百千恶道鬼神,yi'you'bai'qian'e'dao'gui'shen
亦有释梵眷属,yi'you'shi'fan'juan'shu
依愿流布,yi'yuan'liu'bu
一瞻一礼,yi'zhan'yi'li
一瞻一礼者,yi'zhan'yi'li'zhe
一者,yi'zhe
以至劫数,yi'zhi'jie'shu
以诸香华,yi'zhu'xiang'hua
以资前路,yi'zi'qian'lu
引出险道,yin'chu'xian'dao
因次教化,yin'ci'jiao'hua
因地作何行,yin'di'zuo'he'xing
因果将熟,yin'guo'jiang'shu
引接亡人,yin'jie'wang'ren
饮酒食肉,yin'jiu'shi'rou
因蔓不断,yin'man'bu'duan
殷勤付嘱,yin'qin'fu'zhu
饮食神,yin'shi'shen
饮食衣服,yin'shi'yi'fu
因问彼佛,yin'wen'bi'fo
饮血地狱,yin'xue'di'yu
应供,ying'gong
应观法界性,ying'guan'fa'jie'xing
鹰蛇狼犬,ying'she'lang'quan
应是经典,ying'shi'jing'dian
应是经教历耳闻,ying'shi'jing'jiao'li'er'wen
应是无间罪人,ying'shi'wu'jian'zui'ren
应是诸恶皆消灭,ying'shi'zhu'e'jie'xiao'mie
应有世界,ying'you'shi'jie
应有一切罪障业障,ying'you'yi'qie'zui'zhang'ye'zhang
应有罪苦众生,ying'you'zui'ku'zhong'sheng
应知佛与心,ying'zhi'fo'yu'xin
永保安乐,yong'bao'an'le
永不堕恶道,yong'bu'duo'e'dao
永不堕三恶道报,yong'bu'duo'san'e'dao'bao
永不堕于恶道,yong'bu'duo'yu'e'dao
永不复见,yong'bu'fu'jian
永不复入,yong'bu'fu'ru
永不历三恶道苦,yong'bu'li'san'e'dao'ku
永不退转,yong'bu'tui'zhuan
永不退转于阿耨多罗三藐三菩提,yong'bu'tui'zhuan'yu'a'nou'duo'luo'san'miao'san'pu'ti
永不再历,yong'bu'zai'li
永处地狱,yong'chu'di'yu
永得安乐,yong'de'an'le
永得解脱,yong'de'jie'tuo
拥护是人,yong'hu'shi'ren
拥护众生,yong'hu'zhong'sheng
拥护子母,yong'hu'zi'mu
永离恶趣,yong'li'e'qu
永离生死,yong'li'sheng'si
永离诸苦,yong'li'zhu'ku
永取解脱,yong'qu'jie'tuo
永受安乐,yong'shou'an'le
永受众苦,yong'shou'zhong'ku
永脱地狱,yong'tuo'di'yu
永无业障能遮止,yong'wu'ye'zhang'neng'zhe'zhi
永无障碍,yong'wu'zhang'ai
永拥护我,yong'yong'hu'wo
犹百千劫,you'bai'qian'jie
有百千种业道之器,you'bai'qian'zhong'ye'dao'zhi'qi
有百生千生受大福利者,you'bai'sheng'qian'sheng'shou'da'fu'li'zhe
犹不尽数,you'bu'jin'shu
犹不能尽,you'bu'neng'jin
有彩画可得,you'cai'hua'ke'de
又出种种微妙之音,you'chu'zhong'zhong'wei'miao'zhi'yin
有此经典及菩萨像,you'ci'jing'dian'ji'pu'sa'xiang
有大地狱,you'da'di'yu
有大因缘,you'da'yin'yuan
又当称扬地藏菩萨利益之事,you'dang'cheng'yang'di'zang'pu'sa'li'yi'zhi'shi
又堕恶道,you'duo'e'dao
又发重愿,you'fa'chong'yuan
有佛出世,you'fo'chu'shi
又复短命,you'fu'duan'ming
又复遭网,you'fu'zao'wang
有何异术,you'he'yi'shu
又见夜叉,you'jian'ye'cha
又经千劫,you'jing'qian'jie
有净月佛,you'jing'yue'fo
又摩地藏菩萨摩诃萨顶,you'mo'di'zang'pu'sa'mo'he'sa'ding
有男子女人,you'nan'zi'nv'ren
优婆塞,you'po'sai
优婆夷身,you'po'yi'shen
有千万亿那由他阎浮鬼神,you'qian'wan'yi'na'you'ta'yan'fu'gui'shen
有轻有重,you'qing'you'zhong
有求皆从,you'qiu'jie'cong
有人发心念经典,you'ren'fa'xin'nian'jing'dian
有如此报,you'ru'ci'bao
有如此不可思议大威神力,you'ru'ci'bu'ke'si'yi'da'wei'shen'li
有如此不可思议神力及大誓愿力,you'ru'ci'bu'ke'si'yi'shen'li'ji'da'shi'yuan'li
有如此习,you'ru'ci'xi
有如是不可思议大威神德,you'ru'shi'bu'ke'si'yi'da'wei'shen'de
有如是不可思议神通之事,you'ru'shi'bu'ke'si'yi'shen'tong'zhi'shi
有如是等不可说百千万亿,you'ru'shi'deng'bu'ke'shuo'bai'qian'wan'yi
有如是等不可说佛,you'ru'shi'deng'bu'ke'shuo'fo
有如是等地狱,you'ru'shi'deng'di'yu
有善男子善女人,you'shan'nan'zi'shan'nv'ren
犹尚迷误,you'shang'mi'wu
有十生受福,you'shi'sheng'shou'fu
有宿业障,you'su'ye'zhang
有天人受天福尽,you'tian'ren'shou'tian'fu'jin
犹未毕愿,you'wei'bi'yuan
犹为国王,you'wei'guo'wang
有无量鬼王,you'wu'liang'gui'wang
有无量亿天龙鬼神,you'wu'liang'yi'tian'long'gui'shen
又五事业感,you'wu'shi'ye'gan
有无数恶鬼,you'wu'shu'e'gui
有五衰相现,you'wu'shuai'xiang'xian
有新产者,you'xin'chan'zhe
游行世界,you'xing'shi'jie
又阎浮提临命终人,you'yan'fu'ti'lin'ming'zhong'ren
有一鬼王,you'yi'gui'wang
有一罗汉,you'yi'luo'han
有一婆罗门女,you'yi'po'luo'men'nv
有一生受福,you'yi'sheng'shou'fu
有一十八所,you'yi'shi'ba'suo
有一知识,you'yi'zhi'shi
又有地狱,you'you'di'yu
又有一海,you'you'yi'hai
又于过去,you'yu'guo'qu
又于过去不可说不可说阿僧祇劫,you'yu'guo'qu'bu'ke'shuo'bu'ke'shuo'a'seng'qi'jie
又于过去不可思议阿僧祇劫,you'yu'guo'qu'bu'ke'si'yi'a'seng'qi'jie
又于过去恒河沙劫,you'yu'guo'qu'heng'he'sha'jie
又于过去无量阿僧祇劫,you'yu'guo'qu'wu'liang'a'seng'qi'jie
又于过去无量无数恒河沙劫,you'yu'guo'qu'wu'liang'wu'shu'heng'he'sha'jie
由志心故,you'zhi'xin'gu
有诸国王,you'zhu'guo'wang
有诸人等,you'zhu'ren'deng
有诸下贱等人,you'zhu'xia'jian'deng'ren
又诸罪人,you'zhu'zui'ren
于百千劫,yu'bai'qian'jie
欲布施时,yu'bu'shi'shi
欲称扬地藏利益等事,yu'cheng'yang'di'zang'li'yi'deng'shi
欲出离三界者,yu'chu'li'san'jie'zhe
于此大士,yu'ci'da'shi
于大乘经不能记,yu'da'cheng'jing'bu'neng'ji
于大乘经典,yu'da'cheng'jing'dian
遇大乘经典,yu'da'cheng'jing'dian
于顶门上放如是等毫相光已,yu'ding'men'shang'fang'ru'shi'deng'hao'xiang'guang'yi
欲度群迷超彼岸,yu'du'qun'mi'chao'bi'an
欲读欲诵,yu'du'yu'song
欲发广大慈心,yu'fa'guang'da'ci'xin
于佛法中,yu'fo'fa'zhong
遇佛授记,yu'fo'shou'ji
遇佛塔寺,yu'fo'ta'si
遇佛形像,yu'fo'xing'xiang
于过去久远不可说不可说劫前,yu'guo'qu'jiu'yuan'bu'ke'shuo'bu'ke'shuo'jie'qian
玉毫相光,yu'hao'xiang'guang
于今百千万亿那由他不可说劫,yu'jin'bai'qian'wan'yi'na'you'ta'bu'ke'shuo'jie
于南方清洁之地,yu'nan'fang'qing'jie'zhi'di
于千万亿世界,yu'qian'wan'yi'shi'jie
狱墙高一千里,yu'qiang'gao'yi'qian'li
欲求现在未来,yu'qiu'xian'zai'wei'lai
于人天中,yu'ren'tian'zhong
欲入山林及渡海,yu'ru'shan'lin'ji'du'hai
遇善知识引接令出,yu'shan'zhi'shi'yin'jie'ling'chu
于生死时,yu'sheng'si'shi
于生死中,yu'sheng'si'zhong
于十方世界,yu'shi'fang'shi'jie
于十劫中,yu'shi'jie'zhong
于是人处,yu'shi'ren'chu
于是人所,yu'shi'ren'suo
欲食腥血,yu'shi'xing'xue
于是最贫贱辈及不完具者,yu'shi'zui'pin'jian'bei'ji'bu'wan'ju'zhe
于是罪中,yu'shi'zui'zhong
于睡梦中,yu'shui'meng'zhong
于娑婆世界,yu'suo'po'shi'jie
于所住处,yu'suo'zhu'chu
于无上道,yu'wu'shang'dao
遇先佛塔庙,yu'xian'fo'ta'miao
于先佛塔寺,yu'xian'fo'ta'si
欲修无上菩提者,yu'xiu'wu'shang'pu'ti'zhe
于阎浮提,yu'yan'fu'ti
于阎浮提有大因缘,yu'yan'fu'ti'you'da'yin'yuan
与阎罗天子,yu'yan'luo'tian'zi
余业报等,yu'ye'bao'deng
与一邻国王为友,yu'yi'lin'guo'wang'wei'you
遇一女人,yu'yi'nv'ren
欲愿何等,yu'yuan'he'deng
于月一日,yu'yue'yi'ri
与造福力救拔,yu'zao'fu'li'jiu'ba
欲证此身,yu'zheng'ci'shen
狱中有床,yu'zhong'you'chuang
与诸得解脱,yu'zhu'de'jie'tuo
于诸菩萨,yu'zhu'pu'sa
于诸世界,yu'zhu'shi'jie
愿不有虑,yuan'bu'you'lv
缘此菩萨,yuan'ci'pu'sa
愿佛慈愍,yuan'fo'ci'min
愿乐欲闻,yuan'le'yu'wen
愿离恶道,yuan'li'e'dao
愿力广无疆,yuan'li'guang'wu'jiang
蚖蛇蝮蝎,yuan'she'fu'xie
愿圣者却返本处,yuan'sheng'zhe'que'fan'ben'chu
愿圣者说,yuan'sheng'zhe'shuo
缘是国王等,yuan'shi'guo'wang'deng
缘是眷属,yuan'shi'juan'shu
缘是临终,yuan'shi'lin'zhong
愿为天龙四众,yuan'wei'tian'long'si'zhong
愿我尽未来,yuan'wo'jin'wei'lai
愿我尽未来劫,yuan'wo'jin'wei'lai'jie
愿我之母,yuan'wo'zhi'mu
愿我自今日后,yuan'wo'zi'jin'ri'hou
悦帝利罪女,yue'di'li'zui'nv
月轮毫光,yue'lun'hao'guang
月面佛,yue'mian'fo
云承孝顺之子,yun'cheng'xiao'shun'zhi'zi
云何名为无间地狱,yun'he'ming'wei'wu'jian'di'yu
云何至今犹度未绝,yun'he'zhi'jin'you'du'wei'jue
云何众生而不依止善道,yun'he'zhong'sheng'er'bu'yi'zhi'shan'dao
云雷音,yun'lei'yin
再报女曰,zai'bao'nv'yue
在大铁围山之内,zai'da'tie'wei'shan'zhi'nei
宰辅大臣,zai'fu'da'chen
宰辅大姓,zai'fu'da'xing
在火宅中者,zai'huo'zhai'zhong'zhe
在六道中,zai'liu'dao'zhong
在七七日内,zai'qi'qi'ri'nei
在生不修善因,zai'sheng'bu'xiu'shan'yin
在生未曾有少善根,zai'sheng'wei'ceng'you'shao'shan'gen
在生习何行业,zai'sheng'xi'he'hang'ye
在我本愿,zai'wo'ben'yuan
在险道中,zai'xian'dao'zhong
在阎浮提,zai'yan'fu'ti
在一面立,zai'yi'mian'li
再以人天诸众生等,zai'yi'ren'tian'zhu'zhong'sheng'deng
在于恶趣,zai'yu'e'qu
暂生恭敬,zan'sheng'gong'jing
赞叹地藏菩萨,zan'tan'di'zang'pu'sa
赞叹地藏菩萨云,zan'tan'di'zang'pu'sa'yun
赞叹恭敬,zan'tan'gong'jing
赞叹汝者,zan'tan'ru'zhe
赞叹释迦牟尼佛,zan'tan'shi'jia'mou'ni'fo
赞叹瞻礼,zan'tan'zhan'li
赞叹瞻礼地藏菩萨形像,zan'tan'zhan'li'di'zang'pu'sa'xing'xiang
赞叹者,zan'tan'zhe
暂听是言,zan'ting'shi'yan
暂无休息,zan'wu'xiu'xi
早成佛道,zao'cheng'fo'dao
早令解脱,zao'ling'jie'tuo
造业差别,zao'ye'cha'bie
早与读诵此不思议经典,zao'yu'du'song'ci'bu'si'yi'jing'dian
造众善因,zao'zhong'shan'yin
缯彩幢幡,zeng'cai'zhuang'fan
增我力故,zeng'wo'li'gu
增益舍宅,zeng'yi'she'zhai
增长本力,zeng'zhang'ben'li
瞻礼地藏菩萨,zhan'li'di'zang'pu'sa
瞻礼功德,zhan'li'gong'de
瞻礼供养,zhan'li'gong'yang
瞻礼获福,zhan'li'huo'fu
瞻礼赞叹,zhan'li'zan'tan
瞻礼尊容,zhan'li'zun'rong
瞻恋如来,zhan'lian'ru'lai
瞻视顶礼无量菩萨摩诃萨,zhan'shi'ding'li'wu'liang'pu'sa'mo'he'sa
瞻仰如来,zhan'yang'ru'lai
辗转相寄,zhan'zhuan'xiang'ji
掌上明珠,zhang'shang'ming'zhu
长者,zhang'zhe
辄闻其耳,zhe'wen'qi'er
辄闻于耳,zhe'wen'yu'er
振开地狱之门,zhen'kai'di'yu'zhi'men
正遍知,zheng'bian'zhi
证涅槃乐,zheng'nie'pan'le
争取食啖,zheng'qu'shi'dan
证十地事,zheng'shi'di'shi
正使过去现在未来诸佛,zheng'shi'guo'qu'xian'zai'wei'lai'zhu'fo
证无碍智,zheng'wu'ai'zhi
至阿逸多成佛以来,zhi'a'yi'duo'cheng'fo'yi'lai
至百千劫,zhi'bai'qian'jie
智成就佛,zhi'cheng'jiu'fo
执大铁戟,zhi'da'tie'ji
知道眷属,zhi'dao'juan'shu
智慧音,zhi'hui'yin
智慧音里,zhi'hui'yin'li
肢节皆损,zhi'jie'jie'sun
知苦乐法,zhi'ku'le'fa
致令生死,zhi'ling'sheng'si
至弥勒出世以来众生,zhi'mi'le'chu'shi'yi'lai'zhong'sheng
知母生界,zhi'mu'sheng'jie
知母无疑,zhi'mu'wu'yi
知母在世,zhi'mu'zai'shi
至涅槃乐,zhi'nie'pan'le
至婆罗门等,zhi'po'luo'men'deng
至气尽者,zhi'qi'jin'zhe
至七日以来,zhi'qi'ri'yi'lai
智胜佛,zhi'sheng'fo
至生死时,zhi'sheng'si'shi
知是果报,zhi'shi'guo'bao
知识又言,zhi'shi'you'yan
至心恭敬,zhi'xin'gong'jing
至心归依,zhi'xin'gui'yi
至心归依大士身,zhi'xin'gui'yi'da'shi'shen
志心勤恳,zhi'xin'qin'ken
至心思念大士名,zhi'xin'si'nian'da'shi'ming
志心瞻礼,zhi'xin'zhan'li
志心瞻礼地藏菩萨形像,zhi'xin'zhan'li'di'zang'pu'sa'xing'xiang
至心瞻礼地藏像,zhi'xin'zhan'li'di'zang'xiang
至心郑重,zhi'xin'zheng'zhong
志心自读此经,zhi'xin'zi'du'ci'jing
志性无定,zhi'xing'wu'ding
知业道苦,zhi'ye'dao'ku
至于好道,zhi'yu'hao'dao
至于梦中尽得安,zhi'yu'meng'zhong'jin'de'an
至于千日,zhi'yu'qian'ri
至于五无间罪,zhi'yu'wu'wu'jian'zui
终不堕恶道,zhong'bu'duo'e'dao
终不能到,zhong'bu'neng'dao
种少善根,zhong'shao'shan'gen
终身卫护,zhong'shen'wei'hu
众生悉度尽,zhong'sheng'xi'du'jin
众所钦敬,zhong'suo'qin'jing
众业所感,zhong'ye'suo'gan
众业行感,zhong'ye'xing'gan
种种造恶,zhong'zhong'zao'e
种种珍宝,zhong'zhong'zhen'bao
众中尊,zhong'zhong'zun
中罪人身,zhong'zui'ren'shen
昼神,zhou'shen
昼夜忆恋,zhou'ye'yi'lian
主财鬼王,zhu'cai'gui'wang
主产鬼王,zhu'chan'gui'wang
主畜鬼王,zhu'chu'gui'wang
诸大鬼王,zhu'da'gui'wang
诸法性如是,zhu'fa'xing'ru'shi
诸分身地藏菩萨摩诃萨顶,zhu'fen'shen'di'zang'pu'sa'mo'he'sa'ding
诸佛护临,zhu'fo'hu'lin
诸根不具,zhu'gen'bu'ju
主耗鬼王,zhu'hao'gui'wang
诸横消灭,zhu'heng'xiao'mie
主祸鬼王,zhu'huo'gui'wang
主疾鬼王,zhu'ji'gui'wang
逐境而生,zhu'jing'er'sheng
嘱累人天品第十三,zhu'lei'ren'tian'pin'di'shi'san
主魅鬼王,zhu'mei'gui'wang
主命鬼王,zhu'ming'gui'wang
诸魔鬼神,zhu'mo'gui'shen
主禽鬼王,zhu'qin'gui'wang
诸神少及,zhu'shen'shao'ji
诸圣赞叹,zhu'sheng'zan'tan
主食鬼王,zhu'shi'gui'wang
诸世界分身地藏菩萨,zhu'shi'jie'fen'shen'di'zang'pu'sa
