阿拔斯一世,a'ba'si'yi'shi
曹宫伯,cao'gong'bo
曹宫伯姬侯,cao'gong'bo'ji'hou
曹共公,cao'gong'gong
曹共公姬襄,cao'gong'gong'ji'xiang
曹奂,cao'huan
曹桓公,cao'huan'gong
曹桓公姬终生,cao'huan'gong'ji'zhong'sheng
曹惠公,cao'hui'gong
曹惠公姬兕,cao'hui'gong'ji'si
曹靖公,cao'jing'gong
曹靖公姬露,cao'jing'gong'ji'lu
曹军出卢龙塞,cao'jun'chu'lu'long'sai
曹军南下,cao'jun'nan'xia
曹军手中,cao'jun'shou'zhong
曹锟,cao'kun
曹郎,cao'lang
曹髦,cao'mao
曹穆公,cao'mu'gong
曹穆公姬武,cao'mu'gong'ji'wu
曹丕,cao'pi
曹平公,cao'ping'gong
曹平公姬须,cao'ping'gong'ji'xu
曹汝霖,cao'ru'lin
曹叡,cao'rui
曹氏政权,cao'shi'zheng'quan
曹叔,cao'shu
曹叔姬振铎,cao'shu'ji'zhen'duo
曹太伯,cao'tai'bo
曹太伯姬脾,cao'tai'bo'ji'pi
曹魏,cao'wei
曹魏旧章,cao'wei'jiu'zhang
曹魏以来,cao'wei'yi'lai
曹魏之制,cao'wei'zhi'zhi
曹文公,cao'wen'gong
曹文公姬寿,cao'wen'gong'ji'shou
曹武公,cao'wu'gong
曹武公姬胜,cao'wu'gong'ji'sheng
曹僖公,cao'xi'gong
曹僖公姬夷,cao'xi'gong'ji'yi
曹襄公,cao'xiang'gong
曹襄公姬野,cao'xiang'gong'ji'ye
曹孝伯,cao'xiao'bo
曹孝伯姬云,cao'xiao'bo'ji'yun
曹宣公,cao'xuan'gong
曹宣公姬强,cao'xuan'gong'ji'qiang
曹雪芹,cao'xue'qin
曹夷伯,cao'yi'bo
曹夷伯姬喜,cao'yi'bo'ji'xi
曹嶷联兵,cao'yi'lian'bing
曹隐公,cao'yin'gong
曹隐公姬通,cao'yin'gong'ji'tong
曹幽伯,cao'you'bo
曹幽伯姬强,cao'you'bo'ji'qiang
曹禺,cao'yu
草原地带的东部,cao'yuan'di'dai'de'dong'bu
草原地带西部,cao'yuan'di'dai'xi'bu
漕运力量,cao'yun'li'liang
曹昭公,cao'zhao'gong
曹昭公姬班,cao'zhao'gong'ji'ban
曹仲君,cao'zhong'jun
曹仲君姬平,cao'zhong'jun'ji'ping
草粥,cao'zhou
曹庄公,cao'zhuang'gong
曹庄公姬夕姑,cao'zhuang'gong'ji'xi'gu
册封晋文公为,ce'feng'jin'wen'gong'wei
册立,ce'li
册立韩赵魏,ce'li'han'zhao'wei
策略的,ce'lue'de
岑参,cen'shen
曾被,ceng'bei
曾北进蒙古,ceng'bei'jin'meng'gu
曾不同程度地,ceng'bu'tong'cheng'du'di
曾出任,ceng'chu'ren
曾从事耕田,ceng'cong'shi'geng'tian
曾多次与,ceng'duo'ci'yu
曾发表,ceng'fa'biao
曾官居,ceng'guan'ju
曾经建立了,ceng'jing'jian'li'le
曾经于西元,ceng'jing'yu'xi'yuan
曾囊括,ceng'nang'kuo
曾辱骂,ceng'ru'ma
曾提到,ceng'ti'dao
曾一度中兴,ceng'yi'du'zhong'xing
曾于,ceng'yu
察哈尔林丹汗,cha'ha'er'lin'dan'han
察罕帖木儿,cha'han'tie'mu'er
察合台,cha'he'tai
察合台兀鲁思,cha'he'tai'wu'lu'si
察合台兀鲁思汗笃哇举兵击败,cha'he'tai'wu'lu'si'han'du'wa'ju'bing'ji'bai
察举制,cha'ju'zhi
察觉受骗,cha'jue'shou'pian
查理曼帝国,cha'li'man'di'guo
查士丁尼,cha'shi'ding'ni
查田运动,cha'tian'yun'dong
茶叶生产,cha'ye'sheng'chan
插竹叶,cha'zhu'ye
柴明达,chai'ming'da
柴荣,chai'rong
柴荣病死,chai'rong'bing'si
柴桑,chai'sang
柴宗训,chai'zong'xun
产生巨大冲击导致汉朝,chan'sheng'ju'da'chong'ji'dao'zhi'han'chao
产生了,chan'sheng'le
产生了新的,chan'sheng'le'xin'de
产生于,chan'sheng'yu
单于的,chan'yu'de
单于的继承人,chan'yu'de'ji'cheng'ren
单于的全名,chan'yu'de'quan'ming
单于汉魏之际,chan'yu'han'wei'zhi'ji
单于住在,chan'yu'zhu'zai
澶渊之盟,chan'yuan'zhi'meng
长安兵变,chang'an'bing'bian
长安和,chang'an'he
长安陷后,chang'an'xian'hou
长安延展到,chang'an'yan'zhan'dao
昌保三镇练兵,chang'bao'san'zhen'lian'bing
常朝也经常看不到神宗,chang'chao'ye'jing'chang'kan'bu'dao'shen'zong
长达两千余里,chang'da'liang'qian'yu'li
长达六七十年内,chang'da'liu'qi'shi'nian'nei
苌等请各将三百步卒,chang'deng'qing'ge'jiang'san'bai'bu'zu
长广王,chang'guang'wang
长广王元晔,chang'guang'wang'yuan'ye
长江南岸,chang'jiang'nan'an
长江中下游经济,chang'jiang'zhong'xia'you'jing'ji
常捷军,chang'jie'jun
长宁侯,chang'ning'hou
长宁侯张祚,chang'ning'hou'zhang'zuo
长平,chang'ping
长平才是,chang'ping'cai'shi
长平川谷,chang'ping'chuan'gu
长平关,chang'ping'guan
长平之战,chang'ping'zhi'zhan
长期跋扈,chang'qi'ba'hu
长期分裂,chang'qi'fen'lie
长期隔绝,chang'qi'ge'jue
长期国会,chang'qi'guo'hui
长期混战,chang'qi'hun'zhan
长期活跃,chang'qi'huo'yue
长期以来,chang'qi'yi'lai
长期以来受到压迫,chang'qi'yi'lai'shou'dao'ya'po
长期掌握,chang'qi'zhang'wo
长期征战,chang'qi'zheng'zhan
长沙会战,chang'sha'hui'zhan
长沙王,chang'sha'wang
长沙王乂,chang'sha'wang'yi
长生不老之药,chang'sheng'bu'lao'zhi'yao
长王临藩素族,chang'wang'lin'fan'su'zu
长兴四年,chang'xing'si'nian
昌邑王,chang'yi'wang
常用来表示,chang'yong'lai'biao'shi
常遭惨杀,chang'zao'can'sha
长足的进步如著名,chang'zu'de'jin'bu'ru'zhu'ming
朝代,chao'dai
朝代名,chao'dai'ming
朝代史中,chao'dai'shi'zhong
朝代之一,chao'dai'zhi'yi
超过法令规定的,chao'guo'fa'ling'gui'ding'de
抄掠无所获,chao'lue'wu'suo'huo
朝聘,chao'pin
朝始,chao'shi
朝时,chao'shi
朝廷赐给,chao'ting'ci'gei
朝廷腐败,chao'ting'fu'bai
朝廷横征暴敛经济越来越衰,chao'ting'heng'zheng'bao'lian'jing'ji'yue'lai'yue'shuai
朝廷军政大权,chao'ting'jun'zheng'da'quan
朝廷命官,chao'ting'ming'guan
朝廷内部,chao'ting'nei'bu
朝廷仍在内部纷争尔虞我诈,chao'ting'reng'zai'nei'bu'fen'zheng'er'yu'wo'zha
朝廷为了,chao'ting'wei'le
朝廷威权,chao'ting'wei'quan
朝廷也无计议对策不能采取战略措施,chao'ting'ye'wu'ji'yi'dui'ce'bu'neng'cai'qu'zhan'lue'cuo'shi
朝廷召集有治国经验的退职老臣,chao'ting'zhao'ji'you'zhi'guo'jing'yan'de'tui'zhi'lao'chen
朝鲜的包围,chao'xian'de'bao'wei
朝鲜人民革命军,chao'xian'ren'min'ge'ming'jun
朝鲜三国时代,chao'xian'san'guo'shi'dai
朝鲜三一运动,chao'xian'san'yi'yun'dong
超越礼制,chao'yue'li'zhi
朝政不修,chao'zheng'bu'xiu
朝政的兴趣,chao'zheng'de'xing'qu
朝政腐败,chao'zheng'fu'bai
朝政紊乱,chao'zheng'wen'luan
朝政浊乱,chao'zheng'zhuo'luan
朝中其它各党,chao'zhong'qi'ta'ge'dang
朝中上下,chao'zhong'shang'xia
朝中有,chao'zhong'you
朝中奏章大事,chao'zhong'zou'zhang'da'shi
车底,che'di
彻底变化,che'di'bian'hua
彻底废除了,che'di'fei'chu'le
彻底灭绝,che'di'mie'jue
彻底消灭了,che'di'xiao'mie'le
车尔尼雪夫斯基,che'er'ni'xue'fu'si'ji
撤回北方,che'hui'bei'fang
车裂而死,che'lie'er'si
车骑奇兵,che'qi'qi'bing
车同轨,che'tong'gui
撤退后,che'tui'hou
陈哀公,chen'ai'gong
陈哀公妫弱,chen'ai'gong'gui'ruo
陈霸先,chen'ba'xian
陈伯宗,chen'bo'zong
陈成公,chen'cheng'gong
陈成公妫午,chen'cheng'gong'gui'wu
陈承衰梁之弊,chen'cheng'shuai'liang'zhi'bi
趁楚军,chen'chu'jun
陈等国军队,chen'deng'guo'jun'dui
趁敌,chen'di
陈独秀,chen'du'xiu
陈废帝,chen'fei'di
陈废帝陈伯宗,chen'fei'di'chen'bo'zong
陈共公,chen'gong'gong
陈共公妫朔,chen'gong'gong'gui'shuo
陈果夫,chen'guo'fu
陈后主,chen'hou'zhu
陈后主陈叔宝,chen'hou'zhu'chen'shu'bao
陈胡公,chen'hu'gong
陈胡公妫满,chen'hu'gong'gui'man
陈怀公,chen'huai'gong
陈怀公妫柳,chen'huai'gong'gui'liu
陈桓公,chen'huan'gong
陈桓公妫鲍,chen'huan'gong'gui'bao
陈惠公,chen'hui'gong
陈惠公妫吴,chen'hui'gong'gui'wu
趁机起兵作乱,chen'ji'qi'bing'zuo'luan
沉浸在,chen'jin'zai
陈景润,chen'jing'run
陈炯明,chen'jiong'ming
陈理,chen'li
陈厉公,chen'li'gong
陈厉公妫佗,chen'li'gong'gui'tuo
陈灵公,chen'ling'gong
陈灵公妫平国,chen'ling'gong'gui'ping'guo
陈留,chen'liu
陈留王,chen'liu'wang
陈留王曹奂,chen'liu'wang'cao'huan
陈闵公,chen'min'gong
陈闵公妫越,chen'min'gong'gui'yue
陈穆公,chen'mu'gong
陈穆公妫款,chen'mu'gong'gui'kuan
沉溺,chen'ni
陈宁御史中丞,chen'ning'yu'shi'zhong'cheng
陈平,chen'ping
陈平公,chen'ping'gong
陈平公妫燮,chen'ping'gong'gui'xie
陈蒨,chen'qian
陈桥兵变,chen'qiao'bing'bian
陈群,chen'qun
陈慎公,chen'shen'gong
陈申公,chen'shen'gong
陈申公妫犀侯,chen'shen'gong'gui'xi'hou
陈慎公妫圉戎,chen'shen'gong'gui'yu'rong
陈胜,chen'sheng
陈叔宝,chen'shu'bao
陈潭秋,chen'tan'qiu
陈文帝,chen'wen'di
陈文帝陈蒨,chen'wen'di'chen'qian
陈文公,chen'wen'gong
陈文公妫圉,chen'wen'gong'gui'yu
陈午,chen'wu
陈武帝,chen'wu'di
陈武帝陈霸先,chen'wu'di'chen'ba'xian
陈武公,chen'wu'gong
陈武公妫灵,chen'wu'gong'gui'ling
陈午小竖,chen'wu'xiao'shu
陈豨,chen'xi
陈僖公,chen'xi'gong
陈僖公妫孝,chen'xi'gong'gui'xiao
陈相公,chen'xiang'gong
陈相公妫皋羊,chen'xiang'gong'gui'gao'yang
陈孝公,chen'xiao'gong
陈孝公妫突,chen'xiao'gong'gui'tu
陈顼,chen'xu
陈宣帝,chen'xuan'di
陈宣帝陈顼,chen'xuan'di'chen'xu
陈宣公,chen'xuan'gong
陈宣公妫杵臼,chen'xuan'gong'gui'chu'jiu
陈毅,chen'yi
陈夷公,chen'yi'gong
陈夷公妫说,chen'yi'gong'gui'shuo
陈幽公,chen'you'gong
陈幽公妫宁,chen'you'gong'gui'ning
陈友谅,chen'you'liang
陈友谅势力,chen'you'liang'shi'li
陈玉成,chen'yu'cheng
陈云,chen'yun
沉志祥,chen'zhi'xiang
沉重的,chen'zhong'de
陈庄公,chen'zhuang'gong
陈庄公妫林,chen'zhuang'gong'gui'lin
陈子昂,chen'zi'ang
沉醉于酒色耳不闻外界之动乱,chen'zui'yu'jiu'se'er'bu'wen'wai'jie'zhi'dong'luan
称霸,cheng'ba
称霸秦陇,cheng'ba'qin'long
称霸时,cheng'ba'shi
称霸西戎,cheng'ba'xi'rong
称霸中原,cheng'ba'zhong'yuan
称臣于,cheng'chen'yu
承畴等人,cheng'chou'deng'ren
乘船三十余道,cheng'chuan'san'shi'yu'dao
成德,cheng'de
成帝,cheng'di
称帝,cheng'di
成帝不理朝政,cheng'di'bu'li'chao'zheng
称帝大成国,cheng'di'da'cheng'guo
称帝建齐朝宋亡,cheng'di'jian'qi'chao'song'wang
成帝死后,cheng'di'si'hou
成帝与,cheng'di'yu
称帝于开封,cheng'di'yu'kai'feng
成帝最后,cheng'di'zui'hou
成都平原和,cheng'du'ping'yuan'he
成都王,cheng'du'wang
成都王颍,cheng'du'wang'ying
成都王颍合兵,cheng'du'wang'ying'he'bing
成都王颍与惠帝,cheng'du'wang'ying'yu'hui'di
成都尹,cheng'du'yin
成仿吾,cheng'fang'wu
成皋,cheng'gao
成公,cheng'gong
成公张茂,cheng'gong'zhang'mao
成汉,cheng'han
称汉王,cheng'han'wang
称呼自己为,cheng'hu'zi'ji'wei
称皇帝,cheng'huang'di
成吉思汗,cheng'ji'si'han
成吉思汗病逝军中,cheng'ji'si'han'bing'shi'jun'zhong
成吉思汗的曾祖父,cheng'ji'si'han'de'zeng'zu'fu
成吉思汗和努尔哈赤,cheng'ji'si'han'he'nu'er'ha'chi
成吉思汗建国以后,cheng'ji'si'han'jian'guo'yi'hou
成吉思汗进围,cheng'ji'si'han'jin'wei
成吉思汗六世祖,cheng'ji'si'han'liu'shi'zu
成吉思汗率军回蒙古,cheng'ji'si'han'shuai'jun'hui'meng'gu
成吉思汗又出兵攻西夏,cheng'ji'si'han'you'chu'bing'gong'xi'xia
成吉思汗与努尔哈赤,cheng'ji'si'han'yu'nu'er'ha'chi
成吉思汗召集大会,cheng'ji'si'han'zhao'ji'da'hui
乘机诱而取之,cheng'ji'you'er'qu'zhi
承继者,cheng'ji'zhe
成了无用,cheng'le'wu'yong
撑犁,cheng'li
撑犁孤涂单于,cheng'li'gu'tu'chan'yu
成立小朝廷,cheng'li'xiao'chao'ting
城破,cheng'po
城濮,cheng'pu
城濮战后,cheng'pu'zhan'hou
城濮之战,cheng'pu'zhi'zhan
称其大者,cheng'qi'da'zhe
承前启后,cheng'qian'qi'hou
城墙的建筑,cheng'qiang'de'jian'zhu
承认和保护,cheng'ren'he'bao'hu
承认男子占有田地,cheng'ren'nan'zi'zhan'you'tian'di
承认私家,cheng'ren'si'jia
承认私家依附农民,cheng'ren'si'jia'yi'fu'nong'min
承认土地私有,cheng'ren'tu'di'si'you
称神宗沉湎于酒,cheng'shen'zong'chen'mian'yu'jiu
乘势北进,cheng'shi'bei'jin
乘势南下襄阳,cheng'shi'nan'xia'xiang'yang
城市十分繁荣,cheng'shi'shi'fen'fan'rong
承天后,cheng'tian'hou
承天后耶律普速完,cheng'tian'hou'ye'lv'pu'su'wan
称王,cheng'wang
称王后使用,cheng'wang'hou'shi'yong
称王弥系因叛逆被杀,cheng'wang'mi'xi'yin'pan'ni'bei'sha
成为霸主,cheng'wei'ba'zhu
成为春秋,cheng'wei'chun'qiu
称为春秋时代,cheng'wei'chun'qiu'shi'dai
称为春秋时期,cheng'wei'chun'qiu'shi'qi
称为打草谷,cheng'wei'da'cao'gu
成为当时世界上,cheng'wei'dang'shi'shi'jie'shang
成为东亚霸主,cheng'wei'dong'ya'ba'zhu
成为关东联军,cheng'wei'guan'dong'lian'jun
成为贵族,cheng'wei'gui'zu
成为后金,cheng'wei'hou'jin
成为继,cheng'wei'ji
称为九品混通之制,cheng'wei'jiu'pin'hun'tong'zhi'zhi
成为可能,cheng'wei'ke'neng
成为了长城,cheng'wei'le'chang'cheng
成为了中国,cheng'wei'le'zhong'guo
成为明氏的一支,cheng'wei'ming'shi'de'yi'zhi
成为秦国,cheng'wei'qin'guo
成为热点,cheng'wei're'dian
成为天下第一,cheng'wei'tian'xia'di'yi
称为调,cheng'wei'tiao
成为小霸,cheng'wei'xiao'ba
成为亚洲最大的国家,cheng'wei'ya'zhou'zui'da'de'guo'jia
称为严狁,cheng'wei'yan'yun
成为一支,cheng'wei'yi'zhi
称为战国时期,cheng'wei'zhan'guo'shi'qi
称为中军,cheng'wei'zhong'jun
成为中原,cheng'wei'zhong'yuan
成为最后,cheng'wei'zui'hou
称吴王,cheng'wu'wang
呈现出明,cheng'xian'chu'ming
称羡的时期,cheng'xian'de'shi'qi
呈现一片,cheng'xian'yi'pian
丞相一职,cheng'xiang'yi'zhi
丞相中,cheng'xiang'zhong
称雄一时,cheng'xiong'yi'shi
承宣布政使司,cheng'xuan'bu'zheng'shi'si
乘苑马,cheng'yuan'ma
称正卿,cheng'zheng'qing
称制,cheng'zhi
称制海迷失后,cheng'zhi'hai'mi'shi'hou
称制乃马真后,cheng'zhi'nai'ma'zhen'hou
惩治贪污的官吏,cheng'zhi'tan'wu'de'guan'li
称之为北朝,cheng'zhi'wei'bei'chao
称之为南朝,cheng'zhi'wei'nan'chao
城中的,cheng'zhong'de
成周,cheng'zhou
成宗,cheng'zong
成宗守成,cheng'zong'shou'cheng
成宗卒,cheng'zong'zu
乘坐羊车,cheng'zuo'yang'che
赤壁,chi'bi
赤壁之战,chi'bi'zhi'zhan
敕编,chi'bian
吃不掉,chi'bu'diao
迟迟不离京,chi'chi'bu'li'jing
驰道,chi'dao
吃得只剩下,chi'de'zhi'sheng'xia
吃掉对方,chi'diao'dui'fang
赤甲赵军,chi'jia'zhao'jun
持节,chi'jie
吃人的,chi'ren'de
持续稳定,chi'xu'wen'ding
崇德三年,chong'de'san'nian
重耳,chong'er
冲锋队,chong'feng'dui
崇奉喇嘛教,chong'feng'la'ma'jiao
重华,chong'hua
重建蜀国,chong'jian'shu'guo
重建宋朝,chong'jian'song'chao
宠任伶官宦官,chong'ren'ling'guan'huan'guan
宠荣备至,chong'rong'bei'zhi
冲突日益严重,chong'tu'ri'yi'yan'zhong
宠信爱姬,chong'xin'ai'ji
重新被启用,chong'xin'bei'qi'yong
崇信道教巫术,chong'xin'dao'jiao'wu'shu
重新确定了,chong'xin'que'ding'le
重印刊行中国,chong'yin'kan'xing'zhong'guo
崇祯,chong'zhen
崇祯帝,chong'zhen'di
重整旗鼓,chong'zheng'qi'gu
崇宗,chong'zong
崇宗李乾顺,chong'zong'li'qian'shun
充作军粮,chong'zuo'jun'liang
筹办夷务始末,chou'ban'yi'wu'shi'mo
仇池,chou'chi
仇池国,chou'chi'guo
抽肋,chou'lei
出版写,chu'ban'xie
出兵伐韩,chu'bing'fa'han
出兵讨平,chu'bing'tao'ping
出兵占领了,chu'bing'zhan'ling'le
楚成王,chu'cheng'wang
楚成王终春秋之世,chu'cheng'wang'zhong'chun'qiu'zhi'shi
楚成于,chu'cheng'yu
楚春申君,chu'chun'shen'jun
楚悼王,chu'dao'wang
楚悼王刚死,chu'dao'wang'gang'si
楚的领土,chu'de'ling'tu
出帝,chu'di
楚地,chu'di
出帝石重贵,chu'di'shi'zhong'gui
除掉了,chu'diao'le
楚都,chu'dou
出痘病死,chu'dou'bing'si
楚都郢,chu'dou'ying
出尔反尔不得从臣之心,chu'er'fan'er'bu'de'cong'chen'zhi'xin
出公,chu'gong
楚共王,chu'gong'wang
楚国,chu'guo
楚国便,chu'guo'bian
楚国称,chu'guo'cheng
楚国的,chu'guo'de
楚国进攻,chu'guo'jin'gong
楚国令尹,chu'guo'ling'yin
楚国兴起,chu'guo'xing'qi
楚国一直以,chu'guo'yi'zhi'yi
楚国因,chu'guo'yin
楚国有戮,chu'guo'you'lu
楚国在,chu'guo'zai
楚韩,chu'han
楚汉之争,chu'han'zhi'zheng
楚怀王,chu'huai'wang
楚怀王熊心,chu'huai'wang'xiong'xin
楚惠王,chu'hui'wang
初即位时,chu'ji'wei'shi
楚简王,chu'jian'wang
处境孤立,chu'jing'gu'li
处境十分艰难,chu'jing'shi'fen'jian'nan
杵臼,chu'jiu
楚军,chu'jun
楚军包围,chu'jun'bao'wei
除开府的,chu'kai'fu'de
楚康王,chu'kang'wang
楚考烈王,chu'kao'lie'wang
除了加重赋税以外,chu'le'jia'zhong'fu'shui'yi'wai
处理兵器,chu'li'bing'qi
处理政务,chu'li'zheng'wu
楚灵王,chu'ling'wang
楚灵王熊熊围,chu'ling'wang'xiong'xiong'wei
楚穆王,chu'mu'wang
楚穆王熊商臣,chu'mu'wang'xiong'shang'chen
初年的强盛,chu'nian'de'qiang'sheng
初平三年,chu'ping'san'nian
楚平王,chu'ping'wang
楚平王墓,chu'ping'wang'mu
楚平王熊弃疾,chu'ping'wang'xiong'qi'ji
初平元年,chu'ping'yuan'nian
楚齐联盟,chu'qi'lian'meng
初期在,chu'qi'zai
楚顷襄王,chu'qing'xiang'wang
楚顷襄王熊横,chu'qing'xiang'wang'xiong'heng
楚人,chu'ren
出任方镇,chu'ren'fang'zhen
出身于,chu'shen'yu
出生后,chu'sheng'hou
楚声王,chu'sheng'wang
出生于明万历二十年,chu'sheng'yu'ming'wan'li'er'shi'nian
出使楚国,chu'shi'chu'guo
出使齐国,chu'shi'qi'guo
出使西域,chu'shi'xi'yu
除使用,chu'shi'yong
初税禾,chu'shui'he
处死部下,chu'si'bu'xia
楚肃王,chu'su'wang
厨田,chu'tian
楚王,chu'wang
楚王玮,chu'wang'wei
楚王熊负刍,chu'wang'xiong'fu'chu
楚威王,chu'wei'wang
楚文王,chu'wen'wang
楚武王,chu'wu'wang
楚武王熊通,chu'wu'wang'xiong'tong
出峡与,chu'xia'yu
出现的朝代,chu'xian'de'chao'dai
出现了,chu'xian'le
楚宣王,chu'xuan'wang
楚幽王,chu'you'wang
楚与晋,chu'yu'jin
处于水深火热之中,chu'yu'shui'shen'huo're'zhi'zhong
楚昭王,chu'zhao'wang
楚昭王熊珍,chu'zhao'wang'xiong'zhen
出镇,chu'zhen
出镇建业,chu'zhen'jian'ye
出镇邺都,chu'zhen'ye'dou
楚庄王,chu'zhuang'wang
楚庄王率军,chu'zhuang'wang'shuai'jun
楚庄王熊侣,chu'zhuang'wang'xiong'lv
楚庄王又,chu'zhuang'wang'you
出子,chu'zi
出自,chu'zi
出自汉族,chu'zi'han'zu
出自姬姓,chu'zi'ji'xing
传教士,chuan'jiao'shi
传了,chuan'le
传奇色彩,chuan'qi'se'cai
川蜀等地先后起兵响应上都,chuan'shu'deng'di'xian'hou'qi'bing'xiang'ying'shang'dou
传说君主,chuan'shuo'jun'zhu
传四主,chuan'si'zhu
传统观念仍,chuan'tong'guan'nian'reng
传统历史学家,chuan'tong'li'shi'xue'jia
窗口与机会,chuang'kou'yu'ji'hui
闯王,chuang'wang
闯王李自成,chuang'wang'li'zi'cheng
床兀儿子,chuang'wu'er'zi
创造了,chuang'zao'le
创造了良好条件,chuang'zao'le'liang'hao'tiao'jian
创作的,chuang'zuo'de
垂在左腿的前面,chui'zai'zuo'tui'de'qian'mian
春季和秋季,chun'ji'he'qiu'ji
春秋初期,chun'qiu'chu'qi
春秋得名,chun'qiu'de'ming
春秋和战国,chun'qiu'he'zhan'guo
春秋后期,chun'qiu'hou'qi
春秋末期,chun'qiu'mo'qi
春秋三传,chun'qiu'san'chuan
春秋史,chun'qiu'shi
春秋时,chun'qiu'shi
春秋时代,chun'qiu'shi'dai
春秋时代晚期,chun'qiu'shi'dai'wan'qi
春秋时期,chun'qiu'shi'qi
春秋五霸,chun'qiu'wu'ba
春秋五霸之首,chun'qiu'wu'ba'zhi'shou
春秋战国,chun'qiu'zhan'guo
春秋战国之际,chun'qiu'zhan'guo'zhi'ji
春秋之中,chun'qiu'zhi'zhong
春秋中后期,chun'qiu'zhong'hou'qi
春秋中期以后,chun'qiu'zhong'qi'yi'hou
春申君,chun'shen'jun
婼羌,chuo'qiang
次攻入西夏,ci'gong'ru'xi'xia
此后不再有,ci'hou'bu'zai'you
此后的周朝,ci'hou'de'zhou'chao
此后继续,ci'hou'ji'xu
此后每年,ci'hou'mei'nian
此后宣帝,ci'hou'xuan'di
此后又多次,ci'hou'you'duo'ci
此后战争,ci'hou'zhan'zheng
此即,ci'ji
次年初,ci'nian'chu
次年聪,ci'nian'cong
次年改元泰定,ci'nian'gai'yuan'tai'ding
次年改元天聪,ci'nian'gai'yuan'tian'cong
次年即帝位,ci'nian'ji'di'wei
次年六月,ci'nian'liu'yue
次年杀之,ci'nian'sha'zhi
次年升中都为大都,ci'nian'sheng'zhong'du'wei'da'dou
次年因,ci'nian'yin
次年正月,ci'nian'zheng'yue
次年正月朱元璋即皇帝位建国号为明年号洪武,ci'nian'zheng'yue'zhu'yuan'zhang'ji'huang'di'wei'jian'guo'hao'wei'ming'nian'hao'hong'wu
瓷器印刷等业也有较大进步,ci'qi'yin'shua'deng'ye'ye'you'jiao'da'jin'bu
此时的朱元璋,ci'shi'de'zhu'yuan'zhang
刺史加将军号,ci'shi'jia'jiang'jun'hao
此时期,ci'shi'qi
此事证明,ci'shi'zheng'ming
此时正是,ci'shi'zheng'shi
刺史职务,ci'shi'zhi'wu
刺史专理民事,ci'shi'zhuan'li'min'shi
此说法,ci'shuo'fa
赐死,ci'si
此外元代在政治军事制度方面也有发展,ci'wai'yuan'dai'zai'zheng'zhi'jun'shi'zhi'du'fang'mian'ye'you'fa'zhan
慈禧太后,ci'xi'tai'hou
赐以庄田,ci'yi'zhuang'tian
从北方形势来看,cong'bei'fang'xing'shi'lai'kan
从壁垒中,cong'bi'lei'zhong
从不携带粮草,cong'bu'xie'dai'liang'cao
从朝廷,cong'chao'ting
从舂省,cong'chong'sheng
从此结束了,cong'ci'jie'shu'le
从此秦,cong'ci'qin
从此秦国,cong'ci'qin'guo
从此全力以赴地,cong'ci'quan'li'yi'fu'di
从此确立,cong'ci'que'li
从此时起,cong'ci'shi'qi
从此形势寖大,cong'ci'xing'shi'qin'da
从此有了,cong'ci'you'le
从此掌握,cong'ci'zhang'wo
从大德元年至四年,cong'da'de'yuan'nian'zhi'si'nian
从当时具体形势来看,cong'dang'shi'ju'ti'xing'shi'lai'kan
从而将,cong'er'jiang
从而结束了,cong'er'jie'shu'le
从而使,cong'er'shi
从公元,cong'gong'yuan
从公元前,cong'gong'yuan'qian
从广州渡海攻占城,cong'guang'zhou'du'hai'gong'zhan'cheng
从贵由到蒙哥,cong'gui'you'dao'meng'ge
从镐京,cong'hao'jing
从禾,cong'he
从经济条件讲,cong'jing'ji'tiao'jian'jiang
从梁陈之际开始,cong'liang'chen'zhi'ji'kai'shi
从明朝开始,cong'ming'chao'kai'shi
从前是,cong'qian'shi
从泉州起航出侵爪哇,cong'quan'zhou'qi'hang'chu'qin'zhao'wa
賨人,cong'ren
从山东起兵,cong'shan'dong'qi'bing
从事耕种和,cong'shi'geng'zhong'he
从义渠戎人,cong'yi'qu'rong'ren
从游牧民那里,cong'you'mu'min'na'li
从中出现了,cong'zhong'chu'xian'le
从中原,cong'zhong'yuan
促进各民族,cu'jin'ge'min'zu
促进各族人民,cu'jin'ge'zu'ren'min
促进国家,cu'jin'guo'jia
促进了,cu'jin'le
促进了北方,cu'jin'le'bei'fang
促进了当地的,cu'jin'le'dang'di'de
促进了经济文化的交流,cu'jin'le'jing'ji'wen'hua'de'jiao'liu
促使人民,cu'shi'ren'min
促使魏,cu'shi'wei
促使形成,cu'shi'xing'cheng
篡晋,cuan'jin
蹿起的,cuan'qi'de
篡位灭亡,cuan'wei'mie'wang
摧毁了,cui'hui'le
摧枯拉朽,cui'ku'la'xiu
摧枯拉朽的,cui'ku'la'xiu'de
存世,cun'shi
存勗,cun'xu
存在反满思想,cun'zai'fan'man'si'xiang
存在较短,cun'zai'jiao'duan
存在强烈的,cun'zai'qiang'lie'de
存在以,cun'zai'yi
嵯峨野,cuo'e'ye
错估了,cuo'gu'le
错金,cuo'jin
错金铭文,cuo'jin'ming'wen
错银,cuo'yin
大败孛烈儿,da'bai'bei'lie'er
大败曹军水师于,da'bai'cao'jun'shui'shi'yu
大败楚军,da'bai'chu'jun
打败楚军,da'bai'chu'jun
打败后,da'bai'hou
打败后燕,da'bai'hou'yan
打败晋军,da'bai'jin'jun
打败了,da'bai'le
打败了晋国的军队,da'bai'le'jin'guo'de'jun'dui
