阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
颁白者不负戴於道路矣,ban'bai'zhe'bu'fu'dai'yu'dao'lu'yi
班禅喇嘛,ban'chan'la'ma
办道,ban'dao
班德巴,ban'de'ba
般闍罗国,ban'du'luo'guo
半跏趺坐,ban'jia'fu'zuo
半跏思惟像,ban'jia'si'wei'xiang
半肯半不肯,ban'ken'ban'bu'ken
般苦三昧,ban'ku'san'mei
班玛,ban'ma
班玛瓜唐,ban'ma'gua'tang
班玛旺嘉,ban'ma'wang'jia
半满真言参不漏,ban'man'zhen'yan'can'bu'lou
般涅槃,ban'nie'pan
般涅槃那,ban'nie'pan'na
板皮房,ban'pi'fang
班钦索南札巴,ban'qin'suo'nan'zha'ba
般若经,ban're'jing
般若经十喻,ban're'jing'shi'yu
班台斯利,ban'tai'si'li
半托迦,ban'tuo'jia
半托迦尊者,ban'tuo'jia'zun'zhe
半择迦,ban'ze'jia
班札,ban'zha
半斋,ban'zhai
般舟三昧,ban'zhou'san'mei
半字满字,ban'zi'man'zi
半座,ban'zuo
谤法阐提,bang'fa'chan'ti
邦分崩离析,bang'fen'beng'li'xi
邦分崩离析而不能守也,bang'fen'beng'li'xi'er'bu'neng'shou'ye
邦人称之曰君夫人,bang'ren'cheng'zhi'yue'jun'fu'ren
谤三宝戒,bang'san'bao'jie
傍生,bang'sheng
傍生道,bang'sheng'dao
傍生趣,bang'sheng'qu
邦无道,bang'wu'dao
邦无道则愚,bang'wu'dao'ze'yu
邦有道,bang'you'dao
邦有道则知,bang'you'dao'ze'zhi
棒杖,bang'zhang
宝安,bao'an
保安寺,bao'an'si
保八,bao'ba
报本元禅师,bao'ben'yuan'chan'shi
保参玉泉,bao'can'yu'quan
宝唱,bao'chang
宝车,bao'che
宝称,bao'cheng
宝称律师,bao'cheng'lv'shi
宝池观,bao'chi'guan
报慈,bao'ci
宝达,bao'da
报得,bao'de
抱德炀和,bao'de'yang'he
宝地,bao'di
保定博野护国寺,bao'ding'bo'ye'hu'guo'si
保定阜平县嘉绒观音寺,bao'ding'fu'ping'xian'jia'rong'guan'yin'si
保定市安国兴国寺,bao'ding'shi'an'guo'xing'guo'si
宝鼎赞,bao'ding'zan
报恩,bao'en
报恩禅师论三教大要,bao'en'chan'shi'lun'san'jiao'da'yao
报恩禅寺,bao'en'chan'si
报恩寺,bao'en'si
报恩田,bao'en'tian
报恩新,bao'en'xin
宝峰,bao'feng
宝峰阐提照禅师,bao'feng'chan'ti'zhao'chan'shi
宝峰清禅师,bao'feng'qing'chan'shi
宝峰祥禅师,bao'feng'xiang'chan'shi
宝峰学派,bao'feng'xue'pai
宝峰英禅师,bao'feng'ying'chan'shi
宝峰湛堂准禅师,bao'feng'zhan'tang'zhun'chan'shi
宝峰准禅师,bao'feng'zhun'chan'shi
报佛,bao'fo
保福,bao'fu
报父母恩咒,bao'fu'mu'en'zhou
宝盖,bao'gai
宝阁护香云静资礼梵,bao'ge'hu'xiang'yun'jing'zi'li'fan
保恭,bao'gong
宝公,bao'gong
宝公大士,bao'gong'da'shi
宝公慧洪,bao'gong'hui'hong
葆光,bao'guang
宝光寺,bao'guang'si
报国录,bao'guo'lu
保国寺,bao'guo'si
报国寺,bao'guo'si
宝海,bao'hai
宝华山,bao'hua'shan
宝积,bao'ji
宝积禅师,bao'ji'chan'shi
宝鸡寿奉寺,bao'ji'shou'feng'si
保教非尊孔,bao'jiao'fei'zun'kong
鲍焦饰行非世,bao'jiao'shi'xing'fei'shi
宝金禅师,bao'jin'chan'shi
宝镜三昧,bao'jing'san'mei
宝卷,bao'juan
宝觉禅寺,bao'jue'chan'si
宝觉道法师,bao'jue'dao'fa'shi
宝觉寺,bao'jue'si
报孔子,bao'kong'zi
葆力之士也,bao'li'zhi'shi'ye
宝莲禅寺,bao'lian'chan'si
宝亮,bao'liang
鲍靓,bao'liang
宝亮法师,bao'liang'fa'shi
抱梁柱而死,bao'liang'zhu'er'si
宝林迦陵,bao'lin'jia'ling
宝楼观,bao'lou'guan
宝轮寺,bao'lun'si
宝鬘论,bao'man'lun
保民,bao'min
抱木而燔死,bao'mu'er'fan'si
抱木而死,bao'mu'er'si
保宁玑禅师,bao'ning'ji'chan'shi
保宁玑道,bao'ning'ji'dao
保宁寺,bao'ning'si
宝女所问经,bao'nv'suo'wen'jing
宝瓶气,bao'ping'qi
抱朴子,bao'pu'zi
抱其天乎,bao'qi'tian'hu
宝箧印陀罗尼,bao'qie'yin'tuo'luo'ni
宝箧印陀罗尼的故事,bao'qie'yin'tuo'luo'ni'de'gu'shi
宝庆记,bao'qing'ji
宝庆寂圆,bao'qing'ji'yuan
宝琼,bao'qiong
宝儒,bao'ru
抱汝生,bao'ru'sheng
鲍若雨,bao'ruo'yu
宝山浮玉,bao'shan'fu'yu
宝山石窟,bao'shan'shi'ku
报身,bao'shen
报生,bao'sheng
保生大帝,bao'sheng'da'di
宝生佛,bao'sheng'fo
宝胜如来,bao'sheng'ru'lai
报生三昧,bao'sheng'san'mei
保圣寺,bao'sheng'si
宝饰天衣,bao'shi'tian'yi
饱食衣,bao'shi'yi
宝寿,bao'shou
抱树,bao'shu
宝树观,bao'shu'guan
鲍叔牙,bao'shu'ya
宝思惟,bao'si'wei
宝通,bao'tong
报通,bao'tong
宝通禅师,bao'tong'chan'shi
宝通禅寺,bao'tong'chan'si
报土,bao'tu
宝彖,bao'tuan
宝王,bao'wang
宝王三昧,bao'wang'san'mei
宝王三昧念佛直指,bao'wang'san'mei'nian'fo'zhi'zhi
宝文统录,bao'wen'tong'lu
宝袭,bao'xi
宝宪,bao'xian
宝贤,bao'xian
保贤法师,bao'xian'fa'shi
宝相,bao'xiang
宝相佛,bao'xiang'fo
宝相寺,bao'xiang'si
宝性,bao'xing
宝性论,bao'xing'lun
鲍性泉,bao'xing'quan
宝行王正论,bao'xing'wang'zheng'lun
宝严,bao'yan
宝岩,bao'yan
宝一老人行实,bao'yi'lao'ren'xing'shi
包以四夷,bao'yi'si'yi
宝印,bao'yin
报因,bao'yin
宝印禅师,bao'yin'chan'shi
宝印法师,bao'yin'fa'shi
报应,bao'ying
宝应寺,bao'ying'si
报应问,bao'ying'wen
抱玉,bao'yu
宝雨经,bao'yu'jing
宝渊,bao'yuan
宝云,bao'yun
宝藏禅师,bao'zang'chan'shi
宝藏论,bao'zang'lun
报障,bao'zhang
葆真,bao'zhen
保志,bao'zhi
宝志,bao'zhi
宝志大士,bao'zhi'da'shi
宝志公禅师,bao'zhi'gong'chan'shi
宝洲沙门觉岸,bao'zhou'sha'men'jue'an
鲍子立干,bao'zi'li'gan
宝尊,bao'zun
宝作寂,bao'zuo'ji
北碚天台禅院,bei'bei'tian'tai'chan'yuan
背柴走江湖,bei'chai'zou'jiang'hu
北禅贤禅师,bei'chan'xian'chan'shi
北朝佛教,bei'chao'fo'jiao
北传佛教,bei'chuan'fo'jiao
北达国,bei'da'guo
北狄怨,bei'di'yuan
北斗法,bei'dou'fa
北斗真君,bei'dou'zhen'jun
杯度,bei'du
杯渡,bei'du
杯度比丘,bei'du'bi'qiu
杯渡尊者,bei'du'zun'zhe
被发揄袂,bei'fa'yu'mei
北方世界,bei'fang'shi'jie
北方学派,bei'fang'xue'pai
悲夫,bei'fu
背负青天而莫之夭阏者,bei'fu'qing'tian'er'mo'zhi'yao'yan'zhe
北宫奢为卫灵公赋敛以为钟,bei'gong'she'wei'wei'ling'gong'fu'lian'yi'wei'zhong
卑宫室而尽力乎沟恤,bei'gong'shi'er'jin'li'hu'gou'xu
悲观,bei'guan
北海白塔,bei'hai'bai'ta
悲华经,bei'hua'jing
北极思量心无边,bei'ji'si'liang'xin'wu'bian
被甲护身,bei'jia'hu'shen
北涧简禅师,bei'jian'jian'chan'shi
北涧居简禅师,bei'jian'ju'jian'chan'shi
北涧居简禅师语录,bei'jian'ju'jian'chan'shi'yu'lu
北京八大处,bei'jing'ba'da'chu
北京律,bei'jing'lv
北俱卢洲,bei'ju'lu'zhou
北俱芦洲,bei'ju'lu'zhou
北拘卢洲,bei'ju'lu'zhou
悲乐者,bei'le'zhe
北凉三藏昙无谶,bei'liang'san'zang'tan'wu'chen
悲门,bei'men
悲悯,bei'min
悲悯心,bei'min'xin
北冥有鱼,bei'ming'you'yu
卑摩罗叉,bei'mo'luo'cha
背念,bei'nian
贝诺法王二世,bei'nuo'fa'wang'er'shi
贝诺法王三世,bei'nuo'fa'wang'san'shi
贝诺法王一世,bei'nuo'fa'wang'yi'shi
北平庆寿简禅师禅师,bei'ping'qing'shou'jian'chan'shi'chan'shi
北齐道凭,bei'qi'dao'ping
北齐慧光,bei'qi'hui'guang
背逡巡,bei'qun'xun
北人无择曰,bei'ren'wu'ze'yue
北山禅寺,bei'shan'chan'si
北山录,bei'shan'lu
北山四先生,bei'shan'si'xian'sheng
北山住部,bei'shan'zhu'bu
背舍,bei'she
北石窟寺,bei'shi'ku'si
北使齐鲁,bei'shi'qi'lu
杯水禅机,bei'shui'chan'ji
北寺塔,bei'si'ta
北宋五子,bei'song'wu'zi
备他盗之出入与非常也,bei'ta'dao'zhi'chu'ru'yu'fei'chang'ye
悲田,bei'tian
悲田坊,bei'tian'fang
北天师道,bei'tian'shi'dao
北条时赖,bei'tiao'shi'lai
北条时宗,bei'tiao'shi'zong
悲无量心,bei'wu'liang'xin
北溪学派,bei'xi'xue'pai
北溪字义,bei'xi'zi'yi
悲心,bei'xin
惫也,bei'ye
贝叶,bei'ye
贝叶经,bei'ye'jing
贝叶式,bei'ye'shi
被衣曰,bei'yi'yue
北印度佛陀波利尊者,bei'yin'du'fo'tuo'bo'li'zun'zhe
悲愿金刚,bei'yuan'jin'gang
北岳大帝,bei'yue'da'di
悲增,bei'zeng
悲智,bei'zhi
悲智圆满,bei'zhi'yuan'man
北周慧命,bei'zhou'hui'ming
北周静蔼,bei'zhou'jing'ai
北周武帝,bei'zhou'wu'di
贝子庙,bei'zi'miao
北宗,bei'zong
北宗神秀禅师,bei'zong'shen'xiu'chan'shi
本朝高僧传,ben'chao'gao'seng'zhuan
本初佛,ben'chu'fo
本传统,ben'chuan'tong
本道法师,ben'dao'fa'shi
本地,ben'di
本地垂迹,ben'di'chui'ji
本地风光,ben'di'feng'guang
本地身,ben'di'shen
本对传法人,ben'dui'chuan'fa'ren
奔而殿,ben'er'dian
本高,ben'gao
本根,ben'gen
奔公甲,ben'gong'jia
本光法师,ben'guang'fa'shi
本乎天,ben'hu'tian
本化,ben'hua
本化别头佛祖统纪,ben'hua'bie'tou'fo'zu'tong'ji
本焕法师,ben'huan'fa'shi
本慧法师,ben'hui'fa'shi
本惑,ben'huo
本寂,ben'ji
本济,ben'ji
本寂禅师,ben'ji'chan'shi
本迹二门,ben'ji'er'men
本寂法师,ben'ji'fa'shi
本际法师,ben'ji'fa'shi
本寂三,ben'ji'san
本教,ben'jiao
本净,ben'jing
本净禅师,ben'jing'chan'shi
本觉,ben'jue
本觉真如,ben'jue'zhen'ru
本觉智,ben'jue'zhi
本空,ben'kong
本空非有,ben'kong'fei'you
本空照禅师,ben'kong'zhao'chan'shi
本来付有法,ben'lai'fu'you'fa
本来面目,ben'lai'mian'mu
本来无事,ben'lai'wu'shi
本来无一物,ben'lai'wu'yi'wu
本来无有种,ben'lai'wu'you'zhong
本来缘有地,ben'lai'yuan'you'di
本立而道生,ben'li'er'dao'sheng
本论,ben'lun
本轮,ben'lun
本门佛立宗,ben'men'fo'li'zong
本门寺,ben'men'si
本门宗,ben'men'zong
本明,ben'ming
本末,ben'mo
本那满答尼补答,ben'na'man'da'ni'bu'da
本能寺,ben'neng'si
本然,ben'ran
本仁,ben'ren
本如,ben'ru
本生,ben'sheng
本生鬘,ben'sheng'man
本生注,ben'sheng'zhu
本始,ben'shi
本师,ben'shi
本誓,ben'shi
本识,ben'shi
本师释迦牟尼佛,ben'shi'shi'jia'mou'ni'fo
本堂,ben'tang
本堂集,ben'tang'ji
本体,ben'ti
本田义英,ben'tian'yi'ying
本位,ben'wei
本未有善,ben'wei'you'shan
本无,ben'wu
本无法师,ben'wu'fa'shi
本先禅师,ben'xian'chan'shi
本心,ben'xin
本心非有法,ben'xin'fei'you'fa
本性,ben'xing
本意,ben'yi
本逸禅师,ben'yi'chan'shi
本有,ben'you
本有家,ben'you'jia
本有修生,ben'you'xiu'sheng
本有种子,ben'you'zhong'zi
本原,ben'yuan
本圆,ben'yuan
本愿,ben'yuan
本圆法师,ben'yuan'fa'shi
本愿寺,ben'yuan'si
本智,ben'zhi
本质,ben'zhi
本质换出一般,ben'zhi'huan'chu'yi'ban
本住,ben'zhu
本传,ben'zhuan
本尊,ben'zun
本尊法,ben'zun'fa
本尊海会,ben'zun'hai'hui
彼岸,bi'an
彼岸会,bi'an'hui
彼必,bi'bi
必变,bi'bian
毕钵罗窟,bi'bo'luo'ku
毕钵罗树,bi'bo'luo'shu
必才,bi'cai
必才法师,bi'cai'fa'shi
彼曾,bi'ceng
必察其所以之与其所以为,bi'cha'qi'suo'yi'zhi'yu'qi'suo'yi'wei
必察焉,bi'cha'yan
必持其名,bi'chi'qi'ming
苾刍,bi'chu
苾刍律仪,bi'chu'lv'yi
苾刍尼,bi'chu'ni
必畜之,bi'chu'zhi
比大,bi'da
比德,bi'de
碧洞宗,bi'dong'zong
必反之,bi'fan'zhi
彼非以兴名誉也,bi'fei'yi'xing'ming'yu'ye
璧峰禅师宝金,bi'feng'chan'shi'bao'jin
璧峰金禅师,bi'feng'jin'chan'shi
笔峰寺,bi'feng'si
彼佛光明无量,bi'fo'guang'ming'wu'liang
彼佛国土,bi'fo'guo'tu
彼佛国土无三恶道,bi'fo'guo'tu'wu'san'e'dao
彼佛何故号阿弥陀,bi'fo'he'gu'hao'a'mi'tuo
彼佛寿命,bi'fo'shou'ming
鄙夫可与事君也与哉其未得之也,bi'fu'ke'yu'shi'jun'ye'yu'zai'qi'wei'de'zhi'ye
必复命曰,bi'fu'ming'yue
彼富则人归之,bi'fu'ze'ren'gui'zhi
比干,bi'gan
比干戮,bi'gan'lu
比干剖,bi'gan'pou
比干剖心,bi'gan'pou'xin
鼻根,bi'gen
辟谷,bi'gu
必固其根本,bi'gu'qi'gen'ben
必故兴,bi'gu'xing
壁观,bi'guan
闭关,bi'guan
比哈,bi'ha
彼何人哉,bi'he'ren'zai
彼何为者也,bi'he'wei'zhe'ye
彼何暇安其性命之情哉,bi'he'xia'an'qi'xing'ming'zhi'qing'zai
彼假修浑沌氏之术者也,bi'jia'xiu'hun'dun'shi'zhi'shu'zhe'ye
毕见其情事而行其所为,bi'jian'qi'qing'shi'er'xing'qi'suo'wei
彼节者有间而刀刃者无厚,bi'jie'zhe'you'jian'er'dao'ren'zhe'wu'hou
毕竟觉,bi'jing'jue
毕竟空,bi'jing'kong
毕竟无,bi'jing'wu
毕竟依,bi'jing'yi
毕俊辉居士,bi'jun'hui'ju'shi
必开心意,bi'kai'xin'yi
比库,bi'ku
比库尼,bi'ku'ni
彼来则我与之来,bi'lai'ze'wo'yu'zhi'lai
必兰纳识理,bi'lan'na'shi'li
庇立得法会,bi'li'de'fa'hui
比量,bi'liang
比量相违过,bi'liang'xiang'wei'guo
毕陵达瓦差,bi'ling'da'wa'cha
毕鲁巴,bi'lu'ba
闭门婆,bi'men'po
必能教其弟,bi'neng'jiao'qi'di
必能诏其子,bi'neng'zhao'qi'zi
闭女外,bi'nv'wai
闭其门,bi'qi'men
必其行,bi'qi'xing
彼强阳则我与之强阳,bi'qiang'yang'ze'wo'yu'zhi'qiang'yang
比丘,bi'qiu
比丘戒,bi'qiu'jie
比丘尼,bi'qiu'ni
比丘尼传,bi'qiu'ni'chuan
比丘尼戒,bi'qiu'ni'jie
比丘入众五法,bi'qiu'ru'zhong'wu'fa
必趋,bi'qu
逼人诉说,bi'ren'su'shuo
鼻入,bi'ru
彼如曰,bi'ru'yue
比叡山,bi'rui'shan
必杀之,bi'sha'zhi
鼻识,bi'shi
必世而後仁,bi'shi'er'hou'ren
彼是相因,bi'shi'xiang'yin
必失之,bi'shi'zhi
碧水微澜连九天,bi'shui'wei'lan'lian'jiu'tian
碧水映诸天色即空空即色,bi'shui'ying'zhu'tian'se'ji'kong'kong'ji'se
彼土何故名为极乐,bi'tu'he'gu'ming'wei'ji'le
彼往则我与之往,bi'wang'ze'wo'yu'zhi'wang
彼为己,bi'wei'ji
必为子孙忧,bi'wei'zi'sun'you
避席反走,bi'xi'fan'zou
毕夏拿,bi'xia'na
比相生,bi'xiang'sheng
必信,bi'xin
必偃,bi'yan
碧岩录,bi'yan'lu
碧巖录,bi'yan'lu
必也,bi'ye
必也正名乎,bi'ye'zheng'ming'hu
必以貌,bi'yi'mao
必以我为贪也,bi'yi'wo'wei'tan'ye
必以我为贼也,bi'yi'wo'wei'zei'ye
必有不尽意,bi'you'bu'jin'yi
必有邻,bi'you'lin
必有重赏大功而后得见,bi'you'zhong'shang'da'gong'er'hou'de'jian
蔽于一曲闇于大理,bi'yu'yi'qu'an'yu'da'li
毕元帅,bi'yuan'shuai
必曰,bi'yue
碧云寺,bi'yun'si
彼哉,bi'zai
鄙哉,bi'zai
彼哉彼哉,bi'zai'bi'zai
裨灶,bi'zao
敝则新,bi'ze'xin
彼者善人何不依,bi'zhe'shan'ren'he'bu'yi
必正立,bi'zheng'li
蔽之而无憾,bi'zhi'er'wu'han
彼知颦美而不知颦之所以美,bi'zhi'pin'mei'er'bu'zhi'pin'zhi'suo'yi'mei
比周而友,bi'zhou'er'you
毕紫岚,bi'zi'lan
必作,bi'zuo
便便言,bian'bian'yan
辩才,bian'cai
辩才法师,bian'cai'fa'shi
辩才妙音,bian'cai'miao'yin
辩才天,bian'cai'tian
辨长,bian'chang
辩道论,bian'dao'lun
边地,bian'di
遍地香涂鲜妙杂花敷,bian'di'xiang'tu'xian'miao'za'hua'fu
边地疑城,bian'di'yi'cheng
辨对待,bian'dui'dai
辨法法性论,bian'fa'fa'xing'lun
辩法法性论,bian'fa'fa'xing'lun
遍法界身,bian'fa'jie'shen
变法通义,bian'fa'tong'yi
变非不变,bian'fei'bu'bian
遍覆三千大千世界,bian'fu'san'qian'da'qian'shi'jie
遍告十方,bian'gao'shi'fang
变古愈尽,bian'gu'yu'jin
辩光,bian'guang
边国,bian'guo
辨合,bian'he
编虎须,bian'hu'xu
变化,bian'hua
变化法身,bian'hua'fa'shen
变化气质,bian'hua'qi'zhi
变化生,bian'hua'sheng
变化土,bian'hua'tu
辨惑,bian'huo
辨惑编,bian'huo'bian
辩惑编,bian'huo'bian
辩寂,bian'ji
遍计,bian'ji
遍计所执性,bian'ji'suo'zhi'xing
边际智,bian'ji'zhi
边见,bian'jian
边界,bian'jie
辩经,bian'jing
遍净天,bian'jing'tian
变苦,bian'ku
辩论,bian'lun
便民愈甚,bian'min'yu'shen
辨命论,bian'ming'lun
遍能法师,bian'neng'fa'shi
变器卫道,bian'qi'wei'dao
便桥集,bian'qiao'ji
辨庆,bian'qing
辨融禅师,bian'rong'chan'shi
遍融师,bian'rong'shi
便是非修行,bian'shi'fei'xiu'xing
辩士无谈说之序则不乐,bian'shi'wu'tan'shuo'zhi'xu'ze'bu'le
遍是宗法性,bian'shi'zong'fa'xing
辩说,bian'shuo
卞随辞曰,bian'sui'ci'yue
卞随曰,bian'sui'yue
辩伪录,bian'wei'lu
变文,bian'wen
辩无碍解,bian'wu'ai'jie
辩无胜,bian'wu'sheng
辨喜,bian'xi
辨显密二教论,bian'xian'mi'er'jiao'lun
辩显密二教论,bian'xian'mi'er'jiao'lun
辩相,bian'xiang
变相图,bian'xiang'tu
遍行,bian'xing
遍行惑,bian'xing'huo
遍行因,bian'xing'yin
遍行真如,bian'xing'zhen'ru
辩秀,bian'xiu
辩也者,bian'ye'zhe
变易,bian'yi
辩义,bian'yi
变易而熟,bian'yi'er'shu
变易身,bian'yi'shen
变易生死,bian'yi'sheng'si
遍依圆,bian'yi'yuan
遍依圆三性,bian'yi'yuan'san'xing
变与不变,bian'yu'bu'bian
遍照,bian'zhao
遍照红尘三大千,bian'zhao'hong'chen'san'da'qian
遍照金刚,bian'zhao'jin'gang
遍照如来,bian'zhao'ru'lai
辩者,bian'zhe
辩者二十一事,bian'zhe'er'shi'yi'shi
辩证法唯物论入门,bian'zheng'fa'wei'wu'lun'ru'men
辩正论,bian'zheng'lun
辩证唯物主义历史唯物主义,bian'zheng'wei'wu'zhu'yi'li'shi'wei'wu'zhu'yi
辩智,bian'zhi
遍知,bian'zhi
边执见,bian'zhi'jian
便知你我本来同,bian'zhi'ni'wo'ben'lai'tong
辩中边论,bian'zhong'bian'lun
遍周法界,bian'zhou'fa'jie
扁子入,bian'zi'ru
扁子曰,bian'zi'yue
辩足以饰非,bian'zu'yi'shi'fei
边罪,bian'zui
表戒,biao'jie
表诠,biao'quan
表色,biao'se
表无表,biao'wu'biao
表无表戒,biao'wu'biao'jie
表相,biao'xiang
表业,biao'ye
标语纲要,biao'yu'gang'yao
表制集,biao'zhi'ji
表自,biao'zi
别蚌寺,bie'bang'si
别报,bie'bao
别别相,bie'bie'xiang
别材,bie'cai
别当,bie'dang
别法,bie'fa
别峰禅师大同,bie'feng'chan'shi'da'tong
别峰大殊,bie'feng'da'shu
别峰印禅师,bie'feng'yin'chan'shi
别教,bie'jiao
别教一乘,bie'jiao'yi'cheng
别戒,bie'jie
别解脱,bie'jie'tuo
别解脱戒,bie'jie'tuo'jie
别解脱律仪,bie'jie'tuo'lv'yi
别境,bie'jing
别理随缘,bie'li'sui'yuan
别请,bie'qing
别趣,bie'qu
别山祖智禅师,bie'shan'zu'zhi'chan'shi
别时念佛,bie'shi'nian'fo
别同异,bie'tong'yi
别相,bie'xiang
别相念处,bie'xiang'nian'chu
别相三宝,bie'xiang'san'bao
别相三观,bie'xiang'san'guan
别向圆修,bie'xiang'yuan'xiu
别业,bie'ye
别宥,bie'you
别圆,bie'yuan
别愿,bie'yuan
别众食,bie'zhong'shi
别传,bie'zhuan
别传老人,bie'zhuan'lao'ren
宾比萨拉,bin'bi'sa'la
摈出,bin'chu
宾兜喇跋拉度阿迦,bin'dou'la'ba'la'du'a'jia
宾度罗跋罗堕尊者,bin'du'luo'ba'luo'duo'zun'zhe
宾礼乐,bin'li'yue
邠宁节度使白孝德以王故,bin'ning'jie'du'shi'bai'xiao'de'yi'wang'gu
宾头卢,bin'tou'lu
宾头卢颇罗堕,bin'tou'lu'po'luo'duo
宾退,bin'tui
斌宗,bin'zong
斌宗法师,bin'zong'fa'shi
丙辰,bing'chen
秉持,bing'chi
丙丁龟鉴,bing'ding'gui'jian
病间,bing'jian
禀教,bing'jiao
冰揭罗天,bing'jie'luo'tian
禀具,bing'ju
病苦,bing'ku
病苦也如是,bing'ku'ye'ru'shi
炳灵公,bing'ling'gong
炳灵寺石窟,bing'ling'si'shi'ku
病魔,bing'mo
病起六缘,bing'qi'liu'yuan
摒弃私心,bing'qi'si'xin
秉人之知谋以为明察,bing'ren'zhi'zhi'mou'yi'wei'ming'cha
丙申,bing'shen
冰炭不同器而久,bing'tan'bu'tong'qi'er'jiu
丙午,bing'wu
禀性正直,bing'xing'zheng'zhi
秉性正直心善良,bing'xing'zheng'zhi'xin'shan'liang
丙戌,bing'xu
兵要望江南,bing'yao'wang'jiang'nan
兵也,bing'ye
病也,bing'ye
丙寅,bing'yin
病愈,bing'yu
并与其圣知之法而盗之,bing'yu'qi'sheng'zhi'zhi'fa'er'dao'zhi
并诸菩萨摩诃萨,bing'zhu'pu'sa'mo'he'sa
丙子,bing'zi
博爱,bo'ai
博爱哲学,bo'ai'zhe'xue
拨本塞源,bo'ben'sai'yuan
伯常骞,bo'chang'qian
伯成子高辞为诸侯而耕,bo'cheng'zi'gao'ci'wei'zhu'hou'er'geng
伯达,bo'da
薄地,bo'di
钵多罗,bo'duo'luo
博多瓦,bo'duo'wa
博多瓦仁钦赛,bo'duo'wa'ren'qin'sai
帛法桥,bo'fa'qiao
帛法祖,bo'fa'zu
柏格森的哲学方法,bo'ge'sen'de'zhe'xue'fang'fa
帛和,bo'he
博湖巴克新库热,bo'hu'ba'ke'xin'ku're
伯皇氏,bo'huang'shi
帛家道,bo'jia'dao
薄迦梵,bo'jia'fan
薄伽梵歌,bo'jia'fan'ge
薄拘罗,bo'ju'luo
驳康有为论革命书,bo'kang'you'wei'lun'ge'ming'shu
波剌斯国,bo'la'si'guo
钵里萨啰伐拏,bo'li'sa'luo'fa'na
泊莲寺,bo'lian'si
柏林禅寺,bo'lin'chan'si
柏林寺,bo'lin'si
博陵县君崔氏,bo'ling'xian'jun'cui'shi
波隆纳鲁伐,bo'long'na'lu'fa
剥落,bo'luo
波罗芬多,bo'luo'fen'duo
波罗浮屠,bo'luo'fu'tu
波罗揭谛,bo'luo'jie'di
波罗密,bo'luo'mi
波罗蜜,bo'luo'mi
波罗密多,bo'luo'mi'duo
波罗蜜多,bo'luo'mi'duo
波罗木叉,bo'luo'mu'cha
波罗奈国,bo'luo'nai'guo
波罗颇迦罗蜜多罗,bo'luo'po'jia'luo'mi'duo'luo
波罗僧揭谛,bo'luo'seng'jie'di
波罗提木叉,bo'luo'ti'mu'cha
波罗提提舍尼,bo'luo'ti'ti'she'ni
波罗王朝,bo'luo'wang'chao
哱囉舞,bo'luo'wu
哱罗舞,bo'luo'wu
剥落物欲,bo'luo'wu'yu
钵罗耶伽,bo'luo'ye'jia
波罗夷,bo'luo'yi
波罗夷四喻,bo'luo'yi'si'yu
薄瞑,bo'ming
博那佛塔,bo'na'fo'ta
波你尼文法,bo'ni'ni'wen'fa
博溺心,bo'ni'xin
勃然动,bo'ran'dong
般若,bo're
般若波罗蜜,bo're'bo'luo'mi
般若波罗蜜多,bo're'bo'luo'mi'duo
般若波罗蜜多心经,bo're'bo'luo'mi'duo'xin'jing
般若船,bo're'chuan
般若灯论释,bo're'deng'lun'shi
般若多罗,bo're'duo'luo
般若法门,bo're'fa'men
般若佛母,bo're'fo'mu
般若佛母心咒,bo're'fo'mu'xin'zhou
般若理趣释,bo're'li'qu'shi
般若三昧,bo're'san'mei
般若摄颂,bo're'she'song
般若时,bo're'shi
般若淘汰,bo're'tao'tai
般若无知,bo're'wu'zhi
般若无知论,bo're'wu'zhi'lun
般若心经祕键,bo're'xin'jing'mi'jian
般若心经秘键,bo're'xin'jing'mi'jian
般若心咒,bo're'xin'zhou
般若行,bo're'xing
般若转教,bo're'zhuan'jiao
波若,bo'ruo
帛僧光,bo'seng'guang
博山无异禅师广录,bo'shan'wu'yi'chan'shi'guang'lu
伯适,bo'shi
帛尸梨密多罗,bo'shi'li'mi'duo'luo
帛尸梨蜜多罗,bo'shi'li'mi'duo'luo
薄税,bo'shui
波斯匿,bo'si'ni
波斯匿王,bo'si'ni'wang
播鼗武入於汉,bo'tao'wu'ru'yu'han
博通能用,bo'tong'neng'yong
钵头摩地狱,bo'tou'mo'di'yu
博我以文,bo'wo'yi'wen
拨无因果,bo'wu'yin'guo
伯希和,bo'xi'he
博学笃志,bo'xue'du'zhi
博学而笃志,bo'xue'er'du'zhi
博学於文,bo'xue'yu'wen
波旬,bo'xun
伯牙琴,bo'ya'qin
博野县菩提念佛堂,bo'ye'xian'pu'ti'nian'fo'tang
伯夷,bo'yi
伯夷隘,bo'yi'ai
波逸提,bo'yi'ti
伯夷也,bo'yi'ye
钵盂,bo'yu
帛远,bo'yuan
博约,bo'yue
剥则辱,bo'ze'ru
驳正剖析,bo'zheng'pou'xi
勃志也,bo'zhi'ye
伯孜克里克石窟,bo'zi'ke'li'ke'shi'ku
不爱,bu'ai
不哀夭,bu'ai'yao
不爱珍器重宝肥饶之地,bu'ai'zhen'qi'zhong'bao'fei'rao'zhi'di
不拜,bu'bai
不变随缘,bu'bian'sui'yuan
