艾箱灸,ai'xiang'jiu
恶性嗜铬细胞瘤根治术,e'xing'shi'ge'xi'bao'liu'gen'zhi'shu
腭咽闭合功能检查,e'yan'bi'he'gong'neng'jian'cha
腭咽成形术,e'yan'cheng'xing'shu
腭咽环扎腭裂修复术,e'yan'huan'zha'e'lie'xiu'fu'shu
腭咽肌瓣成形术,e'yan'ji'ban'cheng'xing'shu
耳部特殊治疗,er'bu'te'shu'zhi'liao
耳部诊疗,er'bu'zhen'liao
二次镫骨底板切除术,er'ci'deng'gu'di'ban'qie'chu'shu
二次剖宫产术,er'ci'pou'gong'chan'shu
耳道异物取出术,er'dao'yi'wu'qu'chu'shu
耳后骨膜下脓肿切开引流术,er'hou'gu'mo'xia'nong'zhong'qie'kai'yin'liu'shu
耳后瘘孔修补术,er'hou'lou'kong'xiu'bu'shu
铒激光眼科手术,er'ji'guang'yan'ke'shou'shu
二尖瓣闭式扩张术,er'jian'ban'bi'shi'kuo'zhang'shu
二尖瓣替换术,er'jian'ban'ti'huan'shu
二尖瓣直视成形术,er'jian'ban'zhi'shi'cheng'xing'shu
耳廓恶性肿瘤切除术,er'kuo'e'xing'zhong'liu'qie'chu'shu
耳廓畸形矫正术,er'kuo'ji'xing'jiao'zheng'shu
耳廓假性囊肿穿刺压迫治疗,er'kuo'jia'xing'nang'zhong'chuan'ci'ya'po'zhi'liao
耳廓软骨膜炎清创术,er'kuo'ruan'gu'mo'yan'qing'chuang'shu
耳廓软骨取骨术,er'kuo'ruan'gu'qu'gu'shu
耳廓再造术,er'kuo'zai'zao'shu
耳鸣检查,er'ming'jian'cha
耳颞部血管瘤切除术,er'nie'bu'xue'guan'liu'qie'chu'shu
二期人工晶体植入术,er'qi'ren'gong'jing'ti'zhi'ru'shu
耳前瘘管感染切开引流术,er'qian'lou'guan'gan'ran'qie'kai'yin'liu'shu
耳前瘘管切除术,er'qian'lou'guan'qie'chu'shu
耳腮裂瘘管切除术,er'sai'lie'lou'guan'qie'chu'shu
耳神经阻滞,er'shen'jing'zu'zhi
耳声发射检查,er'sheng'fa'she'jian'cha
儿童及胎儿尸检病理诊断,er'tong'ji'tai'er'shi'jian'bing'li'zhen'duan
儿童前牙树脂冠修复,er'tong'qian'ya'shu'zhi'guan'xiu'fu
儿童龋齿预防保健,er'tong'qu'chi'yu'fang'bao'jian
儿童听力障碍语言训练,er'tong'ting'li'zhang'ai'yu'yan'xun'lian
儿童牙科治疗,er'tong'ya'ke'zhi'liao
耳蜗电图,er'wo'dian'tu
耳息肉摘除术,er'xi'rou'zhai'chu'shu
耳显微镜检查,er'xian'wei'jing'jian'cha
耳显微镜下鼓膜修补术,er'xian'wei'jing'xia'gu'mo'xiu'bu'shu
耳纤维内镜检查,er'xian'wei'nei'jing'jian'cha
耳咽中药吹粉治疗,er'yan'zhong'yao'chui'fen'zhi'liao
二氧化碳反应曲线,er'yang'hua'tan'fan'ying'qu'xian
二氧化碳激光镫骨底板开窗术,er'yang'hua'tan'ji'guang'deng'gu'di'ban'kai'chuang'shu
耳药物烧灼,er'yao'wu'shao'zhuo
耳针,er'zhen
耳正负压治疗,er'zheng'fu'ya'zhi'liao
法鲁氏三联症根治术,fa'lu'shi'san'lian'zheng'gen'zhi'shu
翻身床治疗,fan'shen'chuang'zhi'liao
房间隔缺损修补术,fang'jian'ge'que'sun'xiu'bu'shu
放射免疫显像,fang'she'mian'yi'xian'xiang
放射受体显像,fang'she'shou'ti'xian'xiang
放射治疗的适时监控,fang'she'zhi'liao'de'shi'shi'jian'kong
房水荧光测定,fang'shui'ying'guang'ce'ding
放血疗法,fang'xie'liao'fa
肺癌根治术,fei'ai'gen'zhi'shu
肺包虫病内囊摘除术,fei'bao'chong'bing'nei'nang'zhai'chu'shu
非常规眼外肌手术,fei'chang'gui'yan'wai'ji'shou'shu
肺大泡切除修补术,fei'da'pao'qie'chu'xiu'bu'shu
肥达氏反应,fei'da'shi'fan'ying
肥大细胞脱颗粒试验,fei'da'xi'bao'tuo'ke'li'shi'yan
肺动静脉瘘结扎术,fei'dong'jing'mai'lou'jie'za'shu
肺动脉瓣狭窄矫治术,fei'dong'mai'ban'xia'zhai'jiao'zhi'shu
肺动脉瓣置换术,fei'dong'mai'ban'zhi'huan'shu
肺动脉闭锁矫治术,fei'dong'mai'bi'suo'jiao'zhi'shu
肺动脉环缩术,fei'dong'mai'huan'suo'shu
肺动脉栓塞摘除术,fei'dong'mai'shuan'se'zhai'chu'shu
肺动脉压和右心房压力监测,fei'dong'mai'ya'he'you'xin'fang'ya'li'jian'ce
肺段切除术,fei'duan'qie'chu'shu
肺功能检查,fei'gong'neng'jian'cha
肺功能康复评定,fei'gong'neng'kang'fu'ping'ding
非共同性斜视矫正术,fei'gong'tong'xing'xie'shi'jiao'zheng'shu
腓骨肌腱脱位修复术,fei'gu'ji'jian'tuo'wei'xiu'fu'shu
肺灌注显像,fei'guan'zhu'xian'xiang
肺和支气管手术,fei'he'zhi'qi'guan'shou'shu
肥厚型心肌病化学消融术,fei'hou'xing'xin'ji'bing'hua'xue'xiao'rong'shu
肺减容手术,fei'jian'rong'shou'shu
肺弥散功能检查,fei'mi'san'gong'neng'jian'cha
肺内异物摘除术,fei'nei'yi'wu'zhai'chu'shu
非体外循环冠状动脉搭桥术,fei'ti'wai'xun'huan'guan'zhuang'dong'mai'da'qiao'shu
肺通气功能检查,fei'tong'qi'gong'neng'jian'cha
肺通气显像,fei'tong'qi'xian'xiang
肺吸虫抗原和抗体测定,fei'xi'chong'kang'yuan'he'kang'ti'ce'ding
肺楔形切除术,fei'xie'xing'qie'chu'shu
肺修补术,fei'xiu'bu'shu
肺循环血流动力学检查,fei'xun'huan'xue'liu'dong'li'xue'jian'cha
肺炎支原体血清学试验,fei'yan'zhi'yuan'ti'xue'qing'xue'shi'yan
肺叶切除术,fei'ye'qie'chu'shu
肺移植术,fei'yi'zhi'shu
非孕期子宫内口矫正术,fei'yun'qi'zi'gong'nei'kou'jiao'zheng'shu
非正常晶体手术,fei'zheng'chang'jing'ti'shou'shu
肺阻抗血流图,fei'zu'kang'xue'liu'tu
粪便常规,fen'bian'chang'gui
粪便检查,fen'bian'jian'cha
粪便乳糖不耐受测定,fen'bian'ru'tang'bu'nai'shou'ce'ding
粉刺去除术,fen'ci'qu'chu'shu
粪胆素检查,fen'dan'su'jian'cha
分根术,fen'gen'shu
粪寄生虫镜检,fen'ji'sheng'chong'jing'jian
粪寄生虫卵集卵镜检,fen'ji'sheng'chong'luan'ji'luan'jing'jian
粪寄生虫卵计数,fen'ji'sheng'chong'luan'ji'shu
分期耳廓成形术,fen'qi'er'kuo'cheng'xing'shu
锋钩针,feng'gou'zhen
风疹病毒抗体测定,feng'zhen'bing'du'kang'ti'ce'ding
副鼻窦手术,fu'bi'dou'shou'shu
副鼻窦造影,fu'bi'dou'zao'ying
腹壁切口疝修补术,fu'bi'qie'kou'shan'xiu'bu'shu
腹壁缺损修复术,fu'bi'que'sun'xiu'fu'shu
腹壁整形术,fu'bi'zheng'xing'shu
腹壁肿瘤切除术,fu'bi'zhong'liu'qie'chu'shu
腹部大血管彩色多普勒超声,fu'bu'da'xue'guan'cai'se'duo'pu'le'chao'sheng
副蛋白免疫学检查,fu'dan'bai'mian'yi'xue'jian'cha
氟防龋治疗,fu'fang'qu'zhi'liao
复钙交叉时间测定,fu'gai'jiao'cha'shi'jian'ce'ding
复钙时间测定及其纠正试验,fu'gai'shi'jian'ce'ding'ji'qi'jiu'zheng'shi'yan
附睾抽吸精子分离术,fu'gao'chou'xi'jing'zi'fen'li'shu
附睾切除术,fu'gao'qie'chu'shu
腹股沟淋巴结清扫术,fu'gu'gou'lin'ba'jie'qing'sao'shu
腹股沟疝修补术,fu'gu'gou'shan'xiu'bu'shu
负荷超声心动图,fu'he'chao'sheng'xin'dong'tu
负荷门控心肌灌注显像,fu'he'men'kong'xin'ji'guan'zhu'xian'xiang
负荷心肌灌注断层显像,fu'he'xin'ji'guan'zhu'duan'ceng'xian'xiang
负荷心肌灌注显像,fu'he'xin'ji'guan'zhu'xian'xiang
复合性人工血管置换术,fu'he'xing'ren'gong'xue'guan'zhi'huan'shu
复合性先天性心脏畸形矫治术,fu'he'xing'xian'tian'xing'xin'zang'ji'xing'jiao'zhi'shu
复合组织游离移植,fu'he'zu'zhi'you'li'yi'zhi
腹会阴肛门成形术,fu'hui'yin'gang'men'cheng'xing'shu
妇科特殊治疗,fu'ke'te'shu'zhi'liao
妇科晚期恶性肿瘤减瘤术,fu'ke'wan'qi'e'xing'zhong'liu'jian'liu'shu
副流感病毒抗体测定,fu'liu'gan'bing'du'kang'ti'ce'ding
腹膜后充气造影,fu'mo'hou'chong'qi'zao'ying
腹膜后肿瘤切除术,fu'mo'hou'zhong'liu'qie'chu'shu
腹膜平衡试验,fu'mo'ping'heng'shi'yan
腹膜透析换管,fu'mo'tou'xi'huan'guan
腹膜透析换液,fu'mo'tou'xi'huan'ye
腹膜透析置管术,fu'mo'tou'xi'zhi'guan'shu
腹腔包虫摘除术,fu'qiang'bao'chong'zhai'chu'shu
腹腔穿刺插管盆腔滴注术,fu'qiang'chuan'ci'cha'guan'pen'qiang'di'zhu'shu
腹腔穿刺术,fu'qiang'chuan'ci'shu
腹腔动脉血管架桥术,fu'qiang'dong'mai'xue'guan'jia'qiao'shu
腹腔窦道扩创术,fu'qiang'dou'dao'kuo'chuang'shu
腹腔恶性肿瘤特殊治疗,fu'qiang'e'xing'zhong'liu'te'shu'zhi'liao
腹腔镜检查,fu'qiang'jing'jian'cha
腹腔内肿物切除术,fu'qiang'nei'zhong'wu'qie'chu'shu
腹腔妊娠取胎术,fu'qiang'ren'shen'qu'tai'shu
副溶血弧菌培养,fu'rong'xue'hu'jun'pei'yang
副乳切除术,fu'ru'qie'chu'shu
复视检查,fu'shi'jian'cha
腹式全子宫切除术,fu'shi'quan'zi'gong'qie'chu'shu
腹水直接回输治疗,fu'shui'zhi'jie'hui'shu'zhi'liao
腹水转流术,fu'shui'zhuan'liu'shu
腹透机自动腹膜透析,fu'tou'ji'zi'dong'fu'mo'tou'xi
复杂充填术,fu'za'chong'tian'shu
复杂视网膜脱离修复术,fu'za'shi'wang'mo'tuo'li'xiu'fu'shu
复杂牙拔除术,fu'za'ya'ba'chu'shu
浮针,fu'zhen
腹主动脉,fu'zhu'dong'mai
腹主动脉股动脉人工血管转流术,fu'zhu'dong'mai'gu'dong'mai'ren'gong'xue'guan'zhuan'liu'shu
腹主动脉腔静脉瘘成形术,fu'zhu'dong'mai'qiang'jing'mai'lou'cheng'xing'shu
腹主动脉消化道瘘修复术,fu'zhu'dong'mai'xiao'hua'dao'lou'xiu'fu'shu
辅助呼吸,fu'zhu'hu'xi
副主任医师,fu'zhu'ren'yi'shi
附着体义齿,fu'zhuo'ti'yi'chi
附着体增换,fu'zhuo'ti'zeng'huan
钙测定,gai'ce'ding
钙化桥打通术,gai'hua'qiao'da'tong'shu
钙耐量试验,gai'nai'liang'shi'yan
盖髓术,gai'sui'shu
肝癌切除术,gan'ai'qie'chu'shu
肝包虫内囊摘除术,gan'bao'chong'nei'nang'zhai'chu'shu
肝病的实验诊断,gan'bing'de'shi'yan'zhen'duan
干部病房,gan'bu'bing'fang
干部病房空调降温费,gan'bu'bing'fang'kong'tiao'jiang'wen'fei
肝部分切除术,gan'bu'fen'qie'chu'shu
干槽症换药,gan'cao'zheng'huan'yao
肝穿刺术,gan'chuan'ci'shu
肝胆动态显像,gan'dan'dong'tai'xian'xiang
肝动脉插管灌注术,gan'dong'mai'cha'guan'guan'zhu'shu
肝动脉结扎术,gan'dong'mai'jie'za'shu
肝豆状核变性基因分析,gan'dou'zhuang'he'bian'xing'ji'yin'fen'xi
肝胶体显像,gan'jiao'ti'xian'xiang
感觉统合治疗,gan'jue'tong'he'zhi'liao
感觉阈值测量,gan'jue'yu'zhi'ce'liang
肝门部胆管病变切除术,gan'men'bu'dan'guan'bing'bian'qie'chu'shu
肝门部肿瘤支架管外引流术,gan'men'bu'zhong'liu'zhi'jia'guan'wai'yin'liu'shu
肝囊肿硬化剂注射治疗,gan'nang'zhong'ying'hua'ji'zhu'she'zhi'liao
肝内病灶清除术,gan'nei'bing'zao'qing'chu'shu
肝内异物取出术,gan'nei'yi'wu'qu'chu'shu
感染免疫学检测,gan'ran'mian'yi'xue'jian'ce
干扰素测定,gan'rao'su'ce'ding
肝三叶切除术,gan'san'ye'qie'chu'shu
肝实质切开取石术,gan'shi'zhi'qie'kai'qu'shi'shu
干髓术,gan'sui'shu
肝损伤清创修补术,gan'sun'shang'qing'chuang'xiu'bu'shu
肝血池显像,gan'xue'chi'xian'xiang
肝血管瘤包膜外剥脱术,gan'xue'guan'liu'bao'mo'wai'bo'tuo'shu
肝血管瘤缝扎术,gan'xue'guan'liu'feng'zha'shu
肝血流显像,gan'xue'liu'xian'xiang
肝移植术,gan'yi'zhi'shu
甘油测定,gan'you'ce'ding
肝脏手术,gan'zang'shou'shu
肝左外叶切除术,gan'zuo'wai'ye'qie'chu'shu
肛管排气,gang'guan'pai'qi
肛管皮肤移植术,gang'guan'pi'fu'yi'zhi'shu
肛管缺损修补术,gang'guan'que'sun'xiu'bu'shu
肛瘘封堵术,gang'lou'feng'du'shu
肛门成形术,gang'men'cheng'xing'shu
肛门镜检查,gang'men'jing'jian'cha
肛门括约肌再造术,gang'men'kuo'yue'ji'zai'zao'shu
肛门内括约肌侧切术,gang'men'nei'kuo'yue'ji'ce'qie'shu
肛门皮下组织美兰注射神经阻滞术,gang'men'pi'xia'zu'zhi'mei'lan'zhu'she'shen'jing'zu'zhi'shu
肛门直肠测压,gang'men'zhi'chang'ce'ya
肛门指检,gang'men'zhi'jian
岗上肌腱钙化沉淀物取出术,gang'shang'ji'jian'gai'hua'chen'dian'wu'qu'chu'shu
肛外括约肌折叠术,gang'wai'kuo'yue'ji'zhe'die'shu
肛直肠肌电测量,gang'zhi'chang'ji'dian'ce'liang
肛周常见疾病手术治疗,gang'zhou'chang'jian'ji'bing'shou'shu'zhi'liao
肛周脓肿一次性根治术,gang'zhou'nong'zhong'yi'ci'xing'gen'zhi'shu
高强度超声聚焦刀治疗,gao'qiang'du'chao'sheng'ju'jiao'dao'zhi'liao
高渗盐水试验,gao'shen'yan'shui'shi'yan
高速冠状动脉内膜旋磨术,gao'su'guan'zhuang'dong'mai'nei'mo'xuan'mo'shu
高铁血红素白蛋白过筛试验,gao'tie'xue'hong'su'bai'dan'bai'guo'shai'shi'yan
睾酮测定,gao'tong'ce'ding
睾丸附件扭转探查术,gao'wan'fu'jian'niu'zhuan'tan'cha'shu
睾丸固定术,gao'wan'gu'ding'shu
睾丸破裂修补术,gao'wan'po'lie'xiu'bu'shu
睾丸鞘膜翻转术,gao'wan'qiao'mo'fan'zhuan'shu
睾丸切除术,gao'wan'qie'chu'shu
睾丸阴茎海绵体活检术,gao'wan'yin'jing'hai'mian'ti'huo'jian'shu
睾丸肿瘤腹膜后淋巴结清扫术,gao'wan'zhong'liu'fu'mo'hou'lin'ba'jie'qing'sao'shu
高位胆管癌根治术,gao'wei'dan'guan'ai'gen'zhi'shu
高位复杂肛瘘挂线治疗,gao'wei'fu'za'gang'lou'gua'xian'zhi'liao
高位肛瘘切除术,gao'wei'gang'lou'qie'chu'shu
高位隐睾下降固定术,gao'wei'yin'gao'xia'jiang'gu'ding'shu
高压氧舱治疗,gao'ya'yang'cang'zhi'liao
高压氧治疗,gao'ya'yang'zhi'liao
各部位多头带包扎术,ge'bu'wei'duo'tou'dai'bao'za'shu
膈肌修补术,ge'ji'xiu'bu'shu
膈肌折叠术,ge'ji'zhe'die'shu
膈肌肿瘤切除术,ge'ji'zhong'liu'qie'chu'shu
各类滥用药物筛查,ge'lei'lan'yong'yao'wu'shai'cha
格林先天性高肩胛症手术,ge'lin'xian'tian'xing'gao'jian'jia'zheng'shou'shu
膈神经麻痹术,ge'shen'jing'ma'bi'shu
隔物灸法,ge'wu'jiu'fa
膈下脓肿穿刺引流术,ge'xia'nong'zhong'chuan'ci'yin'liu'shu
割治,ge'zhi
各种白介素测定,ge'zhong'bai'jie'su'ce'ding
各种穿刺液常规检查,ge'zhong'chuan'ci'ye'chang'gui'jian'cha
各种寄生虫免疫学检查,ge'zhong'ji'sheng'chong'mian'yi'xue'jian'cha
各种死胎分解术,ge'zhong'si'tai'fen'jie'shu
根端囊肿摘除术,gen'duan'nang'zhong'zhai'chu'shu
跟骨骨折切开复位撬拨术,gen'gu'gu'zhe'qie'kai'fu'wei'qiao'bo'shu
跟骨截骨术,gen'gu'jie'gu'shu
跟骨肿瘤病灶刮除术,gen'gu'zhong'liu'bing'zao'gua'chu'shu
跟骨钻孔术,gen'gu'zuan'kong'shu
根管壁穿孔外科修补术,gen'guan'bi'chuan'kong'wai'ke'xiu'bu'shu
根管长度测量,gen'guan'chang'du'ce'liang
根管充填术,gen'guan'chong'tian'shu
根管内固定术,gen'guan'nei'gu'ding'shu
根管预备,gen'guan'yu'bei
根管再治疗术,gen'guan'zai'zhi'liao'shu
跟腱断裂修补术,gen'jian'duan'lie'xiu'bu'shu
根尖切除术,gen'jian'qie'chu'shu
根尖搔刮术,gen'jian'sao'gua'shu
根尖诱导成形术,gen'jian'you'dao'cheng'xing'shu
根面平整术,gen'mian'ping'zheng'shu
跟骰关节融合术,gen'tou'guan'jie'rong'he'shu
根治性膀胱全切除术,gen'zhi'xing'pang'guang'quan'qie'chu'shu
根治性肾切除术,gen'zhi'xing'shen'qie'chu'shu
肱二头肌长头腱脱位修复术,gong'er'tou'ji'chang'tou'jian'tuo'wei'xiu'fu'shu
肱二头肌腱断裂修补术,gong'er'tou'ji'jian'duan'lie'xiu'bu'shu
供肺切除术,gong'fei'qie'chu'shu
肱骨干骨折不愈合切开植骨内固定术,gong'gu'gan'gu'zhe'bu'yu'he'qie'kai'zhi'gu'nei'gu'ding'shu
肱骨干骨折切开复位内固定术,gong'gu'gan'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
肱骨骨折切开复位内固定术,gong'gu'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
肱骨近端骨折切开复位内固定术,gong'gu'jin'duan'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
肱骨髁上骨折畸形愈合截骨矫形术,gong'gu'ke'shang'gu'zhe'ji'xing'yu'he'jie'gu'jiao'xing'shu
肱骨内外髁骨折切开复位内固定术,gong'gu'nei'wai'ke'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
肱骨肿瘤切除及骨重建术,gong'gu'zhong'liu'qie'chu'ji'gu'chong'jian'shu
宫颈残端切除术,gong'jing'can'duan'qie'chu'shu
宫颈环形电切术,gong'jing'huan'xing'dian'qie'shu
宫颈活检术,gong'jing'huo'jian'shu
宫颈肌瘤剔除术,gong'jing'ji'liu'ti'chu'shu
宫颈扩张术,gong'jing'kuo'zhang'shu
宫颈内口探查术,gong'jing'nei'kou'tan'cha'shu
宫颈细胞学计算机辅助诊断,gong'jing'xi'bao'xue'ji'suan'ji'fu'zhu'zhen'duan
宫颈息肉切除术,gong'jing'xi'rou'qie'chu'shu
宫颈注射,gong'jing'zhu'she
宫颈锥形切除术,gong'jing'zhui'xing'qie'chu'shu
共鸣火花治疗,gong'ming'huo'hua'zhi'liao
巩膜后兜带术,gong'mo'hou'dou'dai'shu
巩膜缩短术,gong'mo'suo'duan'shu
巩膜透照检查,gong'mo'tou'zhao'jian'cha
宫内节育器放置术,gong'nei'jie'yu'qi'fang'zhi'shu
功能矫治器复诊处置,gong'neng'jiao'zhi'qi'fu'zhen'chu'zhi
宫腔镜检查,gong'qiang'jing'jian'cha
宫腔内人工授精术,gong'qiang'nei'ren'gong'shou'jing'shu
宫腔填塞,gong'qiang'tian'sai
宫腔吸片,gong'qiang'xi'pian
宫腔粘连分离术,gong'qiang'zhan'lian'fen'li'shu
供体肾修复术,gong'ti'shen'xiu'fu'shu
共同性斜视矫正术,gong'tong'xing'xie'shi'jiao'zheng'shu
弓形体抗体测定,gong'xing'ti'kang'ti'ce'ding
工娱治疗,gong'yu'zhi'liao
钩端螺旋体病血清学试验,gou'duan'luo'xuan'ti'bing'xue'qing'xue'shi'yan
构音障碍训练,gou'yin'zhang'ai'xun'lian
鼓丛切除术,gu'cong'qie'chu'shu
固定矫治器复诊处置,gu'ding'jiao'zhi'qi'fu'zhen'chu'zhi
固定矫治器正畸治疗,gu'ding'jiao'zhi'qi'zheng'ji'zhi'liao
固定桥,gu'ding'qiao
固定修复,gu'ding'xiu'fu
固定修复计算机辅助设计,gu'ding'xiu'fu'ji'suan'ji'fu'zhu'she'ji
骨骼肌软组织肿瘤切除术,gu'ge'ji'ruan'zu'zhi'zhong'liu'qie'chu'shu
骨骼肌心脏包裹成形术,gu'ge'ji'xin'zang'bao'guo'cheng'xing'shu
骨骼牵引术,gu'ge'qian'yin'shu
股股动脉人工血管转流术,gu'gu'dong'mai'ren'gong'xue'guan'zhuan'liu'shu
股骨干骨折不愈合切开植骨内固定术,gu'gu'gan'gu'zhe'bu'yu'he'qie'kai'zhi'gu'nei'gu'ding'shu
股骨干骨折畸形愈合截骨内固定术,gu'gu'gan'gu'zhe'ji'xing'yu'he'jie'gu'nei'gu'ding'shu
股骨干骨折切开复位内固定术,gu'gu'gan'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
股骨干肿瘤段切除与重建术,gu'gu'gan'zhong'liu'duan'qie'chu'yu'chong'jian'shu
股骨干肿瘤全股骨切除人工股骨置换术,gu'gu'gan'zhong'liu'quan'gu'gu'qie'chu'ren'gong'gu'gu'zhi'huan'shu
股骨颈骨折闭合复位内固定术,gu'gu'jing'gu'zhe'bi'he'fu'wei'nei'gu'ding'shu
股骨颈骨折切开复位内固定术,gu'gu'jing'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
股骨颈楔形截骨术,gu'gu'jing'xie'xing'jie'gu'shu
股骨髁间骨折切开复位内固定术,gu'gu'ke'jian'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
股骨上端肿瘤切除人工股骨头置换术,gu'gu'shang'duan'zhong'liu'qie'chu'ren'gong'gu'gu'tou'zhi'huan'shu
股骨头骨骺滑脱牵引复位内固定术,gu'gu'tou'gu'hou'hua'tuo'qian'yin'fu'wei'nei'gu'ding'shu
股骨头坏死病灶刮除植骨术,gu'gu'tou'huai'si'bing'zao'gua'chu'zhi'gu'shu
股骨头钻孔及植骨术,gu'gu'tou'zuan'kong'ji'zhi'gu'shu
股骨下端截骨术,gu'gu'xia'duan'jie'gu'shu
股骨下段肿瘤刮除骨腔灭活植骨术,gu'gu'xia'duan'zhong'liu'gua'chu'gu'qiang'mie'huo'zhi'gu'shu
股骨下段肿瘤切除术,gu'gu'xia'duan'zhong'liu'qie'chu'shu
股骨延长术,gu'gu'yan'chang'shu
股骨转子间骨折内固定术,gu'gu'zhuan'zi'jian'gu'zhe'nei'gu'ding'shu
骨关节其他手术,gu'guan'jie'qi'ta'shou'shu
股腘动脉人工自体血管移植术,gu'guo'dong'mai'ren'gong'zi'ti'xue'guan'yi'zhi'shu
骨骺固定手术,gu'hou'gu'ding'shou'shu
骨骺固定术,gu'hou'gu'ding'shu
骨骺肌及软组织肿瘤切除术,gu'hou'ji'ji'ruan'zu'zhi'zhong'liu'qie'chu'shu
骨骺早闭骨桥切除脂肪移植术,gu'hou'zao'bi'gu'qiao'qie'chu'zhi'fang'yi'zhi'shu
骨化性肌炎局部切除术,gu'hua'xing'ji'yan'ju'bu'qie'chu'shu
骨挤压术,gu'ji'ya'shu
鼓岬电刺激反应,gu'jia'dian'ci'ji'fan'ying
股静脉带戒术,gu'jing'mai'dai'jie'shu
股胫前动脉转流术,gu'jing'qian'dong'mai'zhuan'liu'shu
骨密度测定,gu'mi'du'ce'ding
鼓膜穿刺术,gu'mo'chuan'ci'shu
骨膜封闭术,gu'mo'feng'bi'shu
鼓膜切开术,gu'mo'qie'kai'shu
鼓膜贴补试验,gu'mo'tie'bu'shi'yan
鼓膜贴补治疗,gu'mo'tie'bu'zhi'liao
鼓膜置管术,gu'mo'zhi'guan'shu
骨内固定植入物取出术,gu'nei'gu'ding'zhi'ru'wu'qu'chu'shu
骨盆骨折髂内动脉结扎术,gu'pen'gu'zhe'qia'nei'dong'mai'jie'za'shu
骨盆骨折切开复位内固定术,gu'pen'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
骨劈开术,gu'pi'kai'shu
骨三相显像,gu'san'xiang'xian'xiang
鼓室成形术,gu'shi'cheng'xing'shu
股四头肌成形术,gu'si'tou'ji'cheng'xing'shu
骨髓采集术,gu'sui'cai'ji'shu
骨髓穿刺术,gu'sui'chuan'ci'shu
骨髓活检术,gu'sui'huo'jian'shu
骨髓或外周血干细胞冷冻保存,gu'sui'huo'wai'zhou'xue'gan'xi'bao'leng'dong'bao'cun
骨髓或外周血干细胞体外净化,gu'sui'huo'wai'zhou'xue'gan'xi'bao'ti'wai'jing'hua
骨髓检查及常用染色技术,gu'sui'jian'cha'ji'chang'yong'ran'se'ji'shu
骨髓巨核细胞计数,gu'sui'ju'he'xi'bao'ji'shu
骨髓特殊染色及酶组织化学染色检查,gu'sui'te'shu'ran'se'ji'mei'zu'zhi'hua'xue'ran'se'jian'cha
骨髓涂片细胞学检验,gu'sui'tu'pian'xi'bao'xue'jian'yan
骨髓细胞彩色图像分析,gu'sui'xi'bao'cai'se'tu'xiang'fen'xi
骨髓血回输,gu'sui'xue'hui'shu
骨髓炎病灶清除术,gu'sui'yan'bing'zao'qing'chu'shu
骨髓炎切开引流灌洗术,gu'sui'yan'qie'kai'yin'liu'guan'xi'shu
骨髓移植术,gu'sui'yi'zhi'shu
骨髓有核细胞计数,gu'sui'you'he'xi'bao'ji'shu
骨髓造血祖细胞培养,gu'sui'zao'xue'zu'xi'bao'pei'yang
骨髓组织活检检查与诊断,gu'sui'zu'zhi'huo'jian'jian'cha'yu'zhen'duan
鼓索神经切断术,gu'suo'shen'jing'qie'duan'shu
骨纤维异常增殖切除整形术,gu'xian'wei'yi'chang'zeng'zhi'qie'chu'zheng'xing'shu
骨移植术,gu'yi'zhi'shu
骨折夹板外固定术,gu'zhe'jia'ban'wai'gu'ding'shu
骨折经皮钳夹复位术,gu'zhe'jing'pi'qian'jia'fu'wei'shu
骨折内固定装置取出术,gu'zhe'nei'gu'ding'zhuang'zhi'qu'chu'shu
骨折橇拨复位术,gu'zhe'qiao'bo'fu'wei'shu
骨折手法整复术,gu'zhe'shou'fa'zheng'fu'shu
骨折外固定架固定术,gu'zhe'wai'gu'ding'jia'gu'ding'shu
骨质疏松的实验诊断,gu'zhi'shu'song'de'shi'yan'zhen'duan
骨肿瘤切开活检术,gu'zhong'liu'qie'kai'huo'jian'shu
刮宫术,gua'gong'shu
挂号费,gua'hao'fei
刮痧治疗,gua'sha'zhi'liao
刮疣治疗,gua'you'zhi'liao
灌肠,guan'chang
关节穿刺术,guan'jie'chuan'ci'shu
关节错缝术,guan'jie'cuo'feng'shu
关节镜检查,guan'jie'jing'jian'cha
关节镜手术治疗,guan'jie'jing'shou'shu'zhi'liao
关节腔灌洗治疗,guan'jie'qiang'guan'xi'zhi'liao
关节腔灌注治疗,guan'jie'qiang'guan'zhu'zhi'liao
关节腔压力测定,guan'jie'qiang'ya'li'ce'ding
关节融合术,guan'jie'rong'he'shu
关节松动训练,guan'jie'song'dong'xun'lian
关节脱位手法整复术,guan'jie'tuo'wei'shou'fa'zheng'fu'shu
关节粘连传统松解术,guan'jie'zhan'lian'chuan'tong'song'jie'shu
冠脉内局部放射治疗术,guan'mai'nei'ju'bu'fang'she'zhi'liao'shu
冠脉内局部药物释放治疗术,guan'mai'nei'ju'bu'yao'wu'shi'fang'zhi'liao'shu
