啊公平,a'gong'ping
大兴村,da'xing'cun
大修基金,da'xiu'ji'jin
大垭口,da'ya'kou
大幺儿,da'yao'er
大业务,da'ye'wu
大业兴,da'ye'xing
打一趟,da'yi'tang
打一头,da'yi'tou
大哟,da'yo
大渝网,da'yu'wang
打整,da'zheng
大竹林,da'zhu'lin
大足,da'zu
大足的,da'zu'de
打组合,da'zu'he
大足区,da'zu'qu
大足石刻,da'zu'shi'ke
大足县,da'zu'xian
带重庆,dai'chong'qing
带干,dai'gan
带干嘛,dai'gan'ma
带干撒子,dai'gan'sa'zi
带干啥子,dai'gan'sha'zi
带干什么,dai'gan'shen'me
带看电视,dai'kan'dian'shi
带了的,dai'le'de
带忙,dai'mang
带没得,dai'mei'de
带哪的,dai'na'de
带哪点,dai'na'dian
带哪儿,dai'na'er
带哪哈,dai'na'ha
带哪里,dai'na'li
带起,dai'qi
带起的,dai'qi'de
带起去,dai'qi'qu
带起走,dai'qi'zou
带撒子,dai'sa'zi
带啥子,dai'sha'zi
带上班,dai'shang'ban
带耍,dai'shua
带娃儿,dai'wa'er
带外头,dai'wai'tou
带屋头,dai'wu'tou
带下雨,dai'xia'yu
带薪实习,dai'xin'shi'xi
带幺儿,dai'yao'er
带一路,dai'yi'lu
带咋子,dai'za'zi
带爪子,dai'zhua'zi
带做撒子,dai'zuo'sa'zi
带做啥子,dai'zuo'sha'zi
丹丹妹,dan'dan'mei
单间配套,dan'jian'pei'tao
丹龙路,dan'long'lu
单起的,dan'qi'de
但是不晓得,dan'shi'bu'xiao'de
但是没得,dan'shi'mei'de
但是我不晓得,dan'shi'wo'bu'xiao'de
但愿嘛,dan'yuan'ma
单子石,dan'zi'shi
弹子石,dan'zi'shi
当好久,dang'hao'jiu
当老汉,dang'lao'han
当然哟,dang'ran'yo
当撒子,dang'sa'zi
倒班房,dao'ban'fang
到北碚,dao'bei'bei
到璧山,dao'bi'shan
到不嘛,dao'bu'ma
到长寿,dao'chang'shou
到重庆,dao'chong'qing
到重庆了,dao'chong'qing'le
到处耍,dao'chu'shua
到大学城,dao'da'xue'cheng
倒到胡,dao'dao'hu
到得到,dao'de'dao
到底好久,dao'di'hao'jiu
到底啷个,dao'di'lang'ge
到涪陵,dao'fu'ling
倒杆,dao'gan
到观音桥,dao'guan'yin'qiao
到好久,dao'hao'jiu
到合川,dao'he'chuan
到后头,dao'hou'tou
到家没的,dao'jia'mei'de
到江北,dao'jiang'bei
到江津,dao'jiang'jin
到解放碑,dao'jie'fang'bei
到开县,dao'kai'xian
到了重庆,dao'le'chong'qing
到了没的,dao'le'mei'de
到了撒,dao'le'sa
到了所,dao'le'suo
到嘛,dao'ma
到没得,dao'mei'de
道门口,dao'men'kou
到哪点,dao'na'dian
到哪点了,dao'na'dian'le
到南平,dao'nan'ping
到起,dao'qi
到綦江,dao'qi'jiang
到起了,dao'qi'le
到撒子,dao'sa'zi
到沙坪坝,dao'sha'ping'ba
到时候看嘛,dao'shi'hou'kan'ma
到时候再说嘛,dao'shi'hou'zai'shuo'ma
到时看嘛,dao'shi'kan'ma
到石桥铺,dao'shi'qiao'pu
到铜梁,dao'tong'liang
到万州,dao'wan'zhou
到武隆,dao'wu'long
到屋头,dao'wu'tou
稻香路,dao'xiang'lu
到杨家坪,dao'yang'jia'ping
到哟,dao'yo
到永川,dao'yong'chuan
到云阳,dao'yun'yang
得不得行,de'bu'de'xing
得到不,de'dao'bu
的的嘛,de'de'ma
得得行,de'de'xing
的都嘛,de'dou'ma
德感,de'gan
的个,de'ge
得很,de'hen
得很了,de'hen'le
得很哟,de'hen'yo
得了哦,de'le'o
得了哟,de'le'yo
的嘛,de'ma
的没得,de'mei'de
的妹儿,de'mei'er
的撒子,de'sa'zi
的娃儿,de'wa'er
德香苑,de'xiang'yuan
得行,de'xing
得行不,de'xing'bu
得行不嘛,de'xing'bu'ma
得行了,de'xing'le
得行撒,de'xing'sa
得意儿,de'yi'er
得意世界,de'yi'shi'jie
得应,de'ying
的哟,de'yo
等别个,deng'bie'ge
登不起,deng'bu'qi
灯巢,deng'chao
等到哈,deng'dao'ha
等到嘛,deng'dao'ma
等到起,deng'dao'qi
等到起的,deng'dao'qi'de
等到我的,deng'dao'wo'de
登哈,deng'ha
等哈吹,deng'ha'chui
等哈儿,deng'ha'er
等哈给你,deng'ha'gei'ni
等哈哈,deng'ha'ha
等哈哈儿,deng'ha'ha'er
等哈哈哈,deng'ha'ha'ha
等哈看,deng'ha'kan
等哈嘛,deng'ha'ma
等哈去,deng'ha'qu
等哈说,deng'ha'shuo
等哈找你,deng'ha'zhao'ni
邓豪,deng'hao
灯晃,deng'huang
登记照,deng'ji'zhao
登了的,deng'le'de
等你撒,deng'ni'sa
登起,deng'qi
登起的,deng'qi'de
登起了,deng'qi'le
等撒子,deng'sa'zi
灯饰广场,deng'shi'guang'chang
等娃儿,deng'wa'er
等我哈哈,deng'wo'ha'ha
等一哈哈,deng'yi'ha'ha
等哟,deng'yo
地坝,di'ba
抵到,di'dao
第二师范,di'er'shi'fan
地方耍,di'fang'shua
地方哟,di'fang'yo
迪丰,di'feng
抵黄,di'huang
第三军医,di'san'jun'yi
第三军医大,di'san'jun'yi'da
第三军医大学,di'san'jun'yi'da'xue
弟娃,di'wa
地下商场,di'xia'shang'chang
点吧点,dian'ba'dian
电报路,dian'bao'lu
垫到,dian'dao
店店,dian'dian
点都,dian'dou
点都不,dian'dou'bu
点都不安逸,dian'dou'bu'an'yi
点都不懂,dian'dou'bu'dong
点都不懂事,dian'dou'bu'dong'shi
点都不方便,dian'dou'bu'fang'bian
点都不敢,dian'dou'bu'gan
点都不耿直,dian'dou'bu'geng'zhi
点都不乖,dian'dou'bu'guai
点都不好,dian'dou'bu'hao
点都不好吃,dian'dou'bu'hao'chi
点都不好看,dian'dou'bu'hao'kan
点都不好耍,dian'dou'bu'hao'shua
点都不好玩,dian'dou'bu'hao'wan
点都不好笑,dian'dou'bu'hao'xiao
点都不会,dian'dou'bu'hui
点都不老实,dian'dou'bu'lao'shi
点都不忙,dian'dou'bu'mang
点都不热,dian'dou'bu're
点都不舒服,dian'dou'bu'shu'fu
点都不爽,dian'dou'bu'shuang
点都不听话,dian'dou'bu'ting'hua
点都不喜欢,dian'dou'bu'xi'huan
点都不想,dian'dou'bu'xiang
点都不想去,dian'dou'bu'xiang'qu
点都不晓得,dian'dou'bu'xiao'de
点都没,dian'dou'mei
点都没得,dian'dou'mei'de
点都没有,dian'dou'mei'you
点多钟,dian'duo'zhong
点儿都,dian'er'dou
电话好多,dian'hua'hao'duo
电话没得,dian'hua'mei'de
电话撒,dian'hua'sa
电话是好多,dian'hua'shi'hao'duo
电话头,dian'hua'tou
电话哟,dian'hua'yo
点黄,dian'huang
点击开县,dian'ji'kai'xian
垫江,dian'jiang
垫江的,dian'jiang'de
垫江县,dian'jiang'xian
点了的,dian'le'de
电力街,dian'li'jie
电启动,dian'qi'dong
点撒子,dian'sa'zi
点啥子,dian'sha'zi
电视头,dian'shi'tou
靛水,dian'shui
店头,dian'tou
点哟,dian'yo
电子件,dian'zi'jian
电子校,dian'zi'xiao
刁家,diao'jia
吊脚楼,diao'jiao'lou
叼霞,diao'xia
钓鱼城,diao'yu'cheng
叠彩城,die'cai'cheng
叮叮猫,ding'ding'mao
丁家,ding'jia
丁家坡,ding'jia'po
定没得,ding'mei'de
鼎山,ding'shan
动不到,dong'bu'dao
动步公园,dong'bu'gong'yuan
懂都不懂,dong'dou'bu'dong
东方港湾,dong'fang'gang'wan
东方家园,dong'fang'jia'yuan
东海长洲,dong'hai'chang'zhou
东和城,dong'he'cheng
东和春天,dong'he'chun'tian
东津沱,dong'jin'tuo
懂了撒,dong'le'sa
动力城,dong'li'cheng
动脑壳,dong'nao'ke
懂起了,dong'qi'le
东泉,dong'quan
东水门,dong'shui'men
冬天家,dong'tian'jia
懂完了,dong'wan'le
东温泉,dong'wen'quan
东溪,dong'xi
东西撒,dong'xi'sa
东西哟,dong'xi'yo
东原,dong'yuan
洞子,dong'zi
都安逸,dou'an'yi
都不安逸,dou'bu'an'yi
都不得去,dou'bu'de'qu
都不得行,dou'bu'de'xing
都不对头,dou'bu'dui'tou
都不喊我,dou'bu'han'wo
都不好耍,dou'bu'hao'shua
都不开腔,dou'bu'kai'qiang
都不啷个,dou'bu'lang'ge
都不耍,dou'bu'shua
都不晓得,dou'bu'xiao'de
都不晓得了,dou'bu'xiao'de'le
都不准我,dou'bu'zhun'wo
都打湿,dou'da'shi
都带起,dou'dai'qi
都得行,dou'de'xing
都德行,dou'de'xing
豆腐鱼,dou'fu'yu
都搞忘,dou'gao'wang
都搞忘了,dou'gao'wang'le
都还不晓得,dou'hai'bu'xiao'de
都还没的,dou'hai'mei'de
都还痛,dou'hai'tong
斗好了,dou'hao'le
都好耍,dou'hao'shua
豆花饭,dou'hua'fan
豆花面,dou'hua'mian
都记不到,dou'ji'bu'dao
都记得到,dou'ji'de'dao
都看了的,dou'kan'le'de
都可以撒,dou'ke'yi'sa
都来不到,dou'lai'bu'dao
都来了的,dou'lai'le'de
都啷个,dou'lang'ge
都老火,dou'lao'huo
都楞个,dou'leng'ge
都嘛,dou'ma
斗没,dou'mei
都没得,dou'mei'de
都没得了,dou'mei'de'le
都没得钱,dou'mei'de'qian
都没得人,dou'mei'de'ren
都没得事,dou'mei'de'shi
都没得用,dou'mei'de'yong
都没啷个,dou'mei'lang'ge
都没撒子,dou'mei'sa'zi
都没耍,dou'mei'shua
都恼火,dou'nao'huo
都嫩个,dou'nen'ge
逗你耍,dou'ni'shua
都撇,dou'pie
斗去,dou'qu
都去不到,dou'qu'bu'dao
都去了的,dou'qu'le'de
都认不到,dou'ren'bu'dao
都认得到,dou'ren'de'dao
都上不到,dou'shang'bu'dao
斗是,dou'shi
斗是啊,dou'shi'a
都是不晓得,dou'shi'bu'xiao'de
斗是斗是,dou'shi'dou'shi
都是哈,dou'shi'ha
都是楞个,dou'shi'leng'ge
都是嘛,dou'shi'ma
都是嫩个,dou'shi'nen'ge
斗是你,dou'shi'ni
都是撒,dou'shi'sa
都是耍,dou'shi'shua
都耍,dou'shua
都耍不到,dou'shua'bu'dao
都耍了,dou'shua'le
斗睡,dou'shui
斗说,dou'shuo
都说了的,dou'shuo'le'de
逗我耍,dou'wo'shua
都晓不得,dou'xiao'bu'de
都晓得,dou'xiao'de
都晓得了,dou'xiao'de'le
斗行了,dou'xing'le
斗要,dou'yao
都要得,dou'yao'de
都要遭,dou'yao'zao
都一路,dou'yi'lu
都在重庆,dou'zai'chong'qing
都在耍,dou'zai'shua
都在屋头,dou'zai'wu'tou
都遭,dou'zao
都遭不住,dou'zao'bu'zhu
都遭了,dou'zao'le
都遭你,dou'zao'ni
都遭我,dou'zao'wo
都只晓得,dou'zhi'xiao'de
都卓,dou'zhuo
读不走,du'bu'zou
堵惨,du'can
堵惨了,du'can'le
读的到,du'de'dao
肚儿,du'er
肚儿痛,du'er'tong
堵起的,du'qi'de
堵起了,du'qi'le
读啥子,du'sha'zi
都市花园,du'shi'hua'yuan
读书梁,du'shu'liang
堵死人,du'si'ren
读职高,du'zhi'gao
肚子头,du'zi'tou
短拆,duan'chai
短文填空,duan'wen'tian'kong
对别个,dui'bie'ge
对不嘛,dui'bu'ma
对重庆,dui'chong'qing
对到干,dui'dao'gan
对到你,dui'dao'ni
对到我,dui'dao'wo
堆金村,dui'jin'cun
对老,dui'lao
对老哟,dui'lao'yo
对了哦,dui'le'o
对了哟,dui'le'yo
对没得,dui'mei'de
对撒子,dui'sa'zi
对头,dui'tou
对头啊,dui'tou'a
对头的,dui'tou'de
对头对头,dui'tou'dui'tou
对头哈,dui'tou'ha
对头撒,dui'tou'sa
对娃儿,dui'wa'er
对直,dui'zhi
蹲大,dun'da
敦好,dun'hao
多不错,duo'bu'cuo
多不错的,duo'bu'cuo'de
多不多嘛,duo'bu'duo'ma
多不好的,duo'bu'hao'de
多不嘛,duo'bu'ma
多惨了,duo'can'le
躲到起,duo'dao'qi
多得很,duo'de'hen
多等哈,duo'deng'ha
夺夺,duo'duo
多乖的,duo'guai'de
多还好,duo'hai'hao
多好吃的,duo'hao'chi'de
多好的啊,duo'hao'de'a
多好看的,duo'hao'kan'de
多好耍,duo'hao'shua
多好耍的,duo'hao'shua'de
多好听的,duo'hao'ting'de
多很了,duo'hen'le
多久睡,duo'jiu'shui
多看哈,duo'kan'ha
多可以的,duo'ke'yi'de
多舒服的,duo'shu'fu'de
多耍,duo'shua
多耍哈,duo'shua'ha
多耍几天,duo'shua'ji'tian
多帅的,duo'shuai'de
多睡哈,duo'shui'ha
多喜欢的,duo'xi'huan'de
多想你的,duo'xiang'ni'de
多哟,duo'yo
多找点钱,duo'zhao'dian'qian
饿惨了,e'can'le
额等哈,e'deng'ha
鹅公岩,e'gong'yan
鹅岭,e'ling
饿没得,e'mei'de
饿没有,e'mei'you
鹅石板,e'shi'ban
鳄鱼馆,e'yu'guan
鹅掌门,e'zhang'men
嗯得,en'de
嗯对头,en'dui'tou
嗯嗯要的,en'en'yao'de
嗯个,en'ge
嗯个多,en'ge'duo
嗯是,en'shi
嗯是撒,en'shi'sa
嗯玩的,en'wan'de
嗯我晓得,en'wo'xiao'de
嗯要的,en'yao'de
儿不,er'bu
儿菜,er'cai
儿夫,er'fu
二号门,er'hao'men
儿喝,er'he
儿呼,er'hu
二回,er'hui
儿豁,er'huo
儿豁你,er'huo'ni
二舅娘,er'jiu'niang
儿科医院,er'ke'yi'yuan
二郎,er'lang
二老子,er'lao'zi
二麻二麻,er'ma'er'ma
二莽,er'mang
二米的,er'mi'de
二圣,er'sheng
儿说,er'shuo
儿说不是,er'shuo'bu'shi
二同,er'tong
儿童天堂,er'tong'tian'tang
二娃,er'wa
儿娃子,er'wa'zi
二小区,er'xiao'qu
二姨爹,er'yi'die
二支路,er'zhi'lu
二转盘,er'zhuan'pan
发表哈,fa'biao'ha
发不起,fa'bu'qi
发错老,fa'cuo'lao
发的到,fa'de'dao
发的起,fa'de'qi
发的撒子,fa'de'sa'zi
发的啥子,fa'de'sha'zi
发给我撒,fa'gei'wo'sa
发给我也,fa'gei'wo'ye
发过来撒,fa'guo'lai'sa
发哈,fa'ha
发了的,fa'le'de
发了来,fa'le'lai
发没得,fa'mei'de
发起耍,fa'qi'shua
发钱钱,fa'qian'qian
发撒子,fa'sa'zi
发啥子,fa'sha'zi
发哟,fa'yo
烦不烦嘛,fan'bu'fan'ma
烦惨了,fan'can'le
饭吃了来,fan'chi'le'lai
烦得很,fan'de'hen
饭没得,fan'mei'de
反皮,fan'pi
烦起的,fan'qi'de
凡人有乐,fan'ren'you'le
凡人有喜,fan'ren'you'xi
烦撒子,fan'sa'zi
烦啥子,fan'sha'zi
帆摄影,fan'she'ying
烦死老,fan'si'lao
翻院墙,fan'yuan'qiang
饭遭殃,fan'zao'yang
放碑,fang'bei
方便不嘛,fang'bian'bu'ma
放不得,fang'bu'de
放带,fang'dai
放单线,fang'dan'xian
房地产权证,fang'di'chan'quan'zheng
房地证,fang'di'zheng
放高温,fang'gao'wen
放高温假,fang'gao'wen'jia
放火炮,fang'huo'pao
放假没得,fang'jia'mei'de
房交会,fang'jiao'hui
房交所,fang'jiao'suo
放了的,fang'le'de
方脑壳,fang'nao'ke
放起,fang'qi
放起的,fang'qi'de
放些屁,fang'xie'pi
放心嘛,fang'xin'ma
房院,fang'yuan
方竹笋,fang'zhu'sun
飞白,fei'bai
飞叉叉,fei'cha'cha
肥肠饭,fei'chang'fan
翡翠明珠,fei'cui'ming'zhu
肥嘎嘎,fei'ga'ga
肥锅肉,fei'guo'rou
飞家,fei'jia
飞驶特,fei'shi'te
非要喊我,fei'yao'han'wo
分不脱,fen'bu'tuo
分流道,fen'liu'dao
分钱没得,fen'qian'mei'de
风车车,feng'che'che
疯都,feng'dou
疯都疯,feng'dou'feng
疯都疯了,feng'dou'feng'le
丰都,feng'du
丰都鬼城,feng'du'gui'cheng
丰都县,feng'du'xian
丰都中学,feng'du'zhong'xue
丰二中,feng'er'zhong
峰高,feng'gao
凤凰湾,feng'huang'wan
冯家,feng'jia
奉节,feng'jie
奉节的,feng'jie'de
奉节县,feng'jie'xian
疯了迈,feng'le'mai
凤鸣山,feng'ming'shan
疯求了,feng'qiu'le
凤天大道,feng'tian'da'dao
凤天路,feng'tian'lu
枫香庭,feng'xiang'ting
佛图关,fo'tu'guan
佛影峡,fo'ying'xia
扶不住,fu'bu'zhu
扶得住,fu'de'zhu
服都服了,fu'dou'fu'le
附二院,fu'er'yuan
涪风论坛,fu'feng'lun'tan
覆盖件,fu'gai'jian
富力海洋,fu'li'hai'yang
福利社,fu'li'she
涪陵,fu'ling
涪陵的,fu'ling'de
涪陵了,fu'ling'le
涪陵区,fu'ling'qu
涪陵人,fu'ling'ren
涪陵在线,fu'ling'zai'xian
伏牛溪,fu'niu'xi
辅仁路,fu'ren'lu
芙蓉蛋,fu'rong'dan
芙蓉洞,fu'rong'dong
芙蓉江,fu'rong'jiang
复盛,fu'sheng
副食店,fu'shi'dian
福斯德,fu'si'de
附一院,fu'yi'yuan
富洲新城,fu'zhou'xin'cheng
嘎儿,ga'er
该背时,gai'bei'shi
改不起,gai'bu'qi
该机,gai'ji
溉澜溪,gai'lan'xi
该啷个,gai'lang'ge
该你歪,gai'ni'wai
该你拽,gai'ni'zhuai
盖铺盖,gai'pu'gai
该求遭,gai'qiu'zao
该耍,gai'shua
该晓得,gai'xiao'de
该遭,gai'zao
该着,gai'zhao
干不干嘛,gan'bu'gan'ma
干不嘛,gan'bu'ma
干不起,gan'bu'qi
干操,gan'cao
赶场天,gan'chang'tian
肝胆科,gan'dan'ke
干的起,gan'de'qi
敢都不敢,gan'dou'bu'gan
干哈子,gan'ha'zi
干海椒,gan'hai'jiao
橄榄郡,gan'lan'jun
干啷个,gan'lang'ge
干老汉,gan'lao'han
感冒老,gan'mao'lao
干囊个,gan'nang'ge
干女,gan'nv
干撒子,gan'sa'zi
干撒子的,gan'sa'zi'de
干撒子嘛,gan'sa'zi'ma
干撒子那,gan'sa'zi'na
干撒子哦,gan'sa'zi'o
干撒子呀,gan'sa'zi'ya
干撒子也,gan'sa'zi'ye
干撒子哟,gan'sa'zi'yo
干塞子,gan'sai'zi
干啥子,gan'sha'zi
干啥子嘛,gan'sha'zi'ma
干啥子哦,gan'sha'zi'o
干啥子也,gan'sha'zi'ye
干啥子哟,gan'sha'zi'yo
干什么嘛,gan'shen'me'ma
干什么哟,gan'shen'me'yo
干耍,gan'shua
赶水,gan'shui
干些啥子,gan'xie'sha'zi
干咋子,gan'za'zi
干爪子,gan'zhua'zi
钢花,gang'hua
钢花路,gang'hua'lu
杠上花,gang'shang'hua
杠上炮,gang'shang'pao
缸头,gang'tou
告白墙,gao'bai'qiang
搞不赢,gao'bu'ying
搞不赢了,gao'bu'ying'le
搞扯,gao'che
搞错没得,gao'cuo'mei'de
搞到着,gao'dao'zhe
搞得懂,gao'de'dong
搞得快,gao'de'kuai
搞得赢,gao'de'ying
搞灯,gao'deng
高谷,gao'gu
告哈,gao'ha
高家镇,gao'jia'zhen
高九,gao'jiu
高九路,gao'jiu'lu
高考假,gao'kao'jia
搞快点,gao'kuai'dian
搞么里,gao'me'li
高美高,gao'mei'gao
高庙村,gao'miao'cun
搞茉莉,gao'mo'li
搞皮,gao'pi
搞起的,gao'qi'de
搞起耍,gao'qi'shua
搞撒子,gao'sa'zi
搞屎棒,gao'shi'bang
搞水,gao'shui
高笋塘,gao'sun'tang
高滩,gao'tan
高滩岩,gao'tan'yan
搞忘,gao'wang
搞忘啦,gao'wang'la
搞忘老,gao'wang'lao
搞忘了,gao'wang'le
高温假,gao'wen'jia
高温假了,gao'wen'jia'le
高兴惨了,gao'xing'can'le
高兴撒,gao'xing'sa
告一哈,gao'yi'ha
高哟,gao'yo
高中城,gao'zhong'cheng
隔不到,ge'bu'dao
个锤子,ge'chui'zi
隔得近,ge'de'jin
哥儿,ge'er
哥哥些,ge'ge'xie
隔哈儿,ge'ha'er
隔哈哈,ge'ha'ha
格兰维,ge'lan'wei
格老子,ge'lao'zi
个老子的,ge'lao'zi'de
歌乐山,ge'le'shan
歌乐山镇,ge'le'shan'zhen
个嘛,ge'ma
各人,ge'ren
个人都,ge'ren'dou
个人回去,ge'ren'hui'qu
个人看,ge'ren'kan
个人买,ge'ren'mai
个人爬,ge'ren'pa
个人切,ge'ren'qie
个人去,ge'ren'qu
个人耍,ge'ren'shua
个人睡,ge'ren'shui
个人睡觉,ge'ren'shui'jiao
个人说,ge'ren'shuo
个人想,ge'ren'xiang
个人要,ge'ren'yao
个人在,ge'ren'zai
个人在家,ge'ren'zai'jia
个人早点,ge'ren'zao'dian
个人早点睡,ge'ren'zao'dian'shui
个人做,ge'ren'zuo
个撒子,ge'sa'zi
各是各,ge'shi'ge
个耍,ge'shua
各耍各,ge'shua'ge
哥子,ge'zi
给别个,gei'bie'ge
给别个说,gei'bie'ge'shuo
给不错,gei'bu'cuo
给不舒服,gei'bu'shu'fu
给多人,gei'duo'ren
给好耍,gei'hao'shua
给老汉,gei'lao'han
给老子的,gei'lao'zi'de
给了的,gei'le'de
给你打过来,gei'ni'da'guo'lai
给你龟儿,gei'ni'gui'er
给你讲嘛,gei'ni'jiang'ma
给你撒,gei'ni'sa
给你说了的,gei'ni'shuo'le'de
给你说了的嘛,gei'ni'shuo'le'de'ma
给你说嘛,gei'ni'shuo'ma
给你说那,gei'ni'shuo'na
给你一脚,gei'ni'yi'jiao
给娃儿,gei'wa'er
给我打电话嘛,gei'wo'da'dian'hua'ma
给我看哈,gei'wo'kan'ha
给我老汉,gei'wo'lao'han
给我撒,gei'wo'sa
给我塞,gei'wo'sai
给我说了的,gei'wo'shuo'le'de
给我说嘛,gei'wo'shuo'ma
给幺儿,gei'yao'er
根本没得,gen'ben'mei'de
跟到,gen'dao
跟哪些,gen'na'xie
跟你两个,gen'ni'liang'ge
跟你路,gen'ni'lu
跟你说嘛,gen'ni'shuo'ma
跟你一路,gen'ni'yi'lu
跟他耍,gen'ta'shua
跟我两个,gen'wo'liang'ge
跟我路,gen'wo'lu
跟我一句,gen'wo'yi'ju
跟我一路,gen'wo'yi'lu
更不耿直,geng'bu'geng'zhi
更好耍,geng'hao'shua
更老火,geng'lao'huo
更没得,geng'mei'de
更莫说,geng'mo'shuo
更恼火,geng'nao'huo
耿直,geng'zhi
耿直点,geng'zhi'dian
耿直了,geng'zhi'le
耿直人,geng'zhi'ren
工人村,gong'ren'cun
工商大学,gong'shang'da'xue
龚滩,gong'tan
恭喜哟,gong'xi'yo
工业校,gong'ye'xiao
公招,gong'zhao
工职院,gong'zhi'yuan
工资好多,gong'zi'hao'duo
公租房,gong'zu'fang
工作撒,gong'zuo'sa
够得学,gou'de'xue
勾兑,gou'dui
狗儿,gou'er
狗儿的,gou'er'de
狗鸡儿,gou'ji'er
狗啃的,gou'ken'de
够了哈,gou'le'ha
够了撒,gou'le'sa
勾重点,gou'zhong'dian
古到,gu'dao
鼓捣拜,gu'dao'bai
鼓捣起,gu'dao'qi
顾地,gu'di
古渡春色,gu'du'chun'se
古佛,gu'fo
古剑山,gu'jian'shan
古路,gu'lu
古南镇,gu'nan'zhen
古溪,gu'xi
古夜郎,gu'ye'lang
挂板,gua'ban
刮背,gua'bei
刮毒,gua'du
挂起,gua'qi
挂起的,gua'qi'de
怪不安逸,guai'bu'an'yi
怪不好耍,guai'bu'hao'shua
乖不嘛,guai'bu'ma
怪不舒服,guai'bu'shu'fu
乖惨,guai'can
乖惨了,guai'can'le
拐得,guai'de
乖得很,guai'de'hen
乖妹儿,guai'mei'er
乖妹纸,guai'mei'zhi
乖妹子,guai'mei'zi
怪米日眼,guai'mi'ri'yan
怪说,guai'shuo
怪说不得,guai'shuo'bu'de
怪头,guai'tou
怪头怪脑,guai'tou'guai'nao
乖娃儿,guai'wa'er
怪味胡豆,guai'wei'hu'dou
乖些,guai'xie
乖幺儿,guai'yao'er
乖也,guai'ye
关坝,guan'ba
关不到,guan'bu'dao
管得到,guan'de'dao
管得宽,guan'de'kuan
管的你的,guan'de'ni'de
管的他,guan'de'ta
管的他的,guan'de'ta'de
观府,guan'fu
观府国际,guan'fu'guo'ji
关工资,guan'gong'zi
关起,guan'qi
观山水,guan'shan'shui
管他的哦,guan'ta'de'o
管他的哟,guan'ta'de'yo
观音桥,guan'yin'qiao
观音桥的,guan'yin'qiao'de
观音桥了,guan'yin'qiao'le
观音岩,guan'yin'yan
观影桥,guan'ying'qiao
关注起,guan'zhu'qi
广达,guang'da
光电路,guang'dian'lu
光电园,guang'dian'yuan
广柑,guang'gan
逛哈街,guang'ha'jie
广积粮,guang'ji'liang
光脚板,guang'jiao'ban
逛了哈,guang'le'ha
广厦城,guang'sha'cheng
光雾山,guang'wu'shan
广夏城,guang'xia'cheng
光晓得,guang'xiao'de
广阳岛,guang'yang'dao
逛一哈,guang'yi'ha
鬼大爷,gui'da'ye
龟儿,gui'er
柜柜,gui'gui
桂花园,gui'hua'yuan
鬼火冒,gui'huo'mao
鬼冒火,gui'mao'huo
桂溪镇,gui'xi'zhen
贵哟,gui'yo
滚好远,gun'hao'yuan
滚开些,gun'kai'xie
滚嘛你,gun'ma'ni
滚哟,gun'yo
国奥村,guo'ao'cun
国本路,guo'ben'lu
国宾城,guo'bin'cheng
过不到,guo'bu'dao
过重庆,guo'chong'qing
过得到,guo'de'dao
过都过,guo'dou'guo
过都过了,guo'dou'guo'le
锅儿,guo'er
国防身体,guo'fang'shen'ti
郭扶,guo'fu
过哈儿,guo'ha'er
过哈哈,guo'ha'ha
国虹,guo'hong
国会山,guo'hui'shan
国际村,guo'ji'cun
国际社区,guo'ji'she'qu
郭家沱,guo'jia'tuo
过来不到,guo'lai'bu'dao
过来不嘛,guo'lai'bu'ma
过来得到,guo'lai'de'dao
过来老,guo'lai'lao
过来没得,guo'lai'mei'de
过来怕,guo'lai'pa
过来撒,guo'lai'sa
过来噻,guo'lai'sai
过来啥,guo'lai'sha
过来耍,guo'lai'shua
过来耍不,guo'lai'shua'bu
过来耍嘛,guo'lai'shua'ma
过来耍撒,guo'lai'shua'sa
过来也,guo'lai'ye
过来哟,guo'lai'yo
过了来,guo'le'lai
过了撒,guo'le'sa
过没得,guo'mei'de
过年过节的,guo'nian'guo'jie'de
过去耍,guo'qu'shua
国人,guo'ren
国人的,guo'ren'de
国人看,guo'ren'kan
国人来,guo'ren'lai
国人爬,guo'ren'pa
国人去,guo'ren'qu
国人耍,guo'ren'shua
国人睡,guo'ren'shui
国人说,guo'ren'shuo
国人想,guo'ren'xiang
过撒子,guo'sa'zi
过生,guo'sheng
过生的,guo'sheng'de
过生了,guo'sheng'le
过哟,guo'yo
哈巴儿,ha'ba'er
哈板儿,ha'ban'er
哈宝,ha'bao
哈宝宝,ha'bao'bao
哈宝儿,ha'bao'er
哈不哈,ha'bu'ha
哈不会啊,ha'bu'hui'a
哈戳戳,ha'chuo'chuo
哈戳戳的,ha'chuo'chuo'de
哈搓搓,ha'cuo'cuo
哈搓搓的,ha'cuo'cuo'de
哈得很,ha'de'hen
哈儿,ha'er
哈儿说,ha'er'shuo
哈儿子,ha'er'zi
哈狗,ha'gou
哈哈儿,ha'ha'er
哈哈就,ha'ha'jiu
哈哈聊,ha'ha'liao
哈哈说,ha'ha'shuo
哈鸡儿,ha'ji'er
哈老公,ha'lao'gong
哈老婆,ha'lao'po
哈麻麻,ha'ma'ma
哈麻批,ha'ma'pi
哈曼皇宫,ha'man'huang'gong
哈妹儿,ha'mei'er
哈妹仔,ha'mei'zai
哈男人,ha'nan'ren
哈女人,ha'nv'ren
哈批,ha'pi
哈婆娘,ha'po'niang
哈堂客,ha'tang'ke
哈娃儿,ha'wa'er
