阿而胜之,a'er'sheng'zhi
布帛麻丝,bu'bo'ma'si
不卜不筮,bu'bu'bu'shi
不布其民,bu'bu'qi'min
补不足,bu'bu'zu
不察不明则过,bu'cha'bu'ming'ze'guo
不长弟于乡里,bu'chang'di'yu'xiang'li
不称动甲兵之事,bu'cheng'dong'jia'bing'zhi'shi
不侈,bu'chi
不侈泰,bu'chi'tai
不充其言则诛,bu'chong'qi'yan'ze'zhu
不出百里而来足,bu'chu'bai'li'er'lai'zu
不处不可久,bu'chu'bu'ke'jiu
不处不可久者,bu'chu'bu'ke'jiu'zhe
不怵乎好,bu'chu'hu'hao
不出其渊,bu'chu'qi'yuan
不出于口,bu'chu'yu'kou
不从口之所言,bu'cong'kou'zhi'suo'yan
不从令者死,bu'cong'ling'zhe'si
不从圣人,bu'cong'sheng'ren
不从枉,bu'cong'wang
不待钩梯,bu'dai'gou'ti
不当尽语我昔者无道之臣乎,bu'dang'jin'yu'wo'xi'zhe'wu'dao'zhi'chen'hu
不当尽语我昔者无道之君乎,bu'dang'jin'yu'wo'xi'zhe'wu'dao'zhi'jun'hu
不当人心则怨起,bu'dang'ren'xin'ze'yuan'qi
不当则乱,bu'dang'ze'luan
不当则诛之,bu'dang'ze'zhu'zhi
不道其道则不至也,bu'dao'qi'dao'ze'bu'zhi'ye
不道之以事,bu'dao'zhi'yi'shi
不得不然者也,bu'de'bu'ran'zhe'ye
不得不然之理也,bu'de'bu'ran'zhi'li'ye
不得不知则,bu'de'bu'zhi'ze
不得成而悔,bu'de'cheng'er'hui
布德惠,bu'de'hui
不得进也,bu'de'jin'ye
不得力贤,bu'de'li'xian
不得为高,bu'de'wei'gao
不得毋与女及若言,bu'de'wu'yu'nv'ji'ruo'yan
不得也,bu'de'ye
不得则危,bu'de'ze'wei
不得增其功焉,bu'de'zeng'qi'gong'yan
不得制也,bu'de'zhi'ye
不动而疾,bu'dong'er'ji
不动力,bu'dong'li
不动以为道,bu'dong'yi'wei'dao
不动则望有廧,bu'dong'ze'wang'you'qiang
不夺民财,bu'duo'min'cai
不阿党,bu'e'dang
不伐,bu'fa
布法出宪,bu'fa'chu'xian
不法法,bu'fa'fa
不发于名声,bu'fa'yu'ming'sheng
不烦不扰,bu'fan'bu'rao
不方之政,bu'fang'zhi'zheng
不逢天灾,bu'feng'tian'zai
不辅其过,bu'fu'qi'guo
不夫其时然后富,bu'fu'qi'shi'ran'hou'fu
不服于天子,bu'fu'yu'tian'zi
不敢爱其死,bu'gan'ai'qi'si
不敢蔽贤有私行,bu'gan'bi'xian'you'si'xing
不敢畜连乘车,bu'gan'chu'lian'cheng'che
不敢杜其门而守其户也,bu'gan'du'qi'men'er'shou'qi'hu'ye
不敢服其服,bu'gan'fu'qi'fu
不敢解怠行邪,bu'gan'jie'dai'xing'xie
不敢进也,bu'gan'jin'ye
不敢就舍,bu'gan'jiu'she
不敢论其德行之高卑有故,bu'gan'lun'qi'de'xing'zhi'gao'bei'you'gu
不敢宁居,bu'gan'ning'ju
不敢杀也,bu'gan'sha'ye
不敢擅为非,bu'gan'shan'wei'fei
不敢擅也,bu'gan'shan'ye
不敢试也,bu'gan'shi'ye
不敢用其财,bu'gan'yong'qi'cai
不敢有幸心,bu'gan'you'xing'xin
不敢转其力,bu'gan'zhuan'qi'li
不高不行,bu'gao'bu'xing
不告之以时,bu'gao'zhi'yi'shi
不塥不灰,bu'ge'bu'hui
不更其道,bu'geng'qi'dao
不更其节,bu'geng'qi'jie
不攻不备,bu'gong'bu'bei
不恭祖旧,bu'gong'zu'jiu
不苟为辩,bu'gou'wei'bian
不苟为难,bu'gou'wei'nan
不顾,bu'gu
不顾小物,bu'gu'xiao'wu
不广闲,bu'guang'xian
不规其道,bu'gui'qi'dao
不贵其人博学也,bu'gui'qi'ren'bo'xue'ye
不过八日,bu'guo'ba'ri
不过九日,bu'guo'jiu'ri
不过六日,bu'guo'liu'ri
不过七日,bu'guo'qi'ri
不过四日,bu'guo'si'ri
不还山则因,bu'hai'shan'ze'yin
不好立大义,bu'hao'li'da'yi
不和不生,bu'he'bu'sheng
不合于法则止,bu'he'yu'fa'ze'zhi
不户说也,bu'hu'shuo'ye
不缓怠,bu'huan'dai
不毁其辞,bu'hui'qi'ci
不亟,bu'ji
不集谷则死,bu'ji'gu'ze'si
不茍聚,bu'ji'ju
不计其可否,bu'ji'qi'ke'fou
不忌于辱,bu'ji'yu'ru
不及者在门,bu'ji'zhe'zai'men
捕奸遁,bu'jian'dun
不践其国,bu'jian'qi'guo
不见其塞,bu'jian'qi'sai
不见其形,bu'jian'qi'xing
不鉴四方,bu'jian'si'fang
不见也,bu'jian'ye
不见异物而迁焉,bu'jian'yi'wu'er'qian'yan
不见于色,bu'jian'yu'se
不彊民以其所恶,bu'jiang'min'yi'qi'suo'e
不彊民以其所恶也,bu'jiang'min'yi'qi'suo'e'ye
不教顺则不乡意,bu'jiao'shun'ze'bu'xiang'yi
不结纽,bu'jie'niu
不洁则神不处,bu'jie'ze'shen'bu'chu
不禁而止,bu'jin'er'zhi
不尽力于君则不亲信,bu'jin'li'yu'jun'ze'bu'qin'xin
不谨于附近而欲求远者,bu'jin'yu'fu'jin'er'yu'qiu'yuan'zhe
不敬老而营富,bu'jing'lao'er'ying'fu
不竞于兵,bu'jing'yu'bing
不敬宗庙,bu'jing'zong'miao
不可,bu'ke
不可蔽匿,bu'ke'bi'ni
不可不察也,bu'ke'bu'cha'ye
不可不谨也,bu'ke'bu'jin'ye
不可不慎,bu'ke'bu'shen
不可不审也,bu'ke'bu'shen'ye
不可藏而舍也,bu'ke'cang'er'she'ye
不可差以长短,bu'ke'cha'yi'chang'duan
不可常居也,bu'ke'chang'ju'ye
不可得,bu'ke'de
不可得泉,bu'ke'de'quan
不可得也,bu'ke'de'ye
不可遁逃以为不善,bu'ke'dun'tao'yi'wei'bu'shan
不可废舍也,bu'ke'fei'she'ye
不可废也,bu'ke'fei'ye
不可服,bu'ke'fu
不可扶以绳,bu'ke'fu'yi'sheng
不可复振也,bu'ke'fu'zhen'ye
不可改也,bu'ke'gai'ye
不可呼以声,bu'ke'hu'yi'sheng
不可解而后解,bu'ke'jie'er'hou'jie
不可举大事,bu'ke'ju'da'shi
不可量,bu'ke'liang
不可临也,bu'ke'lin'ye
不可名而山,bu'ke'ming'er'shan
不可平以准,bu'ke'ping'yi'zhun
不可弃其父母,bu'ke'qi'qi'fu'mu
不可欺以轻重,bu'ke'qi'yi'qing'zhong
不可欺者智也,bu'ke'qi'zhe'zhi'ye
不可巧以诈伪,bu'ke'qiao'yi'zha'wei
不可善也,bu'ke'shan'ye
不可胜救也,bu'ke'sheng'jiu'ye
不可胜收也,bu'ke'sheng'shou'ye
不可使而为工,bu'ke'shi'er'wei'gong
不可使用国,bu'ke'shi'yong'guo
不可使杂处,bu'ke'shi'za'chu
不可使主兵,bu'ke'shi'zhu'bing
不可数,bu'ke'shu
不可为数,bu'ke'wei'shu
不可贤也,bu'ke'xian'ye
不可修也,bu'ke'xiu'ye
不可掩也,bu'ke'yan'ye
不可以兵独攻而取也,bu'ke'yi'bing'du'gong'er'qu'ye
不可以不审,bu'ke'yi'bu'shen
不可以不慎富,bu'ke'yi'bu'shen'fu
不可以不慎民,bu'ke'yi'bu'shen'min
不可以常知观也,bu'ke'yi'chang'zhi'guan'ye
不可以独名,bu'ke'yi'du'ming
不可以嫁子,bu'ke'yi'jia'zi
不可以教民,bu'ke'yi'jiao'min
不可以皆贵,bu'ke'yi'jie'gui
不可以进取,bu'ke'yi'jin'qu
不可亦诺,bu'ke'yi'nuo
不可以求方,bu'ke'yi'qiu'fang
不可亦求之,bu'ke'yi'qiu'zhi
不可以求直,bu'ke'yi'qiu'zhi
不可以失此术也,bu'ke'yi'shi'ci'shu'ye
不可以仕任,bu'ke'yi'shi'ren
不可以授国柄,bu'ke'yi'shou'guo'bing
不可以为大功,bu'ke'yi'wei'da'gong
不可以为大善,bu'ke'yi'wei'da'shan
不可以为道,bu'ke'yi'wei'dao
不可以为国,bu'ke'yi'wei'guo
不可以为政,bu'ke'yi'wei'zheng
不可以言名,bu'ke'yi'yan'ming
不可以一日违也,bu'ke'yi'yi'ri'wei'ye
不可以约取也,bu'ke'yi'yue'qu'ye
不可与都邑,bu'ke'yu'du'yi
不可与交,bu'ke'yu'jiao
不可与尊位,bu'ke'yu'zun'wei
不可约也,bu'ke'yue'ye
不可则已,bu'ke'ze'yi
不可则止,bu'ke'ze'zhi
不可止以力,bu'ke'zhi'yi'li
不空地利,bu'kong'di'li
不劳其知巧以为玩好,bu'lao'qi'zhi'qiao'yi'wei'wan'hao
不劳意,bu'lao'yi
不劳则民自试,bu'lao'ze'min'zi'shi
不类,bu'lei
不类无德,bu'lei'wu'de
不类无能,bu'lei'wu'neng
不离不坼,bu'li'bu'che
不疠雏鷇,bu'li'chu'kou
不利以作堂,bu'li'yi'zuo'tang
不利作土功之事,bu'li'zuo'tu'gong'zhi'shi
不利作土工之事,bu'li'zuo'tu'gong'zhi'shi
不列地,bu'lie'di
布令必行,bu'ling'bi'xing
不令也,bu'ling'ye
不留今,bu'liu'jin
不乱而亡者,bu'luan'er'wang'zhe
不乱民功,bu'luan'min'gong
不乱于天下,bu'luan'yu'tian'xia
不论才能,bu'lun'cai'neng
不论功能,bu'lun'gong'neng
不论其理义,bu'lun'qi'li'yi
不论志行,bu'lun'zhi'xing
不虑则不生,bu'lv'ze'bu'sheng
不满其量,bu'man'qi'liang
不满术者谓之里,bu'man'shu'zhe'wei'zhi'li
不弥人争,bu'mi'ren'zheng
不免于内乱,bu'mian'yu'nei'luan
不免于死亡之患,bu'mian'yu'si'wang'zhi'huan
不免于外难,bu'mian'yu'wai'nan
不敏不及事,bu'min'bu'ji'shi
不明分职,bu'ming'fen'zhi
不明鬼神,bu'ming'gui'shen
不明于敌人之将,bu'ming'yu'di'ren'zhi'jiang
不明于敌人之情,bu'ming'yu'di'ren'zhi'qing
不明于敌人之士,bu'ming'yu'di'ren'zhi'shi
不明于法,bu'ming'yu'fa
不明于化,bu'ming'yu'hua
不明于计数,bu'ming'yu'ji'shu
不明于决塞,bu'ming'yu'jue'sai
不明于象,bu'ming'yu'xiang
不明于心术,bu'ming'yu'xin'shu
不明于则,bu'ming'yu'ze
不慕古,bu'mu'gu
不牧之民,bu'mu'zhi'min
不耐自生者,bu'nai'zi'sheng'zhe
不难毁法亏令,bu'nan'hui'fa'kui'ling
不挠富贵,bu'nao'fu'gui
不能,bu'neng
不能废法而治国,bu'neng'fei'fa'er'zhi'guo
不能废规矩而正方圜,bu'neng'fei'gui'ju'er'zheng'fang'huan
不能加也,bu'neng'jia'ye
不能彊其兵,bu'neng'jiang'qi'bing
不能尽教者,bu'neng'jin'jiao'zhe
不能久而乐始,bu'neng'jiu'er'le'shi
不能利適,bu'neng'li'shi
不能令人毋攻我,bu'neng'ling'ren'wu'gong'wo
不能其事而失其职者,bu'neng'qi'shi'er'shi'qi'zhi'zhe
不能守也,bu'neng'shou'ye
不能退也,bu'neng'tui'ye
不能违时,bu'neng'wei'shi
不能为政者,bu'neng'wei'zheng'zhe
不能为之,bu'neng'wei'zhi
不能勿恶也,bu'neng'wu'e'ye
不能相用,bu'neng'xiang'yong
不能以为可好,bu'neng'yi'wei'ke'hao
不能用敌,bu'neng'yong'di
不能用敌者穷,bu'neng'yong'di'zhe'qiong
不能兆其端者菑及之,bu'neng'zhao'qi'duan'zhe'zi'ji'zhi
不能正天下,bu'neng'zheng'tian'xia
不能止待,bu'neng'zhi'dai
不能治其民,bu'neng'zhi'qi'min
不能致器者,bu'neng'zhi'qi'zhe
不能致器者困,bu'neng'zhi'qi'zhe'kun
不能制人,bu'neng'zhi'ren
不能自生者,bu'neng'zi'sheng'zhe
不能罪身者,bu'neng'zui'shen'zhe
不孽疏远,bu'nie'shu'yuan
不泞车轮,bu'ning'che'lun
不凝于体色,bu'ning'yu'ti'se
不辟死亡,bu'pi'si'wang
不平其称,bu'ping'qi'cheng
不迫乎恶,bu'po'hu'e
不欺其民,bu'qi'qi'min
不欺其民也,bu'qi'qi'min'ye
不蕲亡己,bu'qi'wang'ji
不强进,bu'qiang'jin
不亲信则言不听,bu'qin'xin'ze'yan'bu'ting
不勤于兵,bu'qin'yu'bing
不亲则不明,bu'qin'ze'bu'ming
不轻侮诸侯,bu'qing'wu'zhu'hou
不求不可得,bu'qiu'bu'ke'de
不求不可得者,bu'qiu'bu'ke'de'zhe
不求而约,bu'qiu'er'yue
不求其大,bu'qiu'qi'da
不求其观,bu'qiu'qi'guan
不求其观也,bu'qiu'qi'guan'ye
不求其美,bu'qiu'qi'mei
补缺塞坼,bu'que'sai'che
不然,bu'ran
不然不得,bu'ran'bu'de
不然也,bu'ran'ye
不然则羽卵者段,bu'ran'ze'yu'luan'zhe'duan
不然则长子死,bu'ran'ze'zhang'zi'si
不然则尊爵重禄也,bu'ran'ze'zun'jue'zhong'lu'ye
不攘夺,bu'rang'duo
不让事,bu'rang'shi
不扰则民自循,bu'rao'ze'min'zi'xun
不人告也,bu'ren'gao'ye
不任其所短,bu'ren'qi'suo'duan
不仁群处,bu'ren'qun'chu
不忍水旱,bu'ren'shui'han
补人之不足者,bu'ren'zhi'bu'zu'zhe
不日不月,bu'ri'bu'yue
不容数日之行,bu'rong'shu'ri'zhi'xing
不如霸国者,bu'ru'ba'guo'zhe
不如当时,bu'ru'dang'shi
不如厚于人,bu'ru'hou'yu'ren
不如其寡也,bu'ru'qi'gua'ye
不入齐国,bu'ru'qi'guo
不如三上以十分之二,bu'ru'san'shang'yi'shi'fen'zhi'er
不如三土以十分之六,bu'ru'san'tu'yi'shi'fen'zhi'liu
不如三土以十分之七,bu'ru'san'tu'yi'shi'fen'zhi'qi
不如三土以十分之四,bu'ru'san'tu'yi'shi'fen'zhi'si
不如三土以十分之五,bu'ru'san'tu'yi'shi'fen'zhi'wu
不如为善于家,bu'ru'wei'shan'yu'jia
不如为善于里,bu'ru'wei'shan'yu'li
不如毋夺其事,bu'ru'wu'duo'qi'shi
不如毋夺时,bu'ru'wu'duo'shi
不如与之,bu'ru'yu'zhi
不如拙规矩之正方圜也,bu'ru'zhuo'gui'ju'zhi'zheng'fang'huan'ye
不若其已也,bu'ruo'qi'yi'ye
不若三土以十分之二,bu'ruo'san'tu'yi'shi'fen'zhi'er
不若三土以十分之三,bu'ruo'san'tu'yi'shi'fen'zhi'san
不若三土以十分之四,bu'ruo'san'tu'yi'shi'fen'zhi'si
不杀不辜,bu'sha'bu'gu
不杀太子危,bu'sha'tai'zi'wei
不善,bu'shan
不擅功,bu'shan'gong
不善人在则乱,bu'shan'ren'zai'ze'luan
不审不聪,bu'shen'bu'cong
不审不聪则缪,bu'shen'bu'cong'ze'miu
不审此三者,bu'shen'ci'san'zhe
不审其罪过,bu'shen'qi'zui'guo
不胜其任者废免,bu'sheng'qi'ren'zhe'fei'mian
不生粟之国亡,bu'sheng'su'zhi'guo'wang
不试不藏,bu'shi'bu'cang
不失成功,bu'shi'cheng'gong
不失成命,bu'shi'cheng'ming
不失地利,bu'shi'di'li
不失地利若何,bu'shi'di'li'ruo'he
不使而成,bu'shi'er'cheng
不时而胜,bu'shi'er'sheng
不失其法然后治,bu'shi'qi'fa'ran'hou'zhi
不识其故何也,bu'shi'qi'gu'he'ye
不失其期,bu'shi'qi'qi
不失其事而无有其名,bu'shi'qi'shi'er'wu'you'qi'ming
不适其意,bu'shi'qi'yi
不恃权与之国,bu'shi'quan'yu'zhi'guo
不是失也,bu'shi'shi'ye
不失天时,bu'shi'tian'shi
不事贤,bu'shi'xian
不事心,bu'shi'xin
不失有德,bu'shi'you'de
不仕与耕者近门,bu'shi'yu'geng'zhe'jin'men
不时则静,bu'shi'ze'jing
不受,bu'shou
不受也,bu'shou'ye
不顺于常者,bu'shun'yu'chang'zhe
不思不虑,bu'si'bu'lv
不死节,bu'si'jie
不私近亲,bu'si'jin'qin
不私其利,bu'si'qi'li
不随其功,bu'sui'qi'gong
不贪于土,bu'tan'yu'tu
不听而国亡,bu'ting'er'guo'wang
不听国政,bu'ting'guo'zheng
不听于天,bu'ting'yu'tian
不听钟鼓,bu'ting'zhong'gu
不同,bu'tong
不通此四者,bu'tong'ci'si'zhe
不同法,bu'tong'fa
不同乎,bu'tong'hu
不通人情以质疑,bu'tong'ren'qing'yi'zhi'yi
不通四邻诸侯之义,bu'tong'si'lin'zhu'hou'zhi'yi
不通于若计者,bu'tong'yu'ruo'ji'zhe
不通诸侯四邻之义,bu'tong'zhu'hou'si'lin'zhi'yi
不偷取一世,bu'tou'qu'yi'shi
不偷取一世也,bu'tou'qu'yi'shi'ye
不抟不听,bu'tuan'bu'ting
不推而往,bu'tui'er'wang
不忘其功,bu'wang'qi'gong
不忘其劳,bu'wang'qi'lao
不妄行,bu'wang'xing
不忘于后世,bu'wang'yu'hou'shi
不为爱官职,bu'wei'ai'guan'zhi
不为爱金财,bu'wei'ai'jin'cai
不为爱民亏其法,bu'wei'ai'min'kui'qi'fa
不为爱民枉法律,bu'wei'ai'min'wang'fa'lv
不为爱亲危其社稷,bu'wei'ai'qin'wei'qi'she'ji
不为爱人枉其法,bu'wei'ai'ren'wang'qi'fa
不为爱重禄,bu'wei'ai'zhong'lu
不为爱尊爵,bu'wei'ai'zun'jue
不为不可成,bu'wei'bu'ke'cheng
不为不可成者,bu'wei'bu'ke'cheng'zhe
不为不肖,bu'wei'bu'xiao
不畏恶亲闻容,bu'wei'e'qin'wen'rong
不为而成,bu'wei'er'cheng
不为惠于法之内,bu'wei'hui'yu'fa'zhi'nei
不为惠于法之内也,bu'wei'hui'yu'fa'zhi'nei'ye
不为爵禄分威权,bu'wei'jue'lu'fen'wei'quan
不为君欲变其令,bu'wei'jun'yu'bian'qi'ling
不为六者变更于号令,bu'wei'liu'zhe'bian'geng'yu'hao'ling
不为六者疑错斧钺,bu'wei'liu'zhe'yi'cuo'fu'yue
不为六者疑错于斧钺,bu'wei'liu'zhe'yi'cuo'yu'fu'yue
不为六者益损禄赏,bu'wei'liu'zhe'yi'sun'lu'shang
不为六者益损于禄赏,bu'wei'liu'zhe'yi'sun'yu'lu'shang
不违其马,bu'wei'qi'ma
不为亲戚故贵易其法,bu'wei'qin'qi'gu'gui'yi'qi'fa
不为亲戚后社稷,bu'wei'qin'qi'hou'she'ji
不为损短,bu'wei'sun'duan
不为物使,bu'wei'wu'shi
不为无益之事,bu'wei'wu'yi'zhi'shi
不为益长,bu'wei'yi'chang
不为重宝分其威,bu'wei'zhong'bao'fen'qi'wei
不为重爵禄分其威,bu'wei'zhong'jue'lu'fen'qi'wei
不闻爱其弟,bu'wen'ai'qi'di
不闻不足,bu'wen'bu'zu
不闻敬老国良,bu'wen'jing'lao'guo'liang
不闻其声,bu'wen'qi'sheng
不闻有余,bu'wen'you'yu
不悟,bu'wu
不务地利,bu'wu'di'li
不务竭能,bu'wu'jie'neng
不务尽力,bu'wu'jin'li
不污手足,bu'wu'shou'zu
不恶死,bu'wu'si
不务天时,bu'wu'tian'shi
不诬无罪,bu'wu'wu'zui
不务以多胜少,bu'wu'yi'duo'sheng'shao
不务以文胜情,bu'wu'yi'wen'sheng'qing
不无有三分而去其乘,bu'wu'you'san'fen'er'qu'qi'cheng
不诬于上,bu'wu'yu'shang
不务则不成,bu'wu'ze'bu'cheng
不务尊君也,bu'wu'zun'jun'ye
不喜不怒,bu'xi'bu'nu
不先陈也,bu'xian'chen'ye
不先军也,bu'xian'jun'ye
不险山河,bu'xian'shan'he
不相告而知,bu'xiang'gao'er'zhi
不肖不分,bu'xiao'bu'fen
不肖恶得不化,bu'xiao'e'de'bu'hua
不肖固事贤,bu'xiao'gu'shi'xian
不孝则不臣矣,bu'xiao'ze'bu'chen'yi
不肖者不敢受官,bu'xiao'zhe'bu'gan'shou'guan
不肖者多,bu'xiao'zhe'duo
不肖者困废而莫之能举,bu'xiao'zhe'kun'fei'er'mo'zhi'neng'ju
不肖之君不能胜六攻而立三器,bu'xiao'zhi'jun'bu'neng'sheng'liu'gong'er'li'san'qi
不信圣人之言也,bu'xin'sheng'ren'zhi'yan'ye
不行不可复,bu'xing'bu'ke'fu
不行不可复者,bu'xing'bu'ke'fu'zhe
不幸而好色,bu'xing'er'hao'se
不幸而失仲父也,bu'xing'er'shi'zhong'fu'ye
不行令者死,bu'xing'ling'zhe'si
不行其野,bu'xing'qi'ye
不行制,bu'xing'zhi
不修天道,bu'xiu'tian'dao
不修先故,bu'xiu'xian'gu
不修于兵革,bu'xiu'yu'bing'ge
不修之此,bu'xiu'zhi'ci
不许,bu'xu
不虚则仵于物矣,bu'xu'ze'wu'yu'wu'yi
不须舟辑,bu'xu'zhou'ji
不言其外,bu'yan'qi'wai
不言于聪明,bu'yan'yu'cong'ming
不言之声,bu'yan'zhi'sheng
不言之言,bu'yan'zhi'yan
不养而出离者几何人,bu'yang'er'chu'li'zhe'ji'he'ren
不夭麑,bu'yao'ni
不宜,bu'yi
不以不善归人者,bu'yi'bu'shan'gui'ren'zhe
不义不胜人,bu'yi'bu'sheng'ren
不义而得,bu'yi'er'de
不以法令案功劳,bu'yi'fa'ling'an'gong'lao
不以法令案罪过,bu'yi'fa'ling'an'zui'guo
不以官乱心,bu'yi'guan'luan'xin
不以官为事,bu'yi'guan'wei'shi
不亦难乎,bu'yi'nan'hu
不以其道,bu'yi'qi'dao
不依其乐,bu'yi'qi'le
不以其理动者,bu'yi'qi'li'dong'zhe
不以伤年,bu'yi'shang'nian
不以私论,bu'yi'si'lun
不一图国,bu'yi'tu'guo
不一图其国,bu'yi'tu'qi'guo
不以为深,bu'yi'wei'shen
不以闻者有罚,bu'yi'wen'zhe'you'fa
不以物乱官,bu'yi'wu'luan'guan
不以毋实虚受者,bu'yi'wu'shi'xu'shou'zhe
不以小缺为伤,bu'yi'xiao'que'wei'shang
不义亦求之,bu'yi'yi'qiu'zhi
不以与人者殆,bu'yi'yu'ren'zhe'dai
不义则已,bu'yi'ze'yi
不义则止,bu'yi'ze'zhi
不仪之毋助,bu'yi'zhi'wu'zhu
不一至于庭,bu'yi'zhi'yu'ting
不以逐子伤义,bu'yi'zhu'zi'shang'yi
不引而来,bu'yin'er'lai
不淫意于法之外,bu'yin'yi'yu'fa'zhi'wai
不用兵革,bu'yong'bing'ge
不用其力,bu'yong'qi'li
不用其区区,bu'yong'qi'qu'qu
不用上令者,bu'yong'shang'ling'zhe
不用则者危,bu'yong'ze'zhe'wei
不忧不图,bu'you'bu'tu
不有而丑天地,bu'you'er'chou'tian'di
不友善士,bu'you'shan'shi
不有私,bu'you'si
不忧以德则民多怨,bu'you'yi'de'ze'min'duo'yuan
不庾,bu'yu
不欲,bu'yu
不与大虑始,bu'yu'da'lv'shi
不予而与战,bu'yu'er'yu'zhan
不与其事,bu'yu'qi'shi
不遇人窖,bu'yu'ren'jiao
不与善人,bu'yu'shan'ren
不与图难犯危,bu'yu'tu'nan'fan'wei
不与万物异理,bu'yu'wan'wu'yi'li
不欲为事,bu'yu'wei'shi
不欲为言,bu'yu'wei'yan
不与下诚也,bu'yu'xia'cheng'ye
不远道里,bu'yuan'dao'li
不远而难极也,bu'yuan'er'nan'ji'ye
捕援货人,bu'yuan'huo'ren
不远千里,bu'yuan'qian'li
不月长,bu'yue'chang
不在其多也,bu'zai'qi'duo'ye
不在所宾,bu'zai'suo'bin
不早为图,bu'zao'wei'tu
不择畴所,bu'ze'chou'suo
不择君而使,bu'ze'jun'er'shi
不择人而取之,bu'ze'ren'er'qu'zhi
不择人而予之,bu'ze'ren'er'yu'zhi
不择乡而处,bu'ze'xiang'er'chu
不璋两原,bu'zhang'liang'yuan
不召而来,bu'zhao'er'lai
不召而至,bu'zhao'er'zhi
步者百日,bu'zhe'bai'ri
步者十日,bu'zhe'shi'ri
不正广其荒,bu'zheng'guang'qi'huang
布政有均,bu'zheng'you'jun
不治必乱,bu'zhi'bi'luan
不知兵权者也,bu'zhi'bing'quan'zhe'ye
布织不可得而衣,bu'zhi'bu'ke'de'er'yi
不治而昌,bu'zhi'er'chang
不知法不可,bu'zhi'fa'bu'ke
不知化不可,bu'zhi'hua'bu'ke
不知计数不可,bu'zhi'ji'shu'bu'ke
不知节不可,bu'zhi'jie'bu'ke
不知决塞不可,bu'zhi'jue'sai'bu'ke
不知来者视之往,bu'zhi'lai'zhe'shi'zhi'wang
不知量,bu'zhi'liang
不致其度,bu'zhi'qi'du
不知其陷于恶也,bu'zhi'qi'xian'yu'e'ye
不知亲疏,bu'zhi'qin'shu
不知任不知器不可,bu'zhi'ren'bu'zhi'qi'bu'ke
不只山川,bu'zhi'shan'chuan
不知四害之服奈何,bu'zhi'si'hai'zhi'fu'nai'he
不知四时,bu'zhi'si'shi
不知所错,bu'zhi'suo'cuo
布之天下,bu'zhi'tian'xia
不知为之之术也,bu'zhi'wei'zhi'zhi'shu'ye
不知五谷之故,bu'zhi'wu'gu'zhi'gu
不知象不可,bu'zhi'xiang'bu'ke
不知心术不可,bu'zhi'xin'shu'bu'ke
不知也,bu'zhi'ye
不知则不可,bu'zhi'ze'bu'ke
不知则已,bu'zhi'ze'yi
不知贼,bu'zhi'zei
不重爱人,bu'zhong'ai'ren
不重恶人,bu'zhong'e'ren
不中者死,bu'zhong'zhe'si
不重之结,bu'zhong'zhi'jie
不诛不贞,bu'zhu'bu'zhen
不自度也,bu'zi'du'ye
不自进,bu'zi'jin
不自举也,bu'zi'ju'ye
不自以为所贵,bu'zi'yi'wei'suo'gui
不纵欲,bu'zong'yu
不足不可益也,bu'zu'bu'ke'yi'ye
不足赖也,bu'zu'lai'ye
不足恃也,bu'zu'shi'ye
不足守也,bu'zu'shou'ye
不足信也,bu'zu'xin'ye
不足以固守,bu'zu'yi'gu'shou
不足以飨鬼神,bu'zu'yi'xiang'gui'shen
不足以应敌,bu'zu'yi'ying'di
不足以有众,bu'zu'yi'you'zhong
不足以自食也,bu'zu'yi'zi'shi'ye
不足用也,bu'zu'yong'ye
不足曰亏令,bu'zu'yue'kui'ling
不作无补之功,bu'zuo'wu'bu'zhi'gong
财安可有,cai'an'ke'you
财币足之,cai'bi'zu'zhi
财不盖天下,cai'bu'gai'tian'xia
裁大者众之所比也,cai'da'zhe'zhong'zhi'suo'bi'ye
财多而过寡矣,cai'duo'er'guo'gua'yi
财盖天下,cai'gai'tian'xia
财厚博惠,cai'hou'bo'hui
财厚而备足,cai'hou'er'bei'zu
财厚而养足,cai'hou'er'yang'zu
财竭则不能毋侵夺,cai'jie'ze'bu'neng'wu'qin'duo
财匮而令虐,cai'kui'er'ling'nue
财匮生薄,cai'kui'sheng'bo
财力之贡于上,cai'li'zhi'gong'yu'shang
才能之人去亡,cai'neng'zhi'ren'qu'wang
材女乐三千人,cai'nv'yue'san'qian'ren
财无砥墆,cai'wu'di'zhi
财用不足,cai'yong'bu'zu
材振四海,cai'zhen'si'hai
财之所归也,cai'zhi'suo'gui'ye
憯毒之使,can'du'zhi'shi
参国故为三军,can'guo'gu'wei'san'jun
参国奈何,can'guo'nai'he
参患第二十八,can'huan'di'er'shi'ba
参其国而伍其鄙,can'qi'guo'er'wu'qi'bi
参伍相德而周举之,can'wu'xiang'de'er'zhou'ju'zhi
参伍于天地之无私也,can'wu'yu'tian'di'zhi'wu'si'ye
参徙成国,can'xi'cheng'guo
参宥而后弊,can'you'er'hou'bi
参于日月,can'yu'ri'yue
残贼进取之人起矣,can'zei'jin'qu'zhi'ren'qi'yi
藏薄纯,cang'bo'chun
藏不忍,cang'bu'ren
藏慈厚,cang'ci'hou
藏恭敬,cang'gong'jing
藏竭则主权衰,cang'jie'ze'zhu'quan'shuai
仓库满实,cang'ku'man'shi
仓廪空虚,cang'lin'kong'xu
仓廪实,cang'lin'shi
