艾封人之子也,ai'feng'ren'zhi'zi'ye
不知吾所以然而然,bu'zhi'wu'suo'yi'ran'er'ran
不知先生之洗我以善邪,bu'zhi'xian'sheng'zhi'xi'wo'yi'shan'xie
不至以月数,bu'zhi'yi'yue'shu
不知义之所适,bu'zhi'yi'zhi'suo'shi
不知应我也,bu'zhi'ying'wo'ye
不止于万,bu'zhi'yu'wan
不知至人之以是为己桎梏邪,bu'zhi'zhi'ren'zhi'yi'shi'wei'ji'zhi'gu'xie
不知周也,bu'zhi'zhou'ye
不知周之梦为胡蝶与,bu'zhi'zhou'zhi'meng'wei'hu'die'yu
不终日而不知病之去也,bu'zhong'ri'er'bu'zhi'bing'zhi'qu'ye
不主常声,bu'zhu'chang'sheng
不主故常,bu'zhu'gu'chang
不状其过以不当存者寡,bu'zhuang'qi'guo'yi'bu'dang'cun'zhe'gua
不自得而得彼者,bu'zi'de'er'de'bi'zhe
不自虑也,bu'zi'lv'ye
不自说也,bu'zi'shuo'ye
不自为也,bu'zi'wei'ye
不自许,bu'zi'xu
不足多也,bu'zu'duo'ye
不足故求之,bu'zu'gu'qiu'zhi
不足活身,bu'zu'huo'shen
不足以厚民,bu'zu'yi'hou'min
不足以滑成,bu'zu'yi'hua'cheng
不足以极其深,bu'zu'yi'ji'qi'shen
不足以举其大,bu'zu'yi'ju'qi'da
不足以丧吾存,bu'zu'yi'sang'wu'cun
不足以为辩,bu'zu'yi'wei'bian
不足以为广,bu'zu'yi'wei'guang
不足以用天下,bu'zu'yi'yong'tian'xia
不足以自反邪,bu'zu'yi'zi'fan'xie
财不足则盗,cai'bu'zu'ze'dao
财积而无用,cai'ji'er'wu'yong
采色不定,cai'se'bu'ding
财用有余而不知其所自来,cai'yong'you'yu'er'bu'zhi'qi'suo'zi'lai
材与不材之间,cai'yu'bu'cai'zhi'jian
惨怛之疾,can'da'zhi'ji
参寥闻之疑始,can'liao'wen'zhi'yi'shi
参日而后能外天下,can'ri'er'hou'neng'wai'tian'xia
参万岁而一成纯,can'wan'sui'er'yi'cheng'chun
藏不虞以生心,cang'bu'yu'yi'sheng'xin
藏金于山,cang'jin'yu'shan
藏其身也,cang'qi'shen'ye
藏其血,cang'qi'xue
藏山于泽,cang'shan'yu'ze
苍梧已北,cang'wu'yi'bei
藏小大有宜,cang'xiao'da'you'yi
藏珠于渊,cang'zhu'yu'yuan
草木不待黄而落,cao'mu'bu'dai'huang'er'luo
草木怒生,cao'mu'nu'sheng
草木遂长,cao'mu'sui'chang
草木之倒植者过半而不知其然,cao'mu'zhi'dao'zhi'zhe'guo'ban'er'bu'zhi'qi'ran
操瓢而乞者,cao'piao'er'qi'zhe
草食之兽,cao'shi'zhi'shou
草饮水,cao'yin'shui
操有时之具,cao'you'shi'zhi'ju
操之则栗,cao'zhi'ze'li
操舟可学邪,cao'zhou'ke'xue'xie
曾不如早索我于枯鱼之肆,ceng'bu'ru'zao'suo'wo'yu'ku'yu'zhi'si
察而审,cha'er'shen
察毫末,cha'hao'mo
察乎盈虚,cha'hu'ying'xu
差其时,cha'qi'shi
察士无凌谇之事则不乐,cha'shi'wu'ling'sui'zhi'shi'ze'bu'le
察子则人也,cha'zi'ze'ren'ye
柴立其中央,chai'li'qi'zhong'yang
柴生乎守,chai'sheng'hu'shou
澶漫为乐,chan'man'wei'le
常钓也,chang'diao'ye
长短,chang'duan
长短何如,chang'duan'he'ru
长而不宰,chang'er'bu'zai
长而明仁义之行,chang'er'ming'ren'yi'zhi'xing
长好恶,chang'hao'wu
常和人而已矣,chang'he'ren'er'yi'yi
苌弘,chang'hong
苌弘死于蜀,chang'hong'si'yu'shu
长乎性,chang'hu'xing
常季问于仲尼曰,chang'ji'wen'yu'zhong'ni'yue
常季曰,chang'ji'yue
猖狂不知所往,chang'kuang'bu'zhi'suo'wang
猖狂妄行,chang'kuang'wang'xing
常然者,chang'ran'zhe
常人之所不违,chang'ren'zhi'suo'bu'wei
尝试论之,chang'shi'lun'zhi
尝试为寡人为之,chang'shi'wei'gua'ren'wei'zhi
尝试言之,chang'shi'yan'zhi
尝试与来,chang'shi'yu'lai
尝试凿之,chang'shi'zao'zhi
尝为汝议乎其将,chang'wei'ru'yi'hu'qi'jiang
长梧封人问子牢曰,chang'wu'feng'ren'wen'zi'lao'yue
长梧子曰,chang'wu'zi'yue
长先而少从,chang'xian'er'shao'cong
尝相与无为乎,chang'xiang'yu'wu'wei'hu
尝相与游乎无有之宫,chang'xiang'yu'you'hu'wu'you'zhi'gong
尝言,chang'yan
尝以语我来,chang'yi'yu'wo'lai
常因自然而不益生也,chang'yin'zi'ran'er'bu'yi'sheng'ye
尝又与来,chang'you'yu'lai
昌寓骖乘,chang'yu'can'cheng
尝语君吾相狗也,chang'yu'jun'wu'xiang'gou'ye
尝与汝登高山,chang'yu'ru'deng'gao'shan
长于上古而不为老,chang'yu'shang'gu'er'bu'wei'lao
长于上古而不为寿,chang'yu'shang'gu'er'bu'wei'shou
长于水而安于水,chang'yu'shui'er'an'yu'shui
常卒乎鄙,chang'zu'hu'bi
常卒乎乱,chang'zu'hu'luan
常卒乎阴,chang'zu'hu'yin
朝彻而后能见独,chao'che'er'hou'neng'jian'du
怊乎若婴儿之失其母也,chao'hu'ruo'ying'er'zhi'shi'qi'mu'ye
朝令而夜循,chao'ling'er'ye'xun
朝三,chao'san
朝三而暮四,chao'san'er'mu'si
朝廷尚尊,chao'ting'shang'zun
超轶绝尘,chao'yi'jue'chen
车轨结乎千里之外,che'gui'jie'hu'qian'li'zhi'wai
车马有行色,che'ma'you'xing'se
彻志之勃,che'zhi'zhi'bo
尘埃也,chen'ai'ye
臣不能以喻臣之子,chen'bu'neng'yi'yu'chen'zhi'zi
陈蔡之隘,chen'cai'zhi'ai
尘垢也,chen'gou'ye
臣将为,chen'jiang'wei
臣窃为大王薄之,chen'qie'wei'da'wang'bao'zhi
臣请南使吴越,chen'qing'nan'shi'wu'yue
臣请为君实之,chen'qing'wei'jun'shi'zhi
臣闻大王喜剑,chen'wen'da'wang'xi'jian
臣无所见,chen'wu'suo'jian
臣也以臣之事观之,chen'ye'yi'chen'zhi'shi'guan'zhi
臣以神遇而不以目视,chen'yi'shen'yu'er'bu'yi'mu'shi
臣有杀君,chen'you'sha'jun
臣有守也,chen'you'shou'ye
臣则尝能之,chen'ze'chang'neng'zhi
臣者,chen'zhe
臣之剑十步一人,chen'zhi'jian'shi'bu'yi'ren
臣之爵禄已复矣,chen'zhi'jue'lu'yi'fu'yi
臣之年二十而好捶钩,chen'zhi'nian'er'shi'er'hao'chui'gou
臣之事君,chen'zhi'shi'jun
臣之所奉皆可,chen'zhi'suo'feng'jie'ke
臣之所好者道也,chen'zhi'suo'hao'zhe'dao'ye
臣之质死久矣,chen'zhi'zhi'si'jiu'yi
臣之子亦不能受之于臣,chen'zhi'zi'yi'bu'neng'shou'zhi'yu'chen
陈诸前,chen'zhu'qian
乘彼白云,cheng'bi'bai'yun
乘驳马而偏朱蹄,cheng'bo'ma'er'pian'zhu'ti
诚不善邪,cheng'bu'shan'xie
称不足者,cheng'bu'zu'zhe
称道数当故无择称之,cheng'dao'shu'dang'gu'wu'ze'cheng'zhi
乘东维,cheng'dong'wei
成而上比,cheng'er'shang'bi
成而上比者,cheng'er'shang'bi'zhe
成固有伐,cheng'gu'you'fa
成和之修也,cheng'he'zhi'xiu'ye
成乎命,cheng'hu'ming
乘乎云气而养乎阴阳,cheng'hu'yun'qi'er'yang'hu'yin'yang
成然寐,cheng'ran'mei
程生马,cheng'sheng'ma
称天师而退,cheng'tian'shi'er'tui
成也,cheng'ye
承意不彼,cheng'yi'bu'bi
乘亦不知也,cheng'yi'bu'zhi'ye
乘以王舆,cheng'yi'wang'yu
诚有善无有哉,cheng'you'shan'wu'you'zai
成于德而不累,cheng'yu'de'er'bu'lei
乘云气,cheng'yun'qi
成则毁,cheng'ze'hui
城者既十仞矣,cheng'zhe'ji'shi'ren'yi
成者为首,cheng'zhe'wei'shou
城之大者,cheng'zhi'da'zhe
驰河也,chi'he'ye
鸱目有所适,chi'mu'you'suo'shi
驰其形性,chi'qi'xing'xing
齿如齐贝,chi'ru'qi'bei
驰万物,chi'wan'wu
鸱鸺夜撮蚤,chi'xiu'ye'cuo'zao
鸱鸦耆鼠,chi'ya'qi'shu
持以春夏,chi'yi'chun'xia
赤张满稽曰,chi'zhang'man'ji'yue
叱者,chi'zhe
驰之骤之,chi'zhi'zhou'zhi
赤子之布寡矣,chi'zi'zhi'bu'gua'yi
赤子之累多矣,chi'zi'zhi'lei'duo'yi
充满天地,chong'man'tian'di
重生,chong'sheng
重生则利轻,chong'sheng'ze'li'qing
重为任而罚不胜,chong'wei'ren'er'fa'bu'sheng
重言十七,chong'yan'shi'qi
臭腐复化为神奇,chou'fu'fu'hua'wei'shen'qi
愁其五藏以为仁义,chou'qi'wu'cang'yi'wei'ren'yi
处卑细而不惫,chu'bei'xi'er'bu'bei
除病瘦死丧忧患,chu'bing'shou'si'sang'you'huan
处不知所持,chu'bu'zhi'suo'chi
黜聪明,chu'cong'ming
出而得,chu'er'de
出而见客,chu'er'jian'ke
出而谓列子曰,chu'er'wei'lie'zi'yue
楚国之法,chu'guo'zhi'fa
出后,chu'hou
处乎无响,chu'hu'wu'xiang
除君之忧,chu'jun'zhi'you
楚狂接舆游其门曰,chu'kuang'jie'yu'you'qi'men'yue
出门上车,chu'men'shang'che
出怒不怒,chu'nu'bu'nu
怵然为戒,chu'ran'wei'jie
除日无岁,chu'ri'wu'sui
出入六,chu'ru'liu
出入无旁,chu'ru'wu'pang
处势不便,chu'shi'bu'bian
怵惕之恐,chu'ti'zhi'kong
出跳梁乎井干之上,chu'tiao'liang'hu'jing'gan'zhi'shang
楚王觞之,chu'wang'shang'zhi
楚王使大夫二人往先焉,chu'wang'shi'dai'fu'er'ren'wang'xian'yan
楚王与凡君坐,chu'wang'yu'fan'jun'zuo
楚王左右曰,chu'wang'zuo'you'yue
出为无为,chu'wei'wu'wei
出无本,chu'wu'ben
处闲旷,chu'xian'kuang
处矣,chu'yi
出于道而不谋,chu'yu'dao'er'bu'mou
出于林中,chu'yu'lin'zhong
处于天地之间,chu'yu'tian'di'zhi'jian
楚昭王失国,chu'zhao'wang'shi'guo
楚之南有冥灵者,chu'zhi'nan'you'ming'ling'zhe
穿池而养给,chuan'chi'er'yang'gei
喘喘然将死,chuan'chuan'ran'jiang'si
穿牛鼻,chuan'niu'bi
传其常情,chuan'qi'chang'qing
垂冠,chui'guan
吹剑首者,chui'jian'shou'zhe
垂衣裳,chui'yi'shang
纯白不备则神生不定,chun'bai'bu'bei'ze'shen'sheng'bu'ding
纯纯常常,chun'chun'chang'chang
纯粹而不杂,chun'cui'er'bu'za
蠢动而相使不以为赐,chun'dong'er'xiang'shi'bu'yi'wei'ci
春耕种,chun'geng'zhong
唇竭则齿寒,chun'jie'ze'chi'han
鹑居而彀食,chun'ju'er'gou'shi
春秋不变,chun'qiu'bu'bian
春秋经世先王之志,chun'qiu'jing'shi'xian'wang'zhi'zhi
春秋六经,chun'qiu'liu'jing
唇如激丹,chun'ru'ji'dan
纯素之道,chun'su'zhi'dao
春夏先,chun'xia'xian
纯也者,chun'ye'zhe
春雨日时,chun'yu'ri'shi
踔而不行,chuo'er'bu'xing
绰乎其杀也,chuo'hu'qi'sha'ye
此比干之见剖心,ci'bi'gan'zhi'jian'pou'xin
此必有异材夫,ci'bi'you'yi'cai'fu
辞不获命,ci'bu'huo'ming
此不胜天下也,ci'bu'sheng'tian'xia'ye
此不易之道也,ci'bu'yi'zhi'dao'ye
此材之患也,ci'cai'zhi'huan'ye
此朝廷之士,ci'chao'ting'zhi'shi
此乘天地,ci'cheng'tian'di
此处三焉,ci'chu'san'yan
此存身之道也,ci'cun'shen'zhi'dao'ye
此道引之士,ci'dao'yin'zhi'shi
此二士之节也,ci'er'shi'zhi'jie'ye
此二子者,ci'er'zi'zhe
此非臣之所以闻于天下也,ci'fei'chen'zhi'suo'yi'wen'yu'tian'xia'ye
此非过孝之言也,ci'fei'guo'xiao'zhi'yan'ye
此非吾所谓道也,ci'fei'wu'suo'wei'dao'ye
此夫鲁国之巧伪人孔丘非邪,ci'fu'lu'guo'zhi'qiao'wei'ren'kong'qiu'fei'xie
此固越人之所欲得为君也,ci'gu'yue'ren'zhi'suo'yu'de'wei'jun'ye
此古之所谓县解也,ci'gu'zhi'suo'wei'xian'jie'ye
此寡人之所见者也,ci'gua'ren'zhi'suo'jian'zhe'ye
此龟者,ci'gui'zhe
此果不材之木也,ci'guo'bu'cai'zhi'mu'ye
此何木也哉,ci'he'mu'ye'zai
此何鸟哉,ci'he'niao'zai
此阖之家也,ci'he'zhi'jia'ye
此患,ci'huan
此剑一用,ci'jian'yi'yong
此剑直之无前,ci'jian'zhi'zhi'wu'qian
此剑直之亦无前,ci'jian'zhi'zhi'yi'wu'qian
此江海之士,ci'jiang'hai'zhi'shi
此皆就其利,ci'jie'jiu'qi'li
此皆顺比于岁,ci'jie'shun'bi'yu'sui
此皆巫祝以知之矣,ci'jie'wu'zhu'yi'zhi'zhi'yi
此皆自勉以役其德者也,ci'jie'zi'mian'yi'yi'qi'de'zhe'ye
此筋骨非有加急而不柔也,ci'jin'gu'fei'you'jia'ji'er'bu'rou'ye
辞尽矣,ci'jin'yi
此孔氏之所治也,ci'kong'shi'zhi'suo'zhi'ye
此揽乎三王之利而不见其患者也,ci'lan'hu'san'wang'zhi'li'er'bu'jian'qi'huan'zhe'ye
此六者,ci'liu'zhe
此六子者,ci'liu'zi'zhe
此马之真性也,ci'ma'zhi'zhen'xing'ye
此名实之可纪,ci'ming'shi'zhi'ke'ji
此木以不材得终其天年,ci'mu'yi'bu'cai'de'zhong'qi'tian'nian
此乃神人之所以为大祥也,ci'nai'shen'ren'zhi'suo'yi'wei'da'xiang'ye
此能为大矣,ci'neng'wei'da'yi
此平世之士,ci'ping'shi'zhi'shi
此其比万物也,ci'qi'bi'wan'wu'ye
此其道与,ci'qi'dao'yu
此其过江河之流,ci'qi'guo'jiang'he'zhi'liu
辞其害,ci'qi'hai
辞其交游,ci'qi'jiao'you
此其难者,ci'qi'nan'zhe
此其似之也,ci'qi'si'zhi'ye
此其所谓濡需者也,ci'qi'suo'wei'ru'xu'zhe'ye
此其所以论长生安体乐意之道,ci'qi'suo'yi'lun'chang'sheng'an'ti'le'yi'zhi'dao
此其自多也,ci'qi'zi'duo'ye
此仁义之情也,ci'ren'yi'zhi'qing'ye
此人之性也,ci'ren'zhi'xing'ye
此三言者,ci'san'yan'zhe
此山谷之士,ci'shan'gu'zhi'shi
此上德也,ci'shang'de'ye
此上世之所传,ci'shang'shi'zhi'suo'chuan
此神龟也,ci'shen'gui'ye
此神农,ci'shen'nong
此圣人才士之行,ci'sheng'ren'cai'shi'zhi'xing
此失其常然也,ci'shi'qi'chang'ran'ye
此世俗之所谓知也,ci'shi'su'zhi'suo'wei'zhi'ye
此势之有也,ci'shi'zhi'you'ye
此庶人之剑,ci'shu'ren'zhi'jian
此四六者不荡胸中则正,ci'si'liu'zhe'bu'dang'xiong'zhong'ze'zheng
此虽免乎行,ci'sui'mian'hu'xing
此所谓非遭时也,ci'suo'wei'fei'zao'shi'ye
此所谓然与然乎,ci'suo'wei'ran'yu'ran'hu
此所游已,ci'suo'you'yi
此天地之道,ci'tian'di'zhi'dao
此天地之平而道德之质也,ci'tian'di'zhi'ping'er'dao'de'zhi'zhi'ye
此天子之剑也,ci'tian'zi'zhi'jian'ye
此王之基也,ci'wang'zhi'ji'ye
此谓诚忘,ci'wei'cheng'wang
此谓德人之容,ci'wei'de'ren'zhi'rong
此谓上皇,ci'wei'shang'huang
此谓王德之人,ci'wei'wang'de'zhi'ren
此谓真人,ci'wei'zhen'ren
此谓坐忘,ci'wei'zuo'wang
此吾父母之遗德也,ci'wu'fu'mu'zhi'yi'de'ye
此五末者,ci'wu'mo'zhe
此吾所以不受也,ci'wu'suo'yi'bu'shou'ye
此吾所以蹈之也,ci'wu'suo'yi'dao'zhi'ye
此吾所以用心已,ci'wu'suo'yi'yong'xin'yi
此吾所以知道之数也,ci'wu'suo'yi'zhi'dao'zhi'shu'ye
此五者,ci'wu'zhe
此物之所有,ci'wu'zhi'suo'you
此下德也,ci'xia'de'ye
此下之所以事上,ci'xia'zhi'suo'yi'shi'shang
此小大之辩也,ci'xiao'da'zhi'bian'ye
此小年也,ci'xiao'nian'ye
雌雄片合,ci'xiong'pian'he
此胥靡之所苦也,ci'xu'mi'zhi'suo'ku'ye
此颜阖之家与,ci'yan'he'zhi'jia'yu
此养神之道也,ci'yang'shen'zhi'dao'ye
此亦东海之大乐也,ci'yi'dong'hai'zhi'da'le'ye
此亦飞之至也,ci'yi'fei'zhi'zhi'ye
此以己养养鸟也,ci'yi'ji'yang'yang'niao'ye
赐亦可得而观乎,ci'yi'ke'de'er'guan'hu
此以其能苦其生者也,ci'yi'qi'neng'ku'qi'sheng'zhe'ye
此以人之国侥幸也,ci'yi'ren'zhi'guo'jiao'xing'ye
茨以生草,ci'yi'sheng'cao
此亦圣人之过也,ci'yi'sheng'ren'zhi'guo'ye
此以天属也,ci'yi'tian'shu'ye
此亦一是非,ci'yi'yi'shi'fei
此以域进,ci'yi'yu'jin
此以域退,ci'yi'yu'tui
此议之所止,ci'yi'zhi'suo'zhi
此亦治天下者之过也,ci'yi'zhi'tian'xia'zhe'zhi'guo'ye
此亦至矣,ci'yi'zhi'yi
雌应于下风而风化,ci'ying'yu'xia'feng'er'feng'hua
此有道者之所以异乎俗者也,ci'you'dao'zhe'zhi'suo'yi'yi'hu'su'zhe'ye
此又非其所以也,ci'you'fei'qi'suo'yi'ye
此有知治之具,ci'you'zhi'zhi'zhi'ju
此予宅也,ci'yu'zhai'ye
辞曰,ci'yue
此至德之隆也,ci'zhi'de'zhi'long'ye
赐之千金,ci'zhi'qian'jin
此之谓,ci'zhi'wei
此之谓八德,ci'zhi'wei'ba'de
此之谓葆光,ci'zhi'wei'bao'guang
此之谓本根,ci'zhi'wei'ben'gen
此之谓辩士,ci'zhi'wei'bian'shi
此之谓不言之辩,ci'zhi'wei'bu'yan'zhi'bian
此之谓大本大宗,ci'zhi'wei'da'ben'da'zong
此之谓大得,ci'zhi'wei'da'de
此之谓大平,ci'zhi'wei'da'ping
此之谓大人,ci'zhi'wei'da'ren
此之谓混溟,ci'zhi'wei'hun'ming
此之谓丘里之言,ci'zhi'wei'qiu'li'zhi'yan
此之谓圣治,ci'zhi'wei'sheng'zhi
此之谓天府,ci'zhi'wei'tian'fu
此之谓天乐,ci'zhi'wei'tian'le
此之谓物化,ci'zhi'wei'wu'hua
此之谓以己养养鸟也,ci'zhi'wei'yi'ji'yang'yang'niao'ye
此之谓至一,ci'zhi'wei'zhi'yi
此之谓重伤,ci'zhi'wei'zhong'shang
此中德也,ci'zhong'de'ye
此重利盗跖而使不可禁者,ci'zhong'li'dao'zhi'er'shi'bu'ke'jin'zhe
此众人之所同论也,ci'zhong'ren'zhi'suo'tong'lun'ye
赐周千金,ci'zhou'qian'jin
此诸侯之剑也,ci'zhu'hou'zhi'jian'ye
从见百岁髑髅,cong'jian'bai'sui'du'lou
聪明睿知,cong'ming'rui'zhi
聪明衰矣,cong'ming'shuai'yi
从其令,cong'qi'ling
从其强梁,cong'qi'qiang'liang
从然以天地为春秋,cong'ran'yi'tian'di'wei'chun'qiu
从容无为而万物炊累焉,cong'rong'wu'wei'er'wan'wu'chui'lei'yan
从容一若龙,cong'rong'yi'ruo'long
从师而不囿,cong'shi'er'bu'you
从水之道而不为私焉,cong'shui'zhi'dao'er'bu'wei'si'yan
从说则以金板,cong'shuo'ze'yi'jin'ban
从天之理,cong'tian'zhi'li
从之丹穴,cong'zhi'dan'xue
从之游者与夫子中分鲁,cong'zhi'you'zhe'yu'fu'zi'zhong'fen'lu
从之游者与仲尼相若,cong'zhi'you'zhe'yu'zhong'ni'xiang'ruo
粗而不可不陈者,cu'er'bu'ke'bu'chen'zhe
蹙然改容而问曰,cu'ran'gai'rong'er'wen'yue
蹴然正坐曰,cu'ran'zheng'zuo'yue
爨无欲清之人,cuan'wu'yu'qing'zhi'ren
崔崔乎其不得已也,cui'cui'hu'qi'bu'de'yi'ye
萃乎芒乎,cui'hu'mang'hu
崔瞿问于老聃曰,cui'qu'wen'yu'lao'dan'yue
粹之至也,cui'zhi'zhi'ye
存可也,cun'ke'ye
存亡,cun'wang
存形穷生,cun'xing'qiong'sheng
措杯水其肘上,cuo'bei'shui'qi'zhou'shang
挫针治,cuo'zhen'zhi
大白若辱,da'bai'ruo'ru
大败越人,da'bai'yue'ren
大辩不言,da'bian'bu'yan
大盗不止,da'dao'bu'zhi
大盗乃止,da'dao'nai'zhi
大盗者为诸侯,da'dao'zhe'wei'zhu'hou
达道之塞,da'dao'zhi'sai
大道之序也,da'dao'zhi'xu'ye
大德不同,da'de'bu'tong
大定持之,da'ding'chi'zhi
大多政法而不谍,da'duo'zheng'fa'er'bu'die
大而不多,da'er'bu'duo
大而无当,da'er'wu'dang
大而无用,da'er'wu'yong
大方体之,da'fang'ti'zhi
大公任往吊之,da'gong'ren'wang'diao'zhi
大公调曰,da'gong'tiao'yue
大国不敢诛,da'guo'bu'gan'zhu
大国守城,da'guo'shou'cheng
大旱金石流,da'han'jin'shi'liu
大惑易性,da'huo'yi'xing
大惑者,da'huo'zhe
大匠取法焉,da'jiang'qu'fa'yan
大浸稽天而不溺,da'jin'ji'tian'er'bu'ni
大均缘之,da'jun'yuan'zhi
大恐缦缦,da'kong'man'man
大廉不谦,da'lian'bu'qian
大林丘山之善于人也,da'lin'qiu'shan'zhi'shan'yu'ren'ye
大乱之本,da'luan'zhi'ben
大马曰,da'ma'yue
大马之捶钩者,da'ma'zhi'chui'gou'zhe
大谩,da'man
达命之情者,da'ming'zhi'qing'zhe
大木百围之窍穴,da'mu'bai'wei'zhi'qiao'xue
大目视之,da'mu'shi'zhi
大怒邪,da'nu'xie
达其怒心,da'qi'nu'xin
大巧若拙,da'qiao'ruo'zhuo
大亲则已矣,da'qin'ze'yi'yi
大人不赐,da'ren'bu'ci
大仁不仁,da'ren'bu'ren
大人合并而为公,da'ren'he'bing'er'wei'gong
大人无己,da'ren'wu'ji
大人也,da'ren'ye
大人之诚,da'ren'zhi'cheng
大人之教,da'ren'zhi'jiao
大儒胪传曰,da'ru'lu'chuan'yue
大声不入于里耳,da'sheng'bu'ru'yu'li'er
大圣不作,da'sheng'bu'zuo
达生之情者,da'sheng'zhi'qing'zhe
大圣之治天下也,da'sheng'zhi'zhi'tian'xia'ye
大庭氏,da'ting'shi
大同而无己,da'tong'er'wu'ji
大同乎,da'tong'hu
大王,da'wang
大王安坐定气,da'wang'an'zuo'ding'qi
大王反国,da'wang'fan'guo
大王父曰,da'wang'fu'yue
大王失国,da'wang'shi'guo
大为难而罪不敢,da'wei'nan'er'zui'bu'gan
大小,da'xiao
大信稽之,da'xin'ji'zhi
大言炎炎,da'yan'yan'yan
大言亦然,da'yan'yi'ran
大冶必以为不祥之金,da'ye'bi'yi'wei'bu'xiang'zhi'jin
大一通之,da'yi'tong'zhi
大阴解之,da'yin'jie'zhi
大瘿说齐桓公,da'ying'shuo'qi'huan'gong
大勇不忮,da'yong'bu'zhi
大有径庭,da'you'jing'ting
达于理者必明于权,da'yu'li'zhe'bi'ming'yu'quan
达于情而遂于命也,da'yu'qing'er'sui'yu'ming'ye
大愚者,da'yu'zhe
大曰,da'yue
大宰曰,da'zai'yue
大泽焚而不能热,da'ze'fen'er'bu'neng're
达之,da'zhi
大知入焉而不知其所穷,da'zhi'ru'yan'er'bu'zhi'qi'suo'qiong
大知闲闲,da'zhi'xian'xian
大之殷也,da'zhi'yin'ye
大至于不可围,da'zhi'yu'bu'ke'wei
大枝折,da'zhi'zhe
大之至也,da'zhi'zhi'ye
逮德下衰,dai'de'xia'shuai
殆而已矣,dai'er'yi'yi
大夫则以身殉家,dai'fu'ze'yi'shen'xun'jia
怠故遁,dai'gu'dun
殆乎,dai'hu
戴晋人曰,dai'jin'ren'yue
待绳约胶漆而固者,dai'sheng'yue'jiao'qi'er'gu'zhe
待是而后成功,dai'shi'er'hou'cheng'gong
带死牛之胁,dai'si'niu'zhi'xie
殆已,dai'yi
带以常山,dai'yi'chang'shan
殆哉,dai'zai
待之成体,dai'zhi'cheng'ti
殆之成也不给改,dai'zhi'cheng'ye'bu'gei'gai
带之适也,dai'zhi'shi'ye
殚残天下之圣法,dan'can'tian'xia'zhi'sheng'fa
旦旦而钓,dan'dan'er'diao
澹澹而静乎,dan'dan'er'jing'hu
旦而哭泣,dan'er'ku'qi
旦而田猎,dan'er'tian'lie
淡而无为,dan'er'wu'wei
惮赫千里,dan'he'qian'li
旦暮得此,dan'mu'de'ci
淡然无极而众美从之,dan'ran'wu'ji'er'zhong'mei'cong'zhi
诞信相讥,dan'xin'xiang'ji
淡之至也,dan'zhi'zhi'ye
荡荡乎,dang'dang'hu
荡荡默默,dang'dang'mo'mo
当而不知以为信,dang'er'bu'zhi'yi'wei'xin
当而不自得也,dang'er'bu'zi'de'ye
荡而失水,dang'er'shi'shui
当桀,dang'jie
当其时,dang'qi'shi
当时命而大行乎天下,dang'shi'ming'er'da'xing'hu'tian'xia
当是时,dang'shi'shi
当是时也,dang'shi'shi'ye
荡闻之,dang'wen'zhi
当我缗乎,dang'wo'min'hu
当尧,dang'yao
道不当名,dao'bu'dang'ming
道不可见,dao'bu'ke'jian
道不可闻,dao'bu'ke'wen
道不可言,dao'bu'ke'yan
道不可壅,dao'bu'ke'yong
道不可有,dao'bu'ke'you
道不可致,dao'bu'ke'zhi
道不私,dao'bu'si
导大,dao'da
倒道而言,dao'dao'er'yan
道德不废,dao'de'bu'fei
道德不能持,dao'de'bu'neng'chi
道德已明而仁义次之,dao'de'yi'ming'er'ren'yi'ci'zhi
道德于此,dao'de'yu'ci
盗得之于道,dao'de'zhi'yu'dao
道恶乎往而不存,dao'e'hu'wang'er'bu'cun
道恶乎隐而有真伪,dao'e'hu'yin'er'you'zhen'wei
道固不小行,dao'gu'bu'xiao'xing
道行之而成,dao'hang'zhi'er'cheng
蹈火不热,dao'huo'bu're
道兼于天,dao'jian'yu'tian
道将为汝居,dao'jiang'wei'ru'ju
道可得而有乎,dao'ke'de'er'you'hu
道可得学邪,dao'ke'de'xue'xie
道可载而与之俱也,dao'ke'zai'er'yu'zhi'ju'ye
道流而不明居,dao'liu'er'bu'ming'ju
盗莫大于子,dao'mo'da'yu'zi
盗窃之行,dao'qie'zhi'xing
盗人不得劫,dao'ren'bu'de'jie
道人不闻,dao'ren'bu'wen
道丧世矣,dao'sang'shi'yi
蹈水有道乎,dao'shui'you'dao'hu
道通其分也,dao'tong'qi'fen'ye
道通为一,dao'tong'wei'yi
道无不理,dao'wu'bu'li
道无问,dao'wu'wen
道无以兴乎世,dao'wu'yi'xing'hu'shi
道无终始,dao'wu'zhong'shi
道尧,dao'yao
道也,dao'ye
盗亦有道乎,dao'yi'you'dao'hu
道隐于小成,dao'yin'yu'xiao'cheng
道与之貌,dao'yu'zhi'mao
道昭而不道,dao'zhao'er'bu'dao
道者,dao'zhe
道者为之公,dao'zhe'wei'zhi'gong
盗跖从卒九千人,dao'zhi'cong'zu'jiu'qian'ren
盗跖大怒,dao'zhi'da'nu
盗跖大怒曰,dao'zhi'da'nu'yue
道之过也,dao'zhi'guo'ye
道之华而乱之首也,dao'zhi'hua'er'luan'zhi'shou'ye
盗跖乃方休卒徒大山之阳,dao'zhi'nai'fang'xiu'zu'tu'da'shan'zhi'yang
道之难明邪,dao'zhi'nan'ming'xie
道之人何由兴乎世,dao'zhi'ren'he'you'xing'hu'shi
