阿爸父,a'ba'fu
若没有可责之处,ruo'mei'you'ke'ze'zhi'chu
若能,ruo'neng
若求,ruo'qiu
若求在基督里称义,ruo'qiu'zai'ji'du'li'cheng'yi
若是,ruo'shi
若是藉着,ruo'shi'ji'zhe
若是死了,ruo'shi'si'le
撒旦经常利用,sa'dan'jing'chang'li'yong
撒旦利用,sa'dan'li'yong
撒旦权势,sa'dan'quan'shi
撒都该人,sa'dou'gai'ren
撒督,sa'du
撒拉,sa'la
撒拉铁,sa'la'tie
撒莱,sa'lai
撒冷王,sa'leng'wang
撒母耳,sa'mu'er
撒母耳记上,sa'mu'er'ji'shang
撒母耳记下,sa'mu'er'ji'xia
洒去,sa'qu
撒上,sa'shang
撒下,sa'xia
撒种,sa'zhong
塞人口,sai'ren'kou
塞人口的话,sai'ren'kou'de'hua
塞住,sai'zhu
塞住人的口,sai'zhu'ren'de'kou
散布纷争,san'bu'fen'zheng
三位一体,san'wei'yi'ti
三一神,san'yi'shen
丧掉,sang'diao
丧尽,sang'jin
扫帚,sao'zhou
杀尽,sha'jin
啥时候犯啥时候洗,sha'shi'hou'fan'sha'shi'hou'xi
杀死千千,sha'si'qian'qian
杀死万万,sha'si'wan'wan
沙土地,sha'tu'di
善道,shan'dao
善道上,shan'dao'shang
善恶观,shan'e'guan
善工,shan'gong
善美,shan'mei
善美的要持守,shan'mei'de'yao'chi'shou
善人,shan'ren
善人与恶人分开,shan'ren'yu'e'ren'fen'kai
山上的宝训,shan'shang'de'bao'xun
善事,shan'shi
善行,shan'xing
善行善言,shan'xing'shan'yan
山羊羔,shan'yang'gao
善于教导,shan'yu'jiao'dao
山寨王,shan'zhai'wang
善作执事的,shan'zuo'zhi'shi'de
赏给,shang'gei
上面的事,shang'mian'de'shi
尚且,shang'qie
上水下水分开,shang'shui'xia'shui'fen'kai
上下文,shang'xia'wen
少年妇女,shao'nian'fu'nv
少年人,shao'nian'ren
烧杀抢掠无恶不作,shao'sha'qiang'lue'wu'e'bu'zuo
少受责打,shao'shou'ze'da
少心眼,shao'xin'yan
舍己,she'ji
设立的,she'li'de
设立律法,she'li'lv'fa
赦免,she'mian
舍命,she'ming
赦罪,she'zui
赦罪的道,she'zui'de'dao
赦罪的恩赐,she'zui'de'en'ci
神颁布,shen'ban'bu
神本,shen'ben
神本性一切的丰盛,shen'ben'xing'yi'qie'de'feng'sheng
身不由己,shen'bu'you'ji
神的,shen'de
神的慈爱,shen'de'ci'ai
神的大能,shen'de'da'neng
神的道,shen'de'dao
神的道理,shen'de'dao'li
神的道是永存的,shen'de'dao'shi'yong'cun'de
神的殿,shen'de'dian
神的恩,shen'de'en
神的恩典,shen'de'en'dian
神的儿女,shen'de'er'nv
神的儿子,shen'de'er'zi
神的忿怒,shen'de'fen'nu
神的福音,shen'de'fu'yin
神的羔羊,shen'de'gao'yang
神的各教会,shen'de'ge'jiao'hui
神的公义,shen'de'gong'yi
神的国,shen'de'guo
神的号,shen'de'hao
神的话,shen'de'hua
神的话是前呼后应的,shen'de'hua'shi'qian'hu'hou'ying'de
神的话语,shen'de'hua'yu
神的教会,shen'de'jiao'hui
神的诫命,shen'de'jie'ming
神的灵,shen'de'ling
神的仆人,shen'de'pu'ren
神的形象,shen'de'xing'xiang
神的选民,shen'de'xuan'min
神的义,shen'de'yi
神的以色列民,shen'de'yi'se'lie'min
神的义与人的义分开,shen'de'yi'yu'ren'de'yi'fen'kai
神的永能和神性,shen'de'yong'neng'he'shen'xing
神的右边,shen'de'you'bian
神的右边坐下了,shen'de'you'bian'zuo'xia'le
神的与人的分开,shen'de'yu'ren'de'fen'kai
神的智慧,shen'de'zhi'hui
神的旨意,shen'de'zhi'yi
神国,shen'guo
神迹,shen'ji
神家里的人,shen'jia'li'de'ren
神叫你经历从死里复活,shen'jiao'ni'jing'li'cong'si'li'fu'huo
神诫命,shen'jie'ming
神里面,shen'li'mian
身量,shen'liang
什么都不能作,shen'me'dou'bu'neng'zuo
什么都不能做,shen'me'dou'bu'neng'zuo
申命记,shen'ming'ji
审判人,shen'pan'ren
审判完了下地狱,shen'pan'wan'le'xia'di'yu
神却是一位,shen'que'shi'yi'wei
神人和好,shen'ren'he'hao
甚是喜乐,shen'shi'xi'le
神说,shen'shuo
神所拆的不可以重建,shen'suo'chai'de'bu'ke'yi'chong'jian
神所拆毁的不可以重建,shen'suo'chai'hui'de'bu'ke'yi'chong'jian
神所赐,shen'suo'ci
神所赐出人意外的平安,shen'suo'ci'chu'ren'yi'wai'de'ping'an
神所赐的全副军装,shen'suo'ci'de'quan'fu'jun'zhuang
神所破,shen'suo'po
神所破的律,shen'suo'po'de'lv
神所破的律不可以重建,shen'suo'po'de'lv'bu'ke'yi'chong'jian
神所喜悦,shen'suo'xi'yue
神所预备叫我们行的,shen'suo'yu'bei'jiao'wo'men'xing'de
神所造,shen'suo'zao
身体,shen'ti
身体复活,shen'ti'fu'huo
身体和灵魂,shen'ti'he'ling'hun
身体乃是有许多肢体,shen'ti'nai'shi'you'xu'duo'zhi'ti
身体因罪而死,shen'ti'yin'zui'er'si
身体原不是一个肢体,shen'ti'yuan'bu'shi'yi'ge'zhi'ti
身体中,shen'ti'zhong
神完结了祂创造的工程,shen'wan'jie'le'ta'chuang'zao'de'gong'cheng
神完结了祂救赎的工程,shen'wan'jie'le'ta'jiu'shu'de'gong'cheng
神歇了祂创造的工,shen'xie'le'ta'chuang'zao'de'gong
神歇了祂创造的工程,shen'xie'le'ta'chuang'zao'de'gong'cheng
神歇了祂救赎的工,shen'xie'le'ta'jiu'shu'de'gong
神歇了祂救赎的工程,shen'xie'le'ta'jiu'shu'de'gong'cheng
深信,shen'xin
神性,shen'xing
神学,shen'xue
神又是基督的头,shen'you'shi'ji'du'de'tou
神与人,shen'yu'ren
神与我们同在,shen'yu'wo'men'tong'zai
深渊,shen'yuan
神在你们心里运行,shen'zai'ni'men'xin'li'yun'xing
神在肉身显现,shen'zai'rou'shen'xian'xian
神在肉身中显现,shen'zai'rou'shen'zhong'xian'xian
伸杖,shen'zhang
神召我们,shen'zhao'wo'men
深知,shen'zhi
神之道,shen'zhi'dao
神之民,shen'zhi'min
神之民被赎,shen'zhi'min'bei'shu
甚至坐在神的殿里,shen'zhi'zuo'zai'shen'de'dian'li
慎重,shen'zhong
身中,shen'zhong
身子,shen'zi
身子乃是有许多肢体,shen'zi'nai'shi'you'xu'duo'zhi'ti
身子原不是一个肢体,shen'zi'yuan'bu'shi'yi'ge'zhi'ti
圣餐,sheng'can
圣城,sheng'cheng
生成一个律,sheng'cheng'yi'ge'lv
升到高天,sheng'dao'gao'tian
生的律,sheng'de'lv
生恶欲,sheng'e'yu
生发错误的心,sheng'fa'cuo'wu'de'xin
圣父,sheng'fu
生根建造,sheng'gen'jian'zao
胜过保守一切,sheng'guo'bao'shou'yi'qie
声喊,sheng'han
升级,sheng'ji
圣洁,sheng'jie
圣洁的路,sheng'jie'de'lu
圣洁了,sheng'jie'le
圣洁蒙爱的人,sheng'jie'meng'ai'de'ren
圣经,sheng'jing
圣经把众人都圈在罪里,sheng'jing'ba'zhong'ren'dou'quan'zai'zui'li
圣经的,sheng'jing'de
圣灵,sheng'ling
圣灵充满,sheng'ling'chong'man
圣灵的,sheng'ling'de
圣灵的宝剑,sheng'ling'de'bao'jian
圣灵的宝剑就是神的道,sheng'ling'de'bao'jian'jiu'shi'shen'de'dao
圣灵的殿,sheng'ling'de'dian
圣灵的感动,sheng'ling'de'gan'dong
圣灵的律,sheng'ling'de'lv
圣灵的能力,sheng'ling'de'neng'li
圣灵的洗,sheng'ling'de'xi
圣灵分赐给各人,sheng'ling'fen'ci'gei'ge'ren
圣灵怀孕,sheng'ling'huai'yun
圣灵降临,sheng'ling'jiang'lin
圣灵解经,sheng'ling'jie'jing
圣灵居住的所在,sheng'ling'ju'zhu'de'suo'zai
圣灵来了,sheng'ling'lai'le
圣灵里,sheng'ling'li
圣灵里祷告,sheng'ling'li'dao'gao
圣灵内住,sheng'ling'nei'zhu
圣灵随己意行作万事,sheng'ling'sui'ji'yi'xing'zuo'wan'shi
圣灵所赐合二为一的心,sheng'ling'suo'ci'he'er'wei'yi'de'xin
圣灵与火,sheng'ling'yu'huo
圣灵与我们同证,sheng'ling'yu'wo'men'tong'zheng
圣路,sheng'lu
生命册,sheng'ming'ce
生命册上,sheng'ming'ce'shang
生命的道,sheng'ming'de'dao
生命路,sheng'ming'lu
生命树,sheng'ming'shu
生命水,sheng'ming'shui
生命之光,sheng'ming'zhi'guang
生命之路,sheng'ming'zhi'lu
生气却不要犯罪,sheng'qi'que'bu'yao'fan'zui
生死之约,sheng'si'zhi'yue
圣所,sheng'suo
升天,sheng'tian
圣徒,sheng'tu
升为至高,sheng'wei'zhi'gao
升学为了考大学,sheng'xue'wei'le'kao'da'xue
生养,sheng'yang
生养众多,sheng'yang'zhong'duo
圣哉,sheng'zai
胜者为王败者为寇,sheng'zhe'wei'wang'bai'zhe'wei'kou
圣子,sheng'zi
生子为奴,sheng'zi'wei'nu
石版,shi'ban
石版上,shi'ban'shang
时常行善,shi'chang'xing'shan
是出于神,shi'chu'yu'shen
施慈爱,shi'ci'ai
世代,shi'dai
实底,shi'di
始点,shi'dian
十锭银子,shi'ding'yin'zi
施恩,shi'en
施恩座,shi'en'zuo
使儿女凡事端庄顺服,shi'er'nv'fan'shi'duan'zhuang'shun'fu
十二使徒,shi'er'shi'tu
是而又非,shi'er'you'fei
十二支派,shi'er'zhi'pai
释放了我,shi'fang'le'wo
侍奉,shi'feng
侍奉罪,shi'feng'zui
师傅和管家,shi'fu'he'guan'jia
弑父母,shi'fu'mu
弑父母和杀人的,shi'fu'mu'he'sha'ren'de
诗歌,shi'ge
是光,shi'guang
是基督十字架的仇敌,shi'ji'du'shi'zi'jia'de'chou'di
十架,shi'jia
实践,shi'jian
施教的人,shi'jiao'de'ren
十诫,shi'jie
世界恨我们,shi'jie'hen'wo'men
世界已经钉在十字架上,shi'jie'yi'jing'ding'zai'shi'zi'jia'shang
试炼,shi'lian
是灵,shi'ling
士每拿,shi'mei'na
使女,shi'nv
诗篇书,shi'pian'shu
是轻省的,shi'qing'sheng'de
使人徒有智慧之名,shi'ren'tu'you'zhi'hui'zhi'ming
使人自由之律法,shi'ren'zi'you'zhi'lv'fa
失丧,shi'sang
世上的小学,shi'shang'de'xiao'xue
施舍,shi'she
是神家里的人,shi'shen'jia'li'de'ren
是生命,shi'sheng'ming
是十分可佩服的,shi'shi'fen'ke'pei'fu'de
士师记,shi'shi'ji
实实在在,shi'shi'zai'zai
是属,shi'shu
十四代,shi'si'dai
十四年,shi'si'nian
十四万四千,shi'si'wan'si'qian
世俗,shi'su
世俗的小学,shi'su'de'xiao'xue
世俗的言语,shi'su'de'yan'yu
世俗小学,shi'su'xiao'xue
世俗中,shi'su'zhong
使祂,shi'ta
使祂从死里复活,shi'ta'cong'si'li'fu'huo
使他们得救,shi'ta'men'de'jiu
使祂为教会作万有之首,shi'ta'wei'jiao'hui'zuo'wan'you'zhi'shou
试探,shi'tan
试探神,shi'tan'shen
实体,shi'ti
实体基督,shi'ti'ji'du
实体是基督,shi'ti'shi'ji'du
十条诫命,shi'tiao'jie'ming
使徒行传,shi'tu'xing'zhuan
使我的喜乐可以满足,shi'wo'de'xi'le'ke'yi'man'zu
使我得着口才,shi'wo'de'zhao'kou'cai
使我们,shi'wo'men
使我们因信基督称义,shi'wo'men'yin'xin'ji'du'cheng'yi
使我脱离罪与死的律了,shi'wo'tuo'li'zui'yu'si'de'lv'le
实习,shi'xi
施洗,shi'xi
施洗约翰,shi'xi'yue'han
石心,shi'xin
施行,shi'xing
施行耶稣所作成的救恩,shi'xing'ye'su'suo'zuo'cheng'de'jiu'en
是盐,shi'yan
使一切不信真理,shi'yi'qie'bu'xin'zhen'li
适宜温度,shi'yi'wen'du
是因,shi'yin
是因听信福音呢,shi'yin'ting'xin'fu'yin'ne
是因信神的儿子而活,shi'yin'xin'shen'de'er'zi'er'huo
是因行律法呢,shi'yin'xing'lv'fa'ne
施于,shi'yu
是与圣徒同国,shi'yu'sheng'tu'tong'guo
十灾,shi'zai
实在,shi'zai
诗章,shi'zhang
是照撒旦的运动,shi'zhao'sa'dan'de'yun'dong
使者,shi'zhe
使众人看出你的长进来,shi'zhong'ren'kan'chu'ni'de'zhang'jin'lai
是主活着,shi'zhu'huo'zhe
是罪人,shi'zui'ren
收败坏,shou'bai'huai
守不守,shou'bu'shou
守不守律法,shou'bu'shou'lv'fa
守不住,shou'bu'zhu
守道,shou'dao
受的,shou'de
收的也是什么,shou'de'ye'shi'shen'me
受割礼,shou'ge'li
受割礼之人,shou'ge'li'zhi'ren
受管于,shou'guan'yu
受患难,shou'huan'nan
守诫命,shou'jie'ming
守旧约,shou'jiu'yue
受苦,shou'ku
受苦如此之多,shou'ku'ru'ci'zhi'duo
受了圣灵,shou'le'sheng'ling
受累,shou'lei
守律法,shou'lv'fa
受难,shou'nan
守神诫命,shou'shen'jie'ming
首生的,shou'sheng'de
受试炼,shou'shi'lian
受试验,shou'shi'yan
授受的事,shou'shou'de'shi
受死,shou'si
受他的洗,shou'ta'de'xi
受洗,shou'xi
受洗归入基督,shou'xi'gui'ru'ji'du
首先的亚当,shou'xian'de'ya'dang
首先复活,shou'xian'fu'huo
兽像,shou'xiang
受刑,shou'xing
受耶稣的洗,shou'ye'su'de'xi
收永生,shou'yong'sheng
守约,shou'yue
受约翰的洗,shou'yue'han'de'xi
受责打,shou'ze'da
受责罚,shou'ze'fa
受咒诅,shou'zhou'zu
守住,shou'zhu
赎出,shu'chu
赎出来,shu'chu'lai
属地,shu'di
属黑夜,shu'hei'ye
属乎,shu'hu
属乎白昼,shu'hu'bai'zhou
属乎基督,shu'hu'ji'du
属乎肉体,shu'hu'rou'ti
属乎肉体的人,shu'hu'rou'ti'de'ren
属乎神,shu'hu'shen
属乎圣灵,shu'hu'sheng'ling
属乎世界,shu'hu'shi'jie
赎回,shu'hui
属基督,shu'ji'du
赎价,shu'jia
赎尽,shu'jin
赎尽罪孽,shu'jin'zui'nie
赎了,shu'le
属灵,shu'ling
属灵的,shu'ling'de
属灵的恩赐,shu'ling'de'en'ci
属灵的复活,shu'ling'de'fu'huo
属灵的福气,shu'ling'de'fu'qi
属灵的降级,shu'ling'de'jiang'ji
属灵的人,shu'ling'de'ren
属灵的身体,shu'ling'de'shen'ti
属灵的升级,shu'ling'de'sheng'ji
属灵的生命,shu'ling'de'sheng'ming
属灵的物件,shu'ling'de'wu'jian
属灵气,shu'ling'qi
属灵气的恶魔,shu'ling'qi'de'e'mo
属灵人,shu'ling'ren
赎买,shu'mai
赎买出来,shu'mai'chu'lai
赎民,shu'min
属魔鬼,shu'mo'gui
属那恶者,shu'na'e'zhe
书念,shu'nian
赎愆祭,shu'qian'ji
赎前约的罪,shu'qian'yue'de'zui
属情欲,shu'qing'yu
属肉体,shu'rou'ti
属肉体的,shu'rou'ti'de
属肉体的人,shu'rou'ti'de'ren
属肉体的条例,shu'rou'ti'de'tiao'li
属肉体条例,shu'rou'ti'tiao'li
属撒旦,shu'sa'dan
属撒旦的人,shu'sa'dan'de'ren
属神,shu'shen
属神的人,shu'shen'de'ren
属神的与属魔鬼的分开,shu'shen'de'yu'shu'mo'gui'de'fen'kai
属圣灵,shu'sheng'ling
属圣灵的人,shu'sheng'ling'de'ren
属世,shu'shi
属世界,shu'shi'jie
述说,shu'shuo
属天,shu'tian
属天的恩赐,shu'tian'de'en'ci
属天的祭物,shu'tian'de'ji'wu
属天的盼望,shu'tian'de'pan'wang
属天的身体,shu'tian'de'shen'ti
属天的物件,shu'tian'de'wu'jian
属天与属地分开,shu'tian'yu'shu'di'fen'kai
属土,shu'tu
赎我脱离律法,shu'wo'tuo'li'lv'fa
属性,shu'xing
属血气,shu'xue'qi
束腰,shu'yao
属幽暗,shu'you'an
属于,shu'yu
属于神,shu'yu'shen
属于主,shu'yu'zhu
属这世界,shu'zhe'shi'jie
属主,shu'zhu
赎罪的祭,shu'zui'de'ji
赎罪祭,shu'zui'ji
赎罪祭不再有了,shu'zui'ji'bu'zai'you'le
赎罪祭只有一次,shu'zui'ji'zhi'you'yi'ci
衰微,shuai'wei
水变酒,shui'bian'jiu
水变血,shui'bian'xue
谁敢,shui'gan
谁给你除罪,shui'gei'ni'chu'zui
谁给你流血,shui'gei'ni'liu'xue
水和圣灵,shui'he'sheng'ling
谁靠,shui'kao
谁靠律法,shui'kao'lv'fa
谁靠律法谁灭亡,shui'kao'lv'fa'shui'mie'wang
谁靠律法谁死,shui'kao'lv'fa'shui'si
谁靠律法谁下地狱,shui'kao'lv'fa'shui'xia'di'yu
睡了的人,shui'le'de'ren
税吏,shui'li
谁碰律法谁死,shui'peng'lv'fa'shui'si
水洗,shui'xi
顺从,shun'cong
顺服,shun'fu
顺服空中掌权者的首领,shun'fu'kong'zhong'zhang'quan'zhe'de'shou'ling
顺着情欲撒种的,shun'zhe'qing'yu'sa'zhong'de
顺着圣灵而行,shun'zhe'sheng'ling'er'xing
顺着圣灵撒种的,shun'zhe'sheng'ling'sa'zhong'de
说诚实话,shuo'cheng'shi'hua
说谎话,shuo'huang'hua
说谎言,shuo'huang'yan
说谎之人的假冒,shuo'huang'zhi'ren'de'jia'mao
说起别国的话,shuo'qi'bie'guo'de'hua
说瞎话,shuo'xia'hua
说新方言,shuo'xin'fang'yan
说一千道一万,shuo'yi'qian'dao'yi'wan
说有就有,shuo'you'jiu'you
说预言,shuo'yu'yan
说主的日子现在到了,shuo'zhu'de'ri'zi'xian'zai'dao'le
死啊,si'a
四百年,si'bai'nian
四百年之久,si'bai'nian'zhi'jiu
四百三十年,si'bai'san'shi'nian
死畜类,si'chu'lei
死的毒钩,si'de'du'gou
死的毒钩就是罪,si'de'du'gou'jiu'shi'zui
死的毒钩谁钩到了谁死,si'de'du'gou'shui'gou'dao'le'shui'si
死的律,si'de'lv
死的权势,si'de'quan'shi
死而复活,si'er'fu'huo
死后且有审判,si'hou'qie'you'shen'pan
死后审判,si'hou'shen'pan
四活物,si'huo'wu
死祭,si'ji
死了,si'le
死里,si'li
死里复活,si'li'fu'huo
死路,si'lu
死路一条,si'lu'yi'tiao
思念,si'nian
思念变为虚妄,si'nian'bian'wei'xu'wang
思念上面的事,si'nian'shang'mian'de'shi
死权,si'quan
死人复活,si'ren'fu'huo
死人埋葬他们的死人,si'ren'mai'zang'ta'men'de'si'ren
似是又非,si'shi'you'fei
死守,si'shou
死守谨守,si'shou'jin'shou
司提反,si'ti'fan
四条,si'tiao
死亡,si'wang
死亡的果子,si'wang'de'guo'zi
死亡的路,si'wang'de'lu
死亡之路,si'wang'zhi'lu
死味,si'wei
私下窥探,si'xia'kui'tan
死行,si'xing
私意,si'yi
死荫,si'yin
死荫的幽谷,si'yin'de'you'gu
私欲,si'yu
私欲的邪情,si'yu'de'xie'qing
私欲怀了胎就生出罪,si'yu'huai'le'tai'jiu'sheng'chu'zui
死在,si'zai
死在过犯中,si'zai'guo'fan'zhong
死在过犯罪恶之中,si'zai'guo'fan'zui'e'zhi'zhong
死在你里面掌权了,si'zai'ni'li'mian'zhang'quan'le
死在罪中,si'zai'zui'zhong
死掌权,si'zhang'quan
死猪,si'zhu
死猪不怕开水烫,si'zhu'bu'pa'kai'shui'tang
私自引进,si'zi'yin'jin
死罪,si'zui
颂词,song'ci
送卦金,song'gua'jin
颂赞,song'zan
素祭,su'ji
素来,su'lai
素来所拆毁,su'lai'suo'chai'hui
素来所拆毁的,su'lai'suo'chai'hui'de
算为,suan'wei
算为义,suan'wei'yi
随从各样的异端,sui'cong'ge'yang'de'yi'duan
随从今世的风俗,sui'cong'jin'shi'de'feng'su
随风飘动,sui'feng'piao'dong
随伙,sui'huo
随伙众和,sui'huo'zhong'he
随即,sui'ji
随己意,sui'ji'yi
随己意行作万事,sui'ji'yi'xing'zuo'wan'shi
随时多方祷告祈求,sui'shi'duo'fang'dao'gao'qi'qiu
随时随事,sui'shi'sui'shi
随事随在,sui'shi'sui'zai
虽是眼不能见,sui'shi'yan'bu'neng'jian
随着肉体和心中所喜好,sui'zhe'rou'ti'he'xin'zhong'suo'xi'hao
随着自己的欲心,sui'zhe'zi'ji'de'yu'xin
所拆,suo'chai
所拆毁,suo'chai'hui
所承认的道,suo'cheng'ren'de'dao
所传,suo'chuan
所传的福音,suo'chuan'de'fu'yin
所赐,suo'ci
所赐的,suo'ci'de
所存的忍耐,suo'cun'de'ren'nai
所得的恩赐,suo'de'de'en'ci
所定的旨意,suo'ding'de'zhi'yi
所犯,suo'fan
所感,suo'gan
所记,suo'ji
所教导,suo'jiao'dao
所教导的,suo'jiao'dao'de
所结,suo'jie
所结的果子,suo'jie'de'guo'zi
所看见的,suo'kan'jian'de
所夸,suo'kua
所夸的冠冕,suo'kua'de'guan'mian
所立,suo'li
所立的约,suo'li'de'yue
所领受的,suo'ling'shou'de
所论定的,suo'lun'ding'de
所罗巴伯,suo'luo'ba'bo
所罗门,suo'luo'men
所蒙的召,suo'meng'de'zhao
所默示,suo'mo'shi
所破,suo'po
所启示,suo'qi'shi
所求,suo'qiu
所生,suo'sheng
所胜,suo'sheng
所疼爱的,suo'teng'ai'de
所听见的,suo'ting'jian'de
所听见的道,suo'ting'jian'de'dao
所望之事的实底,suo'wang'zhi'shi'de'shi'di
所无,suo'wu
所喜好,suo'xi'hao
所喜好的去行,suo'xi'hao'de'qu'xing
所喜悦,suo'xi'yue
所显的能力,suo'xian'de'neng'li
所羡慕的良善,suo'xian'mu'de'liang'shan
所想,suo'xiang
所信,suo'xin
所信的,suo'xin'de
所信的道,suo'xin'de'dao
所信的道上,suo'xin'de'dao'shang
所信的福音,suo'xin'de'fu'yin
所信的是谁,suo'xin'de'shi'shui
所行的,suo'xing'de
所行的事,suo'xing'de'shi
所学习的,suo'xue'xi'de
所要我得的,suo'yao'wo'dei'de
所以得着我的,suo'yi'de'zhao'wo'de
所以要站稳了,suo'yi'yao'zhan'wen'le
所应许,suo'ying'xu
所应许的圣灵,suo'ying'xu'de'sheng'ling
所有的律,suo'you'de'lv
所有的律都可以破,suo'you'de'lv'dou'ke'yi'po
所有犯罪,suo'you'fan'zui
所有犯罪都是罪的奴仆,suo'you'fan'zui'dou'shi'zui'de'nu'pu
所预备,suo'yu'bei
所运行的大能大力,suo'yun'xing'de'da'neng'da'li
所在,suo'zai
所栽种,suo'zai'zhong
所造,suo'zao
所造之物,suo'zao'zhi'wu
所知,suo'zhi
所知道,suo'zhi'dao
所作,suo'zuo
所作成,suo'zuo'cheng
所作的工夫,suo'zuo'de'gong'fu
祂本有神的形象,ta'ben'you'shen'de'xing'xiang
祂必,ta'bi
祂必成就这事,ta'bi'cheng'jiu'zhe'shi
祂必兴旺我必衰微,ta'bi'xing'wang'wo'bi'shuai'wei
祂的,ta'de
他的道,ta'de'dao
祂的道,ta'de'dao
祂的轭,ta'de'e
祂的国,ta'de'guo
祂的诫命,ta'de'jie'ming
它的律,ta'de'lv
祂的死,ta'de'si
他的洗,ta'de'xi
祂的义,ta'de'yi
祂儿子,ta'er'zi
祂复活,ta'fu'huo
祂叫你们活过来,ta'jiao'ni'men'huo'guo'lai
踏进世界,ta'jin'shi'jie
他玛,ta'ma
他玛氏,ta'ma'shi
祂埋葬,ta'mai'zang
他们沉沦你们得救,ta'men'chen'lun'ni'men'de'jiu
他们禁止嫁娶,ta'men'jin'zhi'jia'qu
他们绝不能逃脱,ta'men'jue'bu'neng'tao'tuo
他们心地昏昧,ta'men'xin'di'hun'mei
祂升天,ta'sheng'tian
祂是,ta'shi
祂是爱我为我舍己,ta'shi'ai'wo'wei'wo'she'ji
他是抵挡主,ta'shi'di'dang'zhu
祂是万人的救主,ta'shi'wan'ren'de'jiu'zhu
祂是元始,ta'shi'yuan'shi
祂死,ta'si
祂死是为我的罪而死,ta'si'shi'wei'wo'de'zui'er'si
祂死是为我的罪死,ta'si'shi'wei'wo'de'zui'si
祂洗净了人的罪,ta'xi'jing'le'ren'de'zui
祂献祭叫我成圣,ta'xian'ji'jiao'wo'cheng'sheng
祂献祭你得赦免,ta'xian'ji'ni'dei'she'mian
祂献祭我得赦免,ta'xian'ji'wo'dei'she'mian
祂献祭只有一次,ta'xian'ji'zhi'you'yi'ci
祂愿意万人得救,ta'yuan'yi'wan'ren'de'jiu
太初,tai'chu
瘫痪,tan'huan
贪婪,tan'lan
贪婪就与拜偶像一样,tan'lan'jiu'yu'bai'ou'xiang'yi'yang
坦然,tan'ran
坦然无惧,tan'ran'wu'ju
贪图,tan'tu
贪图虚度的荣耀,tan'tu'xu'du'de'rong'yao
贪行,tan'xing
贪行种种的污秽,tan'xing'zhong'zhong'de'wu'hui
探子,tan'zi
瘫子,tan'zi
瘫子打猎,tan'zi'da'lie
倘若,tang'ruo
倘若这人与那人有嫌隙,tang'ruo'zhe'ren'yu'na'ren'you'xian'xi
淌血,tang'xue
逃离巴比伦,tao'li'ba'bi'lun
套牛,tao'niu
套牛的器具,tao'niu'de'qi'ju
套上,tao'shang
讨神的喜悦,tao'shen'de'xi'yue
讨神喜悦,tao'shen'xi'yue
逃脱,tao'tuo
逃罪,tao'zui
特派,te'pai
藤牌,teng'pai
提多,ti'duo
提多书,ti'duo'shu
提摩太,ti'mo'tai
提摩太后书,ti'mo'tai'hou'shu
提摩太前书,ti'mo'tai'qian'shu
替死,ti'si
提鞋也不配,ti'xie'ye'bu'pei
体恤,ti'xu
替罪,ti'zui
替罪羔羊,ti'zui'gao'yang
替罪羊,ti'zui'yang
天地分开,tian'di'fen'kai
天恩的滋味,tian'en'de'zi'wei
天父,tian'fu
天父旨意,tian'fu'zhi'yi
天国,tian'guo
天国的门,tian'guo'de'men
天良,tian'liang
天良的亏欠,tian'liang'de'kui'qian
天路,tian'lu
天路客,tian'lu'ke
天路历程,tian'lu'li'cheng
天上的财宝,tian'shang'de'cai'bao
天上的祭物,tian'shang'de'ji'wu
天上的物件,tian'shang'de'wu'jian
天使长,tian'shi'zhang
天使长的声音,tian'shi'zhang'de'sheng'yin
天堂是至圣所,tian'tang'shi'zhi'sheng'suo
天梯,tian'ti
天天认罪,tian'tian'ren'zui
天天洗罪,tian'tian'xi'zui
跳出来,tiao'chu'lai
挑刺,tiao'ci
跳大神,tiao'da'shen
挑动,tiao'dong
挑动恶欲,tiao'dong'e'yu
条规,tiao'gui
条例,tiao'li
粜粮,tiao'liang
跳越,tiao'yue
帖后,tie'hou
帖前,tie'qian
帖撒罗尼迦后书,tie'sa'luo'ni'jia'hou'shu
帖撒罗尼迦前书,tie'sa'luo'ni'jia'qian'shu
听从,ting'cong
听从那,ting'cong'na
听道,ting'dao
听道是从基督的话来的,ting'dao'shi'cong'ji'du'de'hua'lai'de
听过祂的道,ting'guo'ta'de'dao
听是听见却不晓得,ting'shi'ting'jian'que'bu'xiao'de
听信,ting'xin
听信福音,ting'xin'fu'yin
同藏,tong'cang
同道,tong'dao
同得,tong'de
同得安慰,tong'de'an'wei
同得基业,tong'de'ji'ye
同得荣耀,tong'de'rong'yao
同钉,tong'ding
同钉十字架,tong'ding'shi'zi'jia
同复活,tong'fu'huo
同负一轭,tong'fu'yi'e
同归,tong'gui
同归于一,tong'gui'yu'yi
同伙,tong'huo
同活,tong'huo
同埋,tong'mai
铜门铁闩,tong'men'tie'shuan
同蒙,tong'meng
同蒙应许,tong'meng'ying'xu
童女,tong'nv
同受,tong'shou
同受逼迫,tong'shou'bi'po
同受患难,tong'shou'huan'nan
同受苦害,tong'shou'ku'hai
同死,tong'si
同为后嗣,tong'wei'hou'si
同心合意,tong'xin'he'yi
同有,tong'you
同有一个,tong'you'yi'ge
同有一个心志,tong'you'yi'ge'xin'zhi
同有一个指望,tong'you'yi'ge'zhi'wang
