阿洪病,a'hong'bing
胞生痰核病,bao'sheng'tan'he'bing
暴受惊恐证,bao'shou'jing'kong'zheng
保守性聚焦,bao'shou'xing'ju'jiao
抱树莲,bao'shu'lian
胞吐,bao'tu
暴吐病,bao'tu'bing
胞吐作用,bao'tu'zuo'yong
胞吞,bao'tun
胞吞作用,bao'tun'zuo'yong
暴脱,bao'tuo
胞外连丝,bao'wai'lian'si
暴泻,bao'xie
暴泻病,bao'xie'bing
胞虚如球病,bao'xu'ru'qiu'bing
胞咽,bao'yan
豹药藤,bao'yao'teng
胞衣,bao'yi
胞衣不下,bao'yi'bu'xia
胞衣不下病,bao'yi'bu'xia'bing
胞饮,bao'yin
暴瘖,bao'yin
保阴煎,bao'yin'jian
胞饮作用,bao'yin'zuo'yong
保育培养,bao'yu'pei'yang
保元汤,bao'yuan'tang
孢原细胞,bao'yuan'xi'bao
包扎疗法,bao'za'liao'fa
胞脏,bao'zang
爆炸伤,bao'zha'shang
爆仗竹,bao'zhang'zhu
胞质,bao'zhi
胞质分裂,bao'zhi'fen'lie
胞质环流,bao'zhi'huan'liu
胞质局部分裂,bao'zhi'ju'bu'fen'lie
胞质桥,bao'zhi'qiao
胞质溶胶,bao'zhi'rong'jiao
胞质体,bao'zhi'ti
胞质运动,bao'zhi'yun'dong
胞质杂种,bao'zhi'za'zhong
胞肿如桃病,bao'zhong'ru'tao'bing
暴注,bao'zhu
包装缺陷突变体,bao'zhuang'que'xian'tu'bian'ti
包装细胞株,bao'zhuang'xi'bao'zhu
包装信号,bao'zhuang'xin'hao
孢子发生,bao'zi'fa'sheng
孢子丝菌病,bao'zi'si'jun'bing
孢子同型,bao'zi'tong'xing
孢子形成,bao'zi'xing'cheng
豹子眼睛果,bao'zi'yan'jing'guo
孢子异型,bao'zi'yi'xing
孢子中壁,bao'zi'zhong'bi
胞阻,bao'zu
北柴胡,bei'chai'hu
北朝红参,bei'chao'hong'shen
贝齿,bei'chi
被动免疫,bei'dong'mian'yi
被动凝集,bei'dong'ning'ji
被动运动,bei'dong'yun'dong
被动运输,bei'dong'yun'shu
被动致敏,bei'dong'zhi'min
被动转移,bei'dong'zhuan'yi
北豆根,bei'dou'gen
北方点地梅,bei'fang'dian'di'mei
北风草,bei'feng'cao
被覆粘膜,bei'fu'nian'mo
贝格矫治器,bei'ge'jiao'zhi'qi
背根,bei'gen
被害妄想,bei'hai'wang'xiang
背花疮,bei'hua'chuang
备解素,bei'jie'su
背景效应,bei'jing'xiao'ying
贝克肌营养不良,bei'ke'ji'ying'yang'bu'liang
贝壳甲综合征,bei'ke'jia'zong'he'zheng
贝克三体征,bei'ke'san'ti'zheng
贝克斯手术,bei'ke'si'shou'shu
贝克痣,bei'ke'zhi
贝壳状耳,bei'ke'zhuang'er
背阔肌肌皮瓣,bei'kuo'ji'ji'pi'ban
贝利婴儿发展量表,bei'li'ying'er'fa'zhan'liang'biao
贝母,bei'mu
贝母瓜蒌散,bei'mu'gua'lou'san
贝母花,bei'mu'hua
贝母兰,bei'mu'lan
贝内特骨折,bei'nei'te'gu'zhe
贝内特角,bei'nei'te'jiao
贝内特运动,bei'nei'te'yun'dong
北沙参,bei'sha'shen
被试变量,bei'shi'bian'liang
钡石灰,bei'shi'hui
北丝石竹,bei'si'shi'zhu
背驮式肝移植,bei'tuo'shi'gan'yi'zhi
杯苋,bei'xian
杯苋根,bei'xian'gen
北玄参,bei'xuan'shen
北野菊,bei'ye'ju
倍音,bei'yin
北鱼黄草,bei'yu'huang'cao
备择假设,bei'ze'jia'she
杯状耳,bei'zhuang'er
贝子,bei'zi
苯胺蓝,ben'an'lan
苯巴比妥,ben'ba'bi'tuo
苯丙酮尿症,ben'bing'tong'niao'zheng
本草品汇精要,ben'cao'pin'hui'jing'yao
贲门成形术,ben'men'cheng'xing'shu
贲门肌切开术,ben'men'ji'qie'kai'shu
本能冲动,ben'neng'chong'dong
本能论,ben'neng'lun
本能行为,ben'neng'xing'wei
本尼迪克特公式,ben'ni'di'ke'te'gong'shi
本神穴,ben'shen'xue
本特利调温氧合器,ben'te'li'tiao'wen'yang'he'qi
本体感受,ben'ti'gan'shou
奔豚,ben'tun
奔豚气,ben'tun'qi
奔豚丸,ben'tun'wan
本托尔手术,ben'tuo'er'shou'shu
苯妥英龈增生,ben'tuo'ying'yin'zeng'sheng
本原别之,ben'yuan'bie'zhi
本之不齐,ben'zhi'bu'qi
本周蛋白,ben'zhou'dan'bai
本族语,ben'zu'yu
崩疮药,beng'chuang'yao
绷带卷,beng'dai'juan
泵校准,beng'jiao'zhun
崩漏病,beng'lou'bing
绷线缝合,beng'xian'feng'he
荜茇,bi'ba
荜拔,bi'ba
荜茇根,bi'ba'gen
薜瓣,bi'ban
鼻孢子菌病,bi'bao'zi'jun'bing
鼻背,bi'bei
臂比,bi'bi
闭病,bi'bing
痹病,bi'bing
荜拨,bi'bo
鼻部纤维性丘疹,bi'bu'xian'wei'xing'qiu'zhen
鼻侧裂,bi'ce'lie
鼻侧软骨,bi'ce'ruan'gu
鼻侧突,bi'ce'tu
荜澄茄,bi'cheng'qie
鼻成形术,bi'cheng'xing'shu
篦齿蒿,bi'chi'hao
鼻唇沟,bi'chun'gou
鼻唇角,bi'chun'jiao
鼻唇囊肿,bi'chun'nang'zhong
臂丛,bi'cong
必当安神定志,bi'dang'an'shen'ding'zhi
彼得森范式,bi'de'sen'fan'shi
鼻疔病,bi'ding'bing
鼻窦炎口服液,bi'dou'yan'kou'fu'ye
鼻腭管囊肿,bi'e'guan'nang'zhong
鼻额角,bi'e'jiao
比尔罗特,bi'er'luo'te
鼻肥大,bi'fei'da
鼻疳病,bi'gan'bing
鼻槁病,bi'gao'bing
鼻根,bi'gen
鼻根部脑膨出,bi'gen'bu'nao'peng'chu
鼻根点,bi'gen'dian
鼻根点陷凹,bi'gen'dian'xian'ao
鼻骨骨折复位钳,bi'gu'gu'zhe'fu'wei'qian
髀关,bi'guan
髀关穴,bi'guan'xue
闭合皮瓣,bi'he'pi'ban
彼何荣势之云哉,bi'he'rong'shi'zhi'yun'zai
闭合伤,bi'he'shang
闭合性颅骨骨折,bi'he'xing'lu'gu'gu'zhe
闭合性气胸,bi'he'xing'qi'xiong
闭合引流,bi'he'yin'liu
鼻红粒病,bi'hong'li'bing
鼻后棘,bi'hou'ji
鼻后孔,bi'hou'kong
鼻后孔闭锁,bi'hou'kong'bi'suo
庇护工场,bi'hu'gong'chang
臂间倒位,bi'jian'dao'wei
鼻尖蝶形切口,bi'jian'die'xing'qie'kou
鼻尖肥大,bi'jian'fei'da
鼻尖形态,bi'jian'xing'tai
比较病理学,bi'jiao'bing'li'xue
比较免疫学,bi'jiao'mian'yi'xue
比较认知,bi'jiao'ren'zhi
比较水平,bi'jiao'shui'ping
比较心理学,bi'jiao'xin'li'xue
萆解分清石菖蒲,bi'jie'fen'qing'shi'chang'pu
闭经病,bi'jing'bing
鼻孔底,bi'kong'di
闭孔肌试验,bi'kong'ji'shi'yan
鼻孔美容术,bi'kong'mei'rong'shu
闭孔疝,bi'kong'shan
鼻孔狭窄,bi'kong'xia'zhai
闭口印模,bi'kou'yin'mo
鼻宽,bi'kuan
薜荔,bi'li
薜荔根,bi'li'gen
薜荔汁,bi'li'zhi
鼻梁内陷血脉损伤证,bi'liang'nei'xian'xue'mai'sun'shang'zheng
鼻梁形态,bi'liang'xing'tai
鼻裂,bi'lie
秘鲁香胶,bi'lu'xiang'jiao
笔罗子,bi'luo'zi
比率量表,bi'lv'liang'biao
比率智商,bi'lv'zhi'shang
蓖麻蚕,bi'ma'can
蓖麻根,bi'ma'gen
蓖麻叶,bi'ma'ye
蓖麻油,bi'ma'you
蓖麻子,bi'ma'zi
鼻美容术,bi'mei'rong'shu
鼻面角,bi'mian'jiao
臂臑,bi'nao
臂臑穴,bi'nao'xue
臂内倒位,bi'nei'dao'wei
比内智力量表,bi'nei'zhi'li'liang'biao
避年,bi'nian
逼尿肌反射亢进,bi'niao'ji'fan'she'kang'jin
逼尿肌无反射,bi'niao'ji'wu'fan'she
鼻衄,bi'nv
鼻衄病,bi'nv'bing
闭袢性肠梗阻,bi'pan'xing'chang'geng'zu
鼻偏斜,bi'pian'xie
痹气郁结证,bi'qi'yu'jie'zheng
壁钱,bi'qian
鼻前棘,bi'qian'ji
鼻前孔,bi'qian'kong
鼻前孔闭锁,bi'qian'kong'bi'suo
鼻前孔狭窄,bi'qian'kong'xia'zhai
壁钱幕,bi'qian'mu
鼻前庭,bi'qian'ting
鼻鼽病,bi'qiu'bing
比赛心理定向,bi'sai'xin'li'ding'xiang
比赛型运动员,bi'sai'xing'yun'dong'yuan
比赛自我意象,bi'sai'zi'wo'yi'xiang
比色,bi'se
比色板,bi'se'ban
鼻塞病,bi'se'bing
比色测定,bi'se'ce'ding
比色单,bi'se'dan
闭塞性动脉硬化,bi'se'xing'dong'mai'ying'hua
闭塞性干燥性龟头炎,bi'se'xing'gan'zao'xing'gui'tou'yan
鼻塞咽干,bi'se'yan'gan
鼻煽,bi'shan
鼻伤衄血证,bi'shang'nv'xue'zheng
鼻深,bi'shen
臂神经丛阻滞,bi'shen'jing'cong'zu'zhi
毕生发展观,bi'sheng'fa'zhan'guan
闭式循环装置,bi'shi'xun'huan'zhuang'zhi
闭式引流灌洗,bi'shi'yin'liu'guan'xi
壁束,bi'shu
篦梳剑,bi'shu'jian
鸊鷉,bi'si
鼻损伤病,bi'sun'shang'bing
鼻缩小成形术,bi'suo'xiao'cheng'xing'shu
闭锁性运动技能,bi'suo'xing'yun'dong'ji'neng
碧桃干,bi'tao'gan
鼻涕果,bi'ti'guo
笔筒草,bi'tong'cao
鼻为肺窍,bi'wei'fei'qiao
鼻息肉病,bi'xi'rou'bing
必先诊候以审之,bi'xian'zhen'hou'yi'shen'zhi
鼻小柱,bi'xiao'zhu
萆薢,bi'xie
萆薢分清饮,bi'xie'fen'qing'yin
痹欣片,bi'xin'pian
臂形草,bi'xing'cao
闭胸心脏按压,bi'xiong'xin'zang'an'ya
鼻血草,bi'xue'cao
鼻血雷,bi'xue'lei
鼻眼裂,bi'yan'lie
鼻炎片,bi'yan'pian
鼻咽通气管,bi'yan'tong'qi'guan
鼻翼,bi'yi
鼻翼耳屏线,bi'yi'er'ping'xian
鼻翼沟,bi'yi'gou
鼻翼缺损,bi'yi'que'sun
鼻翼软骨,bi'yi'ruan'gu
鼻硬结病,bi'ying'jie'bing
鼻硬结病细胞,bi'ying'jie'bing'xi'bao
鼻硬结细胞,bi'ying'jie'xi'bao
必有大段要急之处,bi'you'da'duan'yao'ji'zhi'chu
碧玉散,bi'yu'san
鼻渊,bi'yuan
鼻渊病,bi'yuan'bing
闭证,bi'zheng
痹证,bi'zheng
鼻正中裂,bi'zheng'zhong'lie
鼻窒病,bi'zhi'bing
臂指数,bi'zhi'shu
鼻指数,bi'zhi'shu
鼻中隔软骨,bi'zhong'ge'ruan'gu
鼻中突,bi'zhong'tu
鼻赘,bi'zhui
鼻赘型,bi'zhui'xing
篦子草,bi'zi'cao
篦子三尖杉,bi'zi'san'jian'shan
篦子舒筋草,bi'zi'shu'jin'cao
便闭,bian'bi
便鞭痞满泻热良,bian'bian'pi'man'xie're'liang
辨别反应时,bian'bie'fan'ying'shi
辨病,bian'bing
编程性细胞死亡,bian'cheng'xing'xi'bao'si'wang
鞭打绣球,bian'da'xiu'qiu
扁担蒿,bian'dan'hao
遍地金,bian'di'jin
变豆菜,bian'dou'cai
扁豆根,bian'dou'gen
扁豆花,bian'dou'hua
扁豆藤,bian'dou'teng
扁豆叶,bian'dou'ye
扁豆衣,bian'dou'yi
蝙蝠,bian'fu
蝙蝠葛叶,bian'fu'ge'ye
蝙蝠藤,bian'fu'teng
扁秆藨草,bian'gan'biao'cao
扁果,bian'guo
扁瘊病,bian'hou'bing
变化难极,bian'hua'nan'ji
变化相乘,bian'hua'xiang'cheng
边际人,bian'ji'ren
扁蕾,bian'lei
便利形,bian'li'xing
编码策略,bian'ma'ce'lue
编码区,bian'ma'qu
鞭毛,bian'mao
鞭毛蛋白,bian'mao'dan'bai
便秘口渴急煎尝,bian'mi'kou'ke'ji'jian'chang
便脓血,bian'nong'xue
扁平黄,bian'ping'huang
扁平甲,bian'ping'jia
扁平髋,bian'ping'kuan
扁平卵圆管,bian'ping'luan'yuan'guan
扁平膜囊,bian'ping'mo'nang
扁平湿疣,bian'ping'shi'you
扁平苔藓,bian'ping'tai'xian
扁平微笑曲线,bian'ping'wei'xiao'qu'xian
扁青,bian'qing
变色红菇,bian'se'hong'gu
遍山红,bian'shan'hong
遍身搔痒,bian'shen'sao'yang
砭石,bian'shi
变数串联重复,bian'shu'chuan'lian'chong'fu
变态反应,bian'tai'fan'ying
变态反应学,bian'tai'fan'ying'xue
变态心理学,bian'tai'xin'li'xue
扁藤,bian'teng
扁藤叶,bian'teng'ye
便谓天下无病可治,bian'wei'tian'xia'wu'bing'ke'zhi
变为异物,bian'wei'yi'wu
变无经常,bian'wu'jing'chang
便血,bian'xie
便血病,bian'xie'bing
变性反应,bian'xing'fan'ying
变性温度,bian'xing'wen'du
变形小屋,bian'xing'xiao'wu
变性型涎腺肿大,bian'xing'xing'xian'xian'zhong'da
变形序列征,bian'xing'xu'lie'zheng
变形运动,bian'xing'yun'dong
萹蓄,bian'xu
扁蓄,bian'xu
萹蓄大黄滑石研,bian'xu'da'huang'hua'shi'yan
鞭叶耳蕨,bian'ye'er'jue
变叶胡椒,bian'ye'hu'jiao
变叶美登木,bian'ye'mei'deng'mu
变叶榕,bian'ye'rong
鞭叶铁线蕨,bian'ye'tie'xian'jue
变异鳞毛蕨,bian'yi'lin'mao'jue
变异数,bian'yi'shu
变异数分析,bian'yi'shu'fen'xi
变异体,bian'yi'ti
变异系数,bian'yi'xi'shu
变异性红斑角化病,bian'yi'xing'hong'ban'jiao'hua'bing
扁樱桃,bian'ying'tao
变应性接触性唇炎,bian'ying'xing'jie'chu'xing'chun'yan
变应性接触性皮炎,bian'ying'xing'jie'chu'xing'pi'yan
变应性膀胱炎,bian'ying'xing'pang'guang'yan
变应性皮肤血管炎,bian'ying'xing'pi'fu'xue'guan'yan
变应性前列腺病,bian'ying'xing'qian'lie'xian'bing
变应性肉芽肿病,bian'ying'xing'rou'ya'zhong'bing
变应性药疹,bian'ying'xing'yao'zhen
变应性紫癜,bian'ying'xing'zi'dian
变应原,bian'ying'yuan
变应原性,bian'ying'yuan'xing
边缘波动,bian'yuan'bo'dong
边缘封闭区,bian'yuan'feng'bi'qu
边缘肝素化,bian'yuan'gan'su'hua
边缘嵴,bian'yuan'ji
边缘鳞盖蕨,bian'yuan'lin'gai'jue
边缘系统,bian'yuan'xi'tong
边缘型人格障碍,bian'yuan'xing'ren'ge'zhang'ai
边缘性龈炎,bian'yuan'xing'yin'yan
边缘龈,bian'yuan'yin
边缘运动,bian'yuan'yun'dong
变证,bian'zheng
辩证施治,bian'zheng'shi'zhi
编织疗法,bian'zhi'liao'fa
扁轴木,bian'zhou'mu
扁竹测,bian'zhu'ce
扁竹根,bian'zhu'gen
扁竹兰,bian'zhu'lan
辫子草根,bian'zi'cao'gen
藨草,biao'cao
表层结构,biao'ceng'jie'gou
表层皮片,biao'ceng'pi'pian
表达性语言障碍,biao'da'xing'yu'yan'zhang'ai
表达载体,biao'da'zai'ti
杓儿菜,biao'er'cai
表寒,biao'han
表寒里热,biao'han'li're
表寒里热证,biao'han'li're'zheng
表寒里饮证,biao'han'li'yin'zheng
标记奖励法,biao'ji'jiang'li'fa
标记抗生物素蛋白,biao'ji'kang'sheng'wu'su'dan'bai
标记染色体,biao'ji'ran'se'ti
藨寄生,biao'ji'sheng
表里俱寒,biao'li'ju'han
表里俱热,biao'li'ju're
表里同病,biao'li'tong'bing
表面复型,biao'mian'fu'xing
表面卵裂,biao'mian'luan'lie
表面麻醉,biao'mian'ma'zui
表面免疫球蛋白,biao'mian'mian'yi'qiu'dan'bai
表面皿培养,biao'mian'min'pei'yang
表面铺展法,biao'mian'pu'zhan'fa
表面效度,biao'mian'xiao'du
表膜,biao'mo
表皮,biao'pi
表皮包涵囊肿,biao'pi'bao'han'nang'zhong
表皮剥脱,biao'pi'bo'tuo
表皮黑,biao'pi'hei
表皮囊肿,biao'pi'nang'zhong
表皮内上皮瘤,biao'pi'nei'shang'pi'liu
表皮生长因子,biao'pi'sheng'zhang'yin'zi
表皮松解,biao'pi'song'jie
表皮细胞,biao'pi'xi'bao
表皮细胞再生,biao'pi'xi'bao'zai'sheng
表皮下基底带,biao'pi'xia'ji'di'dai
表皮样瘤,biao'pi'yang'liu
表皮样囊肿,biao'pi'yang'nang'zhong
表皮痣,biao'pi'zhi
表皮痣综合征,biao'pi'zhi'zong'he'zheng
表气不固,biao'qi'bu'gu
表情法,biao'qing'fa
表情线,biao'qing'xian
表情言语,biao'qing'yan'yu
表热,biao're
表热兼里寒下迫大肠证,biao're'jian'li'han'xia'po'da'chang'zheng
表热里寒,biao're'li'han
表实,biao'shi
表实里虚,biao'shi'li'xu
表位,biao'wei
表现变异性,biao'xian'bian'yi'xing
表现度,biao'xian'du
表现为上肢,biao'xian'wei'shang'zhi
表象训练,biao'xiang'xun'lian
表邪,biao'xie
表邪被湿持于里,biao'xie'bei'shi'chi'yu'li
表型,biao'xing
表型模拟,biao'xing'mo'ni
表虚,biao'xu
表虚汗多易感冒,biao'xu'han'duo'yi'gan'mao
表虚里实,biao'xu'li'shi
表虚自汗,biao'xu'zi'han
表虚自汗正宜用,biao'xu'zi'han'zheng'yi'yong
表演型人格障碍,biao'yan'xing'ren'ge'zhang'ai
表证,biao'zheng
标志染色体,biao'zhi'ran'se'ti
标准参照测验,biao'zhun'can'zhao'ce'yan
标准差,biao'zhun'cha
标准刺激,biao'zhun'ci'ji
标准分数,biao'zhun'fen'shu
标准化测验,biao'zhun'hua'ce'yan
标准九分,biao'zhun'jiu'fen
标准群体,biao'zhun'qun'ti
标准误差,biao'zhun'wu'cha
标准正态分布,biao'zhun'zheng'tai'fen'bu
鳖胆,bie'dan
别德尔综合征,bie'de'er'zong'he'zheng
鳖甲,bie'jia
鳖甲煎丸,bie'jia'jian'wan
鳖甲胶,bie'jia'jiao
鳖卵,bie'luan
鳖肉,bie'rou
鳖头,bie'tou
鳖血,bie'xue
别藻蓝蛋白,bie'zao'lan'dan'bai
鳖脂,bie'zhi
髌骨切除术,bin'gu'qie'chu'shu
髌骨软骨软化,bin'gu'ruan'gu'ruan'hua
滨海前胡,bin'hai'qian'hu
濒湖脉学,bin'hu'mai'xue
濒死心律,bin'si'xin'lv
宾心脏修复术,bin'xin'zang'xiu'fu'shu
丙胺卡因,bing'an'ka'yin
病变百端,bing'bian'bai'duan
并病,bing'bing
冰草,bing'cao
冰草白穗,bing'cao'bai'sui
病差水停腰下证,bing'cha'shui'ting'yao'xia'zheng
冰冻盆腔,bing'dong'pen'qiang
病毒性肝炎,bing'du'xing'gan'yan
病毒载体,bing'du'zai'ti
秉风,bing'feng
秉风穴,bing'feng'xue
禀赋不足证,bing'fu'bu'zu'zheng
病各异端,bing'ge'yi'duan
柄果槲寄生,bing'guo'hu'ji'sheng
病后虚嬴气逆证,bing'hou'xu'ying'qi'ni'zheng
病后余热未尽劳复证,bing'hou'yu're'wei'jin'lao'fu'zheng
冰黄肤乐软膏,bing'huang'fu'le'ruan'gao
病机,bing'ji
病机十九条,bing'ji'shi'jiu'tiao
槟榔花,bing'lang'hua
病理解剖学,bing'li'jie'pou'xue
病理生理学,bing'li'sheng'li'xue
病理生物学,bing'li'sheng'wu'xue
病理性肾结核,bing'li'xing'shen'jie'he
病理形态学,bing'li'xing'tai'xue
病理性有丝分裂,bing'li'xing'you'si'fen'lie
病理学,bing'li'xue
病理学各论,bing'li'xue'ge'lun
病理学总论,bing'li'xue'zong'lun
病理移位,bing'li'yi'wei
冰凉花,bing'liang'hua
并列心脏移植,bing'lie'xin'zang'yi'zhi
柄马勃,bing'ma'bo
病脉,bing'mai
丙泮尼地,bing'pan'ni'di
冰硼散,bing'peng'san
冰片,bing'pian
并平脉辨证,bing'ping'mai'bian'zheng
屏气试验,bing'qi'shi'yan
冰山剖面图,bing'shan'pou'mian'tu
冰水疗法,bing'shui'liao'fa
病损,bing'sun
病态肥胖症,bing'tai'fei'pang'zheng
病态人格,bing'tai'ren'ge
冰糖,bing'tang
丙酮酸激酶缺乏症,bing'tong'suan'ji'mei'que'fa'zheng
病危脉绝急煎斟,bing'wei'mai'jue'ji'jian'zhen
病无遁情,bing'wu'dun'qing
病细胞综合征,bing'xi'bao'zong'he'zheng
丙烯酸树脂贴面,bing'xi'suan'shu'zhi'tie'mian
丙烯酸酯基托,bing'xi'suan'zhi'ji'tuo
丙烯酸酯夹板,bing'xi'suan'zhi'jia'ban
丙烯酸酯甲冠,bing'xi'suan'zhi'jia'guan
丙烯酸酯磨钻,bing'xi'suan'zhi'mo'zuan
丙烯酸酯填塞,bing'xi'suan'zhi'tian'sai
丙烯酸酯牙,bing'xi'suan'zhi'ya
病邪,bing'xie
并行分布加工模型,bing'xing'fen'bu'jia'gong'mo'xing
并行加工,bing'xing'jia'gong
丙型色盲,bing'xing'se'mang
并行搜索,bing'xing'sou'suo
病因学,bing'yin'xue
并月,bing'yue
病在表也,bing'zai'biao'ye
病在里也,bing'zai'li'ye
病灶内切除,bing'zao'nei'qie'chu
病辙改易,bing'zhe'gai'yi
病征学,bing'zheng'xue
并趾,bing'zhi
并趾畸形,bing'zhi'ji'xing
并指畸形,bing'zhi'ji'xing
丙种球蛋白,bing'zhong'qiu'dan'bai
菠菜,bo'cai
博采众方,bo'cai'zhong'fang
菠菜子,bo'cai'zi
薄唇,bo'chun
搏动灌注,bo'dong'guan'zhu
搏动性血肿,bo'dong'xing'xue'zhong
搏动血流,bo'dong'xue'liu
搏动血流泵,bo'dong'xue'liu'beng
波根多夫错觉,bo'gen'duo'fu'cuo'jue
驳骨草,bo'gu'cao
驳骨丹,bo'gu'dan
薄荷露,bo'he'lu
薄荷脑,bo'he'nao
薄荷油,bo'he'you
剥痂术,bo'jia'shu
薄厥病,bo'jue'bing
擘蓝,bo'lan
波棱瓜,bo'leng'gua
波棱瓜子,bo'leng'gua'zi
玻璃化,bo'li'hua
玻璃离子粘固剂,bo'li'li'zi'zhan'gu'ji
玻璃丝发,bo'li'si'fa
玻璃碳种植体,bo'li'tan'zhong'zhi'ti
玻璃调合板,bo'li'tiao'he'ban
玻璃纤维皮炎,bo'li'xian'wei'pi'yan
玻璃纤维织物,bo'li'xian'wei'zhi'wu
玻璃珠培养,bo'li'zhu'pei'yang
波伦序列征,bo'lun'xu'lie'zheng
波伦综合征,bo'lun'zong'he'zheng
菠萝根叶,bo'luo'gen'ye
博落回,bo'luo'hui
波罗蜜,bo'luo'mi
波罗蜜核中仁,bo'luo'mi'he'zhong'ren
波罗蜜树液,bo'luo'mi'shu'ye
波罗蜜叶,bo'luo'mi'ye
菠萝皮,bo'luo'pi
薄皮瓣移植术,bo'pi'ban'yi'zhi'shu
播散,bo'san
播散性汗孔角化病,bo'san'xing'han'kong'jiao'hua'bing
播散性结核,bo'san'xing'jie'he
播散性盘状红斑狼疮,bo'san'xing'pan'zhuang'hong'ban'lang'chuang
播散性嗜酸,bo'san'xing'shi'suan
播散性真菌感染,bo'san'xing'zhen'jun'gan'ran
波氏阿利什利霉病,bo'shi'a'li'shen'li'mei'bing
波氏阿利什霉,bo'shi'a'li'shen'mei
波氏霉样真菌,bo'shi'mei'yang'zhen'jun
波氏霉样真菌病,bo'shi'mei'yang'zhen'jun'bing
博氏线,bo'shi'xian
薄苔,bo'tai
剥脱性唇炎,bo'tuo'xing'chun'yan
剥脱性骨软骨炎,bo'tuo'xing'gu'ruan'gu'yan
剥脱性角质松解症,bo'tuo'xing'jiao'zhi'song'jie'zheng
剥脱性皮炎,bo'tuo'xing'pi'yan
剥脱性龈炎,bo'tuo'xing'yin'yan
波形蛋白,bo'xing'dan'bai
薄雪草,bo'xue'cao
薄叶黄芩,bo'ye'huang'qin
薄叶卷柏,bo'ye'juan'bai
波叶紫金牛,bo'ye'zi'jin'niu
波伊茨,bo'yi'ci
博奕性聚焦,bo'yi'xing'ju'jiao
波缘楤木,bo'yuan'cong'mu
波缘假瘤蕨,bo'yuan'jia'liu'jue
薄柱草,bo'zhu'cao
波状碟片,bo'zhuang'die'pian
补偿曲线,bu'chang'qu'xian
补偿曲线曲度,bu'chang'qu'xian'qu'du
补偿追踪,bu'chang'zhui'zong
不成熟人格,bu'cheng'shu'ren'ge
布袋丸,bu'dai'wan
不得道听途说,bu'de'dao'ting'tu'shuo
不得多语调笑,bu'de'duo'yu'diao'xiao
不得尿,bu'de'niao
不得平卧,bu'de'ping'wo
不得起一念蒂芥之心,bu'de'qi'yi'nian'di'jie'zhi'xin
不得问其贵贱贫富,bu'de'wen'qi'gui'jian'pin'fu
不得已隐忍而用之,bu'de'yi'yin'ren'er'yong'zhi
不得于性命之上,bu'de'yu'xing'ming'zhi'shang
不等互换,bu'deng'hu'huan
不典型性,bu'dian'xing'xing
不典型增生,bu'dian'xing'zeng'sheng
不凋木,bu'diao'mu
不动孢子,bu'dong'bao'zi
不动精子,bu'dong'jing'zi
不动配子,bu'dong'pei'zi
不对称联体儿,bu'dui'chen'lian'ti'er
不对称乳房,bu'dui'chen'ru'fang
补肺,bu'fei
补肺阿胶汤,bu'fei'e'jiao'tang
部分报告法,bu'fen'bao'gao'fa
部分变性反应,bu'fen'bian'xing'fan'ying
部分肠梗阻,bu'fen'chang'geng'zu
部分冠,bu'fen'guan
部分脾移植,bu'fen'pi'yi'zhi
部分失神经支配,bu'fen'shi'shen'jing'zhi'pei
部分同源染色体,bu'fen'tong'yuan'ran'se'ti
部分性房室通道,bu'fen'xing'fang'shi'tong'dao
不复位瓣,bu'fu'wei'ban
补肝汤,bu'gan'tang
布狗尾,bu'gou'wei
不固根本,bu'gu'gen'ben
补骨脂,bu'gu'zhi
不规则牙本质,bu'gui'ze'ya'ben'zhi
不换金正气散,bu'huan'jin'zheng'qi'san
不灰木,bu'hui'mu
不及亦然,bu'ji'yi'ran
不健康生活方式,bu'jian'kang'sheng'huo'fang'shi
不皎不昧,bu'jiao'bu'mei
卜芥,bu'jie
不可能图形,bu'ke'neng'tu'xing
布莱克窝洞分类,bu'lai'ke'wo'dong'fen'lei
布莱洛克,bu'lai'luo'ke
步廊,bu'lang
布朗耳蕨,bu'lang'er'jue
布朗公式,bu'lang'gong'shi
布朗架,bu'lang'jia
步廊穴,bu'lang'xue
布劳德表,bu'lao'de'biao
布劳吻合,bu'lao'wen'he
不离斯须,bu'li'si'xu
不联会,bu'lian'hui
卟啉病,bu'lin'bing
布林综合征,bu'lin'zong'he'zheng
布鲁克公式,bu'lu'ke'gong'shi
布卢姆综合征,bu'lu'mu'zong'he'zheng
布鲁纳教学原则,bu'lu'na'jiao'xue'yuan'ze
布罗卡区,bu'luo'ka'qu
布罗卡失语症,bu'luo'ka'shi'yu'zheng
布罗姆修复术,bu'luo'mu'xiu'fu'shu
不寐,bu'mei
不寐病,bu'mei'bing
不耐热抗体,bu'nai're'kang'ti
不念思求经旨,bu'nian'si'qiu'jing'zhi
补脾益肠丸,bu'pi'yi'chang'wan
补脾益肺,bu'pi'yi'fei
不平衡易位,bu'ping'heng'yi'wei
不全并趾,bu'quan'bing'zhi
不全并指,bu'quan'bing'zhi
不确定间距,bu'que'ding'jian'ju
不容穴,bu'rong'xue
补色律,bu'se'lv
不失衡铨,bu'shi'heng'quan
不失铢分,bu'shi'zhu'fen
不思饮食,bu'si'yin'shi
不随意想象,bu'sui'yi'xiang'xiang
不随意运动,bu'sui'yi'yun'dong
不随意注意,bu'sui'yi'zhu'yi
步态,bu'tai
