阿德勒心理学,a'de'le'xin'li'xue
不随意注意,bu'sui'yi'zhu'yi
步态,bu'tai
步态分析,bu'tai'fen'xi
步态训练,bu'tai'xun'lian
补体,bu'ti
补体激活,bu'ti'ji'huo
补体结合,bu'ti'jie'he
补体结合试验,bu'ti'jie'he'shi'yan
补体结合抑制试验,bu'ti'jie'he'yi'zhi'shi'yan
补体偏离,bu'ti'pian'li
补体抑制因子,bu'ti'yi'zhi'yin'zi
布托啡诺,bu'tuo'fei'nuo
不外显,bu'wai'xian
不完全显性,bu'wan'quan'xian'xing
不稳定性萎缩瘢痕,bu'wen'ding'xing'wei'suo'ban'hen
不吸收缝线,bu'xi'shou'feng'xian
布西综合征,bu'xi'zong'he'zheng
不相匹配的骨髓移植,bu'xiang'pi'pei'de'gu'sui'yi'zhi
步行训练,bu'xing'xun'lian
补液,bu'ye
补液量计算公式,bu'ye'liang'ji'suan'gong'shi
补液疗法,bu'ye'liao'fa
不一致性,bu'yi'zhi'xing
不应期,bu'ying'qi
不应状态,bu'ying'zhuang'tai
不育,bu'yu
擦烂,ca'lan
擦皮术,ca'pi'shu
擦破,ca'po
擦伤,ca'shang
擦浴,ca'yu
菜花样乳头状瘤病,cai'hua'yang'ru'tou'zhuang'liu'bing
菜花状耳,cai'hua'zhuang'er
蔡加尼克效应,cai'jia'ni'ke'xiao'ying
才能,cai'neng
彩色,cai'se
才智儿童,cai'zhi'er'tong
蚕肠线,can'chang'xian
残根,can'gen
残疾,can'ji
残疾人,can'ji'ren
参考点,can'kao'dian
残留结石,can'liu'jie'shi
参赛动机,can'sai'dong'ji
参数,can'shu
参数估计,can'shu'gu'ji
参数统计检验,can'shu'tong'ji'jian'yan
残髓,can'sui
残髓炎,can'sui'yan
参与管理,can'yu'guan'li
残余囊肿,can'yu'nang'zhong
残余脓肿,can'yu'nong'zhong
残余牙槽嵴,can'yu'ya'cao'ji
残障,can'zhang
残障儿童,can'zhang'er'tong
参照点,can'zhao'dian
参照群体,can'zhao'qun'ti
残肢,can'zhi
苍白移植物反应,cang'bai'yi'zhi'wu'fan'ying
藏毛窦,cang'mao'dou
藏毛瘘管,cang'mao'lou'guan
藏毛囊肿,cang'mao'nang'zhong
藏毛脓肿,cang'mao'nong'zhong
草莓状血管瘤,cao'mei'zhuang'xue'guan'liu
糙皮病,cao'pi'bing
糙皮病舌炎,cao'pi'bing'she'yan
槽式缘,cao'shi'yuan
草酸钙结石,cao'suan'gai'jie'shi
草酸尿,cao'suan'niao
操作测验,cao'zuo'ce'yan
操作分析,cao'zuo'fen'xi
操作合理化,cao'zuo'he'li'hua
操作技能,cao'zuo'ji'neng
操作思维,cao'zuo'si'wei
操作温度,cao'zuo'wen'du
操作性定义,cao'zuo'xing'ding'yi
操作性攻击,cao'zuo'xing'gong'ji
操作性目标,cao'zuo'xing'mu'biao
操作性条件作用,cao'zuo'xing'tiao'jian'zuo'yong
操作性行为,cao'zuo'xing'xing'wei
操作主义,cao'zuo'zhu'yi
侧侧吻合,ce'ce'wen'he
策动心理学,ce'dong'xin'li'xue
侧方关系,ce'fang'guan'xi
侧方平衡,ce'fang'ping'heng
侧方压缩,ce'fang'ya'suo
侧方运动,ce'fang'yun'dong
测谎器,ce'huang'qi
侧联体,ce'lian'ti
测量误差,ce'liang'wu'cha
侧貌分析,ce'mao'fen'xi
侧貌描记器,ce'mao'miao'ji'qi
侧脑室造瘘术,ce'nao'shi'zao'lou'shu
侧向滑动瓣,ce'xiang'hua'dong'ban
侧向髁道斜度,ce'xiang'ke'dao'xie'du
侧向髁导斜度,ce'xiang'ke'dao'xie'du
测序,ce'xu
测验标准化,ce'yan'biao'zhun'hua
测验法,ce'yan'fa
测验分数,ce'yan'fen'shu
测验焦虑,ce'yan'jiao'lv
测验偏向,ce'yan'pian'xiang
测验手册,ce'yan'shou'ce
测验特征函数,ce'yan'te'zheng'han'shu
测验项目,ce'yan'xiang'mu
侧翼序列,ce'yi'xu'lie
侧抑制,ce'yi'zhi
侧影显露,ce'ying'xian'lu
侧柱,ce'zhu
层次网络模型,ceng'ci'wang'luo'mo'xing
层流,ceng'liu
差别感受性,cha'bie'gan'shou'xing
差别阈限,cha'bie'yu'xian
差别阈限法,cha'bie'yu'xian'fa
差动力,cha'dong'li
插管钳,cha'guan'qian
插管前准备,cha'guan'qian'zhun'bei
插管术,cha'guan'shu
插管芯,cha'guan'xin
查科三联征,cha'ke'san'lian'zheng
插入,cha'ru
差异量数,cha'yi'liang'shu
差异显著性,cha'yi'xian'zhu'xing
差异心理学,cha'yi'xin'li'xue
差音,cha'yin
叉状毛,cha'zhuang'mao
颤搐,chan'chu
颤动线,chan'dong'xian
产后乳腺炎,chan'hou'ru'xian'yan
产前诊断,chan'qian'zhen'duan
产伤,chan'shang
产生式系统,chan'sheng'shi'xi'tong
长臂,chang'bi
肠壁疝,chang'bi'shan
肠闭锁,chang'bi'suo
肠病性肢端皮炎,chang'bing'xing'zhi'duan'pi'yan
长波紫外线,chang'bo'zi'wai'xian
肠侧侧吻合,chang'ce'ce'wen'he
长程心理治疗,chang'cheng'xin'li'zhi'liao
肠重复畸形,chang'chong'fu'ji'xing
肠穿孔,chang'chuan'kong
肠道集合淋巴结,chang'dao'ji'he'lin'ba'jie
肠道喂养,chang'dao'wei'yang
肠道细菌内毒素移位,chang'dao'xi'jun'nei'du'su'yi'wei
肠道细菌移位,chang'dao'xi'jun'yi'wei
肠道营养,chang'dao'ying'yang
场地感,chang'di'gan
长顶盖,chang'ding'gai
长度错觉,chang'du'cuo'jue
场独立性,chang'du'li'xing
肠端侧吻合,chang'duan'ce'wen'he
肠端端吻合,chang'duan'duan'wen'he
肠段移植物,chang'duan'yi'zhi'wu
肠放射性损伤,chang'fang'she'xing'sun'shang
肠梗阻,chang'geng'zu
长冠牙,chang'guan'ya
长结合上皮,chang'jie'he'shang'pi
猖獗龋,chang'jue'qu
场论,chang'lun
场论心理学,chang'lun'xin'li'xue
常模,chang'mo
常模参照测验,chang'mo'can'zhao'ce'yan
肠囊肿,chang'nang'zhong
肠内引流式胰腺移植,chang'nei'yin'liu'shi'yi'xian'yi'zhi
肠扭转,chang'niu'zhuan
肠袢淤滞综合征,chang'pan'yu'zhi'zong'he'zheng
肠旁路术,chang'pang'lu'shu
肠切除术,chang'qie'chu'shu
肠切开术,chang'qie'kai'shu
肠缺血,chang'que'xie
常染色体,chang'ran'se'ti
常染色体隐性,chang'ran'se'ti'yin'xing
常染色质,chang'ran'se'zhi
长时程增强效应,chang'shi'cheng'zeng'qiang'xiao'ying
尝试错误,chang'shi'cuo'wu
尝试错误说,chang'shi'cuo'wu'shuo
长时记忆,chang'shi'ji'yi
肠套叠,chang'tao'die
肠外瘘,chang'wai'lou
肠外营养,chang'wai'ying'yang
肠外置术,chang'wai'zhi'shu
肠吻合,chang'wen'he
常温心脏手术,chang'wen'xin'zang'shou'shu
肠系膜动脉闭塞,chang'xi'mo'dong'mai'bi'se
肠系膜动脉栓塞术,chang'xi'mo'dong'mai'shuan'sai'shu
肠系膜动脉血栓形成,chang'xi'mo'dong'mai'xue'shuan'xing'cheng
肠系膜囊肿,chang'xi'mo'nang'zhong
肠系膜疝,chang'xi'mo'shan
肠系膜上动脉综合征,chang'xi'mo'shang'dong'mai'zong'he'zheng
肠狭窄,chang'xia'zhai
肠线,chang'xian
肠相关,chang'xiang'guan
长效甲状腺刺激因子,chang'xiao'jia'zhuang'xian'ci'ji'yin'zi
肠旋转不良,chang'xuan'zhuan'bu'liang
场依存性,chang'yi'cun'xing
肠源性感染,chang'yuan'xing'gan'ran
肠造口术,chang'zao'kou'shu
肠胀气,chang'zhang'qi
长正中,chang'zheng'zhong
超变区,chao'bian'qu
超常儿童,chao'chang'er'tong
超常性,chao'chang'xing
超雌,chao'ci
超刺激电疗法,chao'ci'ji'dian'liao'fa
超短波疗法,chao'duan'bo'liao'fa
超短波透热,chao'duan'bo'tou're
超二倍体,chao'er'bei'ti
超负荷,chao'fu'he
超复杂细胞,chao'fu'za'xi'bao
超个人心理学,chao'ge'ren'xin'li'xue
潮红,chao'hong
超急性排斥反应,chao'ji'xing'pai'chi'fan'ying
超基因,chao'ji'yin
超抗原,chao'kang'yuan
超免疫状态,chao'mian'yi'zhuang'tai
超敏感性,chao'min'gan'xing
潮气末,chao'qi'mo
超声波离子导入机,chao'sheng'bo'li'zi'dao'ru'ji
超声监测,chao'sheng'jian'ce
超声间动电疗法,chao'sheng'jian'dong'dian'liao'fa
超声洁治器,chao'sheng'jie'zhi'qi
超声洁治术,chao'sheng'jie'zhi'shu
超声疗法,chao'sheng'liao'fa
超声美容术,chao'sheng'mei'rong'shu
超声碎石术,chao'sheng'sui'shi'shu
超声损伤,chao'sheng'sun'shang
超声调制中频电疗法,chao'sheng'tiao'zhi'zhong'pin'dian'liao'fa
超声透入疗法,chao'sheng'tou'ru'liao'fa
超声雾化吸入法,chao'sheng'wu'hua'xi'ru'fa
超声吸脂,chao'sheng'xi'zhi
超声振荡器,chao'sheng'zhen'dang'qi
超微结构病理学,chao'wei'jie'gou'bing'li'xue
超我,chao'wo
超压,chao'ya
超重,chao'zhong
沉淀,chen'dian
沉淀素,chen'dian'su
沉淀素试验,chen'dian'su'shi'yan
沉淀性抗体,chen'dian'xing'kang'ti
尘肺,chen'fei
衬里皮瓣,chen'li'pi'ban
陈述性记忆,chen'shu'xing'ji'yi
陈述性知识,chen'shu'xing'zhi'shi
惩罚,cheng'fa
成骨不全,cheng'gu'bu'quan
成活,cheng'huo
成肌纤维细胞,cheng'ji'xian'wei'xi'bao
成浆细胞,cheng'jiang'xi'bao
成就测验,cheng'jiu'ce'yan
成就动机,cheng'jiu'dong'ji
成就需要理论,cheng'jiu'xu'yao'li'lun
撑开牵引,cheng'kai'qian'yin
称名量表,cheng'ming'liang'biao
成年期,cheng'nian'qi
成品托盘,cheng'pin'tuo'pan
成人口腔正畸学,cheng'ren'kou'qiang'zheng'ji'xue
橙色血质,cheng'se'xue'zhi
成熟,cheng'shu
成熟分裂,cheng'shu'fen'lie
成纤维细胞,cheng'xian'wei'xi'bao
成纤维细胞生长因子,cheng'xian'wei'xi'bao'sheng'zhang'yin'zi
成型片,cheng'xing'pian
成型片夹,cheng'xing'pian'jia
成形钳,cheng'xing'qian
成形术,cheng'xing'shu
程序教学,cheng'xu'jiao'xue
程序性知识,cheng'xu'xing'zhi'shi
成牙本质细胞,cheng'ya'ben'zhi'xi'bao
成牙本质细胞突,cheng'ya'ben'zhi'xi'bao'tu
成牙骨质细胞,cheng'ya'gu'zhi'xi'bao
成釉器,cheng'you'qi
成釉细胞,cheng'you'xi'bao
成釉细胞癌,cheng'you'xi'bao'ai
成釉细胞瘤,cheng'you'xi'bao'liu
成釉细胞肉瘤,cheng'you'xi'bao'rou'liu
成釉细胞纤维瘤,cheng'you'xi'bao'xian'wei'liu
成釉细胞纤维肉瘤,cheng'you'xi'bao'xian'wei'rou'liu
成釉细胞纤维牙瘤,cheng'you'xi'bao'xian'wei'ya'liu
成釉细胞牙瘤,cheng'you'xi'bao'ya'liu
成釉细胞牙肉瘤,cheng'you'xi'bao'ya'rou'liu
成员,cheng'yuan
承重部位,cheng'zhong'bu'wei
尺侧半肢畸形,chi'ce'ban'zhi'ji'xing
痴呆,chi'dai
迟发型超敏,chi'fa'xing'chao'min
迟发型超敏反应,chi'fa'xing'chao'min'fan'ying
迟发性皮肤卟啉病,chi'fa'xing'pi'fu'bu'lin'bing
迟发型皮肤反应,chi'fa'xing'pi'fu'fan'ying
耻骨后前列腺切除术,chi'gu'hou'qian'lie'xian'qie'chu'shu
耻骨上膀胱造口术,chi'gu'shang'pang'guang'zao'kou'shu
耻骨上前列腺切除术,chi'gu'shang'qian'lie'xian'qie'chu'shu
弛缓,chi'huan
尺箕,chi'ji
持家基因,chi'jia'ji'yin
持久性红斑,chi'jiu'xing'hong'ban
持久性隆起性红斑,chi'jiu'xing'long'qi'xing'hong'ban
持久性图状红斑,chi'jiu'xing'tu'zhuang'hong'ban
迟萌,chi'meng
尺偏手,chi'pian'shou
持续低温灌注,chi'xu'di'wen'guan'zhu
持续正压呼吸,chi'xu'zheng'ya'hu'xi
持续正压通气,chi'xu'zheng'ya'tong'qi
迟牙,chi'ya
重衬,chong'chen
重叠缝合,chong'die'feng'he
重叠基因,chong'die'ji'yin
重叠结缔组织病,chong'die'jie'di'zu'zhi'bing
重叠植皮术,chong'die'zhi'pi'shu
冲动,chong'dong
重复,chong'fu
重复尿道,chong'fu'niao'dao
重复膀胱,chong'fu'pang'guang
重复肾,chong'fu'shen
重复肾盂,chong'fu'shen'yu
重复输精管,chong'fu'shu'jing'guan
重复输尿管,chong'fu'shu'niao'guan
重复序列,chong'fu'xu'lie
冲击疗法,chong'ji'liao'fa
冲击伤,chong'ji'shang
重建,chong'jian
重建法,chong'jian'fa
虫胶板,chong'jiao'ban
重排,chong'pai
充气夹板,chong'qi'jia'ban
充气止血带,chong'qi'zhi'xue'dai
充填器,chong'tian'qi
冲突,chong'tu
充血,chong'xue
充溢性尿失禁,chong'yi'xing'niao'shi'jin
充盈性膀胱测压,chong'ying'xing'pang'guang'ce'ya
冲浴,chong'yu
充注型乳房植入体,chong'zhu'xing'ru'fang'zhi'ru'ti
充注型阴道模具,chong'zhu'xing'yin'dao'mu'ju
重组,chong'zu
重组率,chong'zu'lv
重组染色体,chong'zu'ran'se'ti
重组体,chong'zu'ti
重组异倍体,chong'zu'yi'bei'ti
重组质粒,chong'zu'zhi'li
臭虫叮咬,chou'chong'ding'yao
臭汗症,chou'han'zheng
抽屉试验,chou'ti'shi'yan
抽吸器,chou'xi'qi
抽象,chou'xiang
抽象分析法,chou'xiang'fen'xi'fa
抽象思维,chou'xiang'si'wei
抽样,chou'yang
抽样分布,chou'yang'fen'bu
触棒迷津,chu'bang'mi'jin
除颤器,chu'chan'qi
初次免疫应答,chu'ci'mian'yi'ying'da
储存,chu'cun
储存佐剂,chu'cun'zuo'ji
触点,chu'dian
初腭,chu'e
触发点,chu'fa'dian
出汗性血管瘤,chu'han'xing'xue'guan'liu
初级记忆,chu'ji'ji'yi
初级精母细胞,chu'ji'jing'mu'xi'bao
初级卵母细胞,chu'ji'luan'mu'xi'bao
储金池,chu'jin'chi
触觉,chu'jue
触觉定位,chu'jue'ding'wei
触觉感受野,chu'jue'gan'shou'ye
触觉计,chu'jue'ji
触觉显示,chu'jue'xian'shi
触觉显示器,chu'jue'xian'shi'qi
处理均方,chu'li'jun'fang
初模型,chu'mo'xing
处女膜修复,chu'nv'mo'xiu'fu
初期外科处理,chu'qi'wai'ke'chu'li
出生创伤,chu'sheng'chuang'shang
出生后免疫,chu'sheng'hou'mian'yi
出生缺陷,chu'sheng'que'xian
出声思维,chu'sheng'si'wei
出声语言,chu'sheng'yu'yan
出血,chu'xie
出血斑,chu'xie'ban
出血指数,chu'xie'zhi'shu
锄形洁治器,chu'xing'jie'zhi'qi
出血点,chu'xue'dian
出血性梗死,chu'xue'xing'geng'si
出血性胃炎,chu'xue'xing'wei'yan
出血性胰腺炎,chu'xue'xing'yi'xian'yan
初缢痕,chu'yi'hen
初印模,chu'yin'mo
除皱术,chu'zhou'shu
传导热疗法,chuan'dao're'liao'fa
传导性失语症,chuan'dao'xing'shi'yu'zheng
传记法,chuan'ji'fa
穿孔,chuan'kong
穿孔性阑尾炎,chuan'kong'xing'lan'wei'yan
串联易位,chuan'lian'yi'wei
串连游离皮瓣,chuan'lian'you'li'pi'ban
穿粘膜种植体,chuan'nian'mo'zhong'zhi'ti
传染,chuan'ran
传染性红斑,chuan'ran'xing'hong'ban
传染性口角炎,chuan'ran'xing'kou'jiao'yan
传染性软疣,chuan'ran'xing'ruan'you
传染性伤口,chuan'ran'xing'shang'kou
传染性湿疹样皮炎,chuan'ran'xing'shi'zhen'yang'pi'yan
穿梭箱,chuan'suo'xiang
穿梭载体,chuan'suo'zai'ti
传统,chuan'tong
穿通纤维,chuan'tong'xian'wei
穿通性毛囊炎,chuan'tong'xing'mao'nang'yan
穿通性龋,chuan'tong'xing'qu
穿透,chuan'tou
穿透伤,chuan'tou'shang
穿透性溃疡,chuan'tou'xing'kui'yang
穿下颌种植体,chuan'xia'he'zhong'zhi'ti
串线伤,chuan'xian'shang
创建者效应,chuang'jian'zhe'xiao'ying
创面,chuang'mian
创面活组织检查术,chuang'mian'huo'zu'zhi'jian'cha'shu
创面菌群,chuang'mian'jun'qun
创伤,chuang'shang
创伤病理学,chuang'shang'bing'li'xue
创伤弹道学,chuang'shang'dan'dao'xue
创伤感染,chuang'shang'gan'ran
创伤后代谢反应,chuang'shang'hou'dai'xie'fan'ying
创伤后骨萎缩,chuang'shang'hou'gu'wei'suo
创伤后脑综合征,chuang'shang'hou'nao'zong'he'zheng
创伤后气管狭窄,chuang'shang'hou'qi'guan'xia'zhai
创伤免疫学,chuang'shang'mian'yi'xue
创伤评分,chuang'shang'ping'fen
创伤外科学,chuang'shang'wai'ke'xue
创伤无瘢痕愈合,chuang'shang'wu'ban'hen'yu'he
创伤细菌学,chuang'shang'xi'jun'xue
创伤性膈疝,chuang'shang'xing'ge'shan
创伤性口炎,chuang'shang'xing'kou'yan
创伤性水肿,chuang'shang'xing'shui'zhong
创伤性文身,chuang'shang'xing'wen'shen
创伤性心包压塞,chuang'shang'xing'xin'bao'ya'sai
创伤性休克,chuang'shang'xing'xiu'ke
创伤性窒息,chuang'shang'xing'zhi'xi
创伤修复,chuang'shang'xiu'fu
创伤学,chuang'shang'xue
创伤严重度评分,chuang'shang'yan'zhong'du'ping'fen
创伤愈合,chuang'shang'yu'he
床上运动,chuang'shang'yun'dong
创伤治疗,chuang'shang'zhi'liao
创伤指数,chuang'shang'zhi'shu
创造性人格,chuang'zao'xing'ren'ge
创造性思维,chuang'zao'xing'si'wei
创造性想象,chuang'zao'xing'xiang'xiang
创造艺术,chuang'zao'yi'shu
垂耳,chui'er
吹口哨状唇畸形,chui'kou'shao'zhuang'chun'ji'xing
垂屏式氧合器,chui'ping'shi'yang'he'qi
垂体,chui'ti
垂体切除术,chui'ti'qie'chu'shu
垂体腺癌,chui'ti'xian'ai
垂体腺瘤,chui'ti'xian'liu
垂体轴,chui'ti'zhou
锤造冠,chui'zao'guan
锤造金属全冠,chui'zao'jin'shu'quan'guan
垂直参考线,chui'zhi'can'kao'xian
垂直传递,chui'zhi'chuan'di
垂直截骨术,chui'zhi'jie'gu'shu
垂直距离,chui'zhi'ju'li
垂直轴,chui'zhi'zhou
垂直阻生,chui'zhi'zu'sheng
锤状趾,chui'zhuang'zhi
槌状指,chui'zhuang'zhi
槌状趾畸形,chui'zhuang'zhi'ji'xing
槌状指畸形,chui'zhuang'zhi'ji'xing
唇瓣,chun'ban
唇不全裂,chun'bu'quan'lie
唇侧翼缘,chun'ce'yi'yuan
唇成形术,chun'cheng'xing'shu
纯词聋,chun'ci'long
唇挡,chun'dang
唇低线,chun'di'xian
唇杆,chun'gan
唇干裂,chun'gan'lie
唇高级,chun'gao'ji
唇弓,chun'gong
唇弓嵴,chun'gong'ji
唇沟板,chun'gou'ban
纯合子,chun'he'zi
唇红缘,chun'hong'yuan
唇厚度,chun'hou'du
唇系带,chun'ji'dai
唇颈嵴,chun'jing'ji
唇裂,chun'lie
唇裂矩形,chun'lie'ju'xing
唇裂三角,chun'lie'san'jiao
唇裂手术减张弓,chun'lie'shou'shu'jian'zhang'gong
唇裂术后继发畸形,chun'lie'shu'hou'ji'fa'ji'xing
唇裂术后畸形,chun'lie'shu'hou'ji'xing
唇裂修复术,chun'lie'xiu'fu'shu
唇裂序列征,chun'lie'xu'lie'zheng
唇面,chun'mian
唇疱疹,chun'pao'zhen
唇牵开器,chun'qian'kai'qi
唇舌弓矫治器,chun'she'gong'jiao'zhi'qi
唇外翻,chun'wai'fan
唇完全裂,chun'wan'quan'lie
唇腺,chun'xian
唇线,chun'xian
唇向错位,chun'xiang'cuo'wei
唇炎,chun'yan
纯音,chun'yin
唇缘,chun'yuan
唇珠,chun'zhu
戳伤,chuo'shang
瓷边缘,ci'bian'yuan
次腭,ci'e
词概念,ci'gai'nian
瓷高嵌体,ci'gao'qian'ti
磁共振成象,ci'gong'zhen'cheng'xiang
词汇,ci'hui
刺激,ci'ji
刺激变量,ci'ji'bian'liang
次级记忆,ci'ji'ji'yi
次级精母细胞,ci'ji'jing'mu'xi'bao
次级控制,ci'ji'kong'zhi
次级卵母细胞,ci'ji'luan'mu'xi'bao
雌激素,ci'ji'su
刺激维度,ci'ji'wei'du
刺激性接触性皮炎,ci'ji'xing'jie'chu'xing'pi'yan
刺激性皮炎,ci'ji'xing'pi'yan
刺激阈限,ci'ji'yu'xian
瓷甲冠,ci'jia'guan
磁疗法,ci'liao'fa
次氯酸钠烧伤,ci'lv'suan'na'shao'shang
词盲,ci'mang
瓷嵌体,ci'qian'ti
次桥基,ci'qiao'ji
次全鼻再造术,ci'quan'bi'zai'zao'shu
刺入冷冻法,ci'ru'leng'dong'fa
次数法,ci'shu'fa
磁体种植体,ci'ti'zhong'zhi'ti
瓷贴面,ci'tie'mian
刺痛,ci'tong
磁性固位,ci'xing'gu'wei
磁性衔铁,ci'xing'xian'tie
瓷牙,ci'ya
次要特质,ci'yao'te'zhi
次要组织相容性系统,ci'yao'zu'zhi'xiang'rong'xing'xi'tong
次缢痕,ci'yi'hen
词优势效应,ci'you'shi'xiao'ying
从性性状,cong'xing'xing'zhuang
从众,cong'zhong
丛状型成釉细胞瘤,cong'zhuang'xing'cheng'you'xi'bao'liu
促黄体素释放素,cu'huang'ti'su'shi'fang'su
促瘤生长,cu'liu'sheng'zhang
粗球孢子菌,cu'qiu'bao'zi'jun
促肾上腺皮质激素,cu'shen'shang'xian'pi'zhi'ji'su
猝死,cu'si
粗丝切断钳,cu'si'qie'duan'qian
粗线期,cu'xian'qi
促性腺激素,cu'xing'xian'ji'su
促智药,cu'zhi'yao
卒中,cu'zhong
淬火装置,cui'huo'zhuang'zhi
脆甲症,cui'jia'zheng
催泪弹烧伤,cui'lei'dan'shao'shang
催眠,cui'mian
催眠恍惚状态,cui'mian'huang'hu'zhuang'tai
催眠疗法,cui'mian'liao'fa
催眠术,cui'mian'shu
催乳素瘤,cui'ru'su'liu
催唾液剂,cui'tuo'ye'ji
催涎剂,cui'xian'ji
脆性位点,cui'xing'wei'dian
存在心理学,cun'zai'xin'li'xue
存在主义心理治疗,cun'zai'zhu'yi'xin'li'zhi'liao
痤疮,cuo'chuang
痤疮样痣,cuo'chuang'yang'zhi
错构瘤,cuo'gou'liu
错觉,cuo'jue
挫伤,cuo'shang
错位,cuo'wei
错义突变,cuo'yi'tu'bian
挫折,cuo'zhe
大斑块副银屑病,da'ban'kuai'fu'yin'xie'bing
大肠梗阻,da'chang'geng'zu
大耳畸形,da'er'ji'xing
达尔文表情说,da'er'wen'biao'qing'shuo
达尔文情绪说,da'er'wen'qing'xu'shuo
大汗腺,da'han'xian
大汗腺癌,da'han'xian'ai
大汗腺囊瘤,da'han'xian'nang'liu
大汗腺囊腺瘤,da'han'xian'nang'xian'liu
大角膜,da'jiao'mo
大颗粒淋巴细胞,da'ke'li'lin'ba'xi'bao
大孔脑膜瘤,da'kong'nao'mo'liu
大口畸形,da'kou'ji'xing
大连接体,da'lian'jie'ti
达穆斯,da'mu'si
大脑,da'nao
大脑半球皮质切除术,da'nao'ban'qiu'pi'zhi'qie'chu'shu
大脑半球切除术,da'nao'ban'qiu'qie'chu'shu
大脑半球优势化,da'nao'ban'qiu'you'shi'hua
大脑功能偏侧化,da'nao'gong'neng'pian'ce'hua
大脑镰脑膜瘤,da'nao'lian'nao'mo'liu
大脑两半球,da'nao'liang'ban'qiu
大脑皮层功能等位说,da'nao'pi'ceng'gong'neng'deng'wei'shuo
大脑皮层功能定位说,da'nao'pi'ceng'gong'neng'ding'wei'shuo
大脑皮质,da'nao'pi'zhi
大脑皮质联合区,da'nao'pi'zhi'lian'he'qu
大脑前动脉,da'nao'qian'dong'mai
大脑凸面脑膜瘤,da'nao'tu'mian'nao'mo'liu
大脑性瘫痪,da'nao'xing'tan'huan
大脑中动脉瘤,da'nao'zhong'dong'mai'liu
大脑中动脉吻合术,da'nao'zhong'dong'mai'wen'he'shu
大疱,da'pao
大疱性扁平苔藓,da'pao'xing'bian'ping'tai'xian
大疱性表皮松解,da'pao'xing'biao'pi'song'jie
大疱性表皮松解症,da'pao'xing'biao'pi'song'jie'zheng
大泡性肺气肿,da'pao'xing'fei'qi'zhong
大疱性类天疱疮,da'pao'xing'lei'tian'pao'chuang
大疱性荨麻疹,da'pao'xing'qian'ma'zhen
大群体,da'qun'ti
达松伐电疗法,da'song'fa'dian'liao'fa
大头,da'tou
大腿长,da'tui'chang
大腿美容术,da'tui'mei'rong'shu
大网膜瓣,da'wang'mo'ban
大网膜及肠系膜囊肿,da'wang'mo'ji'chang'xi'mo'nang'zhong
大网膜输尿管成形术,da'wang'mo'shu'niao'guan'cheng'xing'shu
大网膜移植术,da'wang'mo'yi'zhi'shu
大网膜移植物,da'wang'mo'yi'zhi'wu
大小孢子菌,da'xiao'bao'zi'jun
大小错觉,da'xiao'cuo'jue
大小恒常性,da'xiao'heng'chang'xing
大小知觉,da'xiao'zhi'jue
大叶性肺炎,da'ye'xing'fei'yan
大翼软骨,da'yi'ruan'gu
大张皮移植术,da'zhang'pi'yi'zhi'shu
打折扣原则,da'zhe'kou'yuan'ze
大众传媒,da'zhong'chuan'mei
大众沟通,da'zhong'gou'tong
代偿,dai'chang
代偿失调,dai'chang'shi'tiao
代偿性肥大,dai'chang'xing'fei'da
带窗的丰唐手术,dai'chuang'de'feng'tang'shou'shu
带蒂皮瓣,dai'di'pi'ban
带蒂组织移植术,dai'di'zu'zhi'yi'zhi'shu
带蒂组织移植物,dai'di'zu'zhi'yi'zhi'wu
戴尔试验,dai'er'shi'yan
带发皮片,dai'fa'pi'pian
带发皮片簇植术,dai'fa'pi'pian'cu'zhi'shu
带发皮片移植术,dai'fa'pi'pian'yi'zhi'shu
带感觉神经皮瓣,dai'gan'jue'shen'jing'pi'ban
代沟,dai'gou
带环,dai'huan
带环就位器,dai'huan'jiu'wei'qi
带环去除钳,dai'huan'qu'chu'qian
带孔牙,dai'kong'ya
带石针,dai'shi'zhen
代替律,dai'ti'lv
戴维森分流术,dai'wei'sen'fen'liu'shu
代谢当量,dai'xie'dang'liang
代谢反应,dai'xie'fan'ying
代型,dai'xing
带型,dai'xing
袋形缝术,dai'xing'feng'shu
袋状瓣,dai'zhuang'ban
带状弓,dai'zhuang'gong
带状疱疹,dai'zhuang'pao'zhen
袋状皮瓣,dai'zhuang'pi'ban
带状银屑病,dai'zhuang'yin'xie'bing
蛋白,dan'bai
蛋白胨性荨麻疹,dan'bai'dong'xing'qian'ma'zhen
单倍体数,dan'bei'ti'shu
单倍体相同的供者,dan'bei'ti'xiang'tong'de'gong'zhe
单倍体组,dan'bei'ti'zu
单倍型,dan'bei'xing
单臂卡环,dan'bi'ka'huan
单侧唇裂,dan'ce'chun'lie
单侧腭裂,dan'ce'e'lie
单侧肥大畸形,dan'ce'fei'da'ji'xing
单侧膈肌麻痹,dan'ce'ge'ji'ma'bi
单侧膈肌瘫痪,dan'ce'ge'ji'tan'huan
单侧膈膨升,dan'ce'ge'peng'sheng
单侧检验,dan'ce'jian'yan
单侧平衡,dan'ce'ping'heng
单侧痣,dan'ce'zhi
单纯癌,dan'chun'ai
单纯糠疹,dan'chun'kang'zhen
单纯疱疹,dan'chun'pao'zhen
单纯性回状红斑,dan'chun'xing'hui'zhuang'hong'ban
单纯性甲状腺肿,dan'chun'xing'jia'zhuang'xian'zhong
单纯型精神分裂症,dan'chun'xing'jing'shen'fen'lie'zheng
